iso3,gdp_pc_pp,pop,urbanization_rate,prepare_scaleup,ew,finance_pre,borrowing_ability,avg_prod_k,tau_tax,capital_elasticity_alpha,k_pub_share_kappa,self_employment,k_pub_share,k_oth_share,k_prv_share,reconstruction_share_sigma_h,rho,max_increased_spending,income_elasticity_eta
MRT,6258.71091329181,5022441.0,0.57699,0.5611604077563926,0.5535284709605425,0.6666666666666666,0.6666666666666666,0.2207657857768042,0.045433134977371295,0.6173299999999999,0.1869632976095843,0.730190250654274,0.1869632976095843,0.5596998965774516,0.2533368058129641,0.2533368058129641,0.06,0.05,1.5
MUS,26590.4238819278,1261041.0,0.40867,0.5742250470100161,0.731215591759893,0.8333333333333334,0.6916666666666667,0.3215392198399729,0.27815368373263133,0.56204,0.33919660767525,0.178082703490182,0.33919660767525,0.5802792670348588,0.0805241252898912,0.0805241252898912,0.06,0.05,1.5
MWI,1648.43651796379,21104482.0,0.1828,0.5417738643394608,0.5874933870575137,0.6666666666666666,0.6666666666666666,0.9707059348850776,0.11144759344991832,0.6378199999999999,0.459206036298503,0.614037403499069,0.459206036298503,0.4009815942381667,0.1398123694633303,0.1398123694633303,0.06,0.05,1.5
MYS,32812.2997525336,35126298.0,0.78716,0.7205719607313039,0.8001141530107123,0.8333333333333334,0.7583333333333333,0.2494921269867408,0.1535794572054585,0.5741799999999999,0.4473938761427671,0.2473669879187449,0.4473938761427671,0.4669447171719194,0.0856614066853134,0.0856614066853134,0.06,0.05,1.5
NAM,10105.5147732431,2963095.0,0.54886,0.6244079980796371,0.7936589023480551,0.6666666666666666,0.5333333333333333,0.312294397553134,0.1210603560359769,0.48262,0.3377427452518259,0.390045028128061,0.3377427452518259,0.4669908789388274,0.1952663758093465,0.1952663758093465,0.06,0.05,1.5
NER,1703.39693250647,26159867.0,0.17054,0.5417738643394608,0.5874933870575137,0.6666666666666666,0.4083333333333333,0.2327884718755795,0.0522160517159803,0.72741,0.3054214512892,0.9401242959778152,0.3054214512892,0.5136265471339231,0.1809520015768769,0.1809520015768769,0.06,0.05,1.5
NGA,5593.05661448231,227882945.0,0.54283,0.5289779172613325,0.5510523804721653,0.8333333333333334,0.5416666666666667,0.3321177343594327,0.08209730808525754,0.2683,0.3701865565756996,0.8585351160414519,0.3701865565756996,0.1884894640781735,0.4413239793461269,0.4413239793461269,0.06,0.05,1.5
NIC,7486.94276222499,6823613.0,0.59849,0.5839488873340655,0.7084046503084342,0.6666666666666666,0.4666666666666667,0.2651014158493167,0.15223468639796028,0.5309699999999999,0.3174764956817487,0.429277797689887,0.3174764956817487,0.4948688994223258,0.1876546048959254,0.1876546048959254,0.06,0.05,1.5
NLD,71446.6937440145,17877117.0,0.93179,0.6848459183373843,0.8870013062547625,0.8333333333333334,0.9166666666666669,0.2157709406280088,0.43867454005145534,0.37503,0.2572589039263014,0.16359647635241,0.2572589039263014,0.5836287775785686,0.15911231849513,0.15911231849513,0.06,0.05,1.5
NOR,90469.8111875037,5519594.0,0.8399500000000001,0.7135282568782568,0.7628501843403923,1.0,1.0,0.2377352471442723,0.4594520981887008,0.53474,0.2482013848565029,0.0459250023321902,0.2482013848565029,0.722912574966051,0.028886040177446,0.028886040177446,0.06,0.05,1.5
NPL,4859.80010436735,29694614.0,0.2190299999999999,0.543613903690862,0.4001534455167152,0.6666666666666666,0.6666666666666666,0.3106478259785661,0.30266492850303744,0.55915,0.2274453996129575,0.7846389259855491,0.2274453996129575,0.4772886059762736,0.2952659944107688,0.2952659944107688,0.06,0.05,1.5
PAK,5439.18762006677,247504495.0,0.3804,0.5128272667527066,0.568250477707138,0.8333333333333334,0.5083333333333333,0.6522309077626153,0.16331691342241053,0.53832,0.3273949076758766,0.578607915746553,0.3273949076758766,0.4495325693114427,0.2230725230126806,0.2230725230126806,0.06,0.05,1.5
PAN,35863.880148831,4458759.0,0.69512,0.4490213142084069,0.5925990436210657,0.8333333333333334,0.7083333333333334,0.2486707684382412,0.16534186054326636,0.63103,0.1919593477842956,0.443214672930972,0.1919593477842956,0.6417338152826318,0.1663068369330726,0.1663068369330726,0.06,0.05,1.5
PER,15294.2567811201,33845617.0,0.7892199999999999,0.4081936571991137,0.5886502528665168,0.8333333333333334,0.7333333333333334,0.2774178440794039,0.13918836054075756,0.59008,0.2879426473318227,0.519038619335953,0.2879426473318227,0.5233527808446036,0.1887045718235737,0.1887045718235737,0.06,0.05,1.5
PHL,9901.05652395692,114891199.0,0.4828699999999999,0.7435303007378833,0.7720637561070226,0.6666666666666666,0.6416666666666666,0.3459349526152716,0.36342277809657775,0.58785,0.2332964634867234,0.360587265685003,0.2332964634867234,0.6119856836704685,0.1547178528428081,0.1547178528428081,0.06,0.05,1.5
POL,44384.168182283,36687353.0,0.60218,0.4511059052135772,0.8727116904104149,0.8333333333333334,0.775,0.421586230542222,0.39811523796333015,0.52722,0.2539888140508038,0.198591580046119,0.2539888140508038,0.633240387208326,0.1127707987408702,0.1127707987408702,0.06,0.05,1.5
PRT,41755.4793151878,10578174.0,0.6790600000000001,0.598726219230438,0.7055610005708771,0.8333333333333334,0.7416666666666667,0.1251835191172326,0.4006971946379452,0.42208,0.2409115283121921,0.151567640604276,0.2409115283121921,0.6286294385224563,0.1304590331653514,0.1304590331653514,0.06,0.05,1.5
PRY,15783.1150120746,6844146.0,0.63149,0.4804687854724018,0.7176617515975888,0.8333333333333334,0.6583333333333333,0.3203902747508443,0.11175821435931227,0.56603,0.2361221318393653,0.422086650225403,0.2361221318393653,0.5771170460680697,0.1867608220925649,0.1867608220925649,0.06,0.05,1.5
ROU,40665.5282935973,19059479.0,0.54672,0.4036449922733403,0.6413961129308042,0.8333333333333334,0.6916666666666667,0.3181439389878922,0.4487135383534051,0.58578,0.2015836997976179,0.232029097564467,0.2015836997976179,0.6858812283597661,0.112535071842616,0.112535071842616,0.06,0.05,1.5
RUS,39753.45703125,143826130.0,0.75331,0.3801271692176262,0.6815236532653175,0.7407407407407408,0.6537037037037037,0.2324524602368638,0.23440130104108267,0.48778,0.2621216173431023,0.0661215607861391,0.2621216173431023,0.6899705841257782,0.0479077985311195,0.0479077985311195,0.06,0.05,1.5
RWA,3060.02893126731,13954471.0,0.17892,0.5417738643394608,0.5874933870575137,0.6666666666666666,0.5,0.585174807157438,0.08853394670627729,0.61854,0.5529540188657578,0.639970547414945,0.5529540188657578,0.3205374152788308,0.1265085658554114,0.1265085658554114,0.06,0.05,1.5
SDN,2469.19458007813,50042791.0,0.3634199999999999,0.5417738643394608,0.5874933870575137,0.6666666666666666,0.6666666666666666,0.6196936360546678,0.06137443338224964,0.62529,0.2619834247071341,0.5969669862231199,0.2619834247071341,0.5435636369156708,0.194452938377195,0.194452938377195,0.06,0.05,1.5
SEN,4317.2263915953,18077573.0,0.49579,0.5152567271479656,0.5605653897527616,0.6666666666666666,0.5208333333333333,0.3456410886964015,0.14238106799119998,0.56335,0.3283634192384237,0.643574115151319,0.3283634192384237,0.4481068424798319,0.2235297382817443,0.2235297382817443,0.06,0.05,1.5
SLE,3034.21894320278,8460512.0,0.4429999999999999,0.5491767239521866,0.6367706572695015,0.6666666666666666,0.6666666666666666,0.944750855404646,0.03982384275241031,0.59607,0.4567904341039298,0.8915217856811369,0.4567904341039298,0.3386288303089477,0.2045807355871224,0.2045807355871224,0.06,0.05,1.5
SLV,11404.3342262685,6309624.0,0.75393,0.6260676719994388,0.6018148665312423,0.6666666666666666,0.4333333333333333,0.3021237805974837,0.3541452756014176,0.47707,0.2534462228525674,0.365312350228471,0.2534462228525674,0.533089244995392,0.2134645321520407,0.2134645321520407,0.06,0.05,1.5
SRB,26030.0209466926,6623183.0,0.57113,0.5111993892256985,0.4529391405030171,0.6666666666666666,0.575,0.2280092387089795,0.36427972056438007,0.4767099999999999,0.1673373223830447,0.2693618997677729,0.1673373223830447,0.6426445047152575,0.1900181729016977,0.1900181729016977,0.06,0.05,1.5
SVK,39290.4325841628,5426740.0,0.54027,0.5623022545867079,0.722720016733458,0.5,0.6333333333333333,0.2183933068719898,0.34435595787750045,0.46695,0.2123112388712967,0.150063846026336,0.2123112388712967,0.6724873587638699,0.1152014023648334,0.1152014023648334,0.06,0.05,1.5
SVN,48243.9417459509,2120461.0,0.56088,0.6681934502451844,0.8089815273683201,0.8333333333333334,0.8,0.1574427097328758,0.43941743276191586,0.40159,0.2327590488772545,0.139728410716129,0.2327590488772545,0.6350230745174243,0.132217876605321,0.132217876605321,0.06,0.05,1.5
SWE,63114.6797881276,10536632.0,0.88738,0.5999160592339046,0.781263006247547,0.8333333333333334,0.9166666666666669,0.2217019006714324,0.46974390206342304,0.46345,0.2477702118173471,0.105045756458395,0.2477702118173471,0.6706668828579819,0.081562905324671,0.081562905324671,0.06,0.05,1.5
SWZ,10132.1872615949,1230506.0,0.2478999999999999,0.5611604077563926,0.5535284709605425,0.8333333333333334,0.5416666666666667,0.3140405796118398,0.20829059007857811,0.5742799999999999,0.4650515946990476,0.358098785425101,0.4650515946990476,0.422729553520968,0.1122188517799843,0.1122188517799843,0.06,0.05,1.5
TCD,1679.4615323912,19319064.0,0.24366,0.5417738643394608,0.5874933870575137,0.6666666666666666,0.6666666666666666,0.5538995526753602,0.03823436051256514,0.57988,0.3161651802308844,0.908844041293766,0.3161651802308844,0.4123330227178286,0.2715017970512869,0.2715017970512869,0.06,0.05,1.5
TGO,2767.51655834427,9304337.0,0.4449,0.2310059058933776,0.2213117947783162,0.5,0.3875,0.3975163837569679,0.07624428170855807,0.63239,0.5334560081325107,0.750266055511391,0.5334560081325107,0.3248615727268146,0.1416824191406746,0.1416824191406746,0.06,0.05,1.5
THA,21142.6643331162,71702435.0,0.53608,0.5344902107790523,0.8102517276526173,0.8333333333333334,0.7416666666666667,0.2661875047234859,0.7861952347877599,0.5238400000000001,0.3202652450636666,0.520369299331046,0.3202652450636666,0.4614612042955215,0.2182735506408119,0.2182735506408119,0.06,0.05,1.5
TJK,4472.3241378777,10389799.0,0.28234,0.5838001143080322,0.4259505588243692,0.6666666666666666,0.4583333333333333,0.1088615328715904,0.371848570361724,0.82134,0.5919181649369447,0.271516953674669,0.5919181649369447,0.3853241770082619,0.0227576580547934,0.0227576580547934,0.06,0.05,1.5
TUN,12552.9866903456,12200431.0,0.70544,0.394376725177459,0.4412589316497723,0.6666666666666666,0.4458333333333333,0.4027351818419936,0.24650505224950678,0.5121500000000001,0.3229930785805649,0.253900748383671,0.3229930785805649,0.545158263680952,0.131848657738483,0.131848657738483,0.06,0.05,1.5
TUR,34609.9155118999,85325965.0,0.7746299999999999,0.5962344510255896,0.5318317477587753,0.8333333333333334,0.575,0.2319172126673958,0.24862182973643687,0.67795,0.1793272982384408,0.297272830934279,0.1793272982384408,0.7191218967921789,0.1015508049693803,0.1015508049693803,0.06,0.05,1.5
TZA,3620.79345703125,66617606.0,0.37409,0.6578896413368731,0.6575202523180379,0.6666666666666666,0.4833333333333333,0.3392861218722182,0.05981794050330904,0.4509799999999999,0.3380637835742966,0.8558323405916061,0.3380637835742966,0.3241790691657342,0.3377571472599692,0.3377571472599692,0.06,0.05,1.5
UGA,2791.05576885861,48656601.0,0.26771,0.5970655828189557,0.6377919103780404,0.8333333333333334,0.5666666666666667,0.5221099997715624,0.07528404638352147,0.60743,0.2656964062848763,0.811635379037722,0.2656964062848763,0.4816546076860295,0.2526489860290942,0.2526489860290942,0.06,0.05,1.5
UKR,15885.2255859375,37732836.0,0.70095,0.2250438577946273,0.6969583965697432,0.6666666666666666,0.375,0.0888663493953984,0.4204667183764806,0.51444,0.2167045750204036,0.176354677960652,0.2167045750204036,0.6715182834796921,0.1117771414999042,0.1117771414999042,0.06,0.05,1.5
URY,31019.3113912098,3388081.0,0.95771,0.5714973299953743,0.6759697145688666,0.6666666666666666,0.6333333333333333,0.2244433082155382,0.2904338848003393,0.4460699999999999,0.3253798285854765,0.283539345209604,0.3253798285854765,0.4989427588094449,0.1756774126050785,0.1756774126050785,0.06,0.05,1.5
USA,74577.5065396723,334914895.0,0.83298,0.6345556717069485,0.8357908319441981,0.8333333333333334,0.9083333333333332,0.2978017155296604,0.3926026219097161,0.41176,0.2572390249771494,0.0628357780160247,0.2572390249771494,0.6815776939333686,0.0611832810894818,0.0611832810894818,0.06,0.05,1.5
UZB,10007.6855026198,35652307.0,0.50532,0.7341401375655401,0.3943439339526184,0.6666666666666666,0.5333333333333333,0.3463946877660698,0.2946606288186166,0.53931,0.3842285824725783,0.46156631773628,0.3842285824725783,0.4416412402494009,0.1741301772780207,0.1741301772780207,0.06,0.05,1.5
VNM,13491.879417397,100352192.0,0.3948,0.6457157604166694,0.8758079182053924,0.8333333333333334,0.65,0.3685205824381082,0.1340502564799925,0.5747899999999999,0.3001671890534532,0.537938513345467,0.3001671890534532,0.5006141472225917,0.1992186637239551,0.1992186637239551,0.06,0.05,1.5
ZAF,13690.3894584515,63212384.0,0.6881900000000001,0.554874979276625,0.5776672967286375,0.8333333333333334,0.625,0.2609504893395919,0.39704810229534654,0.4136099999999999,0.2360317265305209,0.28985858712621,0.2360317265305209,0.5414593060126908,0.2225089674567882,0.2225089674567882,0.06,0.05,1.5
ZMB,3673.4841969922,20723965.0,0.46335,0.6828507294943291,0.6888500976994525,0.8333333333333334,0.425,0.1999607740585774,0.01991548904685023,0.66213,0.2051735884576273,0.730192991405074,0.2051735884576273,0.5790658803275589,0.2157605312148136,0.2157605312148136,0.06,0.05,1.5
ZWE,3442.25132658294,16340822.0,0.32517,0.6335344881121437,0.7609969029767572,0.8333333333333334,0.8333333333333334,0.6916635274013144,0.12242916918645584,0.47363,0.2319403700123777,0.634657153117447,0.2319403700123777,0.4503882210386484,0.3176714089489739,0.3176714089489739,0.06,0.05,1.5
