iso3,income_cat,income_share,liquidity,axfin,diversified_share,n,c,gamma_SP,k
BIH,q1,0.0749250749250749,739.1890619888711,0.104724877497238,0.2598054225572899,0.2,7539.85279830127,0.5035448768551569,19014.043498468876
BIH,q2,0.1228771228771229,741.1748053075618,0.0930333077990065,0.22561639049530413,0.2,12365.358589214089,0.7171408563314122,32623.352154037828
BIH,q3,0.1668331668331668,700.2890268376011,0.1617418059503435,0.21126043253452875,0.2,16788.73889755083,0.9117239069209937,45114.63204583176
BIH,q4,0.2287712287712287,800.459852132979,0.2172428020827168,0.1992958970001949,0.2,23021.683877479878,1.1794038664681052,62802.19988433852
BIH,q5,0.4065934065934066,865.6865537497001,0.3547146187671846,0.1605082297744177,0.2,40916.26785211491,1.6881864934243318,117024.87145051449
BLR,q1,0.1028971028971029,420.13362939958296,0.132541551161787,0.6196228766832931,0.2,14260.67572980376,0.6830069309621439,27986.195184734184
BLR,q2,0.1448551448551448,550.7164871015119,0.1361834226426805,0.5788969957839947,0.2,20075.708551665477,0.8983172522734836,43616.27640161902
BLR,q3,0.1798201798201798,536.5831180975731,0.2393593302941999,0.5021367185403586,0.2,24921.569236550255,0.967286057009675,64013.98248871149
BLR,q4,0.2247752247752248,614.7360966462362,0.2960071291924628,0.47348233988658095,0.2,31151.961545687824,1.1401099757848996,84622.86115899764
BLR,q5,0.3476523476523476,684.4105887511818,0.3048448514876219,0.35209161242462983,0.2,48181.700523997155,1.3112797839697976,161059.03419821142
BOL,q1,0.0529470529470529,361.93254308679315,0.1069240174097435,0.24938144891724223,0.2,2606.046041519787,0.4107573264615903,4831.794511646539
BOL,q2,0.1038961038961038,396.59262981948297,0.1048861766688999,0.1673004347328788,0.2,5113.750722982224,0.5407240841971164,10518.043685047105
BOL,q3,0.1528471528471528,429.5238350213098,0.1561596670635573,0.1368760730340226,0.2,7523.1140443873155,0.6508250683046699,16039.021880672273
BOL,q4,0.2237762237762237,426.2522838502494,0.345694380338251,0.1548425194092874,0.2,11014.232326423256,1.0779126094135085,22993.175341686467
BOL,q5,0.4665334665334665,437.0815631727605,0.2869695743907149,0.15983974755208052,0.2,22962.707573391348,2.319780911623115,47653.225830571195
BRA,q1,0.036,712.7508873800997,0.1571299778863673,0.5090119599210448,0.2,3423.2830325549276,0.3357096571359857,9538.106008131586
BRA,q2,0.077,756.5787288682047,0.2076891451005752,0.42050103789426263,0.2,7322.0220418535955,0.5931863437103371,24078.649140731675
BRA,q3,0.123,756.565565345958,0.1046187567336968,0.33539022425542053,0.2,11696.217027896004,0.7557686243707573,44112.38785928334
BRA,q4,0.195,809.5628959145505,0.2389113973101653,0.27867151228764797,0.2,18542.78309300586,0.995544168349974,75902.5604760917
BRA,q5,0.569,755.6504338371518,0.4313477961126382,0.2225375408180651,0.2,54106.89015343761,2.3197912064329453,238715.3933293502
BTN,q1,0.088,373.2517527664723,0.1775256871270109,0.04240938453667353,0.2,6186.977289402315,0.4072114493613242,40096.904239071126
BTN,q2,0.135,400.7333648102255,0.1698421353731918,0.04840503471248647,0.2,9491.385614424007,0.7130166029811413,61127.15652612026
BTN,q3,0.176,408.5665397130148,0.1579560705241589,0.033656877054967116,0.2,12373.95457880463,0.6463411735993126,80926.79071225892
BTN,q4,0.228,426.1072602338704,0.3013630112575361,0.05487364429391939,0.2,16029.895704360544,1.3651299317580343,102535.20663293583
BTN,q5,0.373,411.6004385826188,0.309951309413864,0.04590527986382975,0.2,26224.346919852997,1.8683008423001868,169335.73387124026
BWA,q1,0.039,497.38755162397774,0.0801744902592873,0.1895222143721964,0.2,3675.0188399348185,0.25182483714757314,16172.438882305763
BWA,q2,0.07,588.8611657121803,0.1138897689639308,0.18698622120942865,0.2,6596.187661421471,0.4459451836877095,29118.2816016347
BWA,q3,0.111,697.2357249012458,0.1078551917971134,0.167115952017173,0.2,10459.66900596833,0.6319965664966818,47301.76201985007
BWA,q4,0.195,801.5351566337617,0.2593374611756258,0.13495443519199957,0.2,18375.094199674095,0.8965935412148106,86306.47733565181
BWA,q5,0.585,711.5042942231183,0.3014121840142778,0.13916190747586477,0.2,55125.28259902228,2.7736398714532244,257660.0806175691
CAN,q1,0.077077077077077,2373.205880075469,0.4654344153633449,0.5995604794594344,0.2,21550.338273113626,0.5121676183487134,71160.19267003737
CAN,q2,0.1281281281281281,2529.6666535086483,0.5669049838768597,0.4377282470985058,0.2,35823.93894751358,0.6215884501104851,166098.49342893684
CAN,q3,0.1721721721721721,2699.6675640650083,0.6379744994764767,0.4628864041818883,0.2,48138.417960721374,0.8832654957565425,213208.27184677214
CAN,q4,0.2312312312312312,2677.3753684050967,0.7615169590741179,0.43219221897122206,0.2,64651.01481934093,1.1075856416966186,302707.2181312915
CAN,q5,0.3913913913913914,2605.8906084279497,0.763011432991304,0.4323416663629407,0.2,109430.93850373293,1.87539279408764,512239.698035827
CHE,q1,0.075,3385.3471975820767,0.659738157239826,0.4588604278005215,0.2,30959.081322248694,0.44323905245901957,119585.89285367617
CHE,q2,0.122,3458.799192147939,0.572692181863931,0.34390655094356803,0.2,50360.10561752455,0.5403764675503191,235849.48114831425
CHE,q3,0.165,3281.7531237087337,0.4965530784846046,0.42972459289991194,0.2,68109.97890894713,0.9132092497804462,277254.10211160954
CHE,q4,0.223,3574.037945699397,0.5552408157484044,0.37949894579698273,0.2,92051.66846481946,1.0899625733245082,407715.084640532
CHE,q5,0.415,3507.0679510248337,0.5268158389772293,0.3766564481198652,0.2,171306.9166497761,2.013212656885707,762228.1102038495
CHL,q1,0.059,1061.8212496963752,0.2717431589272714,0.35034523014571506,0.2,8691.478942963697,0.47530356811698,32339.45973930973
CHL,q2,0.099,1119.824557764087,0.2755210928589978,0.28192673554058945,0.2,14584.007039888236,0.6417920174576651,59979.393380662514
CHL,q3,0.14,1155.2043370566312,0.3072937185829472,0.2662745105409279,0.2,20623.848339235894,0.8571966884308575,86668.19654817853
CHL,q4,0.203,1163.7659152644942,0.298433032219055,0.23688150094573635,0.2,29904.58009189204,1.105732406514022,130703.17478789044
CHL,q5,0.499,1279.8884562358855,0.4009311538629113,0.16732939722107987,0.2,73509.28800913363,1.9199753194804754,350567.6966254367
CHN,q1,0.074,805.9585940456789,0.2951805566308808,0.41951697045644676,0.2,8190.91193626624,0.49053304546236814,34388.449719988785
CHN,q2,0.114,914.5253998912513,0.385593673559255,0.3094940696951066,0.2,12618.43190181556,0.5574991367056308,63017.854686629005
CHN,q3,0.157,981.181577111077,0.4617633136163322,0.30747116669339736,0.2,17378.01586478108,0.7627655397852424,87042.00022954834
CHN,q4,0.2189999999999999,964.7524419704932,0.5265892543553258,0.33581203938104265,0.2,24240.67181138251,1.1620568983110326,116446.50660613258
CHN,q5,0.436,982.0714052551116,0.5649303243601916,0.2942465574742483,0.2,48259.96762448758,2.0271453797357255,246337.67877834468
CIV,q1,0.076,236.84330993394377,0.0485559499719115,0.05767019950484498,0.2,2464.4200226266385,0.20569592144838145,4937.582658862445
CIV,q2,0.1159999999999999,240.31131110723737,0.0140873291907981,0.07176691411073666,0.2,3761.483192430129,0.3906995366699554,7423.571483201371
CIV,q3,0.157,247.62848759660636,0.0398189490960778,0.10626248804662886,0.2,5090.972941478713,0.7829612473726764,9674.031566977801
CIV,q4,0.218,248.4209007939939,0.036568988291247,0.11535238478143572,0.2,7068.994275429041,1.1801676492066067,13296.112037183255
CIV,q5,0.433,257.2495298951232,0.1544852362742804,0.12009528224483101,0.2,14040.708813122823,2.4404756453023797,26267.6610623934
CMR,q1,0.0539460539460539,174.4481154062767,0.0637432510666379,0.011685431818937109,0.2,1313.7403662225615,0.17458895062870175,3278.2877237258554
CMR,q2,0.0959040959040959,181.2279972340092,0.046006982908648,0.008128946415036253,0.2,2335.5384288401115,0.2159154515443629,5849.039572664403
CMR,q3,0.1468531468531468,183.9261387632479,0.074099182824278,0.014452991868748155,0.2,3576.2932191614195,0.587832132552869,8899.237333189756
CMR,q4,0.2247752247752248,209.92332047804163,0.0824550988498633,0.015083333235435203,0.2,5473.918192594012,0.9389837428779136,13612.569661102281
CMR,q5,0.4785214785214786,222.39477817090537,0.1638020290818243,0.023260265265587443,0.2,11653.36361890014,3.082679722396152,28739.054733382858
COD,q1,0.0549450549450549,44.54505517110109,0.0079414388339966,0.05424469918448349,0.2,399.95484147565895,0.16844489183340966,1266.2519931399818
COD,q2,0.0959040959040959,49.53336590537346,0.0059296079941837,0.06957002480073327,0.2,698.1029960302417,0.3770780407853241,2174.37073776819
COD,q3,0.1368631368631368,44.19744751369204,0.0365200715667735,0.07066526502534354,0.2,996.2511505848237,0.5465934334417958,3099.355585634972
COD,q4,0.2017982017982018,49.24621161310454,0.0707728548884827,0.06640019947617115,0.2,1468.9250541469667,0.7572836915612575,4590.825529070983
COD,q5,0.5104895104895105,56.553180278998234,0.1112590684465445,0.10920298504425296,0.2,3715.944072619308,3.1505999423782125,11080.983840319152
COL,q1,0.032,803.5044181904132,0.0352263472401528,0.1609556743222662,0.2,2990.781524387456,0.17089333556028927,8652.86764597607
COL,q2,0.071,734.1565459375837,0.0247101443952473,0.09984595058299084,0.2,6635.796507234667,0.2352110177713731,20596.829127052377
COL,q3,0.113,798.2262937622473,0.0561708687078023,0.09698641207360592,0.2,10561.197257993203,0.36362873335259766,32885.00457560373
COL,q4,0.188,803.8657229282287,0.1137702778775058,0.11518619707957345,0.2,17570.841455776303,0.7185006175449976,53608.655586445246
COL,q5,0.596,802.7621390248601,0.3413749276085615,0.17758672175604007,0.2,55703.30589171636,3.5117662957707423,157965.24708890318
COM,q1,0.045,136.2635877476253,0.0732632395089104,0.04393155220365208,0.2,787.2307358951902,0.22432916269285966,3209.311398439079
COM,q2,0.091,146.64765670117094,0.089813030391947,0.06304597648133858,0.2,1591.9554881436068,0.6510216648532107,6360.18915294791
COM,q3,0.139,146.72412821832918,0.1246939087911512,0.04796280196074876,0.2,2431.6682730984767,0.7565123462259113,9871.407418445784
COM,q4,0.222,153.14426767659296,0.1019543749089028,0.05123231561124786,0.2,3883.6716304162715,1.29060586247922,15711.701421505808
COM,q5,0.503,148.57949139613248,0.1684920428898784,0.03639844638546019,0.2,8799.490225672904,2.0775309637487984,36155.621858767976
CRI,q1,0.0449550449550449,850.3408428833676,0.1253641148307716,0.6384467572755618,0.2,5909.963618500414,0.43694084322611865,7354.677197444487
CRI,q2,0.0869130869130869,963.0391361266968,0.1291627558041855,0.40651734359581915,0.2,11425.929662434146,0.5378779918927418,23340.283437475933
CRI,q3,0.1338661338661338,972.4852987143043,0.1523599600978203,0.33962716162870343,0.2,17598.558330645694,0.6921379417894405,40001.18357390647
CRI,q4,0.2137862137862138,1016.6810678455691,0.2055958531943229,0.2769838728995867,0.2,28105.160319090897,0.9014750265076957,69942.41101570355
CRI,q5,0.5204795204795205,1060.7165440258357,0.4773406817669622,0.3068762566873855,0.2,68424.24544974933,2.4315681965840032,163240.28357637287
CYP,q1,0.0859140859140859,1860.0072489105944,0.1304631235777897,0.2894853159968036,0.2,22947.945999313182,0.42407069983966955,158892.97997967835
CYP,q2,0.1278721278721279,2002.3571862332792,0.1668059646417141,0.21965094755000236,0.2,34155.082417582424,0.47891267046980607,259735.95820571043
CYP,q3,0.1678321678321678,2034.787891920701,0.2805386778962671,0.3248692262211794,0.2,44828.545673076915,0.9296749566719259,294937.7666084289
CYP,q4,0.2177822177822178,2168.964357772789,0.3173489223176342,0.28799634496723825,0.2,58170.374742445056,1.069440793517563,403619.29341859743
CYP,q5,0.4005994005994007,2174.3407207060354,0.5087213713572175,0.30713358987119665,0.2,107001.46913633242,2.097900879501035,722482.0826145381
CZE,q1,0.097097097097097,2175.8529277812404,0.4975768936883921,0.6766301130939127,0.2,24119.432594280763,0.7722814480219633,71386.23054175972
CZE,q2,0.1441441441441441,2187.4200671666495,0.6153896334887214,0.503179870597335,0.2,35806.16797501476,0.8525861967323458,162818.90020553677
CZE,q3,0.1751751751751751,2243.6055527287226,0.638601773376798,0.43814813736426106,0.2,43514.440247413775,0.9022181601272983,223770.59406155752
CZE,q4,0.2202202202202202,2250.7243491935014,0.5739124183736224,0.3549915864007732,0.2,54703.8677396059,0.9189529724075235,322946.96069545776
CZE,q5,0.3633633633633633,2227.2177797164386,0.6621499496811639,0.36381533953152734,0.2,90261.38177034973,1.553961222710869,525572.8949306197
DEU,q1,0.0779220779220779,2683.513726681397,0.5867661634564268,0.645890480289863,0.2,24770.704323929604,0.5829465385128629,70797.98673574356
DEU,q2,0.1278721278721279,2738.1138641208313,0.5446887258705088,0.4551692359261681,0.2,40649.36094183321,0.6741524426271799,178755.86288560738
DEU,q3,0.1698301698301698,2728.6050637905296,0.6468940133706433,0.4650309110530575,0.2,53987.432500872215,0.9147575123686099,233112.9031967596
DEU,q4,0.2247752247752248,2968.3470123174775,0.5277499517075587,0.3895875595826622,0.2,71453.95478056619,1.0142916263411943,352042.09531137196
DEU,q5,0.3996003996003996,2881.36686658552,0.5507960580586982,0.3918921702177762,0.2,127029.25294322878,1.813851880150153,623489.7089156292
DNK,q1,0.092,3529.2076739826452,0.4260844201385817,0.5820010017831575,0.2,33164.759760593784,0.6314624777036203,113665.92530526486
DNK,q2,0.139,3506.1149891555356,0.6004340894084118,0.4272377781719391,0.2,50107.62616002757,0.7003585548777019,235318.67197202015
DNK,q3,0.173,3519.9911119242047,0.6511413731216112,0.43599003435379513,0.2,62364.167810681785,0.8895260180175806,288403.21954454173
DNK,q4,0.218,3577.5397670009097,0.8580885777955294,0.3972094693221562,0.2,78586.06117184178,1.0212029877647766,388409.7635269473
DNK,q5,0.3779999999999999,3548.4905366931744,0.8283438920443291,0.3942350007470362,0.2,136263.904233744,1.7574499616363204,676804.4408836918
DOM,q1,0.066,871.4416137568443,0.0296038748179616,0.27525573746912446,0.2,7619.018339686446,0.5125101710977445,26993.7170866848
DOM,q2,0.113,888.5376780889175,0.0786206071052736,0.20250110618477646,0.2,13044.682914917701,0.6455472216476873,50856.03569006246
DOM,q3,0.157,960.378664237432,0.1254009345949232,0.18363456218306418,0.2,18124.028474708666,0.8133477117763592,72329.9612874206
DOM,q4,0.2239999999999999,923.7644904871784,0.1300519338447742,0.1550262947777239,0.2,25858.48648620853,0.9796604117465874,106813.2631660518
DOM,q5,0.44,997.6183690494396,0.2571333015591306,0.1650643257881529,0.2,50793.45559790963,2.048934483731621,207319.26685927474
ECU,q1,0.0469530469530469,554.4550444064059,0.0468351245917013,0.26294525437715577,0.2,3397.596781984544,0.4483157144149415,16079.789752273897
ECU,q2,0.0929070929070929,619.4740657612725,0.0763710162071649,0.16919298103202762,0.2,6722.904270735381,0.5708027515678723,35864.589695622584
ECU,q3,0.1418581418581418,575.1168607064413,0.137132916691434,0.14556331458175142,0.2,10265.079639187354,0.7498269535145307,56318.488717721266
ECU,q4,0.2207792207792208,599.6282309883075,0.1135820478751326,0.12598642291284234,0.2,15975.933804650747,1.0100358436197925,89658.86029001695
ECU,q5,0.4975024975024975,637.8030350743285,0.2802580418141294,0.12294252049964471,0.2,36000.06803038947,2.2210187368828627,202740.33534200056
EGY,q1,0.09,546.3215351270663,0.0072302745862831,0.10085466847992985,0.2,7511.009956801829,0.36156444810620764,10420.765798737706
EGY,q2,0.128,645.4817951471589,0.0124194391297128,0.07945462203353026,0.2,10682.325271895936,0.40511315007880433,15173.382423299761
EGY,q3,0.161,648.6764948194286,0.0407116094581907,0.08537075841118924,0.2,13436.362256056605,0.5474976011353192,18962.613376773435
EGY,q4,0.208,704.7938908976836,0.033004051443688,0.11189519392391334,0.2,17358.778566830893,0.9270901636641937,23787.82788746171
EGY,q5,0.413,675.1053468952193,0.0840982313037589,0.16769212608834105,0.2,34467.19013510173,2.7587346370154755,44265.083439230075
ESP,q1,0.064064064064064,1549.874561454875,0.5124210240890174,0.494307396340379,0.2,15100.393525935613,0.4225328182325199,73258.97501544033
ESP,q2,0.1231231231231231,1988.6038374236296,0.5319983262828593,0.3605842047385548,0.2,29021.06880765753,0.592372888436162,178025.71314929402
ESP,q3,0.1721721721721721,1874.543181795335,0.5232375242470458,0.39827372313569476,0.2,40582.30760095199,0.9149417897833206,234272.70198939324
ESP,q4,0.2362362362362362,1910.84435046676,0.509984907539679,0.3535990145793445,0.2,55682.70112688763,1.1145675957884476,345309.3001303021
ESP,q5,0.4044044044044044,2025.4183574640003,0.5981930284150068,0.3624198266668772,0.2,95321.23413246866,1.9555849077595497,583056.217688307
EST,q1,0.0809190809190809,2013.7209823765008,0.4673976757793643,0.6553303845889639,0.2,17183.904684481276,0.6146347157633272,46516.346852548944
EST,q2,0.1228771228771229,1981.5988186874904,0.5716859260191872,0.49428835596664467,0.2,26094.07748384195,0.7039750287050289,103639.58054065797
EST,q3,0.1668331668331668,2078.612138293682,0.6279191380758786,0.4634944802748511,0.2,35428.5442260293,0.8962574951814464,149282.275847293
EST,q4,0.2307692307692308,2085.8988461947097,0.703236646671816,0.3808601634856562,0.2,49005.95039648366,1.018707004456561,238296.85454762736
EST,q5,0.3986013986013986,2087.365530271482,0.7180437630168321,0.3823408751201578,0.2,84646.64159392631,1.7664257558936356,410619.2819692146
ETH,q1,0.073073073073073,61.97720683273779,0.0668249848182675,0.05370715072592491,0.2,1006.7485885475458,0.28768128991357556,2114.832431622698
ETH,q2,0.1211211211211211,76.42198218580683,0.1998977573542481,0.055651516988718175,0.2,1668.7202632089472,0.4941047420204628,3498.20455308977
ETH,q3,0.1631631631631631,88.35551644160566,0.2230092930999187,0.0493112986665426,0.2,2247.945478537672,0.5897808800468174,4744.096126361047
ETH,q4,0.2122122122122122,104.80813178801584,0.2986245893033137,0.0617434339295595,0.2,2923.708229754519,0.9604688513797643,6089.547419220689
ETH,q5,0.4304304304304305,104.44736369854608,0.3438428573101494,0.08455803919862126,0.2,5930.162918841715,2.66796423663938,12051.10343731826
FIN,q1,0.0930930930930931,2520.7002374168464,0.4283478545462935,0.5704655754320185,0.2,26561.100218627907,0.622475980760799,99520.97066688805
FIN,q2,0.1391391391391391,2833.4182372296245,0.5160457829378459,0.41865763586103255,0.2,39698.848713863204,0.6827850829130707,201317.0008124884
FIN,q3,0.1731731731731731,2834.9789252938176,0.7064152165298438,0.4710146793429383,0.2,49409.358471211024,0.9560723377070144,227993.9919409063
FIN,q4,0.2232232232232232,2891.9364015351043,0.6883661843686666,0.3883829502443529,0.2,63689.5198790755,1.0161907254131741,339795.8931739009
FIN,q5,0.3713713713713714,2863.0921844424715,0.7615638351867251,0.39570271532615875,0.2,105958.79764635433,1.722475873205942,558545.0810600361
FRA,q1,0.0769230769230769,2262.999307114195,0.4700268569084476,0.6188222425316129,0.2,21323.532999800682,0.5649029500080414,79499.17580473445
FRA,q2,0.1308691308691308,2509.832423207689,0.5235452894180503,0.4456485527929762,0.2,36277.6989996609,0.6921193614117284,196698.40197964752
FRA,q3,0.1738261738261738,2348.6015359488906,0.5591118865254463,0.4611635068368123,0.2,48185.645999549604,0.9513085138755151,253951.39312571453
FRA,q4,0.2247752247752248,2652.343001404449,0.5577003533869865,0.3793592592229156,0.2,62309.024999417605,1.0119298545756397,378239.7336606214
FRA,q5,0.3936063936063936,2655.099374007281,0.5742656386514349,0.3810157877493604,0.2,109110.02599898016,1.7797393201290752,660571.9743813049
GAB,q1,0.06006006006006,683.2717915656336,0.0867159027932193,0.07313828263745725,0.2,5616.423578918432,0.3281382331411943,20437.83675115137
GAB,q2,0.1081081081081081,729.2632734537082,0.0720357945734913,0.07052181452559048,0.2,10109.562442053188,0.5695187938153242,36891.956494404876
GAB,q3,0.1571571571571571,690.7864926201872,0.0523264315652333,0.07666100414933441,0.2,14696.308364836575,0.8999844018311114,53275.74861163611
GAB,q4,0.2302302302302302,681.0757072342802,0.1324393659574363,0.06185392534225587,0.2,21529.623719187344,1.0637900608337723,79298.87618950303
GAB,q5,0.4444444444444444,671.3955636804807,0.2205083278769762,0.06441386683467898,0.2,41561.53448399644,2.1385685103785974,152663.5922120831
GBR,q1,0.077,2260.111149371082,0.6296397926625712,0.5970184987333461,0.2,20998.67650965777,0.5392340569393023,69678.800887751
GBR,q2,0.125,2518.7387114818466,0.5800800251145609,0.42445583327188796,0.2,34088.76056762625,0.6223594951041665,161552.4327326923
GBR,q3,0.171,2503.1709788614503,0.5461118371265639,0.4359432361720782,0.2,46633.42445651271,0.8744296084822007,216592.6696921041
GBR,q4,0.23,2449.355309126247,0.6408411969182096,0.40228244335476315,0.2,62723.319444432294,1.0853197737591462,308708.5664999871
GBR,q5,0.397,2389.245481284696,0.6522239910490175,0.4034207227678439,0.2,108265.90356278098,1.8786570657151835,531843.0679439739
GEO,q1,0.0699300699300699,733.0313746629917,0.0447032214829759,0.8942036086869787,0.2,7898.7864875459045,0.82003671777832,5185.9180690442545
GEO,q2,0.1228771228771229,645.9307685499525,0.0304692358265424,0.5509246037867155,0.2,13879.296256687812,0.8877611179309242,38679.52481580704
GEO,q3,0.1698301698301698,708.1781164760048,0.0714401236830336,0.39834140989002864,0.2,19182.767184040058,0.8871625857141949,71623.54291658883
GEO,q4,0.2317682317682317,764.2188655243357,0.0779277608757043,0.34886233440745307,0.2,26178.83521586643,1.0603296552735686,105783.4093390467
GEO,q5,0.4055944055944057,810.4309811760646,0.1647846243317244,0.2528155226395482,0.2,45812.96162776628,1.3447099233029918,212427.44782676784
GHA,q1,0.047,176.51204207474626,0.0666894653005868,0.025152710034250125,0.2,1597.1713005209745,0.12937260421976127,4062.604240411695
GHA,q2,0.096,224.96875292397,0.1176231456020613,0.02027616614239125,0.2,3262.307337234331,0.21301822054902683,8339.595324680924
GHA,q3,0.148,247.30592621364627,0.1375183742291437,0.02271452640937266,0.2,5029.39047823626,0.36789601193029237,12824.87762268737
GHA,q4,0.223,263.0586152236604,0.2454553154089217,0.03608456966833673,0.2,7578.068085450582,0.8806149857733445,19059.60370602364
GHA,q5,0.486,278.9164365577433,0.4833274732494473,0.06409786454132049,0.2,16515.4308947488,3.4090981775275746,40330.79457467819
GIN,q1,0.085,132.25483644208435,0.0029556270241719,0.0616066691081113,0.2,1678.4695574210018,0.34526926665530355,3199.8684909052017
GIN,q2,0.131,134.27774558942352,0.0432005780934326,0.057157347691863536,0.2,2586.8177884958973,0.4936903424384968,4954.944657684385
GIN,q3,0.173,116.72732537609956,0.037122026195175,0.050516213155234246,0.2,3416.179216868627,0.5762197749132736,6589.643926094416
GIN,q4,0.2289999999999999,130.98238869958308,0.070895380346976,0.06004894695678786,0.2,4521.994454698932,0.9066760552103472,8635.132635401922
GIN,q5,0.382,137.30543038263264,0.0904226904308857,0.10633087421050491,0.2,7543.239658056737,2.6781445607825787,13695.200943220254
GMB,q1,0.0659340659340659,115.48801321770824,0.0971010176718656,0.09280097407962595,0.2,966.6859104986203,0.37447682941044375,1887.7314612563596
GMB,q2,0.1088911088911089,113.4325073365395,0.1771415074132536,0.08191515779892566,0.2,1596.4964279446922,0.5459077387794825,3155.0265497800806
GMB,q3,0.1518481518481518,125.81925931386338,0.1531961036406449,0.0855114605380376,0.2,2226.306945390763,0.7946875203195672,4382.435755578961
GMB,q4,0.2177822177822178,126.24576219589036,0.1856686149181742,0.07453180219078515,0.2,3192.9928558893844,0.9934055843731726,6360.799352846084
GMB,q5,0.4555444555444556,127.4737300042533,0.2186606687985938,0.08219223113361929,0.2,6678.92083617229,2.291522327117334,13195.026759093074
GRC,q1,0.071,1531.2482592959464,0.1147063452665822,0.3265345981391301,0.2,13101.436019965957,0.4006036399382634,99565.40646639395
GRC,q2,0.125,1558.5415152456835,0.1947501882811897,0.24399141507540567,0.2,23065.90848585556,0.5270015556249046,196775.7484983421
GRC,q3,0.172,1559.0107142617337,0.2261424119013713,0.32009847536141534,0.2,31738.69007653725,0.9513479591775489,243505.79146752632
GRC,q4,0.231,1545.4202853875097,0.339716696081185,0.27896538859197006,0.2,42625.798881861076,1.1134985137590037,346819.0347052008
GRC,q5,0.401,1565.361146976793,0.4473683624022706,0.28973055522407865,0.2,73995.43442262463,2.0075483315002796,593065.0584845922
GTM,q1,0.045,437.3122460195598,0.0752902507618037,0.2442233703096004,0.2,2787.6118211509497,0.3040892162489277,7906.409061930726
GTM,q2,0.086,461.79698121828267,0.0586099013658818,0.26006052943247515,0.2,5327.4359248662595,0.6188340172727954,14793.398410097203
GTM,q3,0.132,483.7513295221385,0.0893974300591521,0.28991921339337146,0.2,8176.9946753761205,1.058893333492072,21789.888140370473
GTM,q4,0.201,536.6755854805527,0.1344894823178911,0.16357305651119247,0.2,12451.332801140908,0.9097228674685683,39083.853746539
GTM,q5,0.536,557.8500234545124,0.1593261033027603,0.14216719930655963,0.2,33203.554136375766,2.108460565517636,106890.90296857474
HND,q1,0.036,171.87497763618632,0.0519098979209926,0.1322656429515281,0.2,1164.2943457229776,0.19642751770445538,4738.969641528636
HND,q2,0.08,202.88074050395576,0.0520293694452327,0.13781491810637903,0.2,2587.3207682732836,0.4548194184940297,10463.696240890287
HND,q3,0.1369999999999999,231.76603062170395,0.0564899573407171,0.12668771933004175,0.2,4430.786815667995,0.7159914979634157,18150.340091959148
HND,q4,0.225,246.373124056825,0.1656581066124491,0.12840791303614474,0.2,7276.839660768611,1.191865053182358,29750.236970330436
HND,q5,0.522,240.8707666400684,0.1999205118429636,0.11335118994966509,0.2,16882.268012983175,2.4408965126557414,70212.87737570134
HRV,q1,0.0819999999999999,1314.5987742147115,0.1854097407093063,0.4075680938271271,0.2,16857.91689375372,0.5277161298710686,71848.60027559767
HRV,q2,0.136,1449.132245095563,0.1499491041101585,0.30718692779346,0.2,27959.47192134767,0.6596718881617266,139354.50125759156
HRV,q3,0.179,1410.8292125428532,0.2269934268909591,0.3099388996071831,0.2,36799.59907295024,0.8760228935292007,182686.5594702342
HRV,q4,0.2319999999999999,1608.3863769340974,0.2923349330352343,0.30984055082915685,0.2,47695.5697481813,1.1350436911336166,236811.85665038458
HRV,q5,0.371,1554.611540475472,0.4061694931845878,0.30752821160023547,0.2,76271.79472661755,1.801545397304387,379963.6175397949
HTI,q1,0.0549450549450549,42.20944086708504,0.0691510154844073,0.13531178736548766,0.2,812.2148728067548,0.40212111020918057,6768.4499970692505
