iso3,hazard,income_cat,exposure_bias
BRA,Flood,q5,1.0932105909677248
BRA,Heat,q1,0.29898002047869227
BRA,Heat,q2,0.5507383461839241
BRA,Heat,q3,0.9807471160112615
BRA,Heat,q4,1.584767258663061
BRA,Heat,q5,1.584767258663061
BTN,Drought,q1,2.4648719670819923
BTN,Drought,q2,0.8453526644616329
BTN,Drought,q3,0.5249606386536393
BTN,Drought,q4,0.5824073649013675
BTN,Drought,q5,0.5824073649013675
BTN,Flood,q1,1.5618171777845642
BTN,Flood,q2,0.8311528239147279
BTN,Flood,q3,0.7482506457049624
BTN,Flood,q4,0.9293896762978731
BTN,Flood,q5,0.9293896762978731
BTN,Heat,q1,2.6813143854236476
BTN,Heat,q2,0.9060020563436612
BTN,Heat,q3,0.4703324836376031
BTN,Heat,q4,0.47117553729754424
BTN,Heat,q5,0.47117553729754424
BWA,Drought,q1,1.0518414242216578
BWA,Drought,q2,1.069226200601852
BWA,Drought,q3,1.0787056268740827
BWA,Drought,q4,0.9840440272834452
BWA,Drought,q5,0.816182721018962
BWA,Flood,q1,0.8459811768928291
BWA,Flood,q2,0.9179866955622858
BWA,Flood,q3,1.079240193332767
BWA,Flood,q4,1.1208204424975041
BWA,Flood,q5,1.0359714917146137
CAF,Drought,q1,1.0977919848740894
CAF,Drought,q2,1.0977919848740894
CAF,Drought,q3,1.0977919848740894
CAF,Drought,q4,0.9827977942454592
CAF,Drought,q5,0.723826251132274
CAF,Flood,q1,0.943763856102331
CAF,Flood,q2,0.943763856102331
CAF,Flood,q3,0.943763856102331
CAF,Flood,q4,1.0479666975998423
CAF,Flood,q5,1.120741734093166
CAF,Heat,q1,1.203494075922835
CAF,Heat,q2,1.203494075922835
CAF,Heat,q3,1.203494075922835
CAF,Heat,q4,0.8830980702660082
CAF,Heat,q5,0.5064197019654868
CAN,Drought,q1,0.99015795280419
CAN,Drought,q2,0.998880284538853
CAN,Drought,q3,0.998880284538853
CAN,Drought,q4,0.998880284538853
CAN,Drought,q5,0.998880284538853
CAN,Flood,q1,0.9852682484647414
CAN,Flood,q2,1.0002524026558148
CAN,Flood,q3,1.0002524026558148
CAN,Flood,q4,1.0002524026558148
CAN,Flood,q5,1.0002524026558148
CAN,Heat,q1,1.025278569514637
CAN,Heat,q2,0.9902422326213409
CAN,Heat,q3,0.9902422326213409
CAN,Heat,q4,0.9902422326213409
CAN,Heat,q5,0.9902422326213409
CHE,Drought,q1,1.0006738284051238
CHE,Drought,q2,0.999831542898719
CHE,Drought,q3,0.999831542898719
CHE,Drought,q4,0.999831542898719
CHE,Drought,q5,0.999831542898719
CHE,Flood,q1,1.0006738284051235
CHE,Flood,q2,0.9998315428987189
CHE,Flood,q3,0.9998315428987189
CHE,Flood,q4,0.9998315428987189
CHE,Flood,q5,0.9998315428987189
CHL,Drought,q1,0.9479396202752962
CHL,Drought,q2,1.0416330920718528
CHL,Drought,q3,1.0034757625509503
CHL,Drought,q4,1.0034757625509503
CHL,Drought,q5,1.0034757625509503
CHL,Flood,q1,0.8930646229441671
CHL,Flood,q2,0.9899510917909946
CHL,Flood,q3,1.038994761754946
CHL,Flood,q4,1.038994761754946
CHL,Flood,q5,1.038994761754946
CHN,Drought,q1,0.9895775108005694
CHN,Drought,q2,0.898069330879786
CHN,Drought,q3,1.0140814817331907
CHN,Drought,q4,1.0440717148371086
CHN,Drought,q5,1.0541999617493454
CHN,Flood,q1,0.9895775108005695
CHN,Flood,q2,0.8980693308797858
CHN,Flood,q3,1.014081481733191
CHN,Flood,q4,1.0440717148371084
CHN,Flood,q5,1.0541999617493452
CHN,Heat,q1,0.9895775108005695
CHN,Heat,q2,0.8980693308797857
CHN,Heat,q3,1.014081481733191
CHN,Heat,q4,1.0440717148371086
CHN,Heat,q5,1.0541999617493454
CHN,Storm surge,q1,0.9895775108005695
CHN,Storm surge,q2,0.8980693308797857
CHN,Storm surge,q3,1.0140814817331907
CHN,Storm surge,q4,1.0440717148371086
CHN,Storm surge,q5,1.0541999617493454
CHN,Wind,q1,0.9895775108005695
CHN,Wind,q2,0.8980693308797857
CHN,Wind,q3,1.0140814817331907
CHN,Wind,q4,1.0440717148371086
CHN,Wind,q5,1.0541999617493454
CIV,Drought,q1,1.2049217662452816
CIV,Drought,q2,1.1988652880175859
CIV,Drought,q3,1.1004028134125323
CIV,Drought,q4,0.8987144687174665
CIV,Drought,q5,0.5970956636071335
CIV,Flood,q1,1.063172671026274
CIV,Flood,q2,1.0692862475762681
CIV,Flood,q3,1.035955651841055
CIV,Flood,q4,0.9776323341838571
CIV,Flood,q5,0.8539530953725454
CIV,Heat,q1,0.9152904113294448
CIV,Heat,q2,1.1382070187751343
CIV,Heat,q3,1.215820704904927
CIV,Heat,q4,1.0533058219957296
CIV,Heat,q5,0.6773760429947634
CMR,Drought,q1,1.1383184251980445
CMR,Drought,q2,1.1374906642037546
CMR,Drought,q3,0.997712991489327
CMR,Drought,q4,0.9017632676438329
CMR,Drought,q5,0.824714651465041
CMR,Flood,q1,0.8751478540635235
CMR,Flood,q2,0.9100042904690755
CMR,Flood,q3,0.9469406297809096
CMR,Flood,q4,1.069798421289678
CMR,Flood,q5,1.1981088043968136
CMR,Heat,q1,1.9059120166906445
CMR,Heat,q2,1.4982122646237195
CMR,Heat,q3,0.7943916479157023
CMR,Heat,q4,0.48348280710128316
CMR,Heat,q5,0.3180012636686501
COD,Drought,q1,1.0552043842315284
COD,Drought,q2,1.0552043842315284
COD,Drought,q3,1.0552043842315284
COD,Drought,q4,1.048474293911387
COD,Drought,q5,0.7859125533940274
COD,Flood,q1,0.8607679217625441
COD,Flood,q2,0.8607679217625441
COD,Flood,q3,0.8607679217625441
COD,Flood,q4,1.0433980328076675
COD,Flood,q5,1.3742982019046996
COD,Heat,q1,1.0878093220882517
COD,Heat,q2,1.0878093220882517
COD,Heat,q3,1.0878093220882517
COD,Heat,q4,1.0323100174783322
COD,Heat,q5,0.7042620162569124
COG,Drought,q1,2.0728995907286367
COG,Drought,q2,1.7468320156038004
COG,Drought,q3,0.6065313637004817
COG,Drought,q4,0.330627674519519
COG,Drought,q5,0.24310935544756243
COG,Flood,q1,1.663678132318902
COG,Flood,q2,1.467980565399243
COG,Flood,q3,0.7687198890973275
COG,Flood,q4,0.6017145664229993
COG,Flood,q5,0.49790684676152797
COL,Drought,q1,1.1285237838057987
COL,Drought,q2,1.0750502395094956
COL,Drought,q3,1.023561334648433
COL,Drought,q4,0.9334648411053558
COL,Drought,q5,0.8393998009309172
COL,Flood,q1,0.8636529338369866
COL,Flood,q2,0.9049922119141799
COL,Flood,q3,1.0241342573412662
COL,Flood,q4,1.12207076638763
COL,Flood,q5,1.0851498305199372
COL,Heat,q1,1.2985115146168469
COL,Heat,q2,1.1271263385425314
COL,Heat,q3,1.004122209216748
COL,Heat,q4,0.8344172174148361
COL,Heat,q5,0.7358227202090376
COL,Storm surge,q1,2.185393518151147
COL,Storm surge,q2,1.0317865834655409
COL,Storm surge,q3,0.6512002351136701
COL,Storm surge,q4,0.6217761396161016
COL,Storm surge,q5,0.5098435236535405
COL,Wind,q1,2.185393518151147
COL,Wind,q2,1.0317865834655409
COL,Wind,q3,0.6512002351136701
COL,Wind,q4,0.6217761396161016
COL,Wind,q5,0.5098435236535405
COM,Drought,q1,0.7026838040901432
COM,Drought,q2,0.9523814284056273
COM,Drought,q3,1.1054258290371057
COM,Drought,q4,1.1759185127362635
COM,Drought,q5,1.0635904257308602
COM,Flood,q1,0.7554294353300519
COM,Flood,q2,0.9636753900848589
COM,Flood,q3,1.0891924159619597
COM,Flood,q4,1.1431953806893866
COM,Flood,q5,1.0485073779337437
CPV,Drought,q1,0.8563345079252153
CPV,Drought,q2,1.0212567224062838
CPV,Drought,q3,0.983873974216964
CPV,Drought,q4,1.0983269627588055
CPV,Drought,q5,1.0402078326927315
CPV,Flood,q1,0.7517544944118019
CPV,Flood,q2,1.035322012642051
CPV,Flood,q3,0.9930110078245006
CPV,Flood,q4,1.0982606444645007
CPV,Flood,q5,1.1216518406571452
CRI,Drought,q1,1.2105986701287494
CRI,Drought,q2,1.1432932704057153
CRI,Drought,q3,0.8989899139061552
CRI,Drought,q4,0.8735590727796899
CRI,Drought,q5,0.8735590727796899
CRI,Flood,q1,1.0577845413497462
CRI,Flood,q2,1.0363056804992914
CRI,Flood,q3,0.9740348742567259
CRI,Flood,q4,0.965937451947118
CRI,Flood,q5,0.965937451947118
CYP,Drought,q1,1.0074279980468508
CYP,Drought,q2,0.9955180754882875
CYP,Drought,q3,0.9955180754882874
CYP,Drought,q4,0.9955180754882874
CYP,Drought,q5,0.9955180754882874
CYP,Flood,q1,1.0074279980468508
CYP,Flood,q2,0.9955180754882875
CYP,Flood,q3,0.9955180754882874
CYP,Flood,q4,0.9955180754882874
CYP,Flood,q5,0.9955180754882874
CYP,Heat,q1,1.0074279980468508
CYP,Heat,q2,0.9955180754882875
CYP,Heat,q3,0.9955180754882874
CYP,Heat,q4,0.9955180754882874
CYP,Heat,q5,0.9955180754882874
CZE,Drought,q1,0.9868540309503756
CZE,Drought,q2,1.003286492262406
CZE,Drought,q3,1.003286492262406
CZE,Drought,q4,1.003286492262406
CZE,Drought,q5,1.003286492262406
CZE,Flood,q1,0.9977998049396556
CZE,Flood,q2,1.000550048765086
CZE,Flood,q3,1.000550048765086
CZE,Flood,q4,1.000550048765086
CZE,Flood,q5,1.000550048765086
DEU,Drought,q1,0.9768816041840792
DEU,Drought,q2,1.0033995845751773
DEU,Drought,q3,1.0033995845751773
DEU,Drought,q4,1.0033995845751773
DEU,Drought,q5,1.0033995845751773
DEU,Flood,q1,0.9820977442333318
DEU,Flood,q2,1.001493431298773
DEU,Flood,q3,1.001493431298773
DEU,Flood,q4,1.001493431298773
DEU,Flood,q5,1.001493431298773
DJI,Drought,q1,3.045353368244792
DJI,Drought,q2,0.9005640605397699
DJI,Drought,q3,0.5295268032563802
DJI,Drought,q4,0.28363469288196796
DJI,Drought,q5,0.2409210750770898
DJI,Flood,q1,1.6436352871305449
DJI,Flood,q2,0.931735441761254
DJI,Flood,q3,0.8707598954229484
DJI,Flood,q4,0.768291202452705
DJI,Flood,q5,0.7855781732325479
DJI,Heat,q1,0.8940996574628232
DJI,Heat,q2,0.9735063175095044
DJI,Heat,q3,1.0186439774138816
DJI,Heat,q4,1.014658267931101
DJI,Heat,q5,1.0990917796826898
DNK,Drought,q1,0.9943241682492711
DNK,Drought,q2,1.0014189579376824
DNK,Drought,q3,1.0014189579376824
DNK,Drought,q4,1.0014189579376824
DNK,Drought,q5,1.0014189579376824
DNK,Flood,q1,0.9943241682492707
DNK,Flood,q2,1.0014189579376822
DNK,Flood,q3,1.0014189579376822
DNK,Flood,q4,1.0014189579376822
DNK,Flood,q5,1.0014189579376822
DOM,Drought,q1,0.8605852700870806
DOM,Drought,q2,0.8905403305835136
DOM,Drought,q3,0.9636603621811975
DOM,Drought,q4,1.127147371905564
DOM,Drought,q5,1.1580666652426443
DOM,Flood,q1,0.8605852700870809
DOM,Flood,q2,0.8905403305835136
DOM,Flood,q3,0.9636603621811977
DOM,Flood,q4,1.1271473719055638
DOM,Flood,q5,1.1580666652426441
DOM,Storm surge,q1,0.8605852700870806
DOM,Storm surge,q2,0.8905403305835136
DOM,Storm surge,q3,0.9636603621811975
DOM,Storm surge,q4,1.1271473719055638
DOM,Storm surge,q5,1.1580666652426441
DOM,Wind,q1,0.8605852700870806
DOM,Wind,q2,0.8905403305835136
DOM,Wind,q3,0.9636603621811975
DOM,Wind,q4,1.1271473719055638
DOM,Wind,q5,1.1580666652426441
DZA,Drought,q1,0.6762105817365451
DZA,Drought,q2,0.8577698271612
DZA,Drought,q3,1.0269420836955323
DZA,Drought,q4,1.2170733273397145
DZA,Drought,q5,1.2220041800670083
DZA,Flood,q1,0.6762105817365449
DZA,Flood,q2,0.8577698271611996
DZA,Flood,q3,1.0269420836955323
DZA,Flood,q4,1.217073327339715
DZA,Flood,q5,1.222004180067008
DZA,Heat,q1,0.676210581736545
DZA,Heat,q2,0.8577698271611998
DZA,Heat,q3,1.0269420836955325
DZA,Heat,q4,1.2170733273397147
DZA,Heat,q5,1.222004180067008
ECU,Drought,q1,1.0145304207792871
ECU,Drought,q2,0.9713863399932007
ECU,Drought,q3,1.011655388854849
ECU,Drought,q4,1.0010406358329957
ECU,Drought,q5,1.0013872145396672
ECU,Flood,q1,1.0145304207792871
ECU,Flood,q2,0.9713863399932006
ECU,Flood,q3,1.0116553888548494
ECU,Flood,q4,1.0010406358329957
ECU,Flood,q5,1.001387214539667
ECU,Heat,q1,1.0145304207792871
ECU,Heat,q2,0.9713863399932007
ECU,Heat,q3,1.0116553888548492
ECU,Heat,q4,1.0010406358329957
ECU,Heat,q5,1.0013872145396672
EGY,Drought,q1,1.1565089516191396
EGY,Drought,q2,1.087809498488751
EGY,Drought,q3,1.013155787582025
EGY,Drought,q4,0.9382338835762484
EGY,Drought,q5,0.8042918787338359
EGY,Flood,q1,1.271846387159095
EGY,Flood,q2,1.1016650438607065
EGY,Flood,q3,0.9870968691697254
EGY,Flood,q4,0.8895182115288102
EGY,Flood,q5,0.7498734882816631
EGY,Heat,q1,0.9304173441485828
EGY,Heat,q2,1.101628159714041
EGY,Heat,q3,1.0573190501361092
EGY,Heat,q4,1.0091616786272313
EGY,Heat,q5,0.9014737673740355
ESP,Drought,q1,0.9736615701970363
ESP,Drought,q2,1.0065846074507412
ESP,Drought,q3,1.0065846074507412
ESP,Drought,q4,1.0065846074507412
ESP,Drought,q5,1.0065846074507412
ESP,Flood,q1,0.9485588175786546
ESP,Flood,q2,1.0128602956053363
ESP,Flood,q3,1.0128602956053363
ESP,Flood,q4,1.0128602956053363
ESP,Flood,q5,1.0128602956053363
ESP,Heat,q1,0.998764858785725
ESP,Heat,q2,1.0003087853035688
ESP,Heat,q3,1.0003087853035688
ESP,Heat,q4,1.0003087853035688
ESP,Heat,q5,1.0003087853035688
EST,Drought,q1,1.0039985418005741
EST,Drought,q2,0.9990003645498569
EST,Drought,q3,0.9990003645498567
EST,Drought,q4,0.9990003645498567
EST,Drought,q5,0.9990003645498567
EST,Flood,q1,1.0039985418005737
EST,Flood,q2,0.9990003645498564
EST,Flood,q3,0.9990003645498564
EST,Flood,q4,0.9990003645498564
EST,Flood,q5,0.9990003645498564
ETH,Drought,q1,0.7031245240947862
ETH,Drought,q2,0.8439186618664907
ETH,Drought,q3,0.863045836946051
ETH,Drought,q4,1.2212028365435532
ETH,Drought,q5,1.3687081405491193
ETH,Flood,q1,0.6290049683881445
ETH,Flood,q2,0.7765471497711174
ETH,Flood,q3,0.8160013940552874
ETH,Flood,q4,1.200236577229235
ETH,Flood,q5,1.5782099105562162
ETH,Heat,q1,0.7320114103571103
ETH,Heat,q2,1.2744126368566437
ETH,Heat,q3,1.2199267714092188
ETH,Heat,q4,0.4864143810377098
ETH,Heat,q5,1.2872348003393181
FIN,Drought,q1,0.9898981692618032
FIN,Drought,q2,1.0025254576845493
FIN,Drought,q3,1.0025254576845493
FIN,Drought,q4,1.0025254576845493
FIN,Drought,q5,1.0025254576845493
FIN,Flood,q1,1.0062805722472032
FIN,Flood,q2,0.9984298569381992
FIN,Flood,q3,0.9984298569381992
FIN,Flood,q4,0.9984298569381992
FIN,Flood,q5,0.9984298569381992
FJI,Drought,q1,0.9207321466627291
FJI,Drought,q2,0.9961515449822927
FJI,Drought,q3,1.0673178395196057
FJI,Drought,q4,1.0656334637788363
FJI,Drought,q5,0.9501650050565362
FJI,Flood,q1,0.8228794273076399
FJI,Flood,q2,0.9055010068748027
FJI,Flood,q3,1.0041018287037353
FJI,Flood,q4,1.0800256938296433
FJI,Flood,q5,1.1874920432841787
FJI,Storm surge,q1,0.8819702872367485
FJI,Storm surge,q2,0.9493952654145535
FJI,Storm surge,q3,1.0213144434747183
FJI,Storm surge,q4,1.067256218949326
FJI,Storm surge,q5,1.080063784924654
FJI,Wind,q1,0.8819702872367485
FJI,Wind,q2,0.9493952654145535
FJI,Wind,q3,1.0213144434747183
FJI,Wind,q4,1.067256218949326
FJI,Wind,q5,1.080063784924654
FRA,Drought,q1,0.9952230779024764
FRA,Drought,q2,1.001194230524381
FRA,Drought,q3,1.001194230524381
FRA,Drought,q4,1.001194230524381
FRA,Drought,q5,1.001194230524381
FRA,Flood,q1,0.9893639161529364
FRA,Flood,q2,1.002659020961766
FRA,Flood,q3,1.002659020961766
FRA,Flood,q4,1.002659020961766
FRA,Flood,q5,1.002659020961766
FSM,Flood,q1,0.9429524820901397
FSM,Flood,q2,0.9556186797792215
FSM,Flood,q3,0.9674040326377528
FSM,Flood,q4,1.0757634518845833
FSM,Flood,q5,1.0582613536083034
FSM,Storm surge,q1,0.9429524820901394
FSM,Storm surge,q2,0.9556186797792215
FSM,Storm surge,q3,0.9674040326377525
FSM,Storm surge,q4,1.0757634518845833
FSM,Storm surge,q5,1.0582613536083036
FSM,Wind,q1,0.9429524820901394
FSM,Wind,q2,0.9556186797792215
FSM,Wind,q3,0.9674040326377525
FSM,Wind,q4,1.0757634518845833
FSM,Wind,q5,1.0582613536083036
GAB,Drought,q1,1.0029708493677536
GAB,Drought,q2,1.0051412589517221
