iso3,hazard,income_cat,exposure_bias
BIH,Drought,q5,1.0294129548525384
BIH,Flood,q1,0.8822335087336992
BIH,Flood,q2,1.0294416228165753
BIH,Flood,q3,1.0294416228165753
BIH,Flood,q4,1.0294416228165753
BIH,Flood,q5,1.0294416228165753
BLR,Drought,q1,1.0371047527833215
BLR,Drought,q2,0.9907238118041697
BLR,Drought,q3,0.9907238118041697
BLR,Drought,q4,0.9907238118041697
BLR,Drought,q5,0.9907238118041697
BLR,Flood,q1,1.0496105771538413
BLR,Flood,q2,0.9875973557115397
BLR,Flood,q3,0.9875973557115396
BLR,Flood,q4,0.9875973557115396
BLR,Flood,q5,0.9875973557115396
BOL,Drought,q1,1.080920907447018
BOL,Drought,q2,0.9797697731382455
BOL,Drought,q3,0.9797697731382455
BOL,Drought,q4,0.9797697731382455
BOL,Drought,q5,0.9797697731382455
BOL,Flood,q1,1.0713875281083307
BOL,Flood,q2,0.9821531179729173
BOL,Flood,q3,0.9821531179729173
BOL,Flood,q4,0.9821531179729173
BOL,Flood,q5,0.9821531179729173
BOL,Heat,q1,0.8221978025384208
BOL,Heat,q2,1.044450549365395
BOL,Heat,q3,1.044450549365395
BOL,Heat,q4,1.044450549365395
BOL,Heat,q5,1.044450549365395
BRA,Drought,q1,1.2649533336315382
BRA,Drought,q2,0.9960622121724704
BRA,Drought,q3,0.9129948180653307
BRA,Drought,q4,0.9129948180653307
BRA,Drought,q5,0.9129948180653307
BRA,Flood,q1,0.9465038532130804
BRA,Flood,q2,0.9760396712686294
BRA,Flood,q3,1.0258188251727636
BRA,Flood,q4,1.0258188251727636
BRA,Flood,q5,1.0258188251727636
BRA,Heat,q1,0.313434903416087
BRA,Heat,q2,0.9026528641821809
BRA,Heat,q3,1.2613040774672444
BRA,Heat,q4,1.2613040774672444
BRA,Heat,q5,1.2613040774672444
BTN,Drought,q1,2.012622198728425
BTN,Drought,q2,0.737606275209307
BTN,Drought,q3,0.737606275209307
BTN,Drought,q4,0.737606275209307
BTN,Drought,q5,0.737606275209307
BTN,Flood,q1,1.3364041772639752
BTN,Flood,q2,0.9131273332756455
BTN,Flood,q3,0.9131273332756454
BTN,Flood,q4,0.9131273332756454
BTN,Flood,q5,0.9131273332756454
BTN,Heat,q1,2.0920310155916737
BTN,Heat,q2,0.7173903798635308
BTN,Heat,q3,0.7173903798635307
BTN,Heat,q4,0.7173903798635307
BTN,Heat,q5,0.7173903798635307
BWA,Drought,q1,1.0393540931640242
BWA,Drought,q2,1.0680820827130937
BWA,Drought,q3,1.0712519612408133
BWA,Drought,q4,0.9260555507369036
BWA,Drought,q5,0.8952563121451653
BWA,Flood,q1,0.8324363610996823
BWA,Flood,q2,0.9244734238627296
BWA,Flood,q3,1.0748439723667262
BWA,Flood,q4,1.083233339927473
BWA,Flood,q5,1.085012902743389
CAF,Drought,q1,1.0972323925930687
CAF,Drought,q2,1.0972323925930687
CAF,Drought,q3,1.0972323925930687
CAF,Drought,q4,0.9253872161123987
CAF,Drought,q5,0.7829156061083955
CAF,Flood,q1,0.9432827786520875
CAF,Flood,q2,0.9432827786520875
CAF,Flood,q3,0.9432827786520875
CAF,Flood,q4,1.0066110447593284
CAF,Flood,q5,1.1635406192844095
CAF,Heat,q1,1.2028806026925514
CAF,Heat,q2,1.2028806026925514
CAF,Heat,q3,1.2028806026925514
CAF,Heat,q4,0.8323026175486796
CAF,Heat,q5,0.5590555743736667
CAN,Drought,q1,1.0034049690427984
CAN,Drought,q2,0.9991487577393006
CAN,Drought,q3,0.9991487577393006
CAN,Drought,q4,0.9991487577393006
CAN,Drought,q5,0.9991487577393006
CAN,Flood,q1,1.0022023839661067
CAN,Flood,q2,0.9994494040084735
CAN,Flood,q3,0.9994494040084735
CAN,Flood,q4,0.9994494040084735
CAN,Flood,q5,0.9994494040084735
CAN,Heat,q1,1.002640443101712
CAN,Heat,q2,0.9993398892245721
CAN,Heat,q3,0.9993398892245721
CAN,Heat,q4,0.9993398892245721
CAN,Heat,q5,0.9993398892245721
CHE,Drought,q1,0.9971111486973948
CHE,Drought,q2,1.0003114128256514
CHE,Drought,q3,1.0003114128256514
CHE,Drought,q4,1.0003114128256514
CHE,Drought,q5,1.0003114128256514
CHE,Flood,q1,0.9971111486973948
CHE,Flood,q2,1.0003114128256514
CHE,Flood,q3,1.0003114128256514
CHE,Flood,q4,1.0003114128256514
CHE,Flood,q5,1.0003114128256514
CHL,Drought,q1,0.950144138222114
CHL,Drought,q2,1.0124639654444716
CHL,Drought,q3,1.0124639654444716
CHL,Drought,q4,1.0124639654444716
CHL,Drought,q5,1.0124639654444716
CHL,Flood,q1,0.9441230984957606
CHL,Flood,q2,1.0139692253760597
CHL,Flood,q3,1.0139692253760597
CHL,Flood,q4,1.0139692253760597
CHL,Flood,q5,1.0139692253760597
CHN,Drought,q1,0.9707739570484581
CHN,Drought,q2,0.9890968397642907
CHN,Drought,q3,1.0133764010624169
CHN,Drought,q4,1.0133764010624169
CHN,Drought,q5,1.0133764010624169
CHN,Flood,q1,0.9707739570484584
CHN,Flood,q2,0.9890968397642909
CHN,Flood,q3,1.0133764010624169
CHN,Flood,q4,1.0133764010624169
CHN,Flood,q5,1.0133764010624169
CHN,Heat,q1,0.970773957048458
CHN,Heat,q2,0.9890968397642907
CHN,Heat,q3,1.0133764010624169
CHN,Heat,q4,1.0133764010624169
CHN,Heat,q5,1.0133764010624169
CHN,Storm surge,q1,0.9707739570484584
CHN,Storm surge,q2,0.9890968397642909
CHN,Storm surge,q3,1.0133764010624169
CHN,Storm surge,q4,1.0133764010624169
CHN,Storm surge,q5,1.0133764010624169
CHN,Wind,q1,0.9707739570484584
CHN,Wind,q2,0.9890968397642909
CHN,Wind,q3,1.0133764010624169
CHN,Wind,q4,1.0133764010624169
CHN,Wind,q5,1.0133764010624169
CIV,Drought,q1,1.2019182063755507
CIV,Drought,q2,1.2008580323958846
CIV,Drought,q3,1.0239238697205453
CIV,Drought,q4,0.9383496676342533
CIV,Drought,q5,0.6349502238737658
CIV,Flood,q1,1.0653582071301426
CIV,Flood,q2,1.0673895000644702
CIV,Flood,q3,1.0073801294400129
CIV,Flood,q4,0.9794494892652397
CIV,Flood,q5,0.880422674100135
CIV,Heat,q1,0.9439225908523565
CIV,Heat,q2,1.1093909270177174
CIV,Heat,q3,1.1261463798775713
CIV,Heat,q4,1.0482893432787077
CIV,Heat,q5,0.7722507589736471
CMR,Drought,q1,1.136436777568356
CMR,Drought,q2,1.1088425083629259
CMR,Drought,q3,0.997218231625763
CMR,Drought,q4,0.9165054601627366
CMR,Drought,q5,0.8409970222802188
CMR,Flood,q1,0.8737012290693448
CMR,Flood,q2,0.9108879000231598
CMR,Flood,q3,0.9703222609423368
CMR,Flood,q4,1.0472520309903526
CMR,Flood,q5,1.1978365789748062
CMR,Heat,q1,1.9027615319499829
CMR,Heat,q2,1.4211551005457173
CMR,Heat,q3,0.8111700982682385
CMR,Heat,q4,0.5226825573083528
CMR,Heat,q5,0.3422307119277084
COD,Drought,q1,1.0546575772864084
COD,Drought,q2,1.0546575772864084
COD,Drought,q3,1.0546575772864084
COD,Drought,q4,1.0351296572409983
COD,Drought,q5,0.8008976108997762
COD,Flood,q1,0.8603218717983953
COD,Flood,q2,0.8603218717983953
COD,Flood,q3,0.8603218717983953
COD,Flood,q4,1.0443758462923025
COD,Flood,q5,1.3746585383125116
COD,Heat,q1,1.087245619263308
COD,Heat,q2,1.087245619263308
COD,Heat,q3,1.087245619263308
COD,Heat,q4,1.0198331079748
COD,Heat,q5,0.7184300342352751
COG,Drought,q1,2.0704082556206678
COG,Drought,q2,1.7387034318094101
COG,Drought,q3,0.6145637898403358
COG,Drought,q4,0.3248893773863129
COG,Drought,q5,0.25143514534327305
COG,Flood,q1,1.6616786241140937
COG,Flood,q2,1.459998315293486
COG,Flood,q3,0.7765115722865107
COG,Flood,q4,0.6004489626007053
COG,Flood,q5,0.5013625257052047
COL,Drought,q1,1.123847179835302
COL,Drought,q2,1.077883271667026
COL,Drought,q3,0.9327565161658905
COL,Drought,q4,0.9327565161658905
COL,Drought,q5,0.9327565161658905
COL,Flood,q1,0.876487874722229
COL,Flood,q2,0.8983492557716461
COL,Flood,q3,1.075054289835375
COL,Flood,q4,1.075054289835375
COL,Flood,q5,1.075054289835375
COL,Heat,q1,1.2949825426789503
COL,Heat,q2,1.1227748698876348
COL,Heat,q3,0.8607475291444716
COL,Heat,q4,0.8607475291444716
COL,Heat,q5,0.8607475291444716
COL,Storm surge,q1,2.1124780344827587
COL,Storm surge,q2,1.0978326892014518
COL,Storm surge,q3,0.5965630921052633
COL,Storm surge,q4,0.5965630921052633
COL,Storm surge,q5,0.5965630921052633
COL,Wind,q1,2.1124780344827587
COL,Wind,q2,1.0978326892014518
COL,Wind,q3,0.5965630921052633
COL,Wind,q4,0.5965630921052633
COL,Wind,q5,0.5965630921052633
COM,Drought,q1,0.7066892282304328
COM,Drought,q2,0.9520001931894395
COM,Drought,q3,1.1470541236160017
COM,Drought,q4,1.1108021990346706
COM,Drought,q5,1.0834542559294558
COM,Flood,q1,0.7592614870405442
COM,Flood,q2,0.963130191679852
COM,Flood,q3,1.1216314522114104
COM,Flood,q4,1.089941617719603
COM,Flood,q5,1.0660352513485905
CRI,Drought,q1,1.1363454897241403
CRI,Drought,q2,0.965913627568965
CRI,Drought,q3,0.9659136275689649
CRI,Drought,q4,0.9659136275689649
CRI,Drought,q5,0.9659136275689649
CRI,Flood,q1,1.0361804378031843
CRI,Flood,q2,0.990954890549204
CRI,Flood,q3,0.990954890549204
CRI,Flood,q4,0.990954890549204
CRI,Flood,q5,0.990954890549204
CYP,Drought,q1,0.9979369771543086
CYP,Drought,q2,0.9985928557114229
CYP,Drought,q3,0.9985928557114229
CYP,Drought,q4,0.9985928557114229
CYP,Drought,q5,0.9985928557114229
CYP,Flood,q1,0.9979369771543085
CYP,Flood,q2,0.9985928557114228
CYP,Flood,q3,0.9985928557114228
CYP,Flood,q4,0.9985928557114228
CYP,Flood,q5,0.9985928557114228
CYP,Heat,q1,0.9979369771543085
CYP,Heat,q2,0.9985928557114228
CYP,Heat,q3,0.9985928557114228
CYP,Heat,q4,0.9985928557114228
CYP,Heat,q5,0.9985928557114228
CZE,Drought,q1,0.9927711073712848
CZE,Drought,q2,1.0016086594345979
CZE,Drought,q3,1.0016086594345979
CZE,Drought,q4,1.0016086594345979
CZE,Drought,q5,1.0016086594345979
CZE,Flood,q1,0.9942407699306446
CZE,Flood,q2,1.0011940086704274
CZE,Flood,q3,1.0011940086704274
CZE,Flood,q4,1.0011940086704274
CZE,Flood,q5,1.0011940086704274
DEU,Drought,q1,0.9912445765235792
DEU,Drought,q2,0.9998975025862261
DEU,Drought,q3,0.999897502586226
DEU,Drought,q4,0.999897502586226
DEU,Drought,q5,0.999897502586226
DEU,Flood,q1,0.9911943534460923
DEU,Flood,q2,0.9993413652446944
DEU,Flood,q3,0.9993413652446944
DEU,Flood,q4,0.9993413652446944
DEU,Flood,q5,0.9993413652446944
DJI,Drought,q1,3.0424516526363288
DJI,Drought,q2,0.8827351959181419
DJI,Drought,q3,0.47056490456528016
DJI,Drought,q4,0.3638701200554076
DJI,Drought,q5,0.24037812682484164
DJI,Flood,q1,1.6406902457687755
DJI,Flood,q2,0.9138195882241712
DJI,Flood,q3,0.8390143789437927
DJI,Flood,q4,0.8189238150522001
DJI,Flood,q5,0.7875519720110606
DJI,Heat,q1,0.89196374989641
DJI,Heat,q2,0.9635233633667922
DJI,Heat,q3,1.0150695303524089
DJI,Heat,q4,1.0324016863216952
DJI,Heat,q5,1.0970416700626944
DNK,Drought,q1,0.9924509746987951
DNK,Drought,q2,1.0000303313253012
DNK,Drought,q3,1.0000303313253012
DNK,Drought,q4,1.0000303313253012
DNK,Drought,q5,1.0000303313253012
DNK,Flood,q1,0.9924509746987951
DNK,Flood,q2,1.0000303313253012
DNK,Flood,q3,1.0000303313253012
DNK,Flood,q4,1.0000303313253012
DNK,Flood,q5,1.0000303313253012
DOM,Drought,q1,0.8685914595238093
DOM,Drought,q2,1.0139038920386905
DOM,Drought,q3,1.039168216145833
DOM,Drought,q4,1.039168216145833
DOM,Drought,q5,1.039168216145833
DOM,Flood,q1,0.8685914595238095
DOM,Flood,q2,1.0139038920386905
DOM,Flood,q3,1.0391682161458333
DOM,Flood,q4,1.0391682161458333
DOM,Flood,q5,1.0391682161458333
DOM,Storm surge,q1,0.8685914595238095
DOM,Storm surge,q2,1.0139038920386905
DOM,Storm surge,q3,1.0391682161458333
DOM,Storm surge,q4,1.0391682161458333
DOM,Storm surge,q5,1.0391682161458333
DOM,Wind,q1,0.8685914595238095
DOM,Wind,q2,1.0139038920386905
DOM,Wind,q3,1.0391682161458333
DOM,Wind,q4,1.0391682161458333
DOM,Wind,q5,1.0391682161458333
DZA,Drought,q1,0.7457576687116567
DZA,Drought,q2,0.8430435931179967
DZA,Drought,q3,1.1370662460567822
DZA,Drought,q4,1.1370662460567822
DZA,Drought,q5,1.1370662460567822
DZA,Flood,q1,0.7457576687116565
DZA,Flood,q2,0.8430435931179969
DZA,Flood,q3,1.1370662460567824
DZA,Flood,q4,1.1370662460567824
DZA,Flood,q5,1.1370662460567824
DZA,Heat,q1,0.7457576687116564
DZA,Heat,q2,0.8430435931179966
DZA,Heat,q3,1.1370662460567822
DZA,Heat,q4,1.1370662460567822
DZA,Heat,q5,1.1370662460567822
ECU,Drought,q1,1.0044568485294119
ECU,Drought,q2,0.9875639645946968
ECU,Drought,q3,1.0026597289586305
ECU,Drought,q4,1.0026597289586305
ECU,Drought,q5,1.0026597289586305
ECU,Flood,q1,1.0044568485294119
ECU,Flood,q2,0.9875639645946965
ECU,Flood,q3,1.0026597289586303
ECU,Flood,q4,1.0026597289586303
ECU,Flood,q5,1.0026597289586303
ECU,Heat,q1,1.0044568485294119
ECU,Heat,q2,0.9875639645946965
ECU,Heat,q3,1.0026597289586303
ECU,Heat,q4,1.0026597289586303
ECU,Heat,q5,1.0026597289586303
EGY,Drought,q1,1.1506852785568356
EGY,Drought,q2,1.029958672885314
EGY,Drought,q3,1.029958672885314
EGY,Drought,q4,0.9328489400295885
EGY,Drought,q5,0.8565484356429472
EGY,Flood,q1,1.26042889620401
EGY,Flood,q2,1.0186342343845733
EGY,Flood,q3,1.0186342343845733
EGY,Flood,q4,0.8983900889386183
EGY,Flood,q5,0.8039125460882252
EGY,Heat,q1,0.9318038237020674
EGY,Heat,q2,1.0550119727156317
EGY,Heat,q3,1.0550119727156317
EGY,Heat,q4,1.0005011008206492
EGY,Heat,q5,0.9576711300460203
ESP,Drought,q1,0.9800442908404282
ESP,Drought,q2,1.004988927289893
ESP,Drought,q3,1.004988927289893
ESP,Drought,q4,1.004988927289893
ESP,Drought,q5,1.004988927289893
ESP,Flood,q1,0.9779449587183845
ESP,Flood,q2,1.0055137603204038
ESP,Flood,q3,1.0055137603204038
ESP,Flood,q4,1.0055137603204038
ESP,Flood,q5,1.0055137603204038
ESP,Heat,q1,0.9941742002063984
ESP,Heat,q2,1.0014564499484004
ESP,Heat,q3,1.0014564499484004
ESP,Heat,q4,1.0014564499484004
ESP,Heat,q5,1.0014564499484004
EST,Drought,q1,1.0015890577507596
EST,Drought,q2,0.9996027355623099
EST,Drought,q3,0.9996027355623098
EST,Drought,q4,0.9996027355623098
EST,Drought,q5,0.9996027355623098
EST,Flood,q1,1.0015890577507598
EST,Flood,q2,0.99960273556231
EST,Flood,q3,0.99960273556231
EST,Flood,q4,0.99960273556231
EST,Flood,q5,0.99960273556231
ETH,Drought,q1,0.7027236302437329
ETH,Drought,q2,0.8091968633756935
ETH,Drought,q3,0.8665286042929029
ETH,Drought,q4,1.2752236453763874
ETH,Drought,q5,1.3463272567112838
ETH,Flood,q1,0.6286463345822286
ETH,Flood,q2,0.7521669335417256
ETH,Flood,q3,0.818678025289147
ETH,Flood,q4,1.2869640036789929
ETH,Flood,q5,1.5135447029079068
ETH,Heat,q1,0.7315940463436861
ETH,Heat,q2,1.0600221839727926
ETH,Heat,q3,1.2368681042346192
ETH,Heat,q4,0.9151362136174953
ETH,Heat,q5,1.0563794518314067
FIN,Drought,q1,0.9964560779612099
FIN,Drought,q2,1.0006596772629377
FIN,Drought,q3,1.0006596772629377
FIN,Drought,q4,1.0006596772629377
FIN,Drought,q5,1.0006596772629377
FIN,Flood,q1,0.9983955571577005
FIN,Flood,q2,0.999065123917467
FIN,Flood,q3,0.999065123917467
FIN,Flood,q4,0.999065123917467
FIN,Flood,q5,0.999065123917467
FJI,Drought,q1,0.9542169748210863
FJI,Drought,q2,1.0016737382676075
FJI,Drought,q3,1.0077760955166115
FJI,Drought,q4,1.0181665956973476
FJI,Drought,q5,1.0181665956973476
FJI,Flood,q1,0.8526350011185047
FJI,Flood,q2,0.9105730711565122
FJI,Flood,q3,0.9894240856183331
FJI,Flood,q4,1.123683921053325
FJI,Flood,q5,1.123683921053325
FJI,Storm surge,q1,0.9119511781924774
FJI,Storm surge,q2,0.9486201827285768
FJI,Storm surge,q3,0.9944514880578973
FJI,Storm surge,q4,1.072488575510524
FJI,Storm surge,q5,1.072488575510524
FJI,Wind,q1,0.9119511781924774
FJI,Wind,q2,0.9486201827285768
FJI,Wind,q3,0.9944514880578973
FJI,Wind,q4,1.072488575510524
FJI,Wind,q5,1.072488575510524
FRA,Drought,q1,1.0026456741171854
FRA,Drought,q2,0.9993385814707036
FRA,Drought,q3,0.9993385814707036
FRA,Drought,q4,0.9993385814707036
FRA,Drought,q5,0.9993385814707036
FRA,Flood,q1,0.9993394545770757
FRA,Flood,q2,1.0001651363557313
FRA,Flood,q3,1.0001651363557313
FRA,Flood,q4,1.0001651363557313
FRA,Flood,q5,1.0001651363557313
FSM,Flood,q1,0.9512937058704451
FSM,Flood,q2,0.9494632793522265
FSM,Flood,q3,1.000972324161492
FSM,Flood,q4,1.0219463255364707
FSM,Flood,q5,1.076324365079365
FSM,Storm surge,q1,0.9512937058704454
FSM,Storm surge,q2,0.9494632793522267
FSM,Storm surge,q3,1.000972324161492
FSM,Storm surge,q4,1.0219463255364707
FSM,Storm surge,q5,1.076324365079365
FSM,Wind,q1,0.9512937058704454
FSM,Wind,q2,0.9494632793522267
FSM,Wind,q3,1.000972324161492
FSM,Wind,q4,1.0219463255364707
FSM,Wind,q5,1.076324365079365
GAB,Drought,q1,1.001419706060606
GAB,Drought,q2,0.99965602068358
GAB,Drought,q3,0.9996414244186049
GAB,Drought,q4,0.9996414244186049
GAB,Drought,q5,0.9996414244186049
GAB,Flood,q1,1.001419706060606
GAB,Flood,q2,0.99965602068358
GAB,Flood,q3,0.9996414244186048
GAB,Flood,q4,0.9996414244186048
GAB,Flood,q5,0.9996414244186048
GAB,Heat,q1,1.001419706060606
GAB,Heat,q2,0.99965602068358
GAB,Heat,q3,0.9996414244186046
GAB,Heat,q4,0.9996414244186046
GAB,Heat,q5,0.9996414244186046
GBR,Drought,q1,1.000691147961561
GBR,Drought,q2,0.99982721300961
GBR,Drought,q3,0.99982721300961
GBR,Drought,q4,0.99982721300961
GBR,Drought,q5,0.99982721300961
GBR,Flood,q1,1.0023433350515147
GBR,Flood,q2,0.9994141662371214
GBR,Flood,q3,0.9994141662371213
GBR,Flood,q4,0.9994141662371213
GBR,Flood,q5,0.9994141662371213
GEO,Drought,q1,1.086415761950648
GEO,Drought,q2,1.0140544744045172
GEO,Drought,q3,0.9993433794714209
GEO,Drought,q4,0.9500931920867071
GEO,Drought,q5,0.9500931920867071
GEO,Flood,q1,1.0065536759894584
GEO,Flood,q2,1.0091019599178679
GEO,Flood,q3,1.0046709515761576
GEO,Flood,q4,0.9898367062582579
GEO,Flood,q5,0.9898367062582579
GEO,Heat,q1,1.1607121603938835
GEO,Heat,q2,1.0436973600692556
GEO,Heat,q3,1.0090940559641846
