country,hazard,rp,gdp_pc_pp,gdp_pc_pp_A,pop,share1,urbanization_rate,gdp_pc_cd,T_rebuild_K,pi,income_elast,rho,shareable,max_increased_spending,prepare_scaleup,borrow_abi,avg_prod_k,protection,tau_tax,macro_multiplier,dk_event,fa,error_incl,error_excl,max_aid,need,aid,unif_aid
Albania,earthquake,1.0,11359.1704,11424.62832,2876101,0.089,0.5837600000000001,4146.89625,1,0.2,1.5,0.06,0.8,0.05,1,1,0.1852799860314327,1.0,0.18394331291099994,1.0409983515622998,48.78876610685617,0.002094650254016,0.0,0.0,567.95852,29.321280622658623,29.321280622658623,13998.174906021639
Albania,earthquake,20.0,11359.1704,11424.62832,2876101,0.089,0.5837600000000001,4146.89625,1,0.2,1.5,0.06,0.8,0.05,1,1,0.1852799860314327,1.0,0.18394331291099994,1.0409983515622998,157.48540228577752,0.006761327744571901,0.0,0.0,567.95852,94.64624836545426,94.64624836545426,13998.174906021637
Albania,earthquake,50.0,11359.1704,11424.62832,2876101,0.089,0.5837600000000001,4146.89625,1,0.2,1.5,0.06,0.8,0.05,1,1,0.1852799860314327,1.0,0.18394331291099994,1.0409983515622998,333.68816028060485,0.014326248549984901,0.0,0.0,567.95852,200.54133294982748,200.54133294982748,13998.174906021637
Albania,earthquake,100.0,11359.1704,11424.62832,2876101,0.089,0.5837600000000001,4146.89625,1,0.2,1.5,0.06,0.8,0.05,1,1,0.1852799860314327,1.0,0.18394331291099994,1.0409983515622998,620.9765979014246,0.0266604157539746,0.0,0.0,567.95852,373.19716279139124,373.19716279139124,13998.174906021639
Albania,earthquake,250.0,11359.1704,11424.62832,2876101,0.089,0.5837600000000001,4146.89625,1,0.2,1.5,0.06,0.8,0.05,1,1,0.1852799860314327,1.0,0.18394331291099994,1.0409983515622998,1230.7259220568321,0.052838810467439705,0.0,0.0,567.95852,739.6469107493479,567.95852,10748.88921562659
Albania,earthquake,500.0,11359.1704,11424.62832,2876101,0.089,0.5837600000000001,4146.89625,1,0.2,1.5,0.06,0.8,0.05,1,1,0.1852799860314327,1.0,0.18394331291099994,1.0409983515622998,1969.1072954176257,0.0845397706410056,0.0,0.0,567.95852,1183.4024959477492,567.95852,6718.2406066821595
Albania,earthquake,1000.0,11359.1704,11424.62832,2876101,0.089,0.5837600000000001,4146.89625,1,0.2,1.5,0.06,0.8,0.05,1,1,0.1852799860314327,1.0,0.18394331291099994,1.0409983515622998,2999.427886104512,0.12877457014943014,0.0,0.0,567.95852,1802.6089563994756,567.95852,4410.486630558662
Albania,earthquake,1500.0,11359.1704,11424.62832,2876101,0.089,0.5837600000000001,4146.89625,1,0.2,1.5,0.06,0.8,0.05,1,1,0.1852799860314327,1.0,0.18394331291099994,1.0409983515622998,3755.703667620821,0.1612437917401084,0.0,0.0,567.95852,2257.118799288164,567.95852,3522.3589936127996
Albania,earthquake,2000.0,11359.1704,11424.62832,2876101,0.089,0.5837600000000001,4146.89625,1,0.2,1.5,0.06,0.8,0.05,1,1,0.1852799860314327,1.0,0.18394331291099994,1.0409983515622998,2.6505891212772923e-11,1.1379786002407857e-15,0.0,0.0,567.95852,1.5929623485480194e-11,1.5929623485480194e-11,13998.174906021637
Albania,flood,1.0,11359.1704,11424.62832,2876101,0.089,0.5837600000000001,4146.89625,1,0.2,1.5,0.06,0.8,0.05,1,1,0.1852799860314327,1.0,0.18394331291099994,1.0409983515622998,13.559494794860418,0.0005797304165004601,0.0,0.0,567.95852,8.115167768514212,8.115167768514212,13998.174906021637
Albania,flood,20.0,11359.1704,11424.62832,2876101,0.089,0.5837600000000001,4146.89625,1,0.2,1.5,0.06,0.8,0.05,1,1,0.1852799860314327,1.0,0.18394331291099994,1.0409983515622998,296.03125972119125,0.01265669024485868,0.0,0.0,567.95852,177.17056377886962,177.17056377886962,13998.174906021637
Albania,flood,50.0,11359.1704,11424.62832,2876101,0.089,0.5837600000000001,4146.89625,1,0.2,1.5,0.06,0.8,0.05,1,1,0.1852799860314327,1.0,0.18394331291099994,1.0409983515622998,661.8870551011536,0.0282986987299481,0.0,0.0,567.95852,396.13013443462586,396.13013443462586,13998.174906021637
