country,gdp_pc_pp,gdp_pc_pp_A,pop,share1,urbanization_rate,gdp_pc_cd,T_rebuild_K,pi,income_elast,rho,shareable,max_increased_spending,prepare_scaleup,borrow_abi,avg_prod_k,protection,tau_tax,macro_multiplier,dK,dKtot,delta_W,delta_W_tot,average_aid_cost_pc,axfin,c,dc,dc_npv_post,dc_npv_pre,dk,dw,fa,gamma_SP,help_fee,help_needed,help_received,k,n,shew,social,v,v_shew,dWpc_currency,dWtot_currency,risk,resilience,risk_to_assets
Albania,11359.1704,11424.62832,2876101,0.089,0.5837600000000001,4146.89625,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,1.0,0.18394331291099994,1.1900639609544734,109.29888932386885,314354644.88326854,2.0728576818251407e-06,5.961748051554968,0.0,0.086087198,56795.852,109.29888932386885,130.07266915668797,130.07266915668797,109.29888932386885,2.0728576818251407e-06,0.004684841967579017,1.0,0.0,65.57923726924163,0.0,306540.6750967943,3.3905695888242064,0.0,0.19179090179999997,2.105999999999999,2.105999999999999,170.7576565476454,491116266.7543395,0.015032581652938791,0.640081923901151,0.009622083785614207
Algeria,13921.18002,13974.66622,40606052,0.094,0.71304,3843.752322,5,0.2,1.5,0.06,0.8,0.05,0.8,0.5,0.2889104503291931,1.0,0.14544458210878922,1.3472831397229135,57.81974373705247,2347831520.813427,1.0362191139938893e-06,42.076767226229805,30.323205730159042,0.15218446000000002,69605.9001,57.81974373705247,77.89956588003032,77.89956588003031,57.81974373705247,1.0362191139938893e-06,0.00885501592764815,1.0,30.323205730159042,77.03533419021237,30.323205730159042,240925.51868819207,3.387029213793623,2.4000000000000004,0.156262696459679,0.9503924,0.8591547296,115.81377380958098,4702740121.628083,0.008319249779343129,0.4992475578260553,0.004153365135282006
Angola,5984.640421999999,6024.726138,28813463,0.054,0.44819,3110.808183,5,0.2,1.5,0.06,0.8,0.05,0.0,0.15,0.4323973905251145,1.0,0.1273585357336769,1.5649691170507845,8.786108876009243,253158223.01286387,1.0563737883871232e-06,30.437787065862207,0.0,0.18571632,29923.202109999995,8.786108876009243,13.749989050000243,13.749989050000243,8.786108876009243,1.0563737883871232e-06,0.0015207822274709481,1.0,0.0,3.0592445449337538,0.0,69203.0127047263,3.3975619791919236,0.0,0.13004843279721204,3.0999999999999996,3.0999999999999996,33.27726786097442,958833326.2532755,0.005560445659967242,0.2640273508244667,0.0014681097370045544
Antigua and Barbuda,21013.017630000002,20777.613080000003,100963,0.0103,0.23393,14353.37881,5,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.4166666666666667,0.4005106416086055,1.0,0.1390149070134991,1.5165932990688773,2072.115977344849,209207045.420668,2.7288629782665095e-05,2.7551419287472156,27.857744830781037,0.12239999999999998,84052.07052000001,2072.115977344849,3142.5572061347557,3142.5572061347557,2072.115977344849,2.7288629782665095e-05,0.16509649839485852,0.8,27.857744830781037,100.2878813908117,27.857744830781037,209862.26528816915,2.528628853077601,1.2000000000000002,0.1311239679778994,0.9439571109442393,0.8871606459462302,5656.941906589733,571141825.7150192,0.2692113054011525,0.366296138719589,0.0986110616681022
Argentina,18489.434889999997,10405.0,43847430,0.05,0.91893,12449.21685,5,0.2,1.5,0.06,0.8,0.05,0.7333333333333333,0.4,0.2695495148851759,1.0,0.1541967379,1.317910402745193,80.21683341862106,3517301988.1446486,8.414143759833579e-07,36.89385795192396,7.549502953609814,0.050750804000000004,92447.17444999996,80.21683341862106,105.71859923767896,105.71859923767894,80.21683341862106,8.414143759833579e-07,0.0030324152141462057,1.0,7.549502953609814,25.736941887306184,7.549502953609814,342969.1739173825,3.3953720234242892,3.2000000000000006,0.16162662160000002,2.2894629499999994,1.9964116923999993,143.91923547826923,6310488603.286926,0.007783863397366887,0.557373954579777,0.00433852272369916
Armenia,8190.239288999999,8174.366731999999,2924816,0.079,0.62558,3606.152057,5,0.2,1.5,0.06,0.8,0.05,0.4,0.425,0.3666957212217474,1.0,0.3524222720091,1.4652922260748724,57.629091043419294,168554487.54924944,1.8207546340491338e-06,5.325372285741052,1.5882061879529714,0.0209314598,40951.196444999994,57.6290910434193,84.44345910168336,84.44345910168336,57.629091043419294,1.8207546340491338e-06,0.011016746984863627,1.0,1.5882061879529714,9.342389340899832,1.5882061879529714,111676.23202299676,3.3812983202529328,1.6000000000000003,0.40256331958,1.25,1.17,91.8298884756905,268585527.0919152,0.011212113008593504,0.627563552564643,0.007036313471429187
Australia,44260.57597,44414.029480000005,24127159,0.073,0.89554,49927.81951,5,0.2,1.5,0.06,0.8,0.05,0.8,0.9166666666666669,0.2736023908600951,1.0,0.22769110058,1.3240590756932973,88.39363947772019,2132687394.2676318,2.0097423739159434e-07,4.848937380450741,12.403176861781699,0.6593659199999998,221302.87984999997,88.3936394777202,117.03840058403676,117.03840058403676,88.39363947772019,2.0097423739159434e-07,0.0012700219247559013,1.0,12.4031768617817,16.913422993338678,12.403176861781699,808848.4868656059,3.3981335085652433,4.0,0.28233659200000005,2.8543999999999996,2.397696,127.3902182445959,3073564050.6320662,0.002878187087554882,0.6938809014990441,0.00199711905099549
Austria,44438.724819999974,44143.70016,8747358,0.079,0.66032,44176.51522,5,0.2,1.5,0.06,0.8,0.05,0.8,0.8916666666666666,0.23227851820729,1.0,0.4837075333,1.261366069673966,97.81411965077582,855615122.0401711,2.0647435281368063e-07,1.806105081879572,39.172330711615956,0.64525414,222193.62409999984,97.81411965077582,123.37941166251812,123.37941166251814,97.81411965077582,2.0647435281368063e-07,0.0021940994067726942,1.0,39.172330711615956,56.021296816608306,39.172330711615956,956582.75166759,3.3968367433595112,4.0,0.49449017,1.5279999999999998,1.2835199999999998,131.61752560414104,1151305615.533588,0.0029617754815706504,0.7431694160925505,0.0022011009552360926
Azerbaijan,16001.323400000001,15994.00974,9762274,0.084,0.54895,3876.936433,5,0.2,1.5,0.06,0.8,0.05,0.0,0.2375,0.5982212831852317,1.0,0.43154867302399996,1.8165427870220094,41.32668934562817,403442464.9049029,5.859677879321348e-07,5.720378100967395,0.0,0.0571493,80006.617,41.32668934562817,75.07169944230017,75.07169944230017,41.32668934562817,5.859677879321348e-07,0.006481208391686513,0.9999999999999998,0.0,4.346685440492769,0.0,133740.8401352831,3.387084573381872,0.0,0.4859833591999999,1.2499999999999998,1.2499999999999998,80.70227251933566,787837696.756425,0.00504347487404296,0.5120882975845148,0.0025827044621589343
Bangladesh,3319.353556000001,3319.353556,162951560,0.086,0.35035,1358.779752,5,0.2,1.5,0.06,0.8,0.05,0.7333333333333333,0.6166666666666667,0.2897089076246591,1.0,0.14815265559799992,1.3484944900833071,74.12561736339785,12078884985.328768,9.1636682882186e-06,1493.2340428877505,18.248225052445598,0.08737927799999998,16596.767780000002,74.12561736339785,99.95798658856552,99.95798658856552,74.12561736339785,9.1636682882186e-06,0.01733380638164783,1.0,18.248225052445594,44.02610819975905,18.248225052445598,57287.7372535001,3.3746015744721998,3.2,0.13804606459999993,2.3566042902633693,2.054958941109658,119.23980609401228,19430312417.116806,0.03592259880797472,0.621651609404287,0.02233134136296201
