iso3,gdp_pc_pp,pop,share1,urbanization_rate,prepare_scaleup,borrowing_ability,avg_prod_k,tau_tax,rho,max_increased_spending,shareable,income_elasticity,T_rebuild_K,protection,macro_multiplier_Gamma,average_aid_cost_pc,dk,dw,dk_tot,dw_tot,axfin,c,dc,dc_npv_post,dc_npv_pre,fa,gamma_SP,help_fee,help_needed,help_received,k,n,social,v,dWpc_currency,dWtot_currency,risk,resilience,risk_to_assets
HRV,34302.34881521071,3855600.0,0.079,0.58219,0.6666666666666667,0.575,0.2034149049016802,0.352056009,0.06,0.05,0.8,1.5,3.0,1.0,1.1354788998707217,57.5198921471075,248.83172950093265,8.183285671954912e-07,959395616.2637959,3.155147623678935,0.016832399999999997,10290.704644563213,248.83172950093265,282.543178466648,282.54317846664804,0.006882482722075329,0.06000000000000001,57.51989214710749,164.34045398912102,57.5198921471075,50589.72767770967,0.1940865115387873,0.022943232000000004,0.0873926672906965,353.85734328259684,1364332372.7603805,0.010315834206830923,0.7031978683630458,0.007254072624630096
DNK,59935.1199155773,5903037.0,0.094,0.8836700000000001,0.7333333333333333,0.9166666666666669,0.2117268243790424,0.5347280304780001,0.06,0.05,0.8,1.5,3.0,1.0,1.1433308710963002,9.65796822861277,19.79198380552254,2.3630705734792205e-08,116832812.70740035,0.13949293028859056,0.029039200000000005,11987.023983115461,19.79198380552254,22.62878608509195,22.628786085091953,0.00038535611775487226,0.04,9.65796822861277,14.4353186627235,9.657968228612772,56615.51869146149,0.135417561124624,0.022534667616000002,0.052934358148896035,23.597170186632376,139294968.70698783,0.00039371190413684995,0.838743953151406,0.00033022347887850894
DOM,19338.0151125748,11228821.0,0.065,0.83848,0.6,1.0,0.2486250864217581,0.1892664302656651,0.06,0.05,0.8,1.5,3.0,1.0,1.1781873314629254,49.84096050331069,110.71138789976519,9.935032936474367e-07,1243158357.388029,11.155870647277503,0.014764000000000005,9669.0075562874,110.71138789976519,130.43875467218118,130.43875467218118,0.012123815776750504,0.1,49.84096050331069,86.91159286451182,49.84096050331068,38889.91129352597,0.3217324330942411,0.02028196967495416,0.08057757659351047,181.80987659739765,2041510560.3442671,0.009401682413577873,0.6089404490655149,0.005725064710895464
ECU,10859.217829113702,18001000.0,0.047,0.6456999999999999,0.8,0.4666666666666667,0.1806050261935844,0.1493790295995647,0.06,0.05,0.8,1.5,3.0,1.0,1.1139312282693916,25.44290712624777,141.98816753836996,4.119720737508504e-06,2555929003.858198,74.15909299589059,0.009231600000000001,3257.7653487341104,141.98816753836996,158.16505386573664,158.16505386573664,0.01426130923007556,0.06,25.44290712624777,89.94453709590731,25.44290712624777,18038.06581352958,0.18716942399154046,0.010130448490646603,0.07263025707877195,317.20931404195255,5710084862.069188,0.029211064648828604,0.447616640662674,0.013075358628288852
EGY,12780.759867658202,110990103.0,0.09,0.42967,0.6666666666666667,0.4666666666666667,0.7411056618723808,0.1273055807554558,0.06,0.05,0.8,1.5,3.0,1.0,1.6434160091620218,1.2833525881102728,6.643607157670048,1.433908195933763e-07,737374642.7213359,15.914961835923256,0.0026424000000000005,3834.227960297461,6.643607157670048,10.918210361498353,10.918210361498353,0.000928932953051069,0.06000000000000001,1.2833525881102728,4.135098206593659,1.2833525881102728,5173.658976792055,0.20262875996714963,0.0074554645131895275,0.1365944928037934,14.096809467126818,1564606334.7277806,0.001102971154539793,0.47128445434143573,0.0005198131587216297
SLV,9396.013779998266,6336392.0,0.0559999999999999,0.74767,0.6666666666666667,0.4499999999999999,0.3021237805974837,0.3608071210938036,0.06,0.05,0.8,1.5,3.0,1.0,1.228725622698529,9.20938417538674,39.56219980931408,1.40131749869557e-06,250681606.37413925,8.879296988194621,0.009543999999999999,4698.006889999134,39.56219980931408,48.61108859602307,48.61108859602307,0.009624059100305019,0.10000000000000002,9.209384175386742,37.25153089544527,9.20938417538674,15549.940758414636,0.3276134921823574,0.0373625123779765,0.10506385079598898,86.83829329140868,550241466.9053355,0.009242035540248505,0.4555847231653062,0.004210530203088036
SWZ,9058.583176663007,1201670.0,0.037,0.24576,0.6,0.5666666666666667,0.3140405796118398,0.2182260088026817,0.06,0.05,0.8,1.5,3.0,1.0,1.2399829939010012,0.817651728217095,17.830471659599077,4.7130919111060787e-07,21426342.87919042,0.5663581156818842,0.006588000000000001,1811.716635332602,17.830471659599077,22.109481631136614,22.109481631136617,0.0010051910009135653,0.04,0.817651728217095,2.4048580241679267,0.8176517282170951,5769.052641451364,0.13439991091463666,0.009727726814929614,0.1277102178110197,27.648663507386004,33224569.47692054,0.0030522061748701848,0.6448945228342008,0.001968351044734509
ETH,2381.16578430493,123379924.0,0.073,0.22661,0.7333333333333333,0.575,0.4834511165692108,0.0962666099598882,0.06,0.05,0.8,1.5,3.0,1.0,1.4000190319210908,0.2585460144908386,1.8210641012532593,3.464794121464923e-07,224682750.4117554,42.74860353819889,0.010289600000000001,476.23315686098607,1.8210641012532591,2.5495244001028388,2.549524400102839,0.0006037023522196313,0.039999999999999994,0.2585460144908386,0.6131526035355856,0.2585460144908386,985.069928559796,0.1350476834771781,0.003726585493113746,0.12184166204366682,2.739257873648485,337969428.26715165,0.001150385198587961,0.6648019957419121,0.0007647783758932324
FJI,12388.1085288836,929766.0,0.084,0.58229,1.0,0.6875,0.4620055737591007,0.2948010009667753,0.06,0.05,0.8,1.5,3.0,1.0,1.379760199346917,53.037606799091954,209.17510684211405,3.375006147162761e-06,194483902.38816503,3.1379659654229313,0.048,4955.243411553441,209.17510684211405,288.611487114888,288.61148711488795,0.01673427642931264,0.08,53.03760679909195,102.45528290650866,53.03760679909195,10725.505693005354,0.25203779232305484,0.023810401190395326,0.19795650304769533,316.62694358369635,294388966.828039,0.025558941693597702,0.6606358400033673,0.016885152915347004
FIN,49418.7793973564,5556106.0,0.095,0.85681,0.8666666666666666,0.8916666666666666,0.1999180459504058,0.49714101274,0.06,0.05,0.8,1.5,3.0,1.0,1.132175543054033,7.110462840592502,10.735954534032807,1.699405597157292e-08,59650101.402266875,0.09442077634799213,0.013392000000000005,4941.87793973564,10.735954534032807,12.154985154772,12.154985154772,0.0002399275955076523,0.020000000000000004,7.110462840592502,9.454428476545448,7.110462840592502,24719.519022117613,0.06765930248168002,0.010335047528000003,0.02465837363925025,12.702808986072888,70578153.22437349,0.0002570441670348582,0.8451638173732674,0.00021724442944471255
FRA,45904.41129725178,67971311.0,0.08,0.81509,0.7333333333333333,0.95,0.1766812468382362,0.4973492955999999,0.06,0.05,0.8,1.5,3.0,1.0,1.1102245751097186,576.3965726684623,3400.4826292095677,7.663637478186999e-06,231135262340.10123,520.9074864211041,0.055034000000000007,22952.205648625895,3400.4826292095677,3775.299382182172,3775.299382182172,0.06607850578903354,0.1,576.3965726684625,3188.3154237862177,576.3965726684623,129907.4240156354,0.2780522195289319,0.051018696399999994,0.1327592237079708,5128.373683665013,348582282576.6102,0.11171853725465465,0.6630723186262432,0.07407746953097619
GAB,13939.786812286098,2388992.0,0.06,0.90735,0.5333333333333333,0.5541666666666667,0.2729777731386862,0.0775299132822026,0.06,0.05,0.8,1.5,3.0,1.0,1.2011924382722046,2.775765848352923,27.945903040516345,4.646160531719706e-07,66762538.79656922,1.1099640340994124,0.004955200000000002,2787.9573624572195,27.945903040516345,33.56840741295644,33.56840741295644,0.0011042187484794604,0.04,2.775765848352923,9.391688960592596,2.775765848352923,10213.129554107685,0.1343491798640576,0.003117977342804299,0.11548874164625444,52.03144806504133,124302713.17579922,0.0037325856389125276,0.5370963922738202,0.0020047582805129906
GMB,2113.61484432613,2705992.0,0.066,0.63852,0.6666666666666667,0.4166666666666667,0.5058967226596787,0.1268744450366979,0.06,0.05,0.8,1.5,3.0,1.0,1.4212225882889098,0.07283772203889224,0.7102492866954425,2.1377931556641104e-07,1921928.8878035739,0.5784851176881838,0.010570800000000002,634.0844532978391,0.7102492866954425,1.0094223295676488,1.0094223295676488,0.00033126872489551657,0.06000000000000001,0.07283772203889224,0.262215799340012,0.07283772203889224,1253.3871537341297,0.2035227096552028,0.007379956323359929,0.1739714898322203,1.413436558113231,3824748.0187619384,0.0006687294811102956,0.5024981720039422,0.0003360353418230683
GEO,17078.3409616702,3712502.0,0.07,0.60297,0.6666666666666667,0.625,0.2604396764340878,0.3831689350237297,0.06,0.05,0.8,1.5,3.0,1.0,1.189348149499177,5.998053122253386,154.5058453941609,1.3533628126622229e-06,573603260.037513,5.024362148734128,0.0036504000000000003,3415.6681923340407,154.50584539416087,183.7612413063512,183.7612413063512,0.0067089622980349255,0.04,5.998053122253386,14.676914365782661,5.998053122253386,13115.007049236905,0.1270446758390933,0.018201095710495153,0.08358412595654133,205.53040832246413,763032051.9579647,0.012034565229945145,0.7517420252080221,0.00904688843845701
DEU,53969.625548865006,83797985.0,0.079,0.77648,0.8,0.9166666666666669,0.2180023453970511,0.518770474723,0.06,0.05,0.8,1.5,3.0,1.0,1.1492591299771904,35.22995635858999,79.92854589982275,1.1323770658456854e-07,6697851090.385159,9.489091637808077,0.0229296,10793.925109773001,79.92854589982275,91.85861112117222,91.85861112117222,0.0019271998105235269,0.04,35.22995635858998,50.45317200435677,35.22995635858999,49512.88524035763,0.13326768888894092,0.022002478016000002,0.047735349175673535,96.58660855654402,8093763175.022147,0.0017896475577562213,0.8275323783941616,0.0014809912999573084
GHA,5480.329983415121,33475870.0,0.047,0.5861500000000001,0.8,0.55,0.4015998812071467,0.279466870430165,0.06,0.05,0.8,1.5,3.0,1.0,1.3226971152938465,0.19474020497760067,2.188699484400321,1.262778416655222e-07,73268619.40885217,4.227260611475605,0.009988,1096.0659966830242,2.188699484400321,2.894986494261434,2.894986494261434,0.0003186289862929767,0.04,0.19474020497760064,0.44259137494909234,0.19474020497760067,2729.248807017623,0.13553465366473283,0.012147256557413787,0.1094096856655685,3.4857789805087114,116689484.00024216,0.0006360527543154462,0.6278939360868211,0.0003993736674659893
GRC,31704.4256099332,10426919.0,0.067,0.80357,0.8,0.5583333333333333,0.1247032487295633,0.5541670992739999,0.06,0.05,0.8,1.5,3.0,1.0,1.0611228307263636,87.81923311799972,473.6579440813248,1.8958959391276895e-06,4938793016.642503,19.768353389713347,0.018080399999999996,9511.327682979962,473.65794408132473,502.60925841960494,502.6092584196049,0.013424646326283072,0.06,87.81923311799972,490.1850600169116,87.81923311799972,76271.69123401606,0.19053508561167243,0.032064273144,0.04721377420784948,728.5286898454522,7596309638.194653,0.022978769551251527,0.6501568856290411,0.01493980524702913
GTM,9162.052787510627,17357886.0,0.045,0.52666,0.4666666666666667,0.5583333333333333,0.3252414222281725,0.1757631381712014,0.06,0.05,0.8,1.5,3.0,1.0,1.250564026857974,7.880058651225832,40.34493129249182,2.1298990160996686e-06,700302718.0529057,36.97054431297021,0.011562000000000001,4581.0263937553145,40.34493129249182,50.453919740446864,50.453919740446864,0.010925221370366637,0.1,7.880058651225833,33.179054648231066,7.880058651225833,14085.00295679283,0.3245209729166263,0.018782411942213747,0.10861674482504788,127.09967424464362,2206181656.17566,0.013872401435833378,0.31742749564279144,0.0044034816463280535
GIN,2699.1288547588906,13859341.0,0.085,0.37668,0.6,0.3333333333333333,0.5326179953434279,0.0806577025277465,0.06,0.05,0.8,1.5,3.0,1.0,1.4464652130274038,0.20232813583990142,2.5650413722695324,4.619517329943997e-07,35549783.05739139,6.4023465931103365,0.0034547999999999996,809.7386564276671,2.5650413722695324,3.710243114963953,3.710243114963953,0.0008291085116512259,0.06000000000000003,0.20232813583990142,1.0116406791995072,0.20232813583990142,1520.2990952372047,0.20269514974074718,0.004728409131728004,0.19052674302458963,4.407630458203711,61086853.522231475,0.0016329826011946503,0.5819547252413924,0.0009503219410022069
