iso3,gdp_pc_pp,pop,share1,urbanization_rate,prepare_scaleup,borrowing_ability,avg_prod_k,tau_tax,rho,max_increased_spending,shareable,income_elasticity,T_rebuild_K,protection,macro_multiplier_Gamma,average_aid_cost_pc,dk,dw,dk_tot,dw_tot,axfin,c,dc,dc_npv_post,dc_npv_pre,fa,gamma_SP,help_fee,help_needed,help_received,k,n,social,v,dWpc_currency,dWtot_currency,risk,resilience,risk_to_assets
GNB,1855.1119727314403,2105566.0,0.078,0.45041,0.2,0.1666666666666666,0.6111865352628437,0.0896105730424809,0.06,0.05,0.8,1.5,3.0,1.0,1.5206860853978783,0.00847648547989315,0.7007078399981166,2.3253912289730965e-07,1475386.6038334742,0.48962647084239674,1.2000000000000002e-05,556.5335918194321,0.7007078399981167,1.065556662214339,1.065556662214339,0.00037577313470994256,0.06000000000000001,0.00847648547989315,0.2542945643967946,0.00847648547989315,910.5789471950525,0.20331573213995685,0.005225923673878828,0.18916168376300907,1.2642303136596558,2661920.364611107,0.0006814846393332372,0.5542564771839148,0.0003777172754517908
HTI,2799.11256134589,11584996.0,0.055,0.5882000000000001,0.5333333333333333,0.25,0.1143319686014651,0.0946132952992937,0.06,0.05,0.8,1.5,3.0,1.0,1.051325455600193,4.829341095978367,88.08266591120794,1.8052986335632682e-05,1020437332.2506803,209.1437744863593,0.013606000000000004,1399.5562806729447,88.08266591120793,92.60354886958028,92.60354886958028,0.010331425990987828,0.1,4.829341095978367,42.007547432304165,4.829341095978367,12241.163147916004,0.32434581263584916,0.008248649337506343,0.20405559031698176,181.90923387459307,2107417746.8002253,0.06498818103518,0.48421217568279956,0.03146806853271216
HND,5709.124208097138,10432860.0,0.036,0.596,0.3333333333333333,0.6041666666666667,0.242592640152496,0.1303946857629437,0.06,0.05,0.8,1.5,3.0,1.0,1.1724886965501238,6.430137054421993,73.31245479393702,6.646058518482999e-06,764858577.1214738,69.33739807514054,0.012304000000000002,2854.5621040485694,73.31245479393702,85.95802456223309,85.9580245622331,0.015020457619625303,0.1,6.430137054421993,35.57977121913556,6.430137054421993,11766.894915914036,0.3179015297284268,0.01315991615440885,0.1443953852894045,195.06769204459425,2035113921.6243656,0.034167708554656,0.3758308412096101,0.012841278648301155
HUN,35356.7758131528,9643048.0,0.081,0.72552,0.8666666666666666,0.6916666666666667,0.2093766840969745,0.636015847,0.06,0.05,0.8,1.5,3.0,1.0,1.1411107781417031,25.04854354968704,257.6593657629078,6.817174702286784e-07,2484621631.7012763,6.573834287853717,0.0146624,7071.35516263056,257.6593657629078,294.0178793612094,294.0178793612094,0.0062792462637317106,0.04,25.048543549687043,41.78626356759654,25.04854354968704,33773.364943325796,0.12770031864430365,0.027053736000000002,0.06723522073214874,308.4060818577432,2973974650.8461466,0.008722686805141757,0.8354548788754332,0.007287411248258047
IND,7112.039395945849,1417173173.0,0.081,0.35872,0.8666666666666666,0.7833333333333333,0.2680875156035308,0.1501783976304766,0.06,0.05,0.8,1.5,3.0,1.0,1.1965727879548156,14.560774179754443,34.60050980585257,1.2047230265890413e-06,49034914268.9777,1707.3011541773553,0.014588,3556.0196979729244,34.60050980585257,41.40202848304694,41.40202848304694,0.0039046986346403046,0.1,14.560774179754443,21.480613968205674,14.560774179754443,13264.398716842337,0.3346072678172114,0.015868475024116445,0.19247811053562772,49.164878561289136,69675146950.8618,0.006912908636208499,0.7037647771817321,0.004865061606038946
IDN,12409.758854952,275501339.0,0.073,0.57934,0.6666666666666667,0.625,0.1761408179006248,0.1739519404695038,0.06,0.05,0.8,1.5,3.0,1.0,1.1097140513397097,36.22143819057228,91.22004452166041,1.774967089740028e-06,25131244409.357056,489.00580990431087,0.022456000000000004,6204.879427475999,91.22004452166041,101.22816516952045,101.22816516952045,0.009989983590844326,0.1,36.22143819057228,102.26403314433885,36.22143819057228,35226.811714798954,0.3256393549319177,0.01848213687360448,0.09584926619615852,166.97109397280593,46000759963.802864,0.013454821799875479,0.5463223744375607,0.007350670193342226
IRN,15461.079338718995,88550570.0,0.06,0.76807,0.6,0.4166666666666667,0.1673617841863386,0.0768889012120623,0.06,0.05,0.8,1.5,3.0,1.0,1.1014208141036297,23.819968868553836,147.2103605919081,2.492638958849495e-06,13035561340.319,220.7246006103293,0.020267200000000003,6184.431735487598,147.2103605919081,162.14055520762832,162.14055520762832,0.012605777561493132,0.08,23.819968868553836,130.2512736751932,23.819968868553836,36952.47254655176,0.25597338516814044,0.006562389339230777,0.06953244216003869,326.0484428185817,28871775459.197815,0.021088336439879878,0.45149843170334725,0.009521350829838314
IRQ,9199.020693691227,44496122.0,0.088,0.71354,0.2,0.3666666666666666,0.4073304239369676,0.1190354962861845,0.06,0.05,0.8,1.5,3.0,1.0,1.3281105527969463,1.47697947301295,24.391100617045304,7.893795780948572e-07,1085309388.7703233,35.124330011217296,0.0009096,1839.804138738245,24.391100617045304,32.394078123829985,32.39407812382998,0.0036786184439378234,0.04,1.47697947301295,20.15740781547847,1.47697947301295,4516.73636591149,0.1294863131758283,0.004817503171128662,0.06874550214474846,47.38802417704449,2108583305.1207213,0.005151420543008848,0.5147102256451691,0.002651488830085244
ITA,44292.1911843563,58940425.0,0.063,0.7165699999999999,0.8666666666666666,0.7166666666666667,0.1434501066431165,0.5159539602850001,0.06,0.05,0.8,1.5,3.0,1.0,1.078832312791021,77.68932082344507,282.22505959207433,5.875390086104338e-07,16634464958.007189,34.62979887157763,0.029895600000000005,13287.657355306892,282.2250595920744,304.47351376730137,304.47351376730137,0.003600590557454833,0.06000000000000002,77.68932082344507,191.61366762440608,77.68932082344507,92629.12148517738,0.19956883488089577,0.031030487640000003,0.09586775264190395,372.68175496388454,21966021027.317215,0.008414163874003894,0.7572816641357286,0.006371892020816398
JAM,10107.864790295698,2827377.0,0.053,0.57008,0.6,0.475,0.1738121106995912,0.2535576014790902,0.06,0.05,0.8,1.5,3.0,1.0,1.1075142054454954,25.614472290095645,108.76455988701935,3.409826264019566e-06,307518415.0396811,9.640864352884847,0.0225376,4043.14591611828,108.76455988701936,120.45829512390125,120.45829512390125,0.015098473332819745,0.08000000000000002,25.614472290095645,98.84802349836764,25.614472290095645,23261.589194473712,0.2498953571355957,0.020060981004884727,0.07461808034960657,235.76406374509324,666593891.2594105,0.023324813760018267,0.46132798255723556,0.010760389275432476
JPN,41641.165005120005,125124989.0,0.077,0.91955,0.8,0.8083333333333333,0.2106785735429563,0.3491663987313277,0.06,0.05,0.8,1.5,3.0,1.0,1.142340626252789,27.109165538993288,154.47286686522745,3.2604381100358605e-07,19328415767.310043,40.79622826534178,0.066686,20820.582502560002,154.4728668652274,176.46063147388762,176.4606314738876,0.00477826555876858,0.1,27.109165538993288,44.673936559530695,27.109165538993288,98826.29330749092,0.3336325612995218,0.03942174136622699,0.09319092187769534,188.61538673631426,23600498190.61207,0.004529541541720146,0.8189833795541913,0.003709619239669067
JOR,9490.666715875372,11285869.0,0.0819999999999999,0.91827,0.4666666666666667,0.425,0.3098295810740082,0.2166537316115494,0.06,0.05,0.8,1.5,3.0,1.0,1.236005015115227,2.9183962017831,12.154737432731356,4.242655993334293e-07,137176774.3952024,4.78820597528357,0.0019032000000000003,1898.133343175075,12.154737432731356,15.023316424264735,15.023316424264735,0.0026418774272234016,0.04,2.9183962017831,17.689748256943883,2.9183962017831,6126.37869048944,0.13208552357504316,0.008842545222495777,0.044507398961128625,26.689794595113174,301217525.43735534,0.0028122149258985375,0.4554076798686511,0.0012807042746954436
KAZ,26093.2945849834,19621972.0,0.098,0.5799,0.6,0.7833333333333333,0.4992063423501769,0.2812371014277178,0.06,0.05,0.8,1.5,3.0,1.0,1.414902426764071,31.68944772995715,78.79206710077136,4.7369507631880424e-07,1546055734.473457,9.29483152406544,0.008096,5218.65891699668,78.79206710077139,111.48308695063896,111.48308695063898,0.00484329497903735,0.04,31.689447729957152,68.42145845526224,31.689447729957152,10453.911487638836,0.128619816674147,0.011276542979103691,0.07098719291761933,135.83782038819518,2665405908.198195,0.005205851639231842,0.580045136734384,0.0030196289258971505
KEN,4881.53172928637,54027487.0,0.072,0.29002,0.8,0.5,0.442077796979773,0.1086614283617711,0.06,0.05,0.8,1.5,3.0,1.0,1.360935145725165,0.7697535319465728,4.607600062853128,3.500058645166052e-07,248937052.49699658,18.90993729509465,0.014996400000000002,1464.4595187859113,4.607600062853128,6.2706448629823015,6.2706448629823015,0.0008676829668404803,0.06000000000000001,0.7697535319465728,1.9266306347198152,0.7697535319465729,3312.6737619281885,0.20279096929529503,0.006402934411043834,0.15905066390681558,8.122256304500807,438825096.90208536,0.0016638745285157037,0.5672808010626194,0.0009438840754040765
KOR,45560.12503892752,51628117.0,0.075,0.81427,0.8666666666666666,0.9416666666666668,0.202797209207779,0.3152696384993848,0.06,0.05,0.8,1.5,3.0,1.0,1.1348953849764924,215.98918780046145,323.5909046242691,6.568279935109065e-07,16706389084.07761,33.91079249785632,0.06559000000000001,22780.06251946376,323.5909046242691,367.2418242784514,367.2418242784514,0.010139046765699648,0.1,215.98918780046145,278.8594382851234,215.98918780046142,112329.27025205802,0.3263450162612167,0.03429418900612104,0.10600917897373244,434.6936527292034,22442414762.26068,0.009541098764715681,0.7444113862547084,0.0071025025578350855
KGZ,5070.1502359265105,6974900.0,0.094,0.37461,0.6,0.4833333333333333,0.485430091589271,0.2949737753501295,0.06,0.05,0.8,1.5,3.0,1.0,1.401888498409063,5.343282840408598,26.455890463763545,1.8528608649129952e-06,184527190.39570433,12.92351924668165,0.0027392000000000007,1014.030047185302,26.455890463763545,37.088208556320126,37.08820855632012,0.008856082190431745,0.04,5.343282840408598,21.14144368544402,5.343282840408598,2088.9311658974925,0.12355179884706327,0.012230270904506766,0.06781133745611109,45.51403676661689,317455855.04347616,0.008976861562032142,0.5812688204173555,0.005217969731212323
LAO,7947.65879732138,7529475.0,0.07,0.37592,0.4,0.1666666666666666,0.2864886795282072,0.3494360546592635,0.06,0.05,0.8,1.5,3.0,1.0,1.2139557053479906,4.213928731262451,141.19495923167938,4.261054865841e-06,1063123915.6609491,32.083506085978165,0.011876399999999999,2384.2976391964135,141.19495923167938,171.4044263256741,171.4044263256741,0.010320049942298804,0.06,4.213928731262451,67.17366953281386,4.213928731262451,8322.484654971018,0.18747761492805468,0.01974796727796535,0.1542428172052636,205.4283049403925,1546767286.3410618,0.025847650255145394,0.6873198864813141,0.017765604039175244
LBN,12986.912832522998,5489739.0,0.079,0.89262,0.5333333333333333,0.375,0.1778802634087515,0.1015563596917246,0.06,0.05,0.8,1.5,3.0,1.0,1.1113572429172351,9.935386987762028,58.67316337642613,1.2556592924490465e-06,322100353.2409382,6.893241788469936,0.0019043999999999953,3896.0738497569,58.67316337642613,65.20684508325743,65.20684508325743,0.005729505190992367,0.06,9.935386987762028,77.46356981972039,9.935386987762028,21902.788848496923,0.19656141287342013,0.006195185310941877,0.05917783300788394,126.43905470269037,694117409.7244928,0.009735882294216243,0.4640430404544751,0.0045178684213149954
LSO,2240.3392510214594,2305825.0,0.046,0.29943,0.4,0.3416666666666667,0.2171583394734142,0.2462858193106269,0.06,0.05,0.8,1.5,3.0,1.0,1.1484618279527103,0.21167864002580142,10.891002574574362,2.126423428431067e-06,25112746.01151793,4.903160301862066,0.0070832,448.06785020429186,10.891002574574362,12.507900725033348,12.507900725033348,0.001684551326941261,0.04,0.21167864002580145,1.5488680977497664,0.21167864002580142,2063.3232474092797,0.13306119214262932,0.011349780576273241,0.12652410364275085,15.342379339486447,35376841.840471335,0.006848239315760436,0.709863987428883,0.0048613184675529485
MDG,1502.48218160534,29611714.0,0.057,0.3988199999999999,0.6,0.25,0.4516007373953485,0.0778274310931612,0.06,0.05,0.8,1.5,3.0,1.0,1.3699311248524466,0.12845555019841493,2.842890530324577,1.1812044518576098e-06,84182861.3172797,34.97748840393431,0.004388,751.2410908026701,2.8428905303245764,3.894564222039916,3.894564222039916,0.0014966871576780707,0.1,0.12845555019841493,0.8563703346560996,0.12845555019841493,1663.5072279454785,0.3375388930313849,0.006629835087436793,0.290734370178149,4.680708422481371,138603799.12390953,0.0031153170931319985,0.6073633035269228,0.0018921292812185408
MWI,1466.8794173168403,20405317.0,0.069,0.1798,0.8,0.3333333333333333,0.9707059348850776,0.12065954354753,0.06,0.05,0.8,1.5,3.0,1.0,1.8603111249040192,0.12854452316240408,1.6257272596310377,8.868806254212323e-07,33173480.08831263,18.097080302878503,0.0030383999999999967,293.37588346336804,1.6257272596310377,3.024358507151344,3.0243585071513444,0.001612045971128565,0.04,0.12854452316240408,0.4837394278653785,0.12854452316240408,302.22941152420276,0.1336904847699547,0.004665004849728522,0.13444471879262512,3.3902356301859924,69178832.73863995,0.002311189038555931,0.47953223226016545,0.0011082896388339512
MYS,28383.6186462565,33938221.0,0.057,0.78214,0.8,0.7666666666666666,0.2494921269867408,0.2026645914049806,0.06,0.05,0.8,1.5,3.0,1.0,1.1790063934841823,63.67447662940904,107.30905396858141,6.660640872701432e-07,3641878388.8866425,22.605030193937402,0.051236000000000004,14191.80932312825,107.30905396858141,126.51806070769663,126.51806070769663,0.0066901788308621505,0.09999999999999999,63.674476629409035,105.99585354221561,63.67447662940904,56882.794236959904,0.33079139998332835,0.02118837604945799,0.1119948642311592,216.74031612967386,7355780748.418736,0.007636105840868872,0.49510426064147345,0.0037806685365234195
MLI,2132.62331490077,22593590.0,0.075,0.45437,0.6,0.3333333333333333,0.6798061699455986,0.1003820561833571,0.06,0.05,0.8,1.5,3.0,1.0,1.5855085850029491,0.11302934900764895,2.0322163349859874,4.953373237170306e-07,45915062.66397605,11.191448403759864,0.005045599999999997,426.52466298015395,2.0322163349859874,3.222096445703512,3.2220964457035115,0.000911898016503532,0.039999999999999994,0.11302934900764897,0.5651467450382449,0.11302934900764895,627.4209941552701,0.1344467634858107,0.004272407853002899,0.1350122047132547,3.319298564903533,74994870.86301881,0.0015564392181738756,0.6122427058757363,0.0009529185584658891
MHL,6004.342768664959,41569.0,0.072,0.7852,0.4,0.3333333333333333,0.2284595300261096,0.3651409080892533,0.06,0.05,0.8,1.5,3.0,1.0,1.159137655994142,0.02194729963943315,2.7667052770209897,1.1305145970879203e-07,115009.17166048553,0.004699436128634776,0.0010000000000000002,600.434276866496,2.7667052770209897,3.2069922696327335,3.2069922696327335,0.00033891282164265357,0.02,0.02194729963943315,0.16460474729574864,0.021947299639433152,2628.1866061699197,0.0674031175883393,0.008906144661192428,0.03864202616468099,3.5789295080711825,148772.52072101098,0.000596056828525621,0.7730538617152226,0.0004607840330934596
MRT,5330.21450287031,4736139.0,0.075,0.56923,0.6666666666666667,0.3333333333333333,0.2207657857768042,0.1070340470492315,0.06,0.05,0.8,1.5,3.0,1.0,1.1518696526614536,0.8041225680790876,8.659560743410598,4.792641307694053e-07,41012883.359735936,2.2698615410380802,0.006024,1599.0643508610929,8.659560743410598,9.974685225713126,9.974685225713126,0.0006985428560024966,0.06000000000000001,0.8041225680790874,3.618551556355894,0.8041225680790876,7243.261655036338,0.20291334223224788,0.006242340482465858,0.16288378739934714,12.690206430579641,60102581.59391903,0.0023808059551348243,0.6823813931461052,0.0016246176844754451
MUS,22841.35054640709,1262523.0,0.072,0.4081,0.7333333333333333,0.7416666666666667,0.3215392198399729,0.3060196551259116,0.06,0.05,0.8,1.5,3.0,1.0,1.2470666894857123,21.916401905094297,98.05434956236161,5.838875961897937e-07,123795871.57252145,0.7371715196043269,0.018439200000000003,6852.405163922129,98.05434956236161,122.2803130984091,122.2803130984091,0.0030777254463635276,0.06,21.916401905094293,40.65373276963965,21.916401905094297,21311.257666584206,0.1993756156469515,0.01875559695650079,0.14593859035949902,137.13668634297832,173138220.651796,0.006003878188566644,0.7150118044789857,0.0042928437774790605
MEX,20254.781144609497,127504125.0,0.05,0.813,0.5333333333333333,0.75,0.2308702182062391,0.1854670306546446,0.06,0.05,0.8,1.5,3.0,1.0,1.1614149463692196,27.153666334791666,69.41360477536699,8.10708388326441e-07,8850520939.97899,103.36866368372307,0.013988,10127.39057230475,69.41360477536699,80.61799806747706,80.61799806747706,0.006304634228467661,0.09999999999999998,27.15366633479167,68.08305374238635,27.153666334791666,43866.162777469326,0.3297121670330081,0.01916975291240844,0.10550970366085631,159.02029597443794,20275743695.46173,0.007851000454614085,0.4365078328525123,0.003427023194167683
FSM,3263.66519152845,114164.0,0.055,0.23217,0.4666666666666667,0.3333333333333333,0.2485163204747774,0.1924813064912682,0.06,0.05,0.8,1.5,3.0,1.0,1.1780845841867589,1.0416897621318721,21.311515258174005,2.742451737160516e-06,2433007.8279341767,0.31308926012119315,0.015760000000000003,1305.46607661138,21.311515258174005,25.106767591315688,25.106767591315688,0.005697643093642258,0.08000000000000002,1.041689762131872,6.8200425877863875,1.0416897621318721,5253.039615737733,0.26315884880217066,0.01954724504046567,0.1432655559630269,34.79128062410611,3971911.7611704497,0.010660186809117067,0.6125533431329839,0.006529933068346796
MDA,13308.4173346263,2538894.0,0.1009999999999999,0.43173,0.6,0.375,0.4075954431814228,0.4893804020085058,0.06,0.05,0.8,1.5,3.0,1.0,1.3283609069404572,15.279907965595314,77.35843956875895,1.12108946431845e-06,196404878.07048467,2.8463273144213264,0.0037584000000000007,2661.68346692526,77.35843956875897,102.7599269450552,102.75992694505521,0.011132400859429181,0.04,15.279907965595315,72.57614231245951,15.279907965595314,6530.209087103389,0.11969096966523096,0.020222626385320082,0.05636122634933059,117.11756190567293,297349075.21694154,0.008800262192030334,0.6605195524055036,0.005812745244130953
MNG,12073.245456961604,3398366.0,0.079,0.6893,0.5333333333333333,0.5416666666666667,0.2291432522177423,0.3113604530630248,0.06,0.05,0.8,1.5,3.0,1.0,1.1597835437448127,4.799374942828622,32.93823858790462,5.124493187348699e-07,111936190.11702307,1.741490341511745,0.012542400000000004,2414.6490913923208,32.93823858790462,38.20122707419216,38.20122707419216,0.0016820461884825663,0.040000000000000015,4.799374942828621,16.613220955945224,4.799374942828622,10537.72724277218,0.13325638548920415,0.012952556036054464,0.0841920380603098,46.2544655957636,157189603.22881275,0.003831154246026914,0.7121093750334325,0.0027282008557949072
MAR,8083.365234375001,37457971.0,0.067,0.6459600000000001,0.8666666666666666,0.7666666666666666,0.2008016416164941,0.153189881421695,0.06,0.05,0.8,1.5,3.0,1.0,1.1330102440835683,6.494944118998611,24.87941557822905,6.890700426369538e-07,931932427.226252,25.81116567406378,0.0050448,2425.0095703125007,24.87941557822905,28.18863271694583,28.18863271694583,0.0016961527334823567,0.06,6.494944118998611,10.917532065443048,6.494944118998611,12076.64215686027,0.20167818276836474,0.010230163529146467,0.1253417311077893,34.07406628879448,1276345386.897741,0.004215331770967424,0.7301569283619913,0.003077853697916287
MOZ,1250.7724137456198,32969518.0,0.044,0.38187,0.8,0.5166666666666667,0.3294826964673195,0.1077026716662019,0.06,0.05,0.8,1.5,3.0,1.0,1.2545706060093087,0.24462793954860296,2.464491574949934,1.3520757929505533e-06,81253099.3411602,44.577287193047546,0.012508000000000002,625.3862068728099,2.4644915749499336,3.091878688689774,3.091878688689774,0.001276898697168119,0.1,0.24462793954860299,0.591841789230491,0.24462793954860296,1898.085130351725,0.3381571951297073,0.010775393866670637,0.2751688241865363,4.069496551377413,134169339.80157554,0.003253586748999935,0.6056010968029377,0.001970375703737865
MMR,4249.876151424872,54179306.0,0.089,0.31771,0.4666666666666667,0.25,0.3419835843207797,0.2979472155115223,0.06,0.05,0.8,1.5,3.0,1.0,1.2663797449196272,3.113683459713375,50.701872719824,4.113760368491545e-06,2746992276.8603964,222.88068181517616,0.010392000000000002,2124.9380757124363,50.701872719824,64.20782464187812,64.20782464187812,0.010773683618479739,0.10000000000000005,3.113683459713375,26.918258527417223,3.113683459713375,6213.56747264,0.32339101223650124,0.031398277628037236,0.21264901116376672,77.54852205952172,4201525106.510577,0.018247242812833908,0.6538083689191163,0.011930200060730006
NAM,9762.776892385073,2567012.0,0.0279999999999999,0.53956,0.7333333333333333,0.5833333333333333,0.312294397553134,0.1528416803343291,0.06,0.05,0.8,1.5,3.0,1.0,1.2383334385465583,0.7957300631823818,12.878256288251457,3.698419027589491e-07,33058638.431016948,0.9493886024850554,0.015482400000000002,1952.5553784770145,12.878256288251457,15.947575391914263,15.947575391914262,0.0009607723007268878,0.039999999999999994,0.7957300631823819,1.8601481996471267,0.7957300631823818,6252.290767223275,0.13460029633684092,0.007265313192948211,0.10021706055954693,24.27309611558144,62309329.00585094,0.002486290159361765,0.5305568035873519,0.0013191181597416658
NPL,4001.69995474296,30547580.0,0.083,0.21451,0.6,0.3333333333333333,0.3106478259785661,0.3231885771449315,0.06,0.05,0.8,1.5,3.0,1.0,1.2367779816319944,2.5660437430639385,26.718308741918786,2.2947710384610737e-06,816179673.7584634,70.09970187907273,0.0072943999999999995,800.339990948592,26.718308741918786,33.04461595845079,33.04461595845079,0.00375624347173701,0.04,2.5660437430639385,12.831670491744092,2.566043743063939,2576.3579333847106,0.1302919126878016,0.012376253825671462,0.11630319029178421,39.52549047200022,1207408082.2326646,0.009877174930407557,0.675976652607157,0.00667673964667223
NLD,59249.1670039699,17700982.0,0.092,0.92886,0.8,0.9166666666666669,0.2157709406280088,0.4855556958599999,0.06,0.05,0.8,1.5,3.0,1.0,1.147151202189047,306.1747689951091,694.6986001665973,8.530419162209368e-07,12296847416.974136,15.09967960427231,0.055912,23699.666801587962,694.6986001665973,796.9243343401604,796.9243343401604,0.007293552540377951,0.08000000000000002,306.1747689951091,447.6232822427662,306.1747689951091,109837.15755517987,0.26163101144792933,0.039403106880000004,0.15759117875057577,837.8973295581297,14831605548.356522,0.014141925902552987,0.8290975226439149,0.011725035731220492
NIC,5822.35352470586,6948392.0,0.051,0.59556,0.6,0.5,0.2651014158493167,0.1469041808657513,0.06,0.05,0.8,1.5,3.0,1.0,1.1937519269719037,4.295711027969268,32.66999601429299,2.0160658353066042e-06,227003938.9457453,14.008415721517727,0.007072000000000002,2911.17676235293,32.66999601429299,38.999870696226665,38.999870696226665,0.0063462236232796395,0.10000000000000002,4.295711027969268,14.728423074278801,4.295711027969268,10981.370103310344,0.3303861349912398,0.018131315160231365,0.1570851356463551,60.94273480310911,423454010.9640449,0.01046702755930436,0.536076960114141,0.005611132315422818
NER,1274.6417414679995,26207977.0,0.076,0.1689399999999999,0.6666666666666667,0.3333333333333333,0.2327884718755795,0.4021377392250727,0.06,0.05,0.8,1.5,3.0,1.0,1.1632270515822265,0.2090064227166786,3.7319847317964916,1.4772730558163492e-06,97807770.01527362,38.71633826955459,0.0011832000000000001,254.92834829359998,3.7319847317964916,4.34114559611752,4.341145596117519,0.0009829068550212092,0.04000000000000001,0.2090064227166786,0.9405289022250537,0.2090064227166786,1095.1072715914117,0.1343686503393572,0.01665115497025526,0.13168090231659804,4.574206675764357,119880703.35167871,0.0035886214353032736,0.8158758439074839,0.0029278695419925446
NGA,4963.16031295929,218541212.0,0.071,0.53521,0.8,0.575,0.3321177343594327,0.1070900438580586,0.06,0.05,0.8,1.5,3.0,1.0,1.257059831484066,0.9175130429630486,5.180730450655153,3.1457846853218233e-07,1132203111.7314835,68.748359782127,0.008368800000000001,992.6320625918581,5.180730450655152,6.512488147264935,6.512488147264935,0.0006368054750078033,0.04,0.9175130429630487,1.9945935716588017,0.9175130429630486,2988.7957188024984,0.13504927752893942,0.003924328137789022,0.11275250095958539,7.484075402326031,1635578909.1237185,0.001507925380283282,0.6922338661960828,0.001043837015928695
NOR,67460.2782784609,5457127.0,0.088,0.83664,0.8,1.0,0.2377352471442723,0.480274697136,0.06,0.05,0.8,1.5,3.0,1.0,1.167900092168696,12.02724305983095,17.627623875337626,1.8264702930484297e-08,96196182.1959496,0.09967280350892499,0.016434000000000004,6746.027827846092,17.627623875337626,20.587303548721923,20.58730354872192,0.000282297089059754,0.020000000000000004,12.02724305983095,15.241927941048125,12.02724305983095,28376.220644102414,0.06758613400205936,0.009885151048000002,0.02833546217236046,21.7899097514601,118910304.83225621,0.0003230035556852618,0.8089810410599076,0.0002613037527443149
PAK,5376.966855504931,235824862.0,0.096,0.37731,0.7333333333333333,0.5583333333333333,0.6522309077626153,0.1668642966795381,0.06,0.05,0.8,1.5,3.0,1.0,1.559459227115368,4.789692029205794,18.705366290831833,1.2608196956089735e-06,4411190424.194868,297.3326307238682,0.0027420000000000005,2688.4834277524656,18.705366290831837,29.17025605881047,29.17025605881047,0.004953892546976591,0.1,4.789692029205793,11.924405721260063,4.789692029205794,4121.981028122269,0.33280938085730283,0.015837815896334158,0.2426232823575592,33.82413766984932,7976572598.261218,0.006290560938686132,0.553018275688539,0.003478795163425882
PAN,33266.4768445342,4408581.0,0.037,0.6914100000000001,0.6666666666666667,1.0,0.2486707684382412,0.1761130079220836,0.06,0.05,0.8,1.5,3.0,1.0,1.1782304856200283,25.56642560587162,91.7420615225726,5.047701492238831e-07,404452309.3292447,2.225320089235576,0.017148000000000004,16633.2384222671,91.74206152257261,108.09329369952323,108.09329369952324,0.006882036253201883,0.10000000000000002,25.56642560587162,40.1826079225071,25.566425605871615,66888.59541767192,0.331582926908753,0.02039088672174725,0.07705352317970567,208.36687955567643,918602266.2384436,0.006263569193980092,0.44029099882958495,0.002757793136655713
PNG,3752.9449512175,10142619.0,0.051,0.13582,0.4,0.4,0.3251812071972436,0.0302986206301323,0.06,0.05,0.8,1.5,3.0,1.0,1.2505071438850954,0.9266411077608072,24.779726861125162,2.5885996129311827e-06,251331328.47645846,26.25517961750846,0.014380000000000004,1876.47247560875,24.779726861125162,30.9872254633584,30.987225463358403,0.0035245417274733467,0.1,0.9266411077608072,5.791506923505044,0.9266411077608072,5770.54403537701,0.33400542625421376,0.0030755475389428666,0.31462992572129755,40.494689819751585,410722210.364919,0.010790110259041936,0.6119253406168497,0.006602741895557601
PRY,13531.396663349,6780744.0,0.05,0.62818,0.8,0.65,0.3203902747508443,0.1150753898014822,0.06,0.05,0.8,1.5,3.0,1.0,1.245981322404838,20.142337191541934,56.22391292254398,1.1602526032752061e-06,381239960.2060625,7.8673758781427345,0.0019192,2706.2793326698006,56.22391292254397,70.05394537400579,70.0539453740058,0.007310669117350753,0.04,20.142337191541934,38.812893918879844,20.142337191541934,8446.821098968667,0.12609620314164743,0.0051631144011361685,0.053337843182903855,124.26428517873642,842604306.1400058,0.009183404216899307,0.4524543221865713,0.0041550709303224765
PER,12743.942391476696,34049588.0,0.0579999999999999,0.78708,0.6,1.0,0.2774178440794039,0.1571590631032332,0.06,0.05,0.8,1.5,3.0,1.0,1.205386813513807,24.0832747451577,69.10586380048557,1.242704034310201e-06,2353026190.7906475,42.31356037420021,0.010696800000000001,3823.182717443009,69.10586380048557,83.29929696158644,83.29929696158644,0.006713106996640389,0.06000000000000001,24.083274745157702,46.38686643494049,24.083274745157702,13781.315077730613,0.19429255982902008,0.00988529302667336,0.08902828310220799,121.65289481254719,4142230947.374569,0.009545938852792533,0.5680577014379278,0.005422644082784336
PHL,8581.93769298126,115559009.0,0.065,0.47977,0.7333333333333333,1.0,0.3459349526152716,0.384647340768619,0.06,0.05,0.8,1.5,3.0,1.0,1.2701124603573204,31.08134690709833,61.660967891751284,1.847531070299881e-06,7125480343.551598,213.49885958056356,0.023278,4290.968846490631,61.66096789175127,78.31636363700595,78.31636363700595,0.010699012743572085,0.1,31.08134690709833,50.46481335666791,31.08134690709833,12403.97599043076,0.32568891948034573,0.037848385149845315,0.1484628956398694,99.94042687836115,11549016689.100378,0.011645438414228694,0.6169772315141268,0.007184970352579082
