iso3,hazard,income_cat,recovery_rate,recovery_time
AUS,Storm surge,q5,0.2680000000000002,11.178105498335778
AUS,Storm surge,tot,0.14978661367769955,20.0
AUS,Tsunami,q1,0.14978661367769955,20.0
AUS,Tsunami,q2,0.14978661367769955,20.0
AUS,Tsunami,q3,0.14978661367769955,20.0
AUS,Tsunami,q4,0.2670000000000002,11.219971061999958
AUS,Tsunami,q5,0.2680000000000002,11.178105498335778
AUS,Tsunami,tot,0.14978661367769955,20.0
AUS,Wind,q1,0.14978661367769955,20.0
AUS,Wind,q2,0.14978661367769955,20.0
AUS,Wind,q3,0.14978661367769955,20.0
AUS,Wind,q4,0.2680000000000002,11.178105498335778
AUS,Wind,q5,0.2700000000000002,11.095304716866625
AUS,Wind,tot,0.14978661367769955,20.0
AUT,Earthquake,q1,0.14978661367769955,20.0
AUT,Earthquake,q2,0.14978661367769955,20.0
AUT,Earthquake,q3,0.19100000000000014,15.68446216520413
AUT,Earthquake,q4,0.19100000000000014,15.68446216520413
AUT,Earthquake,q5,0.3240000000000003,9.24608726405552
AUT,Earthquake,tot,0.14978661367769955,20.0
AUT,Flood,q1,0.14978661367769955,20.0
AUT,Flood,q2,0.14978661367769955,20.0
AUT,Flood,q3,0.18400000000000016,16.281153660619502
AUT,Flood,q4,0.19100000000000014,15.68446216520413
AUT,Flood,q5,0.19100000000000014,15.68446216520413
AUT,Flood,tot,0.14978661367769955,20.0
AUT,Storm surge,q1,0.14978661367769955,20.0
AUT,Storm surge,q2,0.14978661367769955,20.0
AUT,Storm surge,q3,0.18400000000000016,16.281153660619502
AUT,Storm surge,q4,0.19100000000000014,15.68446216520413
AUT,Storm surge,q5,0.19100000000000014,15.68446216520413
AUT,Storm surge,tot,0.14978661367769955,20.0
AUT,Tsunami,q1,0.14978661367769955,20.0
AUT,Tsunami,q2,0.14978661367769955,20.0
AUT,Tsunami,q3,0.18400000000000016,16.281153660619502
AUT,Tsunami,q4,0.19100000000000014,15.68446216520413
AUT,Tsunami,q5,0.19100000000000014,15.68446216520413
AUT,Tsunami,tot,0.14978661367769955,20.0
AUT,Wind,q1,0.14978661367769955,20.0
AUT,Wind,q2,0.14978661367769955,20.0
AUT,Wind,q3,0.19100000000000014,15.68446216520413
AUT,Wind,q4,0.19100000000000014,15.68446216520413
AUT,Wind,q5,0.21500000000000016,13.933638481646458
AUT,Wind,tot,0.14978661367769955,20.0
AZE,Earthquake,q1,0.20200000000000015,14.83035778987123
AZE,Earthquake,q2,0.2720000000000002,11.013721593948489
AZE,Earthquake,q3,1.0369999999999966,2.8888450082487953
AZE,Earthquake,q4,1.9729999999998935,1.5183640514719476
AZE,Earthquake,q5,1.9729999999998935,1.5183640514719476
AZE,Earthquake,tot,0.6800000000000006,4.405488637579395
AZE,Flood,q1,0.20200000000000015,14.83035778987123
AZE,Flood,q2,0.20200000000000015,14.83035778987123
AZE,Flood,q3,0.6850000000000005,4.373331786210202
AZE,Flood,q4,0.8100000000000006,3.698434905622208
AZE,Flood,q5,0.8100000000000006,3.698434905622208
AZE,Flood,tot,0.46300000000000036,6.470264089749436
AZE,Storm surge,q1,0.20200000000000015,14.83035778987123
AZE,Storm surge,q2,0.20200000000000015,14.83035778987123
AZE,Storm surge,q3,0.6850000000000005,4.373331786210202
AZE,Storm surge,q4,0.8100000000000006,3.698434905622208
AZE,Storm surge,q5,0.8100000000000006,3.698434905622208
AZE,Storm surge,tot,0.46300000000000036,6.470264089749436
AZE,Tsunami,q1,0.20200000000000015,14.83035778987123
AZE,Tsunami,q2,0.20200000000000015,14.83035778987123
AZE,Tsunami,q3,0.6850000000000005,4.373331786210202
AZE,Tsunami,q4,0.8100000000000006,3.698434905622208
AZE,Tsunami,q5,0.8100000000000006,3.698434905622208
AZE,Tsunami,tot,0.46300000000000036,6.470264089749436
AZE,Wind,q1,0.20200000000000015,14.83035778987123
AZE,Wind,q2,0.23700000000000018,12.64022056351894
AZE,Wind,q3,0.8100000000000006,3.698434905622208
AZE,Wind,q4,0.8100000000000006,3.698434905622208
AZE,Wind,q5,0.8100000000000006,3.698434905622208
AZE,Wind,tot,0.4900000000000004,6.11373933378365
BDI,Earthquake,q1,0.17100000000000012,17.51890218452625
BDI,Earthquake,q2,0.17100000000000012,17.51890218452625
BDI,Earthquake,q3,0.17100000000000012,17.51890218452625
BDI,Earthquake,q4,0.19000000000000014,15.767011966073625
BDI,Earthquake,q5,0.23900000000000018,12.534444659221709
BDI,Earthquake,tot,0.18800000000000014,15.934746135925472
BDI,Flood,q1,0.17100000000000012,17.51890218452625
BDI,Flood,q2,0.17100000000000012,17.51890218452625
BDI,Flood,q3,0.17100000000000012,17.51890218452625
BDI,Flood,q4,0.18000000000000013,16.642957075299936
BDI,Flood,q5,0.1870000000000001,16.019958682106893
BDI,Flood,tot,0.17600000000000016,17.02120609973857
BDI,Storm surge,q1,0.17100000000000012,17.51890218452625
BDI,Storm surge,q2,0.17100000000000012,17.51890218452625
BDI,Storm surge,q3,0.17100000000000012,17.51890218452625
BDI,Storm surge,q4,0.18000000000000013,16.642957075299936
BDI,Storm surge,q5,0.1870000000000001,16.019958682106893
BDI,Storm surge,tot,0.17600000000000016,17.02120609973857
BDI,Tsunami,q1,0.17100000000000012,17.51890218452625
BDI,Tsunami,q2,0.17100000000000012,17.51890218452625
BDI,Tsunami,q3,0.17100000000000012,17.51890218452625
BDI,Tsunami,q4,0.18000000000000013,16.642957075299936
BDI,Tsunami,q5,0.1870000000000001,16.019958682106893
BDI,Tsunami,tot,0.17600000000000016,17.02120609973857
BDI,Wind,q1,0.17100000000000012,17.51890218452625
BDI,Wind,q2,0.17100000000000012,17.51890218452625
BDI,Wind,q3,0.17100000000000012,17.51890218452625
BDI,Wind,q4,0.18500000000000016,16.193147424616154
BDI,Wind,q5,0.20800000000000016,14.4025590074711
BDI,Wind,tot,0.18100000000000013,16.55100703620988
BEL,Earthquake,q1,0.14978661367769955,20.0
BEL,Earthquake,q2,0.14978661367769955,20.0
BEL,Earthquake,q3,0.1520000000000001,19.70876495759203
BEL,Earthquake,q4,0.19500000000000015,15.362729607969172
BEL,Earthquake,q5,0.47200000000000036,6.346890410072009
BEL,Earthquake,tot,0.14978661367769955,20.0
BEL,Flood,q1,0.14978661367769955,20.0
BEL,Flood,q2,0.14978661367769955,20.0
BEL,Flood,q3,0.14978661367769955,20.0
BEL,Flood,q4,0.17100000000000012,17.51890218452625
BEL,Flood,q5,0.17100000000000012,17.51890218452625
BEL,Flood,tot,0.14978661367769955,20.0
BEL,Storm surge,q1,0.14978661367769955,20.0
BEL,Storm surge,q2,0.14978661367769955,20.0
BEL,Storm surge,q3,0.14978661367769955,20.0
BEL,Storm surge,q4,0.17100000000000012,17.51890218452625
BEL,Storm surge,q5,0.17100000000000012,17.51890218452625
BEL,Storm surge,tot,0.14978661367769955,20.0
BEL,Tsunami,q1,0.14978661367769955,20.0
BEL,Tsunami,q2,0.14978661367769955,20.0
BEL,Tsunami,q3,0.14978661367769955,20.0
BEL,Tsunami,q4,0.17100000000000012,17.51890218452625
BEL,Tsunami,q5,0.17100000000000012,17.51890218452625
BEL,Tsunami,tot,0.14978661367769955,20.0
BEL,Wind,q1,0.14978661367769955,20.0
BEL,Wind,q2,0.14978661367769955,20.0
BEL,Wind,q3,0.14978661367769955,20.0
BEL,Wind,q4,0.17100000000000012,17.51890218452625
BEL,Wind,q5,0.23800000000000018,12.587110393083986
BEL,Wind,tot,0.14978661367769955,20.0
BEN,Earthquake,q1,0.14978661367769955,20.0
BEN,Earthquake,q2,0.14978661367769955,20.0
BEN,Earthquake,q3,0.19900000000000015,15.053931022884365
BEN,Earthquake,q4,0.3750000000000003,7.98861939614397
BEN,Earthquake,q5,0.44200000000000034,6.777674827045223
BEN,Earthquake,tot,0.2410000000000002,12.430424371593313
BEN,Flood,q1,0.14978661367769955,20.0
BEN,Flood,q2,0.14978661367769955,20.0
BEN,Flood,q3,0.17500000000000013,17.118470134594222
BEN,Flood,q4,0.25200000000000017,11.887826482357099
BEN,Flood,q5,0.25200000000000017,11.887826482357099
BEN,Flood,tot,0.19000000000000014,15.767011966073625
BEN,Storm surge,q1,0.14978661367769955,20.0
BEN,Storm surge,q2,0.14978661367769955,20.0
BEN,Storm surge,q3,0.17500000000000013,17.118470134594222
BEN,Storm surge,q4,0.25200000000000017,11.887826482357099
BEN,Storm surge,q5,0.25200000000000017,11.887826482357099
BEN,Storm surge,tot,0.19000000000000014,15.767011966073625
BEN,Tsunami,q1,0.14978661367769955,20.0
BEN,Tsunami,q2,0.14978661367769955,20.0
BEN,Tsunami,q3,0.17500000000000013,17.118470134594222
BEN,Tsunami,q4,0.25200000000000017,11.887826482357099
BEN,Tsunami,q5,0.25200000000000017,11.887826482357099
BEN,Tsunami,tot,0.19000000000000014,15.767011966073625
BEN,Wind,q1,0.14978661367769955,20.0
BEN,Wind,q2,0.14978661367769955,20.0
BEN,Wind,q3,0.19000000000000014,15.767011966073625
BEN,Wind,q4,0.35800000000000026,8.367967244564214
BEN,Wind,q5,0.35800000000000026,8.367967244564214
BEN,Wind,tot,0.22600000000000017,13.255452537849507
BFA,Earthquake,q1,0.16600000000000012,18.046579961168607
BFA,Earthquake,q2,0.16600000000000012,18.046579961168607
BFA,Earthquake,q3,0.16600000000000012,18.046579961168607
BFA,Earthquake,q4,0.32200000000000023,9.303516377496859
BFA,Earthquake,q5,0.3890000000000003,7.70111124306938
BFA,Earthquake,tot,0.23100000000000018,12.968537980753197
BFA,Flood,q1,0.16600000000000012,18.046579961168607
BFA,Flood,q2,0.16600000000000012,18.046579961168607
BFA,Flood,q3,0.16600000000000012,18.046579961168607
BFA,Flood,q4,0.2750000000000002,10.893571903832687
BFA,Flood,q5,0.2750000000000002,10.893571903832687
BFA,Flood,tot,0.20600000000000016,14.542389677446547
BFA,Storm surge,q1,0.16600000000000012,18.046579961168607
BFA,Storm surge,q2,0.16600000000000012,18.046579961168607
BFA,Storm surge,q3,0.16600000000000012,18.046579961168607
BFA,Storm surge,q4,0.2750000000000002,10.893571903832687
BFA,Storm surge,q5,0.2750000000000002,10.893571903832687
BFA,Storm surge,tot,0.20600000000000016,14.542389677446547
BFA,Tsunami,q1,0.16600000000000012,18.046579961168607
BFA,Tsunami,q2,0.16600000000000012,18.046579961168607
BFA,Tsunami,q3,0.16600000000000012,18.046579961168607
BFA,Tsunami,q4,0.2750000000000002,10.893571903832687
BFA,Tsunami,q5,0.2750000000000002,10.893571903832687
BFA,Tsunami,tot,0.20600000000000016,14.542389677446547
BFA,Wind,q1,0.16600000000000012,18.046579961168607
BFA,Wind,q2,0.16600000000000012,18.046579961168607
BFA,Wind,q3,0.16600000000000012,18.046579961168607
BFA,Wind,q4,0.3160000000000002,9.480165422639205
BFA,Wind,q5,0.3520000000000003,8.510603049869285
BFA,Wind,tot,0.22500000000000017,13.314365660239948
BGD,Earthquake,q1,0.14978661367769955,20.0
BGD,Earthquake,q2,0.16300000000000012,18.378725604625696
BGD,Earthquake,q3,0.20500000000000015,14.613328163677993
BGD,Earthquake,q4,0.25200000000000017,11.887826482357099
BGD,Earthquake,q5,0.35300000000000026,8.486493692787503
BGD,Earthquake,tot,0.21100000000000016,14.197783286985729
BGD,Flood,q1,0.14978661367769955,20.0
BGD,Flood,q2,0.14978661367769955,20.0
BGD,Flood,q3,0.14978661367769955,20.0
BGD,Flood,q4,0.14978661367769955,20.0
BGD,Flood,q5,0.2750000000000002,10.893571903832687
BGD,Flood,tot,0.14978661367769955,20.0
BGD,Storm surge,q1,0.14978661367769955,20.0
BGD,Storm surge,q2,0.14978661367769955,20.0
BGD,Storm surge,q3,0.14978661367769955,20.0
BGD,Storm surge,q4,0.14978661367769955,20.0
BGD,Storm surge,q5,0.2750000000000002,10.893571903832687
BGD,Storm surge,tot,0.14978661367769955,20.0
BGD,Tsunami,q1,0.14978661367769955,20.0
BGD,Tsunami,q2,0.14978661367769955,20.0
BGD,Tsunami,q3,0.14978661367769955,20.0
BGD,Tsunami,q4,0.14978661367769955,20.0
BGD,Tsunami,q5,0.2750000000000002,10.893571903832687
BGD,Tsunami,tot,0.14978661367769955,20.0
BGD,Wind,q1,0.14978661367769955,20.0
BGD,Wind,q2,0.14978661367769955,20.0
BGD,Wind,q3,0.16900000000000012,17.72622647073366
BGD,Wind,q4,0.21400000000000016,13.998748941841068
BGD,Wind,q5,0.33600000000000024,8.915869861767824
BGD,Wind,tot,0.17800000000000016,16.829956592999935
BGR,Earthquake,q1,0.14978661367769955,20.0
BGR,Earthquake,q2,0.43700000000000033,6.8552225939450535
BGR,Earthquake,q3,0.43700000000000033,6.8552225939450535
BGR,Earthquake,q4,0.5530000000000004,5.41723738436526
BGR,Earthquake,q5,1.0929999999999904,2.7408346510100796
BGR,Earthquake,tot,0.4010000000000003,7.4706540487630635
BGR,Flood,q1,0.14978661367769955,20.0
BGR,Flood,q2,0.14978661367769955,20.0
BGR,Flood,q3,0.43700000000000033,6.8552225939450535
BGR,Flood,q4,0.43700000000000033,6.8552225939450535
BGR,Flood,q5,0.43700000000000033,6.8552225939450535
BGR,Flood,tot,0.2570000000000002,11.65654581149412
BGR,Storm surge,q1,0.14978661367769955,20.0
BGR,Storm surge,q2,0.14978661367769955,20.0
BGR,Storm surge,q3,0.43700000000000033,6.8552225939450535
BGR,Storm surge,q4,0.43700000000000033,6.8552225939450535
BGR,Storm surge,q5,0.43700000000000033,6.8552225939450535
BGR,Storm surge,tot,0.2570000000000002,11.65654581149412
BGR,Tsunami,q1,0.14978661367769955,20.0
BGR,Tsunami,q2,0.14978661367769955,20.0
BGR,Tsunami,q3,0.43700000000000033,6.8552225939450535
BGR,Tsunami,q4,0.43700000000000033,6.8552225939450535
BGR,Tsunami,q5,0.43700000000000033,6.8552225939450535
BGR,Tsunami,tot,0.2570000000000002,11.65654581149412
BGR,Wind,q1,0.14978661367769955,20.0
BGR,Wind,q2,0.43700000000000033,6.8552225939450535
BGR,Wind,q3,0.43700000000000033,6.8552225939450535
BGR,Wind,q4,0.43700000000000033,6.8552225939450535
BGR,Wind,q5,0.43700000000000033,6.8552225939450535
BGR,Wind,tot,0.3340000000000003,8.969258304053858
BHR,Earthquake,q1,0.14978661367769955,20.0
BHR,Earthquake,q2,0.20300000000000015,14.75730184016743
BHR,Earthquake,q3,0.20300000000000015,14.75730184016743
BHR,Earthquake,q4,0.20300000000000015,14.75730184016743
BHR,Earthquake,q5,0.2680000000000002,11.178105498335778
BHR,Earthquake,tot,0.19600000000000015,15.284348334459125
BHR,Flood,q1,0.14978661367769955,20.0
BHR,Flood,q2,0.20300000000000015,14.75730184016743
BHR,Flood,q3,0.20300000000000015,14.75730184016743
BHR,Flood,q4,0.20300000000000015,14.75730184016743
BHR,Flood,q5,0.20300000000000015,14.75730184016743
BHR,Flood,tot,0.1520000000000001,19.70876495759203
BHR,Storm surge,q1,0.14978661367769955,20.0
BHR,Storm surge,q2,0.20300000000000015,14.75730184016743
BHR,Storm surge,q3,0.20300000000000015,14.75730184016743
BHR,Storm surge,q4,0.20300000000000015,14.75730184016743
BHR,Storm surge,q5,0.20300000000000015,14.75730184016743
BHR,Storm surge,tot,0.1520000000000001,19.70876495759203
BHR,Tsunami,q1,0.14978661367769955,20.0
BHR,Tsunami,q2,0.20300000000000015,14.75730184016743
BHR,Tsunami,q3,0.20300000000000015,14.75730184016743
BHR,Tsunami,q4,0.20300000000000015,14.75730184016743
BHR,Tsunami,q5,0.20300000000000015,14.75730184016743
BHR,Tsunami,tot,0.1520000000000001,19.70876495759203
BHR,Wind,q1,0.14978661367769955,20.0
BHR,Wind,q2,0.20300000000000015,14.75730184016743
BHR,Wind,q3,0.20300000000000015,14.75730184016743
