iso3,hazard,rp,income_cat,fa,v_ew
ATG,Storm surge,50.0,q2,0.20109808804447615,0.27599999999999997
ATG,Storm surge,50.0,q3,0.20109808804447615,0.27599999999999997
ATG,Storm surge,50.0,q4,0.20109808804447615,0.1306379721503991
ATG,Storm surge,50.0,q5,0.20109808804447615,0.09199999999999992
ATG,Storm surge,100.0,q1,0.2868802361745503,0.27599999999999997
ATG,Storm surge,100.0,q2,0.25542842303805363,0.27599999999999997
ATG,Storm surge,100.0,q3,0.25542842303805363,0.27599999999999997
ATG,Storm surge,100.0,q4,0.25542842303805363,0.1306379721503991
ATG,Storm surge,100.0,q5,0.25542842303805363,0.09199999999999992
ATG,Storm surge,250.0,q1,0.3829218046223699,0.27599999999999997
ATG,Storm surge,250.0,q2,0.3409405750839746,0.27599999999999997
ATG,Storm surge,250.0,q3,0.3409405750839746,0.27599999999999997
ATG,Storm surge,250.0,q4,0.3409405750839746,0.1306379721503991
ATG,Storm surge,250.0,q5,0.3409405750839746,0.09199999999999992
ATG,Storm surge,500.0,q1,0.4672317848966392,0.27599999999999997
ATG,Storm surge,500.0,q2,0.4160073192939978,0.27599999999999997
ATG,Storm surge,500.0,q3,0.4160073192939978,0.27599999999999997
ATG,Storm surge,500.0,q4,0.4160073192939978,0.1306379721503991
ATG,Storm surge,500.0,q5,0.4160073192939978,0.09199999999999992
ATG,Storm surge,1000.0,q1,0.563468652641882,0.27599999999999997
ATG,Storm surge,1000.0,q2,0.5016933592041594,0.27599999999999997
ATG,Storm surge,1000.0,q3,0.5016933592041594,0.27599999999999997
ATG,Storm surge,1000.0,q4,0.5016933592041594,0.1306379721503991
ATG,Storm surge,1000.0,q5,0.5016933592041594,0.09199999999999992
ATG,Storm surge,2500.0,q1,0.7097330471018982,0.27599999999999997
ATG,Storm surge,2500.0,q2,0.631922210524563,0.27599999999999997
ATG,Storm surge,2500.0,q3,0.631922210524563,0.27599999999999997
ATG,Storm surge,2500.0,q4,0.631922210524563,0.1306379721503991
ATG,Storm surge,2500.0,q5,0.631922210524563,0.09199999999999992
ATG,Storm surge,5000.0,q1,0.8360050341214729,0.27599999999999997
ATG,Storm surge,5000.0,q2,0.7443505009790756,0.27599999999999997
ATG,Storm surge,5000.0,q3,0.7443505009790756,0.27599999999999997
ATG,Storm surge,5000.0,q4,0.7443505009790756,0.1306379721503991
ATG,Storm surge,5000.0,q5,0.7443505009790756,0.09199999999999992
ATG,Wind,10.0,q1,0.033079084628639975,0.27599999999999997
ATG,Wind,10.0,q2,0.033079084628639975,0.27599999999999997
ATG,Wind,10.0,q3,0.033079084628639975,0.27599999999999997
ATG,Wind,10.0,q4,0.033079084628639975,0.1306379721503991
ATG,Wind,10.0,q5,0.033079084628639975,0.09199999999999992
ATG,Wind,25.0,q1,0.0463912175056822,0.27599999999999997
ATG,Wind,25.0,q2,0.0463912175056822,0.27599999999999997
ATG,Wind,25.0,q3,0.0463912175056822,0.27599999999999997
ATG,Wind,25.0,q4,0.0463912175056822,0.1306379721503991
ATG,Wind,25.0,q5,0.0463912175056822,0.09199999999999992
ATG,Wind,50.0,q1,0.05764658644034425,0.27599999999999997
ATG,Wind,50.0,q2,0.05764658644034425,0.27599999999999997
ATG,Wind,50.0,q3,0.05764658644034425,0.27599999999999997
ATG,Wind,50.0,q4,0.05764658644034425,0.1306379721503991
ATG,Wind,50.0,q5,0.05764658644034425,0.09199999999999992
ATG,Wind,100.0,q1,0.0697066161641397,0.27599999999999997
ATG,Wind,100.0,q2,0.0697066161641397,0.27599999999999997
ATG,Wind,100.0,q3,0.0697066161641397,0.27599999999999997
ATG,Wind,100.0,q4,0.0697066161641397,0.1306379721503991
ATG,Wind,100.0,q5,0.0697066161641397,0.09199999999999992
ATG,Wind,250.0,q1,0.08695583553106072,0.27599999999999997
ATG,Wind,250.0,q2,0.08695583553106072,0.27599999999999997
ATG,Wind,250.0,q3,0.08695583553106072,0.27599999999999997
ATG,Wind,250.0,q4,0.08695583553106072,0.1306379721503991
ATG,Wind,250.0,q5,0.08695583553106072,0.09199999999999992
ATG,Wind,500.0,q1,0.10058085865862895,0.27599999999999997
ATG,Wind,500.0,q2,0.10058085865862895,0.27599999999999997
ATG,Wind,500.0,q3,0.10058085865862895,0.27599999999999997
ATG,Wind,500.0,q4,0.10058085865862895,0.1306379721503991
ATG,Wind,500.0,q5,0.10058085865862895,0.09199999999999992
ATG,Wind,1000.0,q1,0.1160391502941854,0.27599999999999997
ATG,Wind,1000.0,q2,0.1160391502941854,0.27599999999999997
ATG,Wind,1000.0,q3,0.1160391502941854,0.27599999999999997
ATG,Wind,1000.0,q4,0.1160391502941854,0.1306379721503991
ATG,Wind,1000.0,q5,0.1160391502941854,0.09199999999999992
ATG,Wind,2500.0,q1,0.1373677511524057,0.27599999999999997
ATG,Wind,2500.0,q2,0.1373677511524057,0.27599999999999997
ATG,Wind,2500.0,q3,0.1373677511524057,0.27599999999999997
ATG,Wind,2500.0,q4,0.1373677511524057,0.1306379721503991
ATG,Wind,2500.0,q5,0.1373677511524057,0.09199999999999992
ATG,Wind,5000.0,q1,0.15429837283481318,0.27599999999999997
ATG,Wind,5000.0,q2,0.15429837283481318,0.27599999999999997
ATG,Wind,5000.0,q3,0.15429837283481318,0.27599999999999997
ATG,Wind,5000.0,q4,0.15429837283481318,0.1306379721503991
ATG,Wind,5000.0,q5,0.15429837283481318,0.09199999999999992
AUS,Earthquake,10.0,q1,0.0008876330983169899,0.6805018936057157
AUS,Earthquake,10.0,q2,0.0008876330983169899,0.3
AUS,Earthquake,10.0,q3,0.0008876330983169899,0.3
AUS,Earthquake,10.0,q4,0.0008876330983169899,0.1006782645454255
AUS,Earthquake,10.0,q5,0.0008876330983169899,0.09999999999999992
AUS,Earthquake,25.0,q1,0.002218751579748862,0.6805018936057157
AUS,Earthquake,25.0,q2,0.002218751579748862,0.3
AUS,Earthquake,25.0,q3,0.002218751579748862,0.3
AUS,Earthquake,25.0,q4,0.002218751579748862,0.1006782645454255
AUS,Earthquake,25.0,q5,0.002218751579748862,0.09999999999999992
