iso3,gdp_pc_pp,pop,urbanization_rate,prepare_scaleup,ew,finance_pre,borrowing_ability,avg_prod_k,tau_tax,reconstruction_share_sigma_h,pov_rate_2.15,rho,max_increased_spending,shareable,income_elasticity_eta
TGO,2202.72681593814,8848699.0,0.43921,0.23100590589337763,0.15174856572106565,0.5,0.3875,0.3975163837569679,0.0765943109375695,0.14168241914067464,0.284347965949,0.06,0.05,0.8,1.5
THA,17507.620193015195,71697030.0,0.5288900000000001,0.5344902107790523,0.5419887429948338,0.8333333333333334,0.7416666666666667,0.2661875047234859,0.7860468255111798,0.2182735506408119,0.000139610218,0.06,0.05,0.8,1.5
TJK,4137.2775995373595,9952787.0,0.27968,0.5838001143080322,0.3172743523212094,0.6666666666666666,0.4583333333333333,0.10886153287159044,0.371848570361724,0.022757658054793427,0.06114529141,0.06,0.05,0.8,1.5
TUN,10569.050828623,12356117.0,0.70214,0.394376725177459,0.33987511611972576,0.6666666666666666,0.4458333333333333,0.4027351818419936,0.24646520141782574,0.13184865773848303,0.001400615474,0.06,0.05,0.8,1.5
TUR,33149.4982176858,84979913.0,0.77022,0.5962344510255896,0.4139740370783949,0.8333333333333334,0.575,0.23191721266739587,0.24981998809468958,0.10155080496938032,0.003606097893,0.06,0.05,0.8,1.5
TZA,2623.86157226563,65497748.0,0.36682,0.6578896413368731,0.47924170699317536,0.6666666666666666,0.4833333333333333,0.33928612187221824,0.05981794050330903,0.33775714725996925,0.449493228434,0.06,0.05,0.8,1.5
UGA,2280.07374296159,47249585.0,0.26159,0.5970655828189557,0.48771581361568295,0.8333333333333334,0.5666666666666667,0.5221099997715624,0.07528404638352144,0.2526489860290942,0.422077286299,0.06,0.05,0.8,1.5
UKR,10731.4404296875,38000000.0,0.69919,0.22504385779462738,0.5325232947477733,0.6666666666666666,0.375,0.08886634939539849,0.42046671837648064,0.11177714149990424,0.000288256089,0.06,0.05,0.8,1.5
URY,24426.6593485458,3422794.0,0.95688,0.5714973299953743,0.5341147350360113,0.6666666666666666,0.6333333333333333,0.22444330821553823,0.29048030660700275,0.17567741260507858,0.001121549992,0.06,0.05,0.8,1.5
USA,64623.1256297446,333287557.0,0.83084,0.6345556717069485,0.658251207886746,0.8333333333333334,0.9083333333333333,0.29780171552966045,0.39387523324925344,0.061183281089481865,0.002487189622,0.06,0.05,0.8,1.5
UZB,8073.210439442319,35648100.0,0.50466,0.7341401375655401,0.29623665010978634,0.6666666666666666,0.5333333333333333,0.34639468776606985,0.29539868798734564,0.17413017727802071,0.815035268847,0.06,0.05,0.8,1.5
VNM,11396.5313049957,98186856.0,0.38766,0.6457157604166694,0.6390178397906401,0.8333333333333334,0.65,0.3685205824381082,0.13449588303206236,0.19921866372395514,0.00654621488,0.06,0.05,0.8,1.5
ZAF,13478.753856623596,59893885.0,0.6833499999999999,0.554874979276625,0.44487235193396535,0.8333333333333334,0.625,0.2609504893395919,0.3970481022953466,0.22250896745678825,0.204925572138,0.06,0.05,0.8,1.5
ZMB,3365.87377980882,20017675.0,0.45761,0.6828507294943291,0.477657005248568,0.8333333333333334,0.42500000000000004,0.1999607740585774,0.02041259079904427,0.21576053121481367,0.607930948164,0.06,0.05,0.8,1.5
