iso3,income_cat,hazard,capital_t,sigma_h,delta_k_h_eff,productivity_pi,savings_s_h,delta_i_h_pds,eta,delta_tax_sp,discount_rate_rho,k_h_eff,delta_c_h_max,lambda_h,consumption_floor_xi,t_hat,t_tilde,delta_tilde_k_h_eff
ARG,q3,Earthquake,50,0.2827911119891578,13942.68212343045,0.3074152642375409,0.0,0,1.5,0,0.06,55853.49837010965,,1.8244544371552893,,0.0,0.0,13942.68212343045
ARG,q3,Flood,50,0.2827911119891578,20811.267037869253,0.3074152642375409,0.0,0,1.5,0,0.06,55853.49837010965,,1.182152103127931,,0.0,0.0,20811.267037869253
ARG,q3,Storm surge,50,0.2827911119891578,20811.267037869253,0.3074152642375409,0.0,0,1.5,0,0.06,55853.49837010965,,1.182152103127931,,0.0,0.0,20811.267037869253
ARG,q3,Tsunami,50,0.2827911119891578,20811.267037869253,0.3074152642375409,0.0,0,1.5,0,0.06,55853.49837010965,,1.182152103127931,,0.0,0.0,20811.267037869253
ARG,q3,Wind,50,0.2827911119891578,14572.50962696086,0.3074152642375409,0.0,0,1.5,0,0.06,55853.49837010965,,1.7495216160436766,,0.0,0.0,14572.50962696086
ARG,q4,Earthquake,50,0.2827911119891578,32770.79664427968,0.3074152642375409,0.0,0,1.5,0,0.06,82931.64260295765,,1.0954268223447774,,0.0,0.0,32770.79664427968
ARG,q4,Flood,50,0.2827911119891578,48914.677532647846,0.3074152642375409,0.0,0,1.5,0,0.06,82931.64260295765,,0.5751823794100306,,0.0,0.0,48914.677532647846
ARG,q4,Storm surge,50,0.2827911119891578,48914.677532647846,0.3074152642375409,0.0,0,1.5,0,0.06,82931.64260295765,,0.5751823794100306,,0.0,0.0,48914.677532647846
ARG,q4,Tsunami,50,0.2827911119891578,48914.677532647846,0.3074152642375409,0.0,0,1.5,0,0.06,82931.64260295765,,0.5751823794100306,,0.0,0.0,48914.677532647846
ARG,q4,Wind,50,0.2827911119891578,34251.13944033931,0.3074152642375409,0.0,0,1.5,0,0.06,82931.64260295765,,1.0364642842612086,,0.0,0.0,34251.13944033931
ARG,q5,Earthquake,50,0.2827911119891578,99996.96672642599,0.3074152642375409,0.0,0,1.5,0,0.06,174330.26602158422,,0.607409453457064,,0.0,0.0,99996.96672642599
ARG,q5,Flood,50,0.2827911119891578,110436.21918129864,0.3074152642375409,0.0,0,1.5,0,0.06,174330.26602158422,,0.49057243387135513,,0.0,0.0,110436.21918129864
ARG,q5,Storm surge,50,0.2827911119891578,110436.21918129864,0.3074152642375409,0.0,0,1.5,0,0.06,174330.26602158422,,0.49057243387135513,,0.0,0.0,110436.21918129864
ARG,q5,Tsunami,50,0.2827911119891578,110436.21918129864,0.3074152642375409,0.0,0,1.5,0,0.06,174330.26602158422,,0.49057243387135513,,0.0,0.0,110436.21918129864
ARG,q5,Wind,50,0.2827911119891578,104514.09186464314,0.3074152642375409,0.0,0,1.5,0,0.06,174330.26602158422,,0.5591542014602231,,0.0,0.0,104514.09186464314
ARM,q1,Earthquake,50,0.2974580893125118,4167.089147580321,0.469678089191154,0.0,0,1.5,0,0.06,6235.714238620918,,0.6349046853225715,,0.0,0.0,4167.089147580321
ARM,q1,Flood,50,0.2974580893125118,4167.089147580321,0.469678089191154,0.0,0,1.5,0,0.06,6235.714238620918,,0.6349046853225715,,0.0,0.0,4167.089147580321
ARM,q1,Storm surge,50,0.2974580893125118,4167.089147580321,0.469678089191154,0.0,0,1.5,0,0.06,6235.714238620918,,0.6349046853225715,,0.0,0.0,4167.089147580321
ARM,q1,Tsunami,50,0.2974580893125118,4167.089147580321,0.469678089191154,0.0,0,1.5,0,0.06,6235.714238620918,,0.6349046853225715,,0.0,0.0,4167.089147580321
ARM,q1,Wind,50,0.2974580893125118,4167.089147580321,0.469678089191154,0.0,0,1.5,0,0.06,6235.714238620918,,0.6349046853225715,,0.0,0.0,4167.089147580321
ARM,q2,Earthquake,50,0.2974580893125118,12161.481490544997,0.469678089191154,0.0,0,1.5,0,0.06,18198.68032757378,,0.6349046853225715,,0.0,0.0,12161.481490544997
ARM,q2,Flood,50,0.2974580893125118,12161.481490544997,0.469678089191154,0.0,0,1.5,0,0.06,18198.68032757378,,0.6349046853225715,,0.0,0.0,12161.481490544997
ARM,q2,Storm surge,50,0.2974580893125118,12161.481490544997,0.469678089191154,0.0,0,1.5,0,0.06,18198.68032757378,,0.6349046853225715,,0.0,0.0,12161.481490544997
ARM,q2,Tsunami,50,0.2974580893125118,12161.481490544997,0.469678089191154,0.0,0,1.5,0,0.06,18198.68032757378,,0.6349046853225715,,0.0,0.0,12161.481490544997
ARM,q2,Wind,50,0.2974580893125118,12161.481490544997,0.469678089191154,0.0,0,1.5,0,0.06,18198.68032757378,,0.6349046853225715,,0.0,0.0,12161.481490544997
ARM,q3,Earthquake,50,0.2974580893125118,14179.815427318446,0.469678089191154,0.0,0,1.5,0,0.06,25763.27664318917,,0.9754559794355406,,0.0,0.0,14179.815427318446
ARM,q3,Flood,50,0.2974580893125118,17188.59477353747,0.469678089191154,0.0,0,1.5,0,0.06,25763.27664318917,,0.6380242395355564,,0.0,0.0,17188.59477353747
ARM,q3,Storm surge,50,0.2974580893125118,17188.59477353747,0.469678089191154,0.0,0,1.5,0,0.06,25763.27664318917,,0.6380242395355564,,0.0,0.0,17188.59477353747
ARM,q3,Tsunami,50,0.2974580893125118,17188.59477353747,0.469678089191154,0.0,0,1.5,0,0.06,25763.27664318917,,0.6380242395355564,,0.0,0.0,17188.59477353747
ARM,q3,Wind,50,0.2974580893125118,15084.86892972552,0.469678089191154,0.0,0,1.5,0,0.06,25763.27664318917,,0.8606571863750874,,0.0,0.0,15084.86892972552
ARM,q4,Earthquake,50,0.2974580893125118,7277.42352824714,0.469678089191154,0.0,0,1.5,0,0.06,37352.67941453257,,3.360000000049,,0.0,0.0,7277.42352824714
ARM,q4,Flood,50,0.2974580893125118,10697.728260952594,0.469678089191154,0.0,0,1.5,0,0.06,37352.67941453257,,2.3384138784684105,,0.0,0.0,10697.728260952594
ARM,q4,Storm surge,50,0.2974580893125118,10697.728260952594,0.469678089191154,0.0,0,1.5,0,0.06,37352.67941453257,,2.3384138784684105,,0.0,0.0,10697.728260952594
ARM,q4,Tsunami,50,0.2974580893125118,10697.728260952594,0.469678089191154,0.0,0,1.5,0,0.06,37352.67941453257,,2.3384138784684105,,0.0,0.0,10697.728260952594
ARM,q4,Wind,50,0.2974580893125118,10697.728260952594,0.469678089191154,0.0,0,1.5,0,0.06,37352.67941453257,,2.3384138784684105,,0.0,0.0,10697.728260952594
ARM,q5,Earthquake,50,0.2974580893125118,7960.5192532938045,0.469678089191154,0.0,0,1.5,0,0.06,83385.94411492936,,6.0,,0.0,0.0,7960.5192532938045
ARM,q5,Flood,50,0.2974580893125118,23881.557759881427,0.469678089191154,0.0,0,1.5,0,0.06,83385.94411492936,,2.3384138784684096,,0.0,0.0,23881.557759881427
ARM,q5,Storm surge,50,0.2974580893125118,23881.557759881427,0.469678089191154,0.0,0,1.5,0,0.06,83385.94411492936,,2.3384138784684096,,0.0,0.0,23881.557759881427
ARM,q5,Tsunami,50,0.2974580893125118,23881.557759881427,0.469678089191154,0.0,0,1.5,0,0.06,83385.94411492936,,2.3384138784684096,,0.0,0.0,23881.557759881427
ARM,q5,Wind,50,0.2974580893125118,23881.557759881427,0.469678089191154,0.0,0,1.5,0,0.06,83385.94411492936,,2.3384138784684096,,0.0,0.0,23881.557759881427
AUS,q1,Earthquake,50,0.2045596960851609,36382.29146750759,0.2309980310138752,0.0,0,1.5,0,0.06,64574.5030609677,,0.6577374909600893,,0.0,0.0,36382.29146750759
AUS,q1,Flood,50,0.2045596960851609,37424.73645784048,0.2309980310138752,0.0,0,1.5,0,0.06,64574.5030609677,,0.6232827241409933,,0.0,0.0,37424.73645784048
