iso3,income_cat,income_share,axfin,diversified_share,n,c,gamma_SP,k,liquidity
AUS,q2,0.1218781218781218,0.6296838891562465,0.4164052820604773,0.2,31133.926703267756,0.5706573865794617,141639.63784586787,2641.0671666603916
AUS,q3,0.1638361638361638,0.7270432805527772,0.4724327442344293,0.2,41852.16376504848,0.8703285325532197,172121.5724985598,2757.5592092577367
AUS,q4,0.2237762237762237,0.7461748339028289,0.4242824948625712,0.2,57163.930996163755,1.0675851271335715,256549.44386341015,2710.398901378353
AUS,q5,0.4175824175824176,0.8395599018246677,0.43362100165475503,0.2,106671.97837676994,2.036038437938722,470974.124379196,2798.5694348557035
AUT,q1,0.079,0.6638382115932856,0.6049162771582619,0.2,22067.537603846806,0.5606015332140718,83550.8513852865,2876.314802614641
AUT,q2,0.135,0.6853923440884614,0.44141971480224285,0.2,37710.349069864795,0.6990647659825319,201861.74487076103,3024.511019174645
AUT,q3,0.178,0.6872906804953757,0.4671934844581309,0.2,49721.79358841431,0.9755481258485261,253877.4808942393,3052.3483777710526
AUT,q4,0.23,0.6233226173406197,0.3844940348943411,0.2,64247.26137828817,1.0374074480627102,378961.20547878847,2960.63535456229
AUT,q5,0.3779999999999999,0.6738866481292712,0.3895504379732062,0.2,105588.97739562136,1.7273781268921597,617698.0599441367,2903.148154178208
AZE,q1,0.108,0.0096431019212562,0.02957296001155862,0.2,8150.913414264166,0.7240828491589195,13200.52068347828,484.91184451606216
AZE,q2,0.139,0.006776677150343,0.0146535643452906,0.2,10490.527449839992,0.4617722017030098,17250.75738985723,533.5001734964217
AZE,q3,0.166,0.0574110205171255,0.02412418710484785,0.2,12528.255803406035,0.9078842572006853,20403.61214624364,638.9548968600326
AZE,q4,0.209,0.0667226760684371,0.02120134496308251,0.2,15773.526885011215,1.0045681572205545,25765.825859779856,691.871895659352
AZE,q5,0.3779999999999999,0.077384177336095,0.0221910980604286,0.2,28528.19694992458,1.9016925347168308,46553.271249981684,664.3078315894812
BEL,q1,0.0939060939060939,0.3643009168596042,0.5962173866180407,0.2,25019.942256503833,0.627321262428653,107257.76848935043,3024.188757980263
BEL,q2,0.1448551448551448,0.558554926711214,0.4437915834290479,0.2,38594.59177864952,0.7202853494340216,227907.62088868787,2896.0458239063555
BEL,q3,0.1808191808191808,0.5929028848642192,0.4697682225571152,0.2,48176.69732369356,0.9517430805893583,271204.95243118174,2995.7623046739413
BEL,q4,0.2257742257742258,0.6486143192973283,0.4132158989485818,0.2,60154.32925499857,1.0453048847490003,374748.64070844813,3023.905854435869
BEL,q5,0.3546453546453547,0.6822970173784603,0.416584168756695,0.2,94490.20745807298,1.6553454227989666,585274.8357698943,3073.5838404847577
BEN,q1,0.07007007007007,0.0299388508504149,0.0798416622388799,0.2,1203.5135793809447,0.3242127624820781,2651.657847255056,111.50929877712305
BEN,q2,0.1101101101101101,0.075413379333577,0.1184687838550798,0.2,1891.2356247414864,0.7559605145797155,3991.9699190597207,141.91334616194726
BEN,q3,0.1501501501501501,0.0141714519705808,0.05554507377952168,0.2,2578.957670102026,0.48332504897854167,5832.1592531208025,143.7843347951305
BEN,q4,0.2142142142142142,0.0384354259584916,0.07716998109075615,0.2,3679.312942678891,0.9579981353786445,8130.034073379823,145.10852429972286
BEN,q5,0.4554554554554555,0.0987935155863254,0.09390217464239453,0.2,7822.838265976148,2.4785035385810206,16972.404115182744,154.2365017775692
BFA,q1,0.063,0.0473461544114331,0.04463421679845511,0.2,680.0404324626359,0.11888527553273083,1434.4249392600798,82.85774869857437
BFA,q2,0.098,0.0545803211841068,0.050336891157366476,0.2,1057.840672719656,0.20856050321755287,2218.008664139134,77.77416880038417
BFA,q3,0.136,0.0303035320283974,0.09711043246572974,0.2,1468.0237907129922,0.5583729836534155,2926.4502029242044,89.24537527302402
BFA,q4,0.2,0.0775577895636875,0.14784167048603375,0.2,2158.8585157544,1.2501048997024735,4061.7939108090027,83.95921507070017
BFA,q5,0.503,0.1662736350452913,0.13467810705207042,0.2,5429.529167122315,2.8640763378938265,10373.212431240054,102.51620022876652
BGD,q1,0.0859140859140859,0.0444158753443058,0.05406632986911228,0.2,2690.4015915083023,0.522064012695675,9614.87585565993,273.59896281303554
BGD,q2,0.1258741258741259,0.0374479016299205,0.04087402569251345,0.2,3941.751168954026,0.5782509764383159,14283.371864473344,283.796027932692
BGD,q3,0.1638361638361638,0.0871026207805918,0.04793111884684028,0.2,5130.53326752746,0.882591683601918,18454.265475938042,271.1440472058573
BGD,q4,0.2177822177822178,0.0426962158189025,0.03728087047218805,0.2,6819.855197079186,0.9125169786407397,24805.080493616366,314.97446861376494
BGD,q5,0.4065934065934066,0.0887852689868649,0.04605447756948289,0.2,12732.481950510222,2.1045763486233517,45888.359150069926,297.7793741598515
BGR,q1,0.061,0.085879652429199,0.5229750667393808,0.2,8223.193833855401,0.5739085194330429,15654.716086750588,1047.576347080485
BGR,q2,0.109,0.1091351980626519,0.3940518252610381,0.2,14693.903735905551,0.7727013911531598,35533.35876274357,1071.301974618938
BGR,q3,0.149,0.2106339517632901,0.29577765061004757,0.2,20086.16198761401,0.7928362086765326,56450.832821323216,1290.0046626756052
BGR,q4,0.207,0.301832503731686,0.2726091864308125,0.2,27904.936452591286,1.0151791389818567,81005.1141967191,1312.876058895935
BGR,q5,0.474,0.4477062865915038,0.21640853130546728,0.2,63898.26028274524,1.8453747417554078,199821.54928710754,1310.992741970469
BIH,q1,0.0749250749250749,0.104724877497238,0.2598054225572899,0.2,6270.189565045876,0.5035448768551569,15812.199564464787,731.1149051129686
BIH,q2,0.1228771228771229,0.0930333077990065,0.22561639049530413,0.2,10283.110886675242,0.7171408563314122,27129.78724188768,733.078958171488
BIH,q3,0.1668331668331668,0.1617418059503435,0.21126043253452872,0.2,13961.62209816882,0.9117239069209936,37517.615085057216,692.6397747694677
BIH,q4,0.2287712287712287,0.2172428020827168,0.1992958970001949,0.2,19144.978805273415,1.1794038664681055,52226.70904999948,791.7164348513518
BIH,q5,0.4065934065934066,0.3547146187671846,0.16050822977441767,0.2,34026.22870631563,1.6881864934243316,97318.62775691976,856.2306656694194
BLR,q1,0.1028971028971029,0.132541551161787,0.6196228766832931,0.2,9822.614639981502,0.683006930962144,19276.61884663951,418.94815076132227
BLR,q2,0.1448551448551448,0.1361834226426805,0.5788969957839947,0.2,13827.952648517641,0.8983172522734837,30042.466657357916,549.1625466751532
BLR,q3,0.1798201798201798,0.2393593302941999,0.5021367185403586,0.2,17165.734322297765,0.967286057009675,44092.2080741955,535.0690573805934
BLR,q4,0.2247752247752248,0.2960071291924628,0.47348233988658095,0.2,21457.167902872214,1.1401099757848998,58287.40311094155,613.0015139807559
BLR,q5,0.3476523476523476,0.3048448514876219,0.3520916124246299,0.2,33187.08635644235,1.311279783969798,110935.89512804967,682.4794076316807
BOL,q1,0.0529470529470529,0.1069240174097435,0.24938144891724226,0.2,2182.539909588839,0.41075732646159036,4046.5840543826066,340.3187647265612
BOL,q2,0.1038961038961038,0.1048861766688999,0.16730043473287878,0.2,4282.719822589418,0.540724084197116,8808.766133704494,372.9090308617505
BOL,q3,0.1528471528471528,0.1561596670635573,0.13687607303402263,0.2,6300.539739001746,0.6508250683046699,13432.535268993663,403.8736602914814
BOL,q4,0.2237762237762237,0.345694380338251,0.1548425194092874,0.2,9224.319617884908,1.0779126094135085,19256.57568280674,400.7974786257502
BOL,q5,0.4665334665334665,0.2869695743907149,0.1598397475520805,0.2,19231.059203358272,2.3197809116231145,39909.144174297835,410.9800583144524
BRA,q1,0.033,0.1571299778863673,0.5090119599210448,0.2,2490.421744315907,0.3093489656805623,6925.35346669837,641.109450384727
BRA,q2,0.075,0.2076891451005752,0.42050103789426263,0.2,5660.049418899787,0.5808113265710201,18576.80477735221,680.5319805639192
BRA,q3,0.121,0.1046187567336968,0.3353902242554206,0.2,9131.546395824991,0.7473817896653988,34372.346931883316,680.5201401598423
BRA,q4,0.196,0.2389113973101653,0.278671512287648,0.2,14791.595814724777,1.0059013416253197,60429.116807736216,728.1904974673997
BRA,q5,0.575,0.4313477961126382,0.22253754081806512,0.2,43393.71221156503,2.3565565764576983,191075.21797199053,679.6969921721953
BTN,q1,0.088,0.1775256871270109,0.04240938453667359,0.2,5102.100567306159,0.40721144936132486,33065.97524057641,357.41423573394997
BTN,q2,0.135,0.1698421353731918,0.04840503471248648,0.2,7827.086097571951,0.7130166029811418,50408.60591551631,383.72977020245213
BTN,q3,0.176,0.1579560705241589,0.03365687705496709,0.2,10204.201134612318,0.6463411735993122,66736.40543509582,391.2305741517974
BTN,q4,0.228,0.3013630112575361,0.054873644293919416,0.2,13219.07874256596,1.3651299317580357,84555.81966121843,408.0270209808278
BTN,q5,0.373,0.309951309413864,0.0459052798638297,0.2,21625.948995513605,1.8683008423001854,139642.97967111535,394.1357410739526
BWA,q1,0.039,0.0801744902592873,0.18952221437219635,0.2,3026.13695382724,0.251824837147573,13316.94259725917,442.45369409829107
BWA,q2,0.07,0.1138897689639308,0.1869862212094287,0.2,5431.527865843766,0.4459451836877096,23976.99490112476,523.8245252212299
BWA,q3,0.111,0.1078551917971134,0.16711595201717305,0.2,8612.851330123684,0.6319965664966819,38949.89829003133,620.2296803219477
BWA,q4,0.195,0.2593374611756258,0.13495443519199957,0.2,15130.684769136202,0.8965935412148103,71067.72285953813,713.0097845117921
BWA,q5,0.585,0.3014121840142778,0.13916190747586477,0.2,45392.05430740861,2.7736398714532244,212166.17531592326,632.9223606782361
CAN,q1,0.076,0.4654344153633449,0.5995604794594344,0.2,18732.62410142533,0.5052187259185925,61835.03214068317,2373.6350312291897
CAN,q2,0.128,0.5669049838768597,0.4377282470985058,0.2,31549.68269713741,0.6212228067560402,146231.2868116415,2530.124097749789
CAN,q3,0.172,0.6379744994764767,0.46288640418188837,0.2,42394.88612427839,0.8827459234274935,187706.21760262238,2700.1557498812954
CAN,q4,0.23,0.7615169590741179,0.43219221897122206,0.2,56690.836096418774,1.1021421926488035,265346.4254633918,2677.8595230829274
CAN,q5,0.3939999999999999,0.763011432991304,0.4323416663629407,0.2,97113.86705212606,1.8886703512490701,454430.32576226577,2606.361836386074
CHE,q1,0.075,0.659738157239826,0.4588604278005215,0.2,27104.327721827056,0.4431256051791595,104713.11663217447,3385.3471975820767
CHE,q2,0.124,0.572692181863931,0.34390655094356803,0.2,44812.488500087406,0.5490945211396976,209902.64691733397,3458.799192147939
CHE,q3,0.168,0.4965530784846046,0.42972459289991194,0.2,60713.69409689261,0.9295750681579956,247186.33224411096,3281.7531237087337
CHE,q4,0.225,0.5552408157484044,0.37949894579698273,0.2,81312.98316548119,1.099456543859435,360209.83825886087,3574.037945699397
CHE,q5,0.408,0.5268158389772293,0.3766564481198652,0.2,147447.5428067392,1.9787482616637115,656172.708028776,3507.0679510248337
CHL,q1,0.055,0.2717431589272714,0.3503452301457151,0.2,7118.683372944441,0.4471167918450939,26421.076002705533,1061.4345704357427
CHL,q2,0.095,0.2755210928589978,0.2819267355405894,0.2,12295.90764417676,0.6214725484239347,50442.60909401842,1119.4167556673049
CHL,q3,0.135,0.3072937185829472,0.2662745105409278,0.2,17473.13191540908,0.8341140669756328,73244.08442273719,1154.78365084503
CHL,q4,0.1989999999999999,0.298433032219055,0.2368815009457364,0.2,25756.69074938078,1.0938211195825374,112292.36726493188,1163.3421112166923
CHL,q5,0.516,0.4009311538629113,0.16732939722107992,0.2,66786.19309889694,2.003475473172801,317707.97268402344,1279.422364299893
CHN,q1,0.072072072072072,0.2951805566308808,0.41951697045644676,0.2,6554.176979791849,0.478396887602409,27499.706835659592,769.7580846388887
CHN,q2,0.1101101101101101,0.385593673559255,0.3094940696951066,0.2,10013.325941348667,0.5392017987035987,49976.534516579544,873.4484939731348
CHN,q3,0.1531531531531531,0.4617633136163322,0.3074711666933974,0.2,13927.62608205769,0.7450786893169481,69716.46061826198,937.1107362832843
CHN,q4,0.2172172172172172,0.5265892543553258,0.3358120393810427,0.2,19753.56117520601,1.154150147428276,94832.4068024988,921.4195336687584
CHN,q5,0.4474474474474475,0.5649303243601916,0.2942465574742483,0.2,40690.51541620778,2.0831724769487683,207570.94775761757,937.9605968255879
CIV,q1,0.07,0.0485559499719115,0.05767019950484495,0.2,1938.0794151896625,0.1882178574978774,3886.084415256628,229.5682594581571
CIV,q2,0.11,0.0140873291907981,0.07176691411073671,0.2,3045.5533667266127,0.3680681932299854,6015.351282374576,232.92973499814136
CIV,q3,0.154,0.0398189490960778,0.10626248804662888,0.2,4263.774713417257,0.7629780304101437,8108.527091423753,240.02215180012357
CIV,q4,0.2189999999999999,0.036568988291247,0.11535238478143571,0.2,6063.419884664797,1.1778284057294437,11413.679957343928,240.79022466038998
CIV,q5,0.447,0.1544852362742804,0.12009528224483104,0.2,12376.021408425417,2.5029075131325498,23171.515230893427,249.34766720209896
CMR,q1,0.045,0.0637432510666379,0.011685431818937091,0.2,837.7947757249896,0.14227067843580254,2091.5300030453295,147.83738593752264
CMR,q2,0.085,0.046006982908648,0.0081289464150363,0.2,1582.5012430360916,0.18694390463690133,3964.884403177438,153.58304850339763
CMR,q3,0.1369999999999999,0.074099182824278,0.0144529918687482,0.2,2550.6196505405223,0.5357182586019393,6349.715967626555,155.86960912139654
CMR,q4,0.216,0.0824550988498633,0.015083333235435231,0.2,4021.41492347995,0.8814733774069883,10004.827978583868,177.90111904918783
CMR,q5,0.517,0.1638020290818243,0.023260265265587433,0.2,9625.331089995992,3.253593780918368,23747.93145627219,188.47015099229264
COD,q1,0.055,0.0079414388339966,0.054244699184483464,0.2,311.4799133383162,0.17071041008826668,984.9671206424257,41.045086550514576
COD,q2,0.1,0.0059296079941837,0.06957002480073327,0.2,566.327115160575,0.398072493454598,1761.8298072377315,45.64145858423697
COD,q3,0.145,0.0365200715667735,0.07066526502534355,0.2,821.1743169828335,0.5862920500354545,2551.6460527963386,40.724790923330524
COD,q4,0.216,0.0707728548884827,0.06640019947617118,0.2,1223.2665687468418,0.8206597738274845,3818.517288721608,45.37686641493204
COD,q5,0.484,0.1112590684465445,0.10920298504425295,0.2,2741.023237377183,3.024265272594196,8164.025913725259,52.1097161142198
COL,q1,0.036,0.0352263472401528,0.16095567432226618,0.2,2811.015399595229,0.1950781601921039,8111.941991378086,797.0468625907198
COL,q2,0.079,0.0247101443952473,0.09984595058299083,0.2,6168.6171268895305,0.265556787179267,19097.712967000352,728.2563211137456
COL,q3,0.123,0.0561708687078023,0.09698641207360593,0.2,9604.302615283705,0.401620491343008,29828.871804785853,791.8111570729986
COL,q4,0.1989999999999999,0.1137702778775058,0.11518619707957349,0.2,15538.66845887362,0.771708661852318,47287.06903456425,797.4052636165209
COL,q5,0.563,0.3413749276085615,0.17758672175604004,0.2,43961.15749922539,3.366035899433303,124347.17964441857,796.3105489293677
COM,q1,0.0449550449550449,0.0732632395089104,0.043931552203652045,0.2,729.5683884840462,0.22414400717983526,2974.2149084801454,140.64740290304488
COM,q2,0.0909090909090909,0.089813030391947,0.0630459764813386,0.2,1475.3494078232952,0.6504843283388734,5894.276700183071,151.36554378002901
COM,q3,0.1388611388611388,0.1246939087911512,0.047962801960748716,0.2,2253.5556888729448,0.755887940420205,9148.282440246445,151.4444755068545
COM,q4,0.2217782217782218,0.1019543749089028,0.05123231561124788,0.2,3599.204049854633,1.2895406296414098,14560.748647874905,158.07116100667102
COM,q5,0.5034965034965035,0.1684920428898784,0.03639844638546024,0.2,8171.16595102133,2.0799430944196757,33573.674424512894,153.35952865284452
CRI,q1,0.045,0.1253641148307716,0.6384467572755618,0.2,4965.957219300367,0.4374932157579604,6179.107426632977,833.7782058373879
CRI,q2,0.086,0.1291627558041855,0.4065173435958192,0.2,9490.496019107368,0.5323676458376483,19384.180895816786,944.2814017355615
CRI,q3,0.131,0.1523599600978203,0.33962716162870343,0.2,14456.453238407737,0.6774977149272028,32854.99978262885,953.5435753219053
CRI,q4,0.211,0.2055958531943229,0.2769838728995867,0.2,23284.82162827505,0.8899611780956627,57939.05542597025,996.8785149526054
CRI,q5,0.527,0.4773406817669622,0.30687625668738544,0.2,58156.876768250964,2.4626802453815255,138727.43682956413,1040.0562837614991
CYP,q1,0.085,0.1304631235777897,0.28948531599680366,0.2,19123.43447265625,0.41957477876754506,132409.73434052724,1807.2845648610519
CYP,q2,0.128,0.1668059646417141,0.21965094755000242,0.2,28797.642500000005,0.47940985794860164,218991.27277940058,1945.5995336241617
CYP,q3,0.165,0.2805386778962671,0.3248692262211794,0.2,37121.96103515626,0.9140215337156432,244230.43295697003,1977.1109773837265
CYP,q4,0.216,0.3173489223176342,0.2879963449672383,0.2,48596.021718749995,1.060729473854705,337181.62933314545,2107.4841551464015
CYP,q5,0.406,0.5087213713572175,0.30713358987119665,0.2,91342.52230468747,2.1262643557135044,616741.9246232606,2112.7081228218167
CZE,q1,0.098,0.4975768936883921,0.6766301130939127,0.2,20115.649408237292,0.7788182193803103,59572.74202652087,2175.8529277812404
CZE,q2,0.144,0.6153896334887214,0.503179870597335,0.2,29557.688926389485,0.8510291895245746,134488.02491732055,2187.42006716665
CZE,q3,0.176,0.638601773376798,0.4381481373642611,0.2,36126.06424336492,0.9057166314197729,185890.17346542366,2243.6055527287226
CZE,q4,0.217,0.5739124183736224,0.3549915864007732,0.2,44541.79511823971,0.9047664728301357,263115.8759475001,2250.724349193501
CZE,q5,0.365,0.6621499496811639,0.3638153395315274,0.2,74920.53095925113,1.5596694868452068,436513.81966012827,2227.2177797164386
DEU,q1,0.079,0.5867661634564268,0.645890480289863,0.2,21318.002091801667,0.5904294085507809,60975.294640613196,2683.513726681397
DEU,q2,0.13,0.5446887258705088,0.4551692359261681,0.2,35080.256606762254,0.6846967393086381,154381.12041973256,2738.1138641208313
DEU,q3,0.17,0.6468940133706433,0.46503091105305744,0.2,45874.18171653524,0.9147717607586938,198228.83296093225,2728.6050637905296
DEU,q4,0.223,0.5277499517075587,0.3895875595826622,0.2,60176.132486984476,1.0052913590876777,296699.93634815764,2968.347012317477
DEU,q5,0.3979999999999999,0.5507960580586982,0.3918921702177762,0.2,107399.55484224131,1.8048107322942093,527536.9466395047,2881.36686658552
DNK,q1,0.094,0.4260844201385817,0.5820010017831575,0.2,28169.50636032138,0.6444284561999201,96629.67931510769,3506.0400087267417
DNK,q2,0.14,0.6004340894084118,0.4272377781719391,0.2,41954.58394090418,0.7045645811819155,197201.3321960465,3483.0989170166595
DNK,q3,0.175,0.6511413731216112,0.43599003435379513,0.2,52443.22992613021,0.8987475816989511,242734.92637636478,3496.8839492638713
DNK,q4,0.221,0.8580885777955294,0.39720946932215623,0.2,66228.30750671303,1.0340344087750597,327616.78089060023,3554.0548232350397
DNK,q5,0.37,0.8283438920443291,0.3942350007470362,0.2,110879.97184381817,1.7182249721441538,551205.2485084202,3525.1962880934384
DOM,q1,0.065065065065065,0.0296038748179616,0.27525573746912446,0.2,6291.146057644448,0.5058582086905735,22283.37637363008,817.4473927315643
DOM,q2,0.1101101101101101,0.0786206071052736,0.20250110618477646,0.2,10646.554866782923,0.6297949153187559,41495.941969120206,833.4841908298058
DOM,q3,0.1521521521521521,0.1254009345949232,0.18363456218306412,0.2,14711.60308864549,0.7891818285131137,58696.34394806237,900.8739343207035
DOM,q4,0.2152152152152152,0.1300519338447742,0.15502629477772392,0.2,20809.175421439348,0.9423731247115918,85933.89708169634,866.5283621140536
DOM,q5,0.4574574574574575,0.2571333015591306,0.16506432578815286,0.2,44231.596128361794,2.132791922765965,180489.55356275057,935.8062799008432
ECU,q1,0.047,0.0468351245917013,0.2629452543771558,0.2,2551.9161898417196,0.44924475325460334,12075.378010563334,482.44248984010846
ECU,q2,0.091,0.0763710162071649,0.16919298103202768,0.2,4940.944112246734,0.5596848527121142,26353.887000141753,539.0168485114976
ECU,q3,0.14,0.137132916691434,0.1455633145817514,0.2,7601.452480379591,0.7407979818714798,41697.59938171496,500.42075192099514
ECU,q4,0.213,0.1135820478751326,0.12598642291284234,0.2,11565.06698800609,0.9754907765643949,64893.45733091674,521.7485883749612
ECU,q5,0.509,0.2802580418141294,0.12294252049964474,0.2,27636.709375094368,2.274781635597407,155614.10850215622,554.9652534918519
EGY,q1,0.09,0.0072302745862831,0.1008546684799298,0.2,5751.341940446189,0.36156444810620747,7979.40459865492,471.5275154370513
EGY,q2,0.128,0.0124194391297128,0.07945462203353028,0.2,8179.686315301248,0.40511315007880455,11618.585411476564,557.1122636686788
EGY,q3,0.161,0.0407116094581907,0.08537075841118927,0.2,10288.51169346485,0.5474976011353195,14520.081086504204,559.8695937429593
EGY,q4,0.208,0.033004051443688,0.1118951939239133,0.2,13291.990262364525,0.9270901636641935,18214.85166284192,608.3042510724055
EGY,q5,0.413,0.0840982313037589,0.167692126088341,0.2,26392.269126714178,2.758734637015475,33894.72685372329,582.6802101178977
ESP,q1,0.06,0.5124210240890174,0.49430739634037896,0.2,12066.90376070307,0.3963047799968734,58491.133185895196,1549.874561454875
ESP,q2,0.121,0.5319983262828593,0.36058420473855485,0.2,24334.922584084525,0.5830059946319296,149149.1950745145,1988.6038374236296
ESP,q3,0.172,0.5232375242470458,0.3982737231356947,0.2,34591.79078068213,0.9153581489249438,199516.86281522864,1874.543181795335
ESP,q4,0.237,0.509984907539679,0.3535990145793445,0.2,47664.26985477712,1.1197996911111527,295326.58206124394,1910.8443504667598
ESP,q5,0.41,0.5981930284150068,0.3624198266668773,0.2,82457.17569813765,1.9855313853351002,503930.7309007139,2025.4183574640003
EST,q1,0.081,0.4673976757793643,0.6553303845889639,0.2,15273.286628153366,0.6139487826051133,41410.909449105246,2013.7209823765006
EST,q2,0.13,0.5716859260191872,0.49428835596664467,0.2,24512.68224271528,0.743208300106309,97515.36612279587,1981.5988186874902
EST,q3,0.168,0.6279191380758786,0.4634944802748511,0.2,31677.92782135513,0.9006180926075864,133693.47943678344,2078.612138293682
EST,q4,0.231,0.703236646671816,0.3808601634856562,0.2,43557.15075436331,1.0175701260880918,212142.40011063244,2085.898846194709
EST,q5,0.39,0.7180437630168321,0.38234087512015785,0.2,73538.04672814586,1.724654698592899,357305.92569332354,2087.3655302714815
ETH,q1,0.073073073073073,0.0668249848182675,0.053707150725924954,0.2,869.9955067780768,0.2876812899135758,1827.5612541506025,61.3202046401646
ETH,q2,0.1211211211211211,0.1998977573542481,0.05565151698871821,0.2,1442.047346851334,0.4941047420204631,3023.0211172875934,75.6118551661693
ETH,q3,0.1631631631631631,0.2230092930999187,0.049311298666542575,0.2,1942.5927069154325,0.589780880046817,4099.6752919335895,87.41888552526355
ETH,q4,0.2122122122122122,0.2986245893033137,0.06174343392955947,0.2,2526.5622936568825,0.960468851379764,5262.365354469856,103.69709152171178
ETH,q5,0.4304304304304305,0.3438428573101494,0.08455803919862125,0.2,5124.631067322924,2.6679642366393796,10414.125196153253,103.34014782895017
FIN,q1,0.095095095095095,0.4283478545462935,0.5704655754320185,0.2,23429.12717091178,0.6351951025031846,87854.5519791531,2523.277201367179
FIN,q2,0.1401401401401401,0.5160457829378459,0.41865763586103255,0.2,34527.1347781858,0.6869753370211114,175227.6737871034,2836.314899254395
FIN,q3,0.1741741741741741,0.7064152165298438,0.4710146793429383,0.2,42912.296081459484,0.9605893869195284,198168.92627434974,2837.8771828422528
FIN,q4,0.2232232232232232,0.6883661843686666,0.3883829502443529,0.2,54996.79325382452,1.015124040302651,293648.0586740975,2894.8928878886927
FIN,q5,0.3673673673673673,0.7615638351867251,0.39570271532615875,0.2,90510.41759710135,1.7021161332535237,477484.6279238652,2866.019182756776
FRA,q1,0.08,0.4700268569084476,0.6188222425316129,0.2,18361.764518900716,0.58624884801507,68563.46117529605,2265.4698303752366
FRA,q2,0.132,0.5235452894180503,0.4456485527929762,0.2,30296.91145618619,0.6966145348659573,164525.91409791342,2512.5724149360817
FRA,q3,0.175,0.5591118865254463,0.46116350683681234,0.2,40166.35988509533,0.9556944892332203,212016.78529966768,2351.1655114248174
FRA,q4,0.225,0.5577003533869865,0.3793592592229156,0.2,51642.462709408275,1.0107862064218451,313977.11476388073,2655.2385723666807
FRA,q5,0.3879999999999999,0.5742656386514349,0.3810157877493604,0.2,89054.55791666848,1.7506559214639075,539990.9648195964,2657.9979541099096
GAB,q1,0.06006006006006,0.0867159027932193,0.07313828263745724,0.2,4186.122165851677,0.32813823314119445,15233.053605000421,541.0637462767272
GAB,q2,0.1081081081081081,0.0720357945734913,0.07052181452559043,0.2,7535.019898533026,0.5695187938153243,27496.899878161214,577.483109397456
GAB,q3,0.1571571571571571,0.0523264315652333,0.07666100414933442,0.2,10953.686333978563,0.8999844018311121,39708.328446348925,547.0144270379069
GAB,q4,0.2302302302302302,0.1324393659574363,0.06185392534225583,0.2,16046.801635764778,1.0637900608337723,59104.29985908074,539.3247287581801
GAB,q5,0.4444444444444444,0.2205083278769762,0.06441386683467892,0.2,30977.304027302438,2.1385685103785965,113785.65706410083,531.6592948849126
GBR,q1,0.0759240759240759,0.6296397926625712,0.5970184987333461,0.2,18065.058532930045,0.5320751343532893,59912.891487513334,2260.111149371082
GBR,q2,0.1238761238761238,0.5800800251145609,0.4244558332718879,0.2,29474.569185306893,0.6171997971520391,139611.7332630689,2518.7387114818466
GBR,q3,0.1688311688311688,0.5461118371265639,0.4359432361720782,0.2,40170.98542191023,0.8639492490346717,186479.4987208776,2503.1709788614507
GBR,q4,0.2287712287712287,0.6408411969182096,0.4022824433547632,0.2,54432.87373738131,1.080284499492237,267764.54550413135,2449.355309126247
GBR,q5,0.4025974025974026,0.6522239910490175,0.40342072276784396,0.2,95792.3498522475,1.9064913199677627,470321.45080936624,2389.245481284696
GEO,q1,0.07,0.0447032214829759,0.8942036086869787,0.2,5977.419336584574,0.823633956879769,3916.3143404487173,661.9595615615066
GEO,q2,0.121,0.0304692358265424,0.5509246037867155,0.2,10332.396281810474,0.8771569798626676,28735.137569300598,583.3038845642751
GEO,q3,0.1689999999999999,0.0714401236830336,0.39834140989002864,0.2,14431.198112611315,0.8858127887618966,53770.6733334889,639.5159766598421
GEO,q4,0.225,0.0779277608757043,0.34886233440745307,0.2,19213.13358187898,1.0328479358321887,77475.42814302564,690.1232370744001
GEO,q5,0.415,0.1647846243317244,0.2528155226395482,0.2,35437.55749546567,1.380548338663478,163977.62284465873,731.8548093822184
GHA,q1,0.047,0.0666894653005868,0.02515271003425018,0.2,1287.8775461025534,0.12937260421976157,3275.877032238554,159.71448424860034
GHA,q2,0.096,0.1176231456020613,0.02027616614239123,0.2,2630.558392039258,0.2130182205490266,6724.624690372935,203.5598700404097
GHA,q3,0.148,0.1375183742291437,0.022714526409372673,0.2,4055.4441877271884,0.36789601193029253,10341.327768902802,223.77135289222284
GHA,q4,0.223,0.2454553154089217,0.036084569668336675,0.2,6110.567931507858,0.8806149857733429,15368.693165594796,238.02495605261004
GHA,q5,0.486,0.4833274732494473,0.06409786454132053,0.2,13317.20185969874,3.409098177527576,32520.69751833148,252.37368674491591
GIN,q1,0.085,0.0029556270241719,0.061606669108111294,0.2,1147.1297632725282,0.34526926665530333,2186.911504141515,92.099468274432
GIN,q2,0.131,0.0432005780934326,0.057157347691863564,0.2,1767.929399867073,0.49369034243849674,3386.397130092415,93.5081793798214
GIN,q3,0.173,0.037122026195175,0.0505162131552342,0.2,2334.7464593664395,0.5762197749132727,4503.612617559624,81.28643828419189
GIN,q4,0.2289999999999999,0.070895380346976,0.0600489469567879,0.2,3090.5025386989273,0.9066760552103473,5901.577191007054,91.21336260416649
GIN,q5,0.382,0.0904226904308857,0.10633087421050497,0.2,5155.336112589481,2.6781445607825796,9359.819811152796,95.61659497397817
GMB,q1,0.0659340659340659,0.0971010176718656,0.09280097407962597,0.2,696.7961025250974,0.37444175455930767,1360.7055532226846,94.07301738925902
