iso3,hazard,income_cat,rp,fa,recovery_rate,recovery_time,macro_multiplier_Gamma,v_ew
ALB,Flood,q2,10.0,0.010210132747531277,0.1497866136776995,20.0,1.4863140116389217,0.6693468853417732
ALB,Flood,q2,25.0,0.02073775227821465,0.1497866136776995,20.0,1.4863140116389217,0.6693468853417732
ALB,Flood,q2,50.0,0.028704427153034635,0.1497866136776995,20.0,1.4863140116389217,0.6693468853417732
ALB,Flood,q2,100.0,0.03186950779857859,0.1497866136776995,20.0,1.4863140116389217,0.6693468853417732
ALB,Flood,q2,250.0,0.033627358409997185,0.1497866136776995,20.0,1.4863140116389217,0.6693468853417732
ALB,Flood,q2,500.0,0.035125731763341765,0.1497866136776995,20.0,1.4863140116389217,0.6693468853417732
ALB,Flood,q2,1000.0,0.03688748849318781,0.1497866136776995,20.0,1.4863140116389217,0.6693468853417732
ALB,Flood,q2,2500.0,0.03969196634686876,0.1497866136776995,20.0,1.4863140116389217,0.6693468853417732
ALB,Flood,q2,5000.0,0.04222038668705677,0.1497866136776995,20.0,1.4863140116389217,0.6693468853417732
ALB,Flood,q3,10.0,0.008830219234102366,0.1497866136776995,20.0,1.4863140116389217,0.6693468853417732
ALB,Flood,q3,25.0,0.017935016475022596,0.1497866136776995,20.0,1.4863140116389217,0.6693468853417732
ALB,Flood,q3,50.0,0.024824984260062893,0.1497866136776995,20.0,1.4863140116389217,0.6693468853417732
ALB,Flood,q3,100.0,0.027562299893938963,0.1497866136776995,20.0,1.4863140116389217,0.6693468853417732
ALB,Flood,q3,250.0,0.029082574572383293,0.1497866136776995,20.0,1.4863140116389217,0.6693468853417732
ALB,Flood,q3,500.0,0.03037844070181916,0.1497866136776995,20.0,1.4863140116389217,0.6693468853417732
ALB,Flood,q3,1000.0,0.03190209358140169,0.1497866136776995,20.0,1.4863140116389217,0.6693468853417732
ALB,Flood,q3,2500.0,0.03432754238775294,0.1497866136776995,20.0,1.4863140116389217,0.6693468853417732
ALB,Flood,q3,5000.0,0.036514243234049205,0.1497866136776995,20.0,1.4863140116389217,0.6693468853417732
ALB,Flood,q4,10.0,0.008830219234102366,0.1497866136776995,20.0,1.4863140116389217,0.3233364467042251
ALB,Flood,q4,25.0,0.017935016475022596,0.1497866136776995,20.0,1.4863140116389217,0.3233364467042251
ALB,Flood,q4,50.0,0.024824984260062893,0.1497866136776995,20.0,1.4863140116389217,0.3233364467042251
ALB,Flood,q4,100.0,0.027562299893938963,0.1497866136776995,20.0,1.4863140116389217,0.3233364467042251
ALB,Flood,q4,250.0,0.029082574572383293,0.1497866136776995,20.0,1.4863140116389217,0.3233364467042251
ALB,Flood,q4,500.0,0.03037844070181916,0.1497866136776995,20.0,1.4863140116389217,0.3233364467042251
ALB,Flood,q4,1000.0,0.03190209358140169,0.1497866136776995,20.0,1.4863140116389217,0.3233364467042251
ALB,Flood,q4,2500.0,0.03432754238775294,0.1497866136776995,20.0,1.4863140116389217,0.3233364467042251
ALB,Flood,q4,5000.0,0.036514243234049205,0.1497866136776995,20.0,1.4863140116389217,0.3233364467042251
ALB,Flood,q5,10.0,0.008830219234102366,0.1570000000000001,19.081097283783368,1.4701482473997542,0.2868629508607599
ALB,Flood,q5,25.0,0.017935016475022596,0.1570000000000001,19.081097283783368,1.4701482473997542,0.2868629508607599
ALB,Flood,q5,50.0,0.024824984260062893,0.1570000000000001,19.081097283783368,1.4701482473997542,0.2868629508607599
ALB,Flood,q5,100.0,0.027562299893938963,0.1570000000000001,19.081097283783368,1.4701482473997542,0.2868629508607599
ALB,Flood,q5,250.0,0.029082574572383293,0.1570000000000001,19.081097283783368,1.4701482473997542,0.2868629508607599
ALB,Flood,q5,500.0,0.03037844070181916,0.1570000000000001,19.081097283783368,1.4701482473997542,0.2868629508607599
ALB,Flood,q5,1000.0,0.03190209358140169,0.1570000000000001,19.081097283783368,1.4701482473997542,0.2868629508607599
ALB,Flood,q5,2500.0,0.03432754238775294,0.1570000000000001,19.081097283783368,1.4701482473997542,0.2868629508607599
ALB,Flood,q5,5000.0,0.036514243234049205,0.1570000000000001,19.081097283783368,1.4701482473997542,0.2868629508607599
ALB,Tsunami,q1,10.0,8.515780419446719e-05,0.1497866136776995,20.0,1.4863140116389217,0.6693468853417732
ALB,Tsunami,q1,25.0,0.00019140277200249014,0.1497866136776995,20.0,1.4863140116389217,0.6693468853417732
ALB,Tsunami,q1,50.0,0.0003419319867805827,0.1497866136776995,20.0,1.4863140116389217,0.6693468853417732
ALB,Tsunami,q1,100.0,0.0006026614458272992,0.1497866136776995,20.0,1.4863140116389217,0.6693468853417732
ALB,Tsunami,q1,250.0,0.0013311500745178597,0.1497866136776995,20.0,1.4863140116389217,0.6693468853417732
ALB,Tsunami,q1,500.0,0.0024033515439880987,0.1497866136776995,20.0,1.4863140116389217,0.6693468853417732
ALB,Tsunami,q1,1000.0,0.004348175339258298,0.1497866136776995,20.0,1.4863140116389217,0.6693468853417732
ALB,Tsunami,q1,2500.0,0.009446604655078654,0.1497866136776995,20.0,1.4863140116389217,0.6693468853417732
ALB,Tsunami,q1,5000.0,0.016954035627362765,0.1497866136776995,20.0,1.4863140116389217,0.6693468853417732
ALB,Tsunami,q2,10.0,8.515780419446719e-05,0.1497866136776995,20.0,1.4863140116389217,0.6693468853417732
ALB,Tsunami,q2,25.0,0.00019140277200249014,0.1497866136776995,20.0,1.4863140116389217,0.6693468853417732
ALB,Tsunami,q2,50.0,0.0003419319867805827,0.1497866136776995,20.0,1.4863140116389217,0.6693468853417732
ALB,Tsunami,q2,100.0,0.0006026614458272992,0.1497866136776995,20.0,1.4863140116389217,0.6693468853417732
ALB,Tsunami,q2,250.0,0.0013311500745178597,0.1497866136776995,20.0,1.4863140116389217,0.6693468853417732
ALB,Tsunami,q2,500.0,0.0024033515439880987,0.1497866136776995,20.0,1.4863140116389217,0.6693468853417732
ALB,Tsunami,q2,1000.0,0.004348175339258298,0.1497866136776995,20.0,1.4863140116389217,0.6693468853417732
ALB,Tsunami,q2,2500.0,0.009446604655078654,0.1497866136776995,20.0,1.4863140116389217,0.6693468853417732
ALB,Tsunami,q2,5000.0,0.016954035627362765,0.1497866136776995,20.0,1.4863140116389217,0.6693468853417732
ALB,Tsunami,q3,10.0,8.515780419446719e-05,0.1497866136776995,20.0,1.4863140116389217,0.6693468853417732
