iso3,gdp_pc_pp,pop,urbanization_rate,prepare_scaleup,ew,finance_pre,borrowing_ability,avg_prod_k,tau_tax,reconstruction_share_sigma_h,pov_rate_2.15,rho,max_increased_spending,shareable,income_elasticity_eta
MRT,5330.214502870308,4736139.0,0.56923,0.5611604077563926,0.40572767504961227,0.6666666666666666,0.6666666666666666,0.22076578577680425,0.04534104851833547,0.25333680581296414,0.064908373034,0.06,0.05,0.8,1.5
MUS,22841.35054640709,1262523.0,0.4081,0.5742250470100161,0.5629199396881716,0.8333333333333334,0.6916666666666667,0.32153921983997297,0.27815368373263133,0.08052412528989122,0.001253137091,0.06,0.05,0.8,1.5
MWI,1466.8794173168403,20405317.0,0.1798,0.5417738643394608,0.44219932359167696,0.6666666666666666,0.6666666666666666,0.9707059348850776,0.11147329638358644,0.1398123694633303,0.700605987387,0.06,0.05,0.8,1.5
MYS,28383.618646256495,33938221.0,0.78214,0.7205719607313039,0.6159608955717388,0.8333333333333334,0.7583333333333333,0.24949212698674084,0.15322399622846106,0.0856614066853134,0.000110286496,0.06,0.05,0.8,1.5
NAM,9762.776892385069,2567012.0,0.53956,0.6244079980796371,0.6109913772044551,0.6666666666666666,0.5333333333333333,0.312294397553134,0.1210603560359769,0.19526637580934655,0.156170136674,0.06,0.05,0.8,1.5
NER,1274.6417414679997,26207977.0,0.1689399999999999,0.5417738643394608,0.44219932359167696,0.6666666666666666,0.4083333333333333,0.23278847187557952,0.052466495537785936,0.1809520015768769,0.50905936535,0.06,0.05,0.8,1.5
NGA,4963.160312959289,218541212.0,0.53521,0.5289779172613325,0.4039127396131055,0.8333333333333334,0.5416666666666667,0.33211773435943276,0.08209730808525753,0.4413239793461269,0.308632983511,0.06,0.05,0.8,1.5
NIC,5822.353524705861,6948392.0,0.59556,0.5839488873340655,0.5192494819014701,0.6666666666666666,0.4666666666666667,0.26510141584931673,0.15225601303932546,0.18765460489592545,0.039410286567,0.06,0.05,0.8,1.5
NLD,59249.1670039699,17700982.0,0.92886,0.6848459183373843,0.6909134803913209,0.8333333333333334,0.9166666666666667,0.2157709406280088,0.4384366333776141,0.15911231849513008,0.0002796322,0.06,0.05,0.8,1.5
NOR,67296.15923936607,5457127.0,0.83664,0.7135282568782568,0.5942082296419969,1.0,1.0,0.23773524714427238,0.4594520981887009,0.028886040177446053,0.001565339637,0.06,0.05,0.8,1.5
NPL,4001.69995474296,30547580.0,0.21451,0.543613903690862,0.2933061904311002,0.6666666666666666,0.6666666666666666,0.31064782597856616,0.3053614946613031,0.29526599441076884,0.082404990953,0.06,0.05,0.8,1.5
PAK,5376.96685550493,235824862.0,0.37731,0.5128272667527066,0.4165186747591587,0.8333333333333334,0.5083333333333333,0.6522309077626153,0.16331691342241056,0.2230725230126806,0.049324480598,0.06,0.05,0.8,1.5
PAN,33266.4768445342,4408581.0,0.6914100000000001,0.44902131420840696,0.4615942105356966,0.8333333333333334,0.7083333333333334,0.24867076843824124,0.16498048998975656,0.1663068369330726,0.011082572996,0.06,0.05,0.8,1.5
PER,12743.9423914767,34049588.0,0.78708,0.4081936571991137,0.4531672581591439,0.8333333333333334,0.7333333333333334,0.2774178440794039,0.13922899790479434,0.1887045718235737,0.02871748751,0.06,0.05,0.8,1.5
PHL,8581.93769298126,115559009.0,0.47977,0.7435303007378833,0.5659106065705924,0.6666666666666666,0.6416666666666666,0.3459349526152716,0.36342277809657764,0.15471785284280815,0.067541309528,0.06,0.05,0.8,1.5
POL,37706.606128398096,36821749.0,0.60134,0.45110590521357724,0.6797828449042549,0.8333333333333334,0.775,0.42158623054222205,0.3977643288747975,0.11277079874087025,0.0,0.06,0.05,0.8,1.5
PRT,35767.7225752854,10409704.0,0.67381,0.598726219230438,0.5495838654298375,0.8333333333333334,0.7416666666666667,0.1251835191172326,0.4001928022987026,0.1304590331653514,0.004722897288,0.06,0.05,0.8,1.5
PRY,13531.396663349,6780744.0,0.62818,0.4804687854724018,0.5524856341663977,0.8333333333333334,0.6583333333333333,0.32039027475084436,0.11175821435931228,0.1867608220925649,0.013295584114,0.06,0.05,0.8,1.5
ROU,32495.909160571402,19047009.0,0.54489,0.4036449922733403,0.4996037971642021,0.8333333333333334,0.6916666666666667,0.3181439389878922,0.44838978531040435,0.11253507184261602,0.014093622224,0.06,0.05,0.8,1.5
RUS,27450.449218749993,144236933.0,0.75126,0.38012716921762624,0.5246650346566333,0.7407407407407408,0.6537037037037037,0.2324524602368638,0.23305461210559003,0.04790779853111952,0.000101642723,0.06,0.05,0.8,1.5
RWA,2364.8019699513807,13776698.0,0.17721,0.5417738643394608,0.44219932359167696,0.6666666666666666,0.5,0.585174807157438,0.08853394670627733,0.12650856585541143,0.520053934004,0.06,0.05,0.8,1.5
SDN,3570.607421875,46874204.0,0.35956,0.5417738643394608,0.44219932359167696,0.6666666666666666,0.6666666666666666,0.6196936360546678,0.0613748950112631,0.19445293837719507,0.152630599415,0.06,0.05,0.8,1.5
SEN,3564.6281367603196,17316449.0,0.4908599999999999,0.5152567271479656,0.41088562599678863,0.6666666666666666,0.5208333333333333,0.3456410886964015,0.14326657011841715,0.22352973828174436,0.092225657019,0.06,0.05,0.8,1.5
SLE,1634.76383028533,8605718.0,0.43831,0.5491767239521866,0.47928974203080754,0.6666666666666666,0.6666666666666666,0.944750855404646,0.039823842752410306,0.20458073558712248,0.260620341212,0.06,0.05,0.8,1.5
SLV,9396.01377999827,6336392.0,0.74767,0.6260676719994388,0.46330192105976586,0.6666666666666666,0.43333333333333335,0.30212378059748374,0.3541452756014177,0.21346453215204073,0.033633981754,0.06,0.05,0.8,1.5
SRB,20885.8886079244,6664449.0,0.56873,0.5111993892256985,0.34869124308565597,0.6666666666666666,0.575,0.2280092387089795,0.36062287214411337,0.19001817290169773,0.015570310022,0.06,0.05,0.8,1.5
SVK,33176.1845690068,5431752.0,0.53909,0.5623022545867079,0.5629495679303641,0.5,0.6333333333333333,0.21839330687198988,0.3449922278949884,0.1152014023648334,0.001181162619,0.06,0.05,0.8,1.5
SVN,41015.22523123071,2111986.0,0.55751,0.6681934502451844,0.6301413974308131,0.8333333333333334,0.8,0.15744270973287583,0.4398151301988858,0.13221787660532103,0.0,0.06,0.05,0.8,1.5
SWE,55359.342654144275,10486941.0,0.88492,0.5999160592339046,0.6085505612462346,0.8333333333333334,0.9166666666666667,0.22170190067143244,0.47074873812071033,0.08156290532467106,0.003890895303,0.06,0.05,0.8,1.5
SWZ,9058.58317666301,1201670.0,0.24576,0.5611604077563926,0.40572767504961227,0.8333333333333334,0.5416666666666667,0.31404057961183984,0.20829059007857817,0.11221885177998435,0.360798469645,0.06,0.05,0.8,1.5
TCD,1412.6707184812701,17723315.0,0.2406299999999999,0.5417738643394608,0.44219932359167696,0.6666666666666666,0.6666666666666666,0.5538995526753602,0.03824834722539013,0.2715017970512869,0.308829425857,0.06,0.05,0.8,1.5
TGO,2202.72681593814,8848699.0,0.43921,0.23100590589337763,0.16657877026324872,0.5,0.3875,0.3975163837569679,0.0765943109375695,0.14168241914067464,0.284347965949,0.06,0.05,0.8,1.5
THA,17507.620193015195,71697030.0,0.5288900000000001,0.5344902107790523,0.6237652189071736,0.8333333333333334,0.7416666666666667,0.2661875047234859,0.7860468255111798,0.2182735506408119,0.000139610218,0.06,0.05,0.8,1.5
TJK,4137.2775995373595,9952787.0,0.27968,0.5838001143080322,0.31221506929534915,0.6666666666666666,0.4583333333333333,0.10886153287159044,0.371848570361724,0.022757658054793427,0.06114529141,0.06,0.05,0.8,1.5
TUN,10569.050828623,12356117.0,0.70214,0.394376725177459,0.3234358661307232,0.6666666666666666,0.4458333333333333,0.4027351818419936,0.24646520141782574,0.13184865773848303,0.001400615474,0.06,0.05,0.8,1.5
TUR,33149.4982176858,84979913.0,0.77022,0.5962344510255896,0.40942602803651745,0.8333333333333334,0.575,0.23191721266739587,0.24981998809468958,0.10155080496938032,0.003606097893,0.06,0.05,0.8,1.5
TZA,2623.86157226563,65497748.0,0.36682,0.6578896413368731,0.48195201740589166,0.6666666666666666,0.4833333333333333,0.33928612187221824,0.05981794050330903,0.33775714725996925,0.449493228434,0.06,0.05,0.8,1.5
UGA,2280.07374296159,47249585.0,0.26159,0.5970655828189557,0.4800584271662669,0.8333333333333334,0.5666666666666667,0.5221099997715624,0.07528404638352144,0.2526489860290942,0.422077286299,0.06,0.05,0.8,1.5
UKR,10731.4404296875,38000000.0,0.69919,0.22504385779462738,0.5108595576950997,0.6666666666666666,0.375,0.08886634939539849,0.42046671837648064,0.11177714149990424,0.000288256089,0.06,0.05,0.8,1.5
URY,24426.6593485458,3422794.0,0.95688,0.5714973299953743,0.5265342732175889,0.6666666666666666,0.6333333333333333,0.22444330821553823,0.29048030660700275,0.17567741260507858,0.001121549992,0.06,0.05,0.8,1.5
USA,64623.1256297446,333287557.0,0.83084,0.6345556717069485,0.651024015980273,0.8333333333333334,0.9083333333333333,0.29780171552966045,0.39387523324925344,0.061183281089481865,0.002487189622,0.06,0.05,0.8,1.5
UZB,8073.210439442319,35648100.0,0.50466,0.7341401375655401,0.2890479097034899,0.6666666666666666,0.5333333333333333,0.34639468776606985,0.29539868798734564,0.17413017727802071,0.815035268847,0.06,0.05,0.8,1.5
VNM,11396.5313049957,98186856.0,0.38766,0.6457157604166694,0.6419534478992405,0.8333333333333334,0.65,0.3685205824381082,0.13449588303206236,0.19921866372395514,0.00654621488,0.06,0.05,0.8,1.5
ZAF,13478.753856623596,59893885.0,0.6833499999999999,0.554874979276625,0.44471212525934783,0.8333333333333334,0.625,0.2609504893395919,0.3970481022953466,0.22250896745678825,0.204925572138,0.06,0.05,0.8,1.5
ZMB,3365.87377980882,20017675.0,0.45761,0.6828507294943291,0.5049163019786562,0.8333333333333334,0.42500000000000004,0.1999607740585774,0.02041259079904427,0.21576053121481367,0.607930948164,0.06,0.05,0.8,1.5
ZWE,2207.9570327935,16320537.0,0.32395,0.6335344881121437,0.5577987770510262,0.8333333333333334,0.8333333333333334,0.6916635274013144,0.12242916918645586,0.3176714089489739,0.397545332282,0.06,0.05,0.8,1.5
