iso3,pov_line,pov_headcount
GEO,5.45,0.398785232996
GEO,5.47,0.40102936866199995
GEO,5.5,0.404395572161
GEO,6.85,0.553659093764
GEO,7.0,0.570012248009
GEO,7.3,0.6009795937664
GEO,7.5,0.621624490938
GEO,10.0,0.795735862339
GEO,10.27,0.8028992413883199
GEO,15.0,0.928391029919
GEO,inf,1.0
GHA,0.0,0.0
GHA,2.15,0.252085535489
GHA,3.2,0.417455162604
GHA,3.22,0.4203263102252
GHA,3.25,0.424633031657
GHA,3.65,0.488132543401
GHA,4.3,0.572539943139
GHA,5.45,0.686701057261
GHA,5.47,0.6878585342557999
GHA,5.5,0.689594749748
GHA,6.85,0.784766023823
GHA,7.0,0.792520205092
GHA,7.3,0.8087969760916
GHA,7.5,0.819648156758
GHA,10.0,0.900079679862
GHA,10.27,0.903435841961892
GHA,15.0,0.96223082986
GHA,inf,1.0
GIN,0.0,0.0
GIN,2.15,0.138200995171
GIN,3.2,0.375359967644
GIN,3.22,0.379421005282
GIN,3.25,0.385512561739
GIN,3.65,0.465962500797
GIN,4.3,0.594518883498
GIN,5.45,0.755374175731
GIN,5.47,0.7566995972106
GIN,5.5,0.75868772943
GIN,6.85,0.867713029383
GIN,7.0,0.876082542213
GIN,7.3,0.8895681736914001
GIN,7.5,0.898558594677
GIN,10.0,0.961990886321
GIN,10.27,0.963694082791358
GIN,15.0,0.993531561698
GIN,inf,1.0
GMB,0.0,0.0
GMB,2.15,0.172421335913
GMB,3.2,0.383587014514
GMB,3.22,0.38729085801080004
GMB,3.25,0.392846623256
GMB,3.65,0.470489712379
GMB,4.3,0.567399025075
GMB,5.45,0.702054876332
GMB,5.47,0.7036617575576
GMB,5.5,0.706072079396
GMB,6.85,0.805910651089
GMB,7.0,0.815623451201
GMB,7.3,0.8363329482944
GMB,7.5,0.85013927969
GMB,10.0,0.914773718868
GMB,10.27,0.9176734258549439
GMB,15.0,0.968471996404
GMB,inf,1.0
GNB,0.0,0.0
GNB,2.15,0.216604906171
GNB,3.2,0.478933777098
GNB,3.22,0.4822767484364
GNB,3.25,0.487291205444
GNB,3.65,0.56787542903
GNB,4.3,0.671951027443
GNB,5.45,0.785044945991
GNB,5.47,0.786768732449
GNB,5.5,0.789354412136
GNB,6.85,0.872022346701
GNB,7.0,0.878229499428
GNB,7.3,0.8882199010446
GNB,7.5,0.894880168789
GNB,10.0,0.953781555057
GNB,10.27,0.955539999108528
GNB,15.0,0.986345333789
GNB,inf,1.0
GRC,0.0,0.0
GRC,2.15,0.008064955208
GRC,3.2,0.013432677652
GRC,3.22,0.0134816434416
GRC,3.25,0.013555092126
GRC,3.65,0.015546692449
GRC,4.3,0.01900609998
GRC,5.45,0.024735956777
GRC,5.47,0.024962701958599995
GRC,5.5,0.025302819731
GRC,6.85,0.038892031182
GRC,7.0,0.042608502298
GRC,7.3,0.046335577676199995
GRC,7.5,0.048820294595
GRC,10.0,0.093835468964
GRC,10.27,0.10038412513159399
GRC,15.0,0.215106879475
GRC,inf,1.0
GTM,0.0,0.0
GTM,2.15,0.095213027306
GTM,3.2,0.20814421569
GTM,3.22,0.21036080929960002
GTM,3.25,0.213685699714
GTM,3.65,0.258602337143
GTM,4.3,0.330138575951
GTM,5.45,0.434810049365
GTM,5.47,0.43654271402379996
GTM,5.5,0.439141711012
GTM,6.85,0.554003527014
GTM,7.0,0.564142361134
GTM,7.3,0.5869189169608
GTM,7.5,0.602103287512
GTM,10.0,0.727825056188
GTM,10.27,0.734903553652142
GTM,15.0,0.858908342561
GTM,inf,1.0
GUY,0.0,0.0
GUY,2.15,0.118970365563
GUY,3.2,0.206251351936
GUY,3.22,0.2086740211984
GUY,3.25,0.212308025092
GUY,3.65,0.248864373783
GUY,4.3,0.317759030932
GUY,5.45,0.445922561108
GUY,5.47,0.446701276228
GUY,5.5,0.447869348908
GUY,6.85,0.565650010815
GUY,7.0,0.576249188838
GUY,7.3,0.6007787151198
GUY,7.5,0.617131732641
GUY,10.0,0.762383733506
GUY,10.27,0.769123512870056
GUY,15.0,0.88719446247
GUY,inf,1.0
HND,0.0,0.0
HND,2.15,0.127429917407
HND,3.2,0.228909737675
HND,3.22,0.2312324693926
HND,3.25,0.234716566969
HND,3.65,0.264279590386
HND,4.3,0.325718528826
HND,5.45,0.407259327548
HND,5.47,0.4081751791196
HND,5.5,0.409548956477
HND,6.85,0.495445226109
HND,7.0,0.506235618577
HND,7.3,0.5245104515134
HND,7.5,0.536693673471
HND,10.0,0.649641993225
HND,10.27,0.6579504290972941
HND,15.0,0.803501916786
HND,inf,1.0
HRV,0.0,0.0
HRV,2.15,0.003139338613
HRV,3.2,0.005623471846
HRV,3.22,0.0056470962808
HRV,3.25,0.005682532933
HRV,3.65,0.007486716822
HRV,4.3,0.009420270913
HRV,5.45,0.012681428165
HRV,5.47,0.013072722957799992
HRV,5.5,0.013659665147
HRV,6.85,0.021232432873
HRV,7.0,0.022587913398
HRV,7.3,0.025037028619199996
HRV,7.5,0.0266697721
HRV,10.0,0.057378422566
HRV,10.27,0.06234682004169399
HRV,15.0,0.149385783227
HRV,inf,1.0
HTI,0.0,0.0
HTI,2.15,0.291921948523
HTI,3.2,0.500576639955
HTI,3.22,0.5041506698746
HTI,3.25,0.509511714754
HTI,3.65,0.580279417171
HTI,4.3,0.665298044423
HTI,5.45,0.782441290069
HTI,5.47,0.783448707955
HTI,5.5,0.784959834784
HTI,6.85,0.858015071539
HTI,7.0,0.865930884157
HTI,7.3,0.8768538046582001
HTI,7.5,0.884135751659
HTI,10.0,0.94236538213
HTI,10.27,0.944370588396952
HTI,15.0,0.979498831518
HTI,inf,1.0
HUN,0.0,0.0
HUN,2.15,0.003514764117
HUN,3.2,0.007023059791
HUN,3.22,0.007023059791
HUN,3.25,0.007023059791
HUN,3.65,0.008084301757
HUN,4.3,0.010340536397
HUN,5.45,0.015089208175
HUN,5.47,0.015297492038599996
HUN,5.5,0.015609917834
HUN,6.85,0.02488326547
HUN,7.0,0.025490464472
HUN,7.3,0.026912499494
HUN,7.5,0.027860522842
HUN,10.0,0.047277432354
HUN,10.27,0.053015186861129986
HUN,15.0,0.153532145449
HUN,inf,1.0
IDN,0.0,0.0
IDN,2.15,0.024729117009
IDN,3.2,0.136423167892
IDN,3.22,0.13913028290480003
IDN,3.25,0.143190955424
IDN,3.65,0.202237036998
IDN,4.3,0.302893226998
IDN,5.45,0.459460661096
IDN,5.47,0.46165469521639996
IDN,5.5,0.464945746397
IDN,6.85,0.604064327474
IDN,7.0,0.617041736585
IDN,7.3,0.6422498138582
IDN,7.5,0.659055198707
IDN,10.0,0.798730307018
IDN,10.27,0.80479046780801
IDN,15.0,0.910955506833
IDN,inf,1.0
IND,0.0,0.0
IND,2.15,0.118991602614
IND,3.2,0.369190521538
IND,3.22,0.37360634929720005
IND,3.25,0.380230090936
IND,3.65,0.465401814216
IND,4.3,0.582329321825
IND,5.45,0.725866674926
IND,5.47,0.7279010682479999
IND,5.5,0.730952658231
IND,6.85,0.829775503297
IND,7.0,0.837641550759
IND,7.3,0.851855666586
IND,7.5,0.861331743804
IND,10.0,0.932041096134
IND,10.27,0.934544504773662
IND,15.0,0.978400515387
IND,inf,1.0
IRL,0.0,0.0
IRL,2.15,0.00144305587
IRL,3.2,0.00182536579
IRL,3.22,0.00182536579
IRL,3.25,0.00182536579
IRL,3.65,0.00182536579
IRL,4.3,0.002012399652
IRL,5.45,0.002091866682
IRL,5.47,0.002091866682
IRL,5.5,0.002091866682
IRL,6.85,0.002137771451
IRL,7.0,0.002137771451
IRL,7.3,0.002137771451
IRL,7.5,0.002137771451
IRL,10.0,0.00433144263
IRL,10.27,0.004716935305931999
IRL,15.0,0.011470195888
IRL,inf,1.0
IRN,0.0,0.0
IRN,2.15,0.009220822952
IRN,3.2,0.038938240871
IRN,3.22,0.0394896064842
IRN,3.25,0.040316654904
IRN,3.65,0.057131679752
IRN,4.3,0.09021990248
IRN,5.45,0.162990269809
IRN,5.47,0.16429498201379997
IRN,5.5,0.166252050321
IRN,6.85,0.26236400911
IRN,7.0,0.273652443644
IRN,7.3,0.293077123424
IRN,7.5,0.306026909944
IRN,10.0,0.466653475427
IRN,10.27,0.478749144443288
IRN,15.0,0.690647346099
IRN,inf,1.0
IRQ,0.0,0.0
IRQ,2.15,0.000887524669
IRQ,3.2,0.012035285007
IRQ,3.22,0.012242784004200001
IRQ,3.25,0.0125540325
IRQ,3.65,0.024395645877
IRQ,4.3,0.050215478736
IRQ,5.45,0.123465164465
IRQ,5.47,0.12506812821899996
IRQ,5.5,0.12747257385
IRQ,6.85,0.247289221546
IRQ,7.0,0.260579316634
IRQ,7.3,0.2893727199676
IRQ,7.5,0.30856832219
IRQ,10.0,0.53221300786
IRQ,10.27,0.546689272395142
IRQ,15.0,0.800291980733
IRQ,inf,1.0
ISL,0.0,0.0
ISL,2.15,0.0
ISL,3.2,0.0
ISL,3.22,0.0
ISL,3.25,0.0
ISL,3.65,0.000179254642
ISL,4.3,0.000410612161
ISL,5.45,0.000410612161
ISL,5.47,0.000410612161
ISL,5.5,0.000410612161
ISL,6.85,0.000410612161
ISL,7.0,0.000410612161
ISL,7.3,0.0010372419735999998
ISL,7.5,0.001454995182
ISL,10.0,0.002220550077
ISL,10.27,0.002328649395528
ISL,15.0,0.004222389309
ISL,inf,1.0
ISR,0.0,0.0
ISR,2.15,0.004967662373
ISR,3.2,0.007167306318
ISR,3.22,0.007167306318
ISR,3.25,0.007167306318
ISR,3.65,0.009934643833
ISR,4.3,0.009934643833
ISR,5.45,0.017493731882
ISR,5.47,0.017493731882
ISR,5.5,0.017493731882
ISR,6.85,0.032169215785
ISR,7.0,0.032169215785
ISR,7.3,0.038326946174199995
ISR,7.5,0.042432099767
ISR,10.0,0.079919606963
ISR,10.27,0.08477984183411
ISR,15.0,0.169923956428
ISR,inf,1.0
ITA,0.0,0.0
ITA,2.15,0.008277917637
ITA,3.2,0.010996385591
ITA,3.22,0.0110007531522
ITA,3.25,0.011007304494
ITA,3.65,0.01165143279
ITA,4.3,0.013143177885
ITA,5.45,0.01725840905
ITA,5.47,0.0172593242872
ITA,5.5,0.017260697143
ITA,6.85,0.021889378908
ITA,7.0,0.022769256874
ITA,7.3,0.0239467139266
ITA,7.5,0.024731685295
ITA,10.0,0.040167408647
ITA,10.27,0.04235599710343999
ITA,15.0,0.080696824507
ITA,inf,1.0
JAM,0.0,0.0
JAM,2.15,0.01177245927
JAM,3.2,0.044247730575
JAM,3.22,0.0451773596474
JAM,3.25,0.046571803256
JAM,3.65,0.072353691934
JAM,4.3,0.108113194265
JAM,5.45,0.190997823894
JAM,5.47,0.19270967610639997
JAM,5.5,0.195277454425
JAM,6.85,0.290656232189
JAM,7.0,0.301609703183
JAM,7.3,0.3226894125098
JAM,7.5,0.336742552061
JAM,10.0,0.502417990266
JAM,10.27,0.5122894005851459
JAM,15.0,0.685221885065
JAM,inf,1.0
JOR,0.0,0.0
JOR,2.15,0.000408548828
JOR,3.2,0.002166808617
JOR,3.22,0.002237784623
JOR,3.25,0.002344248632
JOR,3.65,0.003806784793
JOR,4.3,0.011629675588
JOR,5.45,0.029778236382
JOR,5.47,0.030037227365999997
JOR,5.5,0.030425713842
JOR,6.85,0.081787189159
JOR,7.0,0.089921932317
JOR,7.3,0.10618462439639999
JOR,7.5,0.117026419116
JOR,10.0,0.282105452146
JOR,10.27,0.298624473974668
JOR,15.0,0.588013263788
JOR,inf,1.0
JPN,0.0,0.0
JPN,2.15,0.007278878874
JPN,3.2,0.009434035065
JPN,3.22,0.009434035065
JPN,3.25,0.009434035065
JPN,3.65,0.009434035065
JPN,4.3,0.009434035065
JPN,5.45,0.0120940649
JPN,5.47,0.0120940649
JPN,5.5,0.0120940649
JPN,6.85,0.014467368452
JPN,7.0,0.014467368452
JPN,7.3,0.014467368452
JPN,7.5,0.014467368452
JPN,10.0,0.02486435666
JPN,10.27,0.025673623293829998
JPN,15.0,0.039850775805
JPN,inf,1.0
KAZ,0.0,0.0
KAZ,2.15,0.000151407911
KAZ,3.2,0.002186998199
KAZ,3.22,0.0022487416242
KAZ,3.25,0.002341356762
KAZ,3.65,0.004762263586
KAZ,4.3,0.012851821618
KAZ,5.45,0.047604953252
KAZ,5.47,0.048391882685199984
KAZ,5.5,0.049572276835
KAZ,6.85,0.14287140016
KAZ,7.0,0.156601530578
KAZ,7.3,0.1855025448836
KAZ,7.5,0.204769887754
KAZ,10.0,0.463707728403
KAZ,10.27,0.48004501905826796
KAZ,15.0,0.766250147945
KAZ,inf,1.0
KEN,0.0,0.0
KEN,2.15,0.361460557542
KEN,3.2,0.633253481329
KEN,3.22,0.6370131332058
KEN,3.25,0.642652611021
KEN,3.65,0.701042740467
KEN,4.3,0.775736937307
KEN,5.45,0.860250703256
KEN,5.47,0.8616140344168
KEN,5.5,0.863659031158
KEN,6.85,0.912838571418
KEN,7.0,0.916725377692
KEN,7.3,0.922240302967
KEN,7.5,0.925916919817
KEN,10.0,0.95853559935
KEN,10.27,0.959849642311734
KEN,15.0,0.982869728271
KEN,inf,1.0
KGZ,0.0,0.0
KGZ,2.15,0.013309736024
KGZ,3.2,0.113309208222
KGZ,3.22,0.11651427847560002
KGZ,3.25,0.121321883856
KGZ,3.65,0.187142386983
KGZ,4.3,0.316112628375
KGZ,5.45,0.503225633734
KGZ,5.47,0.5059184932631999
KGZ,5.5,0.509957782557
KGZ,6.85,0.675909618693
KGZ,7.0,0.688907978221
KGZ,7.3,0.7183922858362
KGZ,7.5,0.738048490913
KGZ,10.0,0.881683918871
KGZ,10.27,0.8862115838388079
KGZ,15.0,0.965529566423
KGZ,inf,1.0
KIR,0.0,0.0
KIR,2.15,0.016780768103
KIR,3.2,0.122322897476
KIR,3.22,0.12565867303880002
KIR,3.25,0.130662336383
KIR,3.65,0.194613312293
KIR,4.3,0.320566135905
KIR,5.45,0.515864016787
KIR,5.47,0.5185895464882
KIR,5.5,0.52267784104
KIR,6.85,0.68878895316
KIR,7.0,0.704575505015
KIR,7.3,0.7288374196112
KIR,7.5,0.745012029342
KIR,10.0,0.896151395323
KIR,10.27,0.90037476627796
KIR,15.0,0.974361968563
KIR,inf,1.0
KOR,0.0,0.0
KOR,2.15,0.002266651427
KOR,3.2,0.002266651427
KOR,3.22,0.002266651427
KOR,3.25,0.002266651427
KOR,3.65,0.00496440888
KOR,4.3,0.00496440888
KOR,5.45,0.007370936883
KOR,5.47,0.007370936883
KOR,5.5,0.007370936883
KOR,6.85,0.012280632468
KOR,7.0,0.012280632468
KOR,7.3,0.013909988657399999
KOR,7.5,0.014996226117
KOR,10.0,0.027479205365
KOR,10.27,0.029908694942149996
KOR,15.0,0.07246975309
KOR,inf,1.0
LAO,0.0,0.0
LAO,2.15,0.071383628289
LAO,3.2,0.249812157741
LAO,3.22,0.252999815853
LAO,3.25,0.257781303021
LAO,3.65,0.324664764631
LAO,4.3,0.429809404706
LAO,5.45,0.580745573073
LAO,5.47,0.5827595607446
LAO,5.5,0.585780542252
LAO,6.85,0.705142422962
LAO,7.0,0.715683531133
LAO,7.3,0.7373830419213999
LAO,7.5,0.751849382447
LAO,10.0,0.857531764047
LAO,10.27,0.86204040745719
LAO,15.0,0.941025160532
LAO,inf,1.0
LBN,0.0,0.0
LBN,2.15,0.0
LBN,3.2,0.0
LBN,3.22,0.0
LBN,3.25,0.0
LBN,3.65,0.000611297583
LBN,4.3,0.000611297583
LBN,5.45,0.003137712618
LBN,5.47,0.003137712618
LBN,5.5,0.003137712618
LBN,6.85,0.016823138075
LBN,7.0,0.016823138075
LBN,7.3,0.0191988616316
LBN,7.5,0.020782677336
LBN,10.0,0.051450238662
LBN,10.27,0.05733729580482599
LBN,15.0,0.160469815381
LBN,inf,1.0
LBR,0.0,0.0
LBR,2.15,0.276177478999
LBR,3.2,0.520925883159
LBR,3.22,0.5233896264998
LBR,3.25,0.527085241511
LBR,3.65,0.605855035598
LBR,4.3,0.701434997431
LBR,5.45,0.810362951395
LBR,5.47,0.8118686405422
LBR,5.5,0.814127174263
LBR,6.85,0.889197405068
LBR,7.0,0.893988309183
LBR,7.3,0.9064801267122
LBR,7.5,0.914808005065
LBR,10.0,0.962543705433
LBR,10.27,0.964080048386544
LBR,15.0,0.990994500869
LBR,inf,1.0
LCA,0.0,0.0
LCA,2.15,0.051228049705
LCA,3.2,0.093658479669
LCA,3.22,0.09494661921740001
LCA,3.25,0.09687882854
LCA,3.65,0.11709935243
LCA,4.3,0.14902864477
LCA,5.45,0.186068490753
LCA,5.47,0.18758998891539996
LCA,5.5,0.189872236159
LCA,6.85,0.253433288606
LCA,7.0,0.257697917274
LCA,7.3,0.270684324135
LCA,7.5,0.279341928709
LCA,10.0,0.39714135698
LCA,10.27,0.406743597222716
LCA,15.0,0.574960620734
LCA,inf,1.0
LKA,0.0,0.0
LKA,2.15,0.009586125507
LKA,3.2,0.068020559236
LKA,3.22,0.06997633846640001
LKA,3.25,0.072910007312
LKA,3.65,0.112968158862
LKA,4.3,0.192130634702
LKA,5.45,0.340275823549
LKA,5.47,0.3426473433585999
LKA,5.5,0.346204623073
LKA,6.85,0.493454826298
LKA,7.0,0.508934782889
LKA,7.3,0.5370781383769999
LKA,7.5,0.555840375369
LKA,10.0,0.726492052306
LKA,10.27,0.734645734084864
LKA,15.0,0.877486159322
LKA,inf,1.0
LSO,0.0,0.0
LSO,2.15,0.323999109936
LSO,3.2,0.495415774489
LSO,3.22,0.4975514919754
LSO,3.25,0.500755068205
LSO,3.65,0.546500065039
LSO,4.3,0.613580477644
LSO,5.45,0.725676217017
LSO,5.47,0.7270178081834
LSO,5.5,0.729030194933
LSO,6.85,0.809862840754
LSO,7.0,0.817939334404
LSO,7.3,0.8301343718302
LSO,7.5,0.838264396781
LSO,10.0,0.912133425192
LSO,10.27,0.915094875447924
LSO,15.0,0.966975096598
LSO,inf,1.0
LTU,0.0,0.0
LTU,2.15,0.001894733336
LTU,3.2,0.005918772189
LTU,3.22,0.005918772189
LTU,3.25,0.005918772189
LTU,3.65,0.006386675091
LTU,4.3,0.007119764234
LTU,5.45,0.008795179025
LTU,5.47,0.008795179025
LTU,5.5,0.008795179025
LTU,6.85,0.016209344961
LTU,7.0,0.016686219646
LTU,7.3,0.0174003122644
LTU,7.5,0.01787637401
LTU,10.0,0.031795112375
LTU,10.27,0.03399323102813599
LTU,15.0,0.072501013359
LTU,inf,1.0
LUX,0.0,0.0
LUX,2.15,0.0
LUX,3.2,2.7626766e-05
LUX,3.22,2.7626766e-05
LUX,3.25,2.7626766e-05
LUX,3.65,2.7626766e-05
LUX,4.3,2.7626766e-05
LUX,5.45,2.7626766e-05
LUX,5.47,2.7626766e-05
LUX,5.5,2.7626766e-05
LUX,6.85,0.000196783398
LUX,7.0,0.000196783398
LUX,7.3,0.00026453779439999996
LUX,7.5,0.000309707392
LUX,10.0,0.000533372115
LUX,10.27,0.0007783858794359996
LUX,15.0,0.005070664049
LUX,inf,1.0
LVA,0.0,0.0
LVA,2.15,0.004550118181
LVA,3.2,0.006113613949
LVA,3.22,0.006201660950200001
LVA,3.25,0.006333731452
LVA,3.65,0.008214101146
LVA,4.3,0.011283734845
LVA,5.45,0.015202612395
LVA,5.47,0.0152639664538
LVA,5.5,0.015355997542
LVA,6.85,0.024609966921
LVA,7.0,0.025167324219
LVA,7.3,0.026961636471
LVA,7.5,0.028157844639
LVA,10.0,0.053112667245
LVA,10.27,0.057722759253527996
LVA,15.0,0.138484741477
LVA,inf,1.0
MAR,0.0,0.0
MAR,2.15,0.014431101154
MAR,3.2,0.065402740398
MAR,3.22,0.0668628193064
MAR,3.25,0.069052937669
MAR,3.65,0.097590743483
MAR,4.3,0.156165910677
MAR,5.45,0.276349514425
MAR,5.47,0.27843718271139994
MAR,5.5,0.281568685141
MAR,6.85,0.421039837069
MAR,7.0,0.434690486685
MAR,7.3,0.4624260715866
MAR,7.5,0.480916461521
MAR,10.0,0.657578463291
MAR,10.27,0.66715775863758
MAR,15.0,0.834972821561
MAR,inf,1.0
MDA,0.0,0.0
MDA,2.15,0.0
MDA,3.2,0.00235316805
MDA,3.22,0.00235316805
MDA,3.25,0.00235316805
MDA,3.65,0.003376432124
MDA,4.3,0.01153503642
MDA,5.45,0.051150731906
MDA,5.47,0.052204780942399984
MDA,5.5,0.053785854497
MDA,6.85,0.144166103128
MDA,7.0,0.155990716166
MDA,7.3,0.1760273414468
MDA,7.5,0.189385091634
MDA,10.0,0.440268419654
MDA,10.27,0.45888682678560794
MDA,15.0,0.785053736906
MDA,inf,1.0
MDG,0.0,0.0
MDG,2.15,0.80730057901
MDG,3.2,0.904040003235
MDG,3.22,0.905411844071
MDG,3.25,0.907469605325
MDG,3.65,0.92411589584
MDG,4.3,0.947931891358
MDG,5.45,0.970702209969
MDG,5.47,0.9708041489918
MDG,5.5,0.970957057526
MDG,6.85,0.981771179128
MDG,7.0,0.982836319696
MDG,7.3,0.9846605173942
MDG,7.5,0.985876649193
MDG,10.0,0.994111002669
MDG,10.27,0.9943665580393319
MDG,15.0,0.998843509527
MDG,inf,1.0
MDV,0.0,0.0
MDV,2.15,0.0
MDV,3.2,0.0
MDV,3.22,0.0
MDV,3.25,0.0
MDV,3.65,0.0
MDV,4.3,0.0
MDV,5.45,0.006625226515
MDV,5.47,0.006918393814199995
MDV,5.5,0.007358144763
MDV,6.85,0.038848696538
MDV,7.0,0.043106253843
MDV,7.3,0.05465886245999999
MDV,7.5,0.062360601538
MDV,10.0,0.171160144288
MDV,10.27,0.18657260522711797
MDV,15.0,0.456576087605
MDV,inf,1.0
MEX,0.0,0.0
MEX,2.15,0.031000052181
MEX,3.2,0.074600065904
MEX,3.22,0.07555333592920001
MEX,3.25,0.076983240967
MEX,3.65,0.099334936329
MEX,4.3,0.139760026433
MEX,5.45,0.219619463827
MEX,5.47,0.22107799622139998
MEX,5.5,0.223265794813
MEX,6.85,0.325474505586
MEX,7.0,0.336373451897
MEX,7.3,0.3569890236698
MEX,7.5,0.370732738185
MEX,10.0,0.525472056426
MEX,10.27,0.536135868499602
MEX,15.0,0.722950057789
MEX,inf,1.0
MHL,0.0,0.0
MHL,2.15,0.008543443744
MHL,3.2,0.038197139792
MHL,3.22,0.039660212501200005
MHL,3.25,0.041854821565
MHL,3.65,0.061115319253
MHL,4.3,0.097681176145
MHL,5.45,0.179101684161
MHL,5.47,0.18058512268779997
MHL,5.5,0.182810280478
MHL,6.85,0.315178297841
MHL,7.0,0.324101891275
MHL,7.3,0.3488792999956
MHL,7.5,0.365397572476
MHL,10.0,0.570188505961
MHL,10.27,0.58162153248082
MHL,15.0,0.781911219291
MHL,inf,1.0
MKD,0.0,0.0
MKD,2.15,0.026633504383
MKD,3.2,0.059882343048
MKD,3.22,0.0600504514924
MKD,3.25,0.060302614159
MKD,3.65,0.074564929859
MKD,4.3,0.08929279998
MKD,5.45,0.134395380237
MKD,5.47,0.1347875468714
MKD,5.5,0.135375796823
MKD,6.85,0.189797319125
MKD,7.0,0.19638957312
MKD,7.3,0.210811165974
MKD,7.5,0.22042556121
MKD,10.0,0.334113722995
MKD,10.27,0.34686058881290793
MKD,15.0,0.570166793697
MKD,inf,1.0
MLI,0.0,0.0
MLI,2.15,0.152188068547
MLI,3.2,0.394903828817
MLI,3.22,0.398550473197
MLI,3.25,0.404020439767
MLI,3.65,0.481579775018
MLI,4.3,0.579585016946
MLI,5.45,0.703911034358
MLI,5.47,0.7054288269736
MLI,5.5,0.707705515897
MLI,6.85,0.809580604049
MLI,7.0,0.818503245266
MLI,7.3,0.8329999820618
MLI,7.5,0.842664473259
MLI,10.0,0.920695201379
MLI,10.27,0.92363119750853
MLI,15.0,0.975065500074
MLI,inf,1.0
MLT,0.0,0.0
MLT,2.15,0.002556744991
MLT,3.2,0.004064703713
MLT,3.22,0.004113229885000001
MLT,3.25,0.004186019143
MLT,3.65,0.006846655775
MLT,4.3,0.006972924175
MLT,5.45,0.007544361354
MLT,5.47,0.007544361354
MLT,5.5,0.007544361354
MLT,6.85,0.008338294988
MLT,7.0,0.008338294988
MLT,7.3,0.008830559852
MLT,7.5,0.009158736428
MLT,10.0,0.011814977926
MLT,10.27,0.012592494350361999
MLT,15.0,0.026213430229
MLT,inf,1.0
MMR,0.0,0.0
MMR,2.15,0.019911567273
MMR,3.2,0.127575311334
MMR,3.22,0.13024402077720001
MMR,3.25,0.134247084942
MMR,3.65,0.196451505848
MMR,4.3,0.305219781147
MMR,5.45,0.497093525943
MMR,5.47,0.5002271846781999
MMR,5.5,0.504927672781
MMR,6.85,0.682046082293
MMR,7.0,0.69705613872
MMR,7.3,0.7234177734138
MMR,7.5,0.740992196543
MMR,10.0,0.871763652122
MMR,10.27,0.876502289473106
MMR,15.0,0.959516195661
MMR,inf,1.0
MNE,0.0,0.0
MNE,2.15,0.02839832998
MNE,3.2,0.052218107927
MNE,3.22,0.0529004641374
MNE,3.25,0.053923998453
MNE,3.65,0.063299568178
MNE,4.3,0.082016186115
MNE,5.45,0.126899843702
MNE,5.47,0.1278765652476
MNE,5.5,0.129341647566
MNE,6.85,0.184646094901
MNE,7.0,0.189310310484
MNE,7.3,0.19914494243699998
MNE,7.5,0.205701363739
MNE,10.0,0.305251067657
MNE,10.27,0.316721117635544
MNE,15.0,0.517659400593
MNE,inf,1.0
MNG,0.0,0.0
MNG,2.15,0.007115855819
MNG,3.2,0.041327428073
MNG,3.22,0.04252625579940001
MNG,3.25,0.044324497389
MNG,3.65,0.068761432285
MNG,4.3,0.120490704628
MNG,5.45,0.237471491545
MNG,5.47,0.23985486553899996
MNG,5.5,0.24342992653
MNG,6.85,0.383480886435
MNG,7.0,0.397945386952
MNG,7.3,0.4275402287146
MNG,7.5,0.447270123223
MNG,10.0,0.642113226381
MNG,10.27,0.6535334129992499
MNG,15.0,0.853598163756
MNG,inf,1.0
MOZ,0.0,0.0
MOZ,2.15,0.743807658951
MOZ,3.2,0.859615570866
MOZ,3.22,0.8611403325192
MOZ,3.25,0.863427474999
MOZ,3.65,0.88603569523
MOZ,4.3,0.913349871006
MOZ,5.45,0.941744330571
MOZ,5.47,0.9419990904302
MOZ,5.5,0.942381230219
MOZ,6.85,0.960835413081
MOZ,7.0,0.962620656125
MOZ,7.3,0.9655451945792001
MOZ,7.5,0.967494886882
MOZ,10.0,0.97996415159
MOZ,10.27,0.980530754105828
MOZ,15.0,0.990456790772
MOZ,inf,1.0
MRT,0.0,0.0
MRT,2.15,0.064908373034
MRT,3.2,0.196435064236
MRT,3.22,0.198970468098
MRT,3.25,0.202773573891
MRT,3.65,0.262180660492
MRT,4.3,0.361118581032
MRT,5.45,0.519189340002
MRT,5.47,0.5213074168067999
MRT,5.5,0.524484532014
MRT,6.85,0.667636026513
MRT,7.0,0.681180405027
MRT,7.3,0.7071244926089999
MRT,7.5,0.724420550997
MRT,10.0,0.868647844868
MRT,10.27,0.873781222345142
MRT,15.0,0.963710390741
MRT,inf,1.0
MUS,0.0,0.0
MUS,2.15,0.001253137091
MUS,3.2,0.010280135543
MUS,3.22,0.010808834409800003
MUS,3.25,0.01160188271
MUS,3.65,0.017868149142
MUS,4.3,0.028500125988
MUS,5.45,0.063109033576
MUS,5.47,0.06411326680799999
MUS,5.5,0.065619616656
MUS,6.85,0.135183044877
MUS,7.0,0.142983559879
MUS,7.3,0.1592818462456
MUS,7.5,0.17014737049
MUS,10.0,0.328347241022
MUS,10.27,0.343688438618984
MUS,15.0,0.612443492818
MUS,inf,1.0
MWI,0.0,0.0
MWI,2.15,0.700605987387
MWI,3.2,0.859044141184
MWI,3.22,0.8610568225232
MWI,3.25,0.864075844532
MWI,3.65,0.890599756742
MWI,4.3,0.925332947862
MWI,5.45,0.954908153053
MWI,5.47,0.9552733597798
MWI,5.5,0.95582116987
