iso3,pov_line,pov_headcount
MWI,6.85,0.972951589011
MWI,7.0,0.974351220611
MWI,7.3,0.9775322569525999
MWI,7.5,0.979652947847
MWI,10.0,0.991138335549
MWI,10.27,0.991456850137632
MWI,15.0,0.997036753857
MWI,inf,1.0
MYS,0.0,0.0
MYS,2.15,0.000110286496
MYS,3.2,0.000656242919
MYS,3.22,0.0006812072758000001
MYS,3.25,0.000718653811
MYS,3.65,0.001877397792
MYS,4.3,0.004739662565
MYS,5.45,0.013158169674
MYS,5.47,0.013354389405599998
MYS,5.5,0.013648719003
MYS,6.85,0.033909592025
MYS,7.0,0.036621488059
MYS,7.3,0.042308966233
MYS,7.5,0.046100618349
MYS,10.0,0.108109068442
MYS,10.27,0.11615777514933998
MYS,15.0,0.257159192652
MYS,inf,1.0
NAM,0.0,0.0
NAM,2.15,0.156170136674
NAM,3.2,0.285049995613
NAM,3.22,0.28649811302100003
NAM,3.25,0.288670289133
NAM,3.65,0.33252498808
NAM,4.3,0.389993935556
NAM,5.45,0.484493461687
NAM,5.47,0.48651711918659996
NAM,5.5,0.489552605436
NAM,6.85,0.573192089381
NAM,7.0,0.580407794437
NAM,7.3,0.5950815817384
NAM,7.5,0.604864106606
NAM,10.0,0.69404002139
NAM,10.27,0.6999336990372079
NAM,15.0,0.803182200042
NAM,inf,1.0
NER,0.0,0.0
NER,2.15,0.50905936535
NER,3.2,0.753952412828
NER,3.22,0.7570594166112
NER,3.25,0.761719922286
NER,3.65,0.811618122632
NER,4.3,0.866869469714
NER,5.45,0.916983224633
NER,5.47,0.9179091177209999
NER,5.5,0.919297957353
NER,6.85,0.949693145261
NER,7.0,0.951837336849
NER,7.3,0.9556993884402
NER,7.5,0.958274089501
NER,10.0,0.97580068968
NER,10.27,0.9765769333490399
NER,15.0,0.99017557244
NER,inf,1.0
NGA,0.0,0.0
NGA,2.15,0.308632983511
NGA,3.2,0.55068589667
NGA,3.22,0.5546904797796001
NGA,3.25,0.560697354444
NGA,3.65,0.634728418765
NGA,4.3,0.724036337028
NGA,5.45,0.834740500375
NGA,5.47,0.8363711452158
NGA,5.5,0.838817112477
NGA,6.85,0.908479055346
NGA,7.0,0.913224932378
NGA,7.3,0.9232426688996
NGA,7.5,0.929921159914
NGA,10.0,0.969269330778
NGA,10.27,0.970523711482848
NGA,15.0,0.99249860309
NGA,inf,1.0
NIC,0.0,0.0
NIC,2.15,0.039410286567
NIC,3.2,0.100655856007
NIC,3.22,0.1018988908162
NIC,3.25,0.10376344303
NIC,3.65,0.144412792946
NIC,4.3,0.20333328221
NIC,5.45,0.308348865349
NIC,5.47,0.3097979640614
NIC,5.5,0.31197161213
NIC,6.85,0.420858400486
NIC,7.0,0.431806877246
NIC,7.3,0.4506338273174
NIC,7.5,0.463185127365
NIC,10.0,0.628263882555
NIC,10.27,0.6378636539538419
NIC,15.0,0.806037426978
NIC,inf,1.0
NLD,0.0,0.0
NLD,2.15,0.0002796322
NLD,3.2,0.000485573855
NLD,3.22,0.000485573855
NLD,3.25,0.000485573855
NLD,3.65,0.001091892887
NLD,4.3,0.001195013302
NLD,5.45,0.001690187265
NLD,5.47,0.001690187265
NLD,5.5,0.001690187265
NLD,6.85,0.00244565687
NLD,7.0,0.00244565687
NLD,7.3,0.0026482763984
NLD,7.5,0.002783356084
NLD,10.0,0.005192817398
NLD,10.27,0.005633714627377999
NLD,15.0,0.013357580905
NLD,inf,1.0
NOR,0.0,0.0
NOR,2.15,0.001565339637
NOR,3.2,0.002247992793
NOR,3.22,0.002247992793
NOR,3.25,0.002247992793
NOR,3.65,0.002521357667
NOR,4.3,0.003050374767
NOR,5.45,0.003193772154
NOR,5.47,0.003193772154
NOR,5.5,0.003193772154
NOR,6.85,0.005196603925
NOR,7.0,0.005334592505
NOR,7.3,0.0055133067692
NOR,7.5,0.005632449612
NOR,10.0,0.007360652113
NOR,10.27,0.0076941336094719995
NOR,15.0,0.013536235381
NOR,inf,1.0
NPL,0.0,0.0
NPL,2.15,0.082404990953
NPL,3.2,0.315196919883
NPL,3.22,0.31963327030300004
NPL,3.25,0.326287795933
NPL,3.65,0.400310288084
NPL,4.3,0.52044389864
NPL,5.45,0.681436580383
NPL,5.47,0.6839822373338
NPL,5.5,0.68780072276
NPL,6.85,0.803964177007
NPL,7.0,0.813010604078
NPL,7.3,0.8278293049088
NPL,7.5,0.837708438796
NPL,10.0,0.919015389809
NPL,10.27,0.922066158198896
NPL,15.0,0.975511100733
NPL,inf,1.0
NRU,0.0,0.0
NRU,2.15,0.016715107913
NRU,3.2,0.153091751541
NRU,3.22,0.156671553457
NRU,3.25,0.162041256331
NRU,3.65,0.208560474321
NRU,4.3,0.296816034143
NRU,5.45,0.479399908727
NRU,5.47,0.4803097169806
NRU,5.5,0.481674429361
NRU,6.85,0.616524825541
NRU,7.0,0.62454088501
NRU,7.3,0.6625442481658
NRU,7.5,0.687879823603
NRU,10.0,0.832270301251
NRU,10.27,0.83852686701916
NRU,15.0,0.948132630291
NRU,inf,1.0
PAK,0.0,0.0
PAK,2.15,0.049324480598
PAK,3.2,0.282124753915
PAK,3.22,0.28743442310500006
PAK,3.25,0.29539892689
PAK,3.65,0.398376976155
PAK,4.3,0.547713296942
PAK,5.45,0.728563228666
PAK,5.47,0.7306839219368
PAK,5.5,0.733864961843
PAK,6.85,0.845319232383
PAK,7.0,0.854977846651
PAK,7.3,0.8692028820898
PAK,7.5,0.878686239049
PAK,10.0,0.944622294045
PAK,10.27,0.94666029370017
PAK,15.0,0.9823630284
PAK,inf,1.0
PAN,0.0,0.0
PAN,2.15,0.011082572996
PAN,3.2,0.031017625789
PAN,3.22,0.031525041350600004
PAN,3.25,0.032286164693
PAN,3.65,0.043202275791
PAN,4.3,0.057733181427
PAN,5.45,0.09084782112
PAN,5.47,0.09152061589999999
PAN,5.5,0.09252980807
PAN,6.85,0.128519411645
PAN,7.0,0.132515173859
PAN,7.3,0.14103612832159998
PAN,7.5,0.14671676463
PAN,10.0,0.229901699513
PAN,10.27,0.23855420218192397
PAN,15.0,0.390133230419
PAN,inf,1.0
PER,0.0,0.0
PER,2.15,0.02871748751
PER,3.2,0.075383262488
PER,3.22,0.07648590314880001
PER,3.25,0.07813986414
PER,3.65,0.102449657504
PER,4.3,0.141608593825
PER,5.45,0.229054185579
PER,5.47,0.23062669682619996
PER,5.5,0.232985463697
PER,6.85,0.337368841493
PER,7.0,0.348378150904
PER,7.3,0.37334179989099997
PER,7.5,0.389984232549
PER,10.0,0.552413772846
PER,10.27,0.5636276289081
PER,15.0,0.760077773996
PER,inf,1.0
PHL,0.0,0.0
PHL,2.15,0.067541309528
PHL,3.2,0.223280893724
PHL,3.22,0.22660840503680002
PHL,3.25,0.231599672006
PHL,3.65,0.299140031819
PHL,4.3,0.403252787648
PHL,5.45,0.558498613765
PHL,5.47,0.5609141952905999
PHL,5.5,0.564537567579
PHL,6.85,0.690688222411
PHL,7.0,0.701491565635
PHL,7.3,0.7213562995486
PHL,7.5,0.734599455491
PHL,10.0,0.849210248079
PHL,10.27,0.8542076183982
PHL,15.0,0.941754142879
PHL,inf,1.0
PNG,0.0,0.0
PNG,2.15,0.39683311918
PNG,3.2,0.606822216228
PNG,3.22,0.6109239317128
PNG,3.25,0.61707650494
PNG,3.65,0.67746760505
PNG,4.3,0.750522505401
PNG,5.45,0.840849409178
PNG,5.47,0.841734372724
PNG,5.5,0.843061818043
PNG,6.85,0.902028205983
PNG,7.0,0.907273392667
PNG,7.3,0.9153351280006
PNG,7.5,0.920709618223
PNG,10.0,0.95929276907
PNG,10.27,0.960843461914316
PNG,15.0,0.988009303224
PNG,inf,1.0
POL,0.0,0.0
POL,2.15,0.0
POL,3.2,0.000347096759
POL,3.22,0.000347096759
POL,3.25,0.000347096759
POL,3.65,0.000685932918
POL,4.3,0.001777744087
POL,5.45,0.007634303066
POL,5.47,0.007764233052799998
POL,5.5,0.007959128033
POL,6.85,0.026306651359
POL,7.0,0.029210610144
POL,7.3,0.036807276763199996
POL,7.5,0.041871721176
POL,10.0,0.131708150876
POL,10.27,0.14574766334617997
POL,15.0,0.391699122546
POL,inf,1.0
PRT,0.0,0.0
PRT,2.15,0.004722897288
PRT,3.2,0.008188937361
PRT,3.22,0.008188937361
PRT,3.25,0.008188937361
PRT,3.65,0.009679607928
PRT,4.3,0.012728987048
PRT,5.45,0.01505931147
PRT,5.47,0.01505931147
PRT,5.5,0.01505931147
PRT,6.85,0.026080828492
PRT,7.0,0.026962562703
PRT,7.3,0.0283839499062
PRT,7.5,0.029331541375
PRT,10.0,0.053302743982
PRT,10.27,0.057150260566156
PRT,15.0,0.124553051096
PRT,inf,1.0
PRY,0.0,0.0
PRY,2.15,0.013295584114
PRY,3.2,0.039514374429
PRY,3.22,0.0399768437722
PRY,3.25,0.040670547787
PRY,3.65,0.056085601055
PRY,4.3,0.076434388663
PRY,5.45,0.127952081187
PRY,5.47,0.12900391228859998
PRY,5.5,0.130581658941
PRY,6.85,0.199048279588
PRY,7.0,0.208456554977
PRY,7.3,0.2225749468562
PRY,7.5,0.231987208109
PRY,10.0,0.371170414629
PRY,10.27,0.382379178450384
PRY,15.0,0.578740115025
PRY,inf,1.0
PSE,0.0,0.0
PSE,2.15,0.00502717341
PSE,3.2,0.018818127398
PSE,3.22,0.019827564065600007
PSE,3.25,0.021341719067
PSE,3.65,0.030861824806
PSE,4.3,0.053597470554
PSE,5.45,0.109801604476
PSE,5.47,0.11196936697799996
PSE,5.5,0.115221010731
PSE,6.85,0.205315591036
PSE,7.0,0.218780956931
PSE,7.3,0.2362757212928
PSE,7.5,0.247938897534
PSE,10.0,0.415297704199
PSE,10.27,0.42881660208198397
PSE,15.0,0.665647664995
PSE,inf,1.0
ROU,0.0,0.0
ROU,2.15,0.014093622224
ROU,3.2,0.031903964056
ROU,3.22,0.032646883725200006
ROU,3.25,0.033761263229
ROU,3.65,0.038979117847
ROU,4.3,0.051204181375
ROU,5.45,0.073970111618
ROU,5.47,0.07466388699479999
ROU,5.5,0.07570455006
ROU,6.85,0.099825053626
ROU,7.0,0.102948352633
ROU,7.3,0.1094836278292
ROU,7.5,0.11384047796
ROU,10.0,0.161123364302
ROU,10.27,0.169142084790548
ROU,15.0,0.309618188164
ROU,inf,1.0
RUS,0.0,0.0
RUS,2.15,0.000101642723
RUS,3.2,0.00139979532
RUS,3.22,0.0014896828380000003
RUS,3.25,0.001624514115
RUS,3.65,0.002869680111
RUS,4.3,0.005817266053
RUS,5.45,0.015611584036
RUS,5.47,0.015870903126799996
RUS,5.5,0.016259881763
RUS,6.85,0.040793879929
RUS,7.0,0.044518205338
RUS,7.3,0.052442371801599996
RUS,7.5,0.057725149444
RUS,10.0,0.151962575467
RUS,10.27,0.16508759132579798
RUS,15.0,0.395018424704
RUS,inf,1.0
RWA,0.0,0.0
RWA,2.15,0.520053934004
RWA,3.2,0.72838937643
RWA,3.22,0.7306558964452
RWA,3.25,0.734055676468
RWA,3.65,0.780406431615
RWA,4.3,0.83171899528
RWA,5.45,0.885712780948
RWA,5.47,0.8862687184576
RWA,5.5,0.887102624722
RWA,6.85,0.921876197946
RWA,7.0,0.924873990319
RWA,7.3,0.931244743033
RWA,7.5,0.935491911509
RWA,10.0,0.968330529709
RWA,10.27,0.9693302111027621
RWA,15.0,0.986843148112
RWA,inf,1.0
SDN,0.0,0.0
SDN,2.15,0.152630599415
SDN,3.2,0.408046346235
SDN,3.22,0.41191539268940003
SDN,3.25,0.417718962371
SDN,3.65,0.497229745982
SDN,4.3,0.6111767555
SDN,5.45,0.764599530168
SDN,5.47,0.7663302682484
SDN,5.5,0.768926375369
SDN,6.85,0.862109464849
SDN,7.0,0.870010402762
SDN,7.3,0.8818451613082
SDN,7.5,0.889735000339
SDN,10.0,0.947760412394
SDN,10.27,0.949685844631592
SDN,15.0,0.983416564942
SDN,inf,1.0
SEN,0.0,0.0
SEN,2.15,0.092225657019
SEN,3.2,0.294080107175
SEN,3.22,0.2972083752806
SEN,3.25,0.301900777439
SEN,3.65,0.375541333266
SEN,4.3,0.476857209569
SEN,5.45,0.617456649471
SEN,5.47,0.6199009173894
SEN,5.5,0.623567319267
SEN,6.85,0.744352108411
SEN,7.0,0.755888933326
SEN,7.3,0.776383310533
SEN,7.5,0.790046228671
SEN,10.0,0.88073353815
SEN,10.27,0.884453455684284
SEN,15.0,0.949620899896
SEN,inf,1.0
SLB,0.0,0.0
SLB,2.15,0.265648855951
SLB,3.2,0.525807887937
SLB,3.22,0.5291685200946
SLB,3.25,0.534209468331
SLB,3.65,0.610224073068
SLB,4.3,0.701078559538
SLB,5.45,0.810249508033
SLB,5.47,0.8117031358002
SLB,5.5,0.813883577451
SLB,6.85,0.884857983891
SLB,7.0,0.889907680742
SLB,7.3,0.9002015953136
SLB,7.5,0.907064205028
SLB,10.0,0.955882351646
SLB,10.27,0.957334738710824
SLB,15.0,0.982778408402
SLB,inf,1.0
SLE,0.0,0.0
SLE,2.15,0.260620341212
SLE,3.2,0.557542171368
SLE,3.22,0.56216318381
SLE,3.25,0.569094702473
SLE,3.65,0.64280605271
SLE,4.3,0.735528041405
SLE,5.45,0.836392087227
SLE,5.47,0.8377055374142
SLE,5.5,0.839675712695
SLE,6.85,0.89943931054
SLE,7.0,0.905008619355
SLE,7.3,0.9143421468276
SLE,7.5,0.920564498476
SLE,10.0,0.960408845596
SLE,10.27,0.961652641296988
SLE,15.0,0.983442099318
SLE,inf,1.0
SLV,0.0,0.0
SLV,2.15,0.033633981754
SLV,3.2,0.066650407141
SLV,3.22,0.067523806031
SLV,3.25,0.068833904366
SLV,3.65,0.086418217328
SLV,4.3,0.117664325
SLV,5.45,0.184085223095
SLV,5.47,0.18520419034219998
SLV,5.5,0.186882641213
SLV,6.85,0.274883079999
SLV,7.0,0.283011841529
SLV,7.3,0.3041651782298
SLV,7.5,0.318267402697
SLV,10.0,0.477555848782
SLV,10.27,0.490191752911696
SLV,15.0,0.711554073406
SLV,inf,1.0
SRB,0.0,0.0
SRB,2.15,0.015570310022
SRB,3.2,0.023750497645
SRB,3.22,0.023774881935399998
SRB,3.25,0.023811458371
SRB,3.65,0.028151916091
SRB,4.3,0.03883970613
SRB,5.45,0.063431541821
SRB,5.47,0.0634859788382
SRB,5.5,0.063567634364
SRB,6.85,0.10116098595
SRB,7.0,0.104725850286
SRB,7.3,0.11542595154539999
SRB,7.5,0.122559352385
SRB,10.0,0.214628108747
SRB,10.27,0.22683920914225397
SRB,15.0,0.440759597548
SRB,inf,1.0
SSD,0.0,0.0
SSD,2.15,0.673272654104
SSD,3.2,0.818132281869
SSD,3.22,0.8203961420902
SSD,3.25,0.823791932422
SSD,3.65,0.864544225598
SSD,4.3,0.902613111365
SSD,5.45,0.938152077423
SSD,5.47,0.9385440606574
SSD,5.5,0.939132035509
SSD,6.85,0.966494902334
SSD,7.0,0.968724254898
SSD,7.3,0.9723265723728
SSD,7.5,0.974728117356
SSD,10.0,0.988033570464
SSD,10.27,0.98846828779098
SSD,15.0,0.996083891334
SSD,inf,1.0
STP,0.0,0.0
STP,2.15,0.155518994776
STP,3.2,0.369163643296
STP,3.22,0.372468575692
STP,3.25,0.377425974286
STP,3.65,0.448431554896
STP,4.3,0.552830081903
STP,5.45,0.691102561963
STP,5.47,0.6922552311778
STP,5.5,0.693984235
STP,6.85,0.797261860061
STP,7.0,0.805139405629
STP,7.3,0.8171989630018
STP,7.5,0.825238667917
STP,10.0,0.900200447036
STP,10.27,0.903159581237648
STP,15.0,0.954999228548
STP,inf,1.0
SUR,0.0,0.0
SUR,2.15,0.184179456907
SUR,3.2,0.244391971665
SUR,3.22,0.244391971665
SUR,3.25,0.244391971665
SUR,3.65,0.280401416765
SUR,4.3,0.32054309327
SUR,5.45,0.383116883117
SUR,5.47,0.383116883117
SUR,5.5,0.383116883117
SUR,6.85,0.444510035419
SUR,7.0,0.451593860685
SUR,7.3,0.4622195985834
SUR,7.5,0.469303423849
SUR,10.0,0.61334120425
SUR,10.27,0.620481700117786
SUR,15.0,0.745572609209
SUR,inf,1.0
SVK,0.0,0.0
SVK,2.15,0.001181162619
SVK,3.2,0.003992066517
SVK,3.22,0.003992066517
SVK,3.25,0.003992066517
SVK,3.65,0.005207377677
SVK,4.3,0.008422516748
SVK,5.45,0.012303551055
SVK,5.47,0.012303551055
SVK,5.5,0.012303551055
SVK,6.85,0.019777718737
SVK,7.0,0.023675817644
SVK,7.3,0.0255307848302
SVK,7.5,0.026767429621
SVK,10.0,0.050153263559
SVK,10.27,0.054687029349337994
SVK,15.0,0.134111889306
SVK,inf,1.0
SVN,0.0,0.0
SVN,2.15,0.0
SVN,3.2,0.0
SVN,3.22,0.0
SVN,3.25,0.0
SVN,3.65,0.0
SVN,4.3,0.0
SVN,5.45,0.0
SVN,5.47,0.0
SVN,5.5,0.0
SVN,6.85,0.000298948843
SVN,7.0,0.000298948843
SVN,7.3,0.0007567980561999998
SVN,7.5,0.001062030865
SVN,10.0,0.003316990774
SVN,10.27,0.003914872644621999
SVN,15.0,0.014388877267
SVN,inf,1.0
SWE,0.0,0.0
SWE,2.15,0.003890895303
SWE,3.2,0.004606360002
SWE,3.22,0.004606360002
SWE,3.25,0.004606360002
SWE,3.65,0.005130697594
SWE,4.3,0.005365101718
SWE,5.45,0.006870949873
SWE,5.47,0.006870949873
SWE,5.5,0.006870949873
SWE,6.85,0.008759729604
SWE,7.0,0.008759729604
SWE,7.3,0.0093160478772
SWE,7.5,0.009686926726
SWE,10.0,0.012485429642
SWE,10.27,0.013070324215135999
SWE,15.0,0.023316810626
SWE,inf,1.0
SWZ,0.0,0.0
SWZ,2.15,0.360798469645
SWZ,3.2,0.527199587689
SWZ,3.22,0.5301613415562
SWZ,3.25,0.534603972357
SWZ,3.65,0.580488887071
SWZ,4.3,0.646800481144
SWZ,5.45,0.723365342102
SWZ,5.47,0.7251551241312
SWZ,5.5,0.727839797175
SWZ,6.85,0.781359461834
SWZ,7.0,0.786685750506
SWZ,7.3,0.7945512970866
SWZ,7.5,0.799794994807
SWZ,10.0,0.856387089589
SWZ,10.27,0.860005345719478
SWZ,15.0,0.923391832746
SWZ,inf,1.0
SYC,0.0,0.0
SYC,2.15,0.005110040076
SYC,3.2,0.008936068791
SYC,3.22,0.009024067225400001
SYC,3.25,0.009156064877
SYC,3.65,0.011610659113
SYC,4.3,0.022432630154
SYC,5.45,0.040143533134
SYC,5.47,0.040143533134
SYC,5.5,0.040143533134
SYC,6.85,0.067085529806
SYC,7.0,0.069713420679
SYC,7.3,0.07452356668379999
SYC,7.5,0.077730330687
SYC,10.0,0.151642822194
SYC,10.27,0.16158036146011198
SYC,15.0,0.335671327122
SYC,inf,1.0
SYR,0.0,0.0
SYR,2.15,0.010981211338
SYR,3.2,0.075385467639
SYR,3.22,0.07710737697340002
SYR,3.25,0.079690240975
SYR,3.65,0.119160280676
SYR,4.3,0.195988366725
SYR,5.45,0.334514356938
SYR,5.47,0.3370672144768
SYR,5.5,0.340896500785
SYR,6.85,0.489659311236
SYR,7.0,0.503745037393
SYR,7.3,0.5308581848398
SYR,7.5,0.548933616471
SYR,10.0,0.711614809344
SYR,10.27,0.720131612963214
SYR,15.0,0.869333394885
SYR,inf,1.0
TCD,0.0,0.0
TCD,2.15,0.308829425857
TCD,3.2,0.566507585576
TCD,3.22,0.5706704500576
TCD,3.25,0.57691474678
TCD,3.65,0.646448948227
TCD,4.3,0.73170384803
TCD,5.45,0.829245360654
TCD,5.47,0.8300349767767999
TCD,5.5,0.831219400961
TCD,6.85,0.894154571882
TCD,7.0,0.900211375212
TCD,7.3,0.9078752857968
TCD,7.5,0.91298455952
TCD,10.0,0.955260229452
TCD,10.27,0.9568304350286999
TCD,15.0,0.984338110502
TCD,inf,1.0
TGO,0.0,0.0
TGO,2.15,0.284347965949
TGO,3.2,0.49922255933
TGO,3.22,0.5026262528492
TGO,3.25,0.507731793128
TGO,3.65,0.569054324731
TGO,4.3,0.655283891171
TGO,5.45,0.75810950874
TGO,5.47,0.7599560387556
TGO,5.5,0.762725833779
TGO,6.85,0.840037076234
TGO,7.0,0.844724743657
TGO,7.3,0.8541028356922
TGO,7.5,0.860354897049
TGO,10.0,0.919249329923
TGO,10.27,0.921944269392542
TGO,15.0,0.969155616396
TGO,inf,1.0
THA,0.0,0.0
THA,2.15,0.000139610218
THA,3.2,0.002258218698
THA,3.22,0.0023568551808000006
THA,3.25,0.002504809905
THA,3.65,0.005598229806
THA,4.3,0.015083080488
THA,5.45,0.049789847095
THA,5.47,0.050756947200199985
THA,5.5,0.052207597358
THA,6.85,0.121647542058
THA,7.0,0.130397378583
THA,7.3,0.14995241055419997
THA,7.5,0.162989098535
THA,10.0,0.331276480478
THA,10.27,0.34510003932527
THA,15.0,0.587268310983
THA,inf,1.0
TJK,0.0,0.0
TJK,2.15,0.06114529141
TJK,3.2,0.190253287105
TJK,3.22,0.1927161287786
TJK,3.25,0.196410391289
TJK,3.65,0.25712526414
TJK,4.3,0.356771523641
TJK,5.45,0.514966135617
TJK,5.47,0.5186679007641999
TJK,5.5,0.524220548485
TJK,6.85,0.663741842001
TJK,7.0,0.680959318231
TJK,7.3,0.7043570152498
TJK,7.5,0.719955479929
TJK,10.0,0.852891661993
TJK,10.27,0.857970268355272
TJK,15.0,0.946939927961
TJK,inf,1.0
TKM,0.0,0.0
TKM,2.15,0.431151055409
TKM,3.2,0.652292216359
TKM,3.22,0.6548977572562
TKM,3.25,0.658806068602
TKM,3.65,0.711329155673
TKM,4.3,0.783723614776
TKM,5.45,0.858344327177
TKM,5.47,0.859498680739
TKM,5.5,0.861230211082
TKM,6.85,0.912516490765
TKM,7.0,0.917958443272
TKM,7.3,0.9234993403696
TKM,7.5,0.927193271768
TKM,10.0,0.969574538259
TKM,10.27,0.970741094987196
TKM,15.0,0.991177440633
TKM,inf,1.0
TLS,0.0,0.0
TLS,2.15,0.244430771691
TLS,3.2,0.595422795291
TLS,3.22,0.5995006701694
TLS,3.25,0.605617482487
TLS,3.65,0.692255703674
TLS,4.3,0.787639488895
TLS,5.45,0.891552578007
TLS,5.47,0.8924082205038
TLS,5.5,0.893691684249
TLS,6.85,0.9460995123
TLS,7.0,0.949408711292
TLS,7.3,0.9556501402058
TLS,7.5,0.959811092815
TLS,10.0,0.984090834313
TLS,10.27,0.984710117315662
TLS,15.0,0.995559038066
TLS,inf,1.0
TON,0.0,0.0
TON,2.15,0.017910178443
TON,3.2,0.084233353508
TON,3.22,0.08916920686400003
TON,3.25,0.096572986898
TON,3.65,0.138863601664
TON,4.3,0.205556838737
TON,5.45,0.333708387363
TON,5.47,0.3346941290606
TON,5.5,0.336172741607
TON,6.85,0.478615815495
TON,7.0,0.497041563248
TON,7.3,0.5301542792528
TON,7.5,0.552229423256
TON,10.0,0.75621415662
TON,10.27,0.764592513061518
TON,15.0,0.911368905537
TON,inf,1.0
TTO,0.0,0.0
TTO,2.15,0.020847802734
TTO,3.2,0.067957519531
TTO,3.22,0.0690315234374
TTO,3.25,0.070642529297
TTO,3.65,0.094319433594
TTO,4.3,0.135326855469
TTO,5.45,0.211727587891
TTO,5.47,0.21309450195339996
TTO,5.5,0.215144873047
TTO,6.85,0.301767586888
TTO,7.0,0.311398822698
TTO,7.3,0.3305369616372
TTO,7.5,0.34329572093
TTO,10.0,0.493123022364
TTO,10.27,0.504963935044554
TTO,15.0,0.712399183115
TTO,inf,1.0
TUN,0.0,0.0
TUN,2.15,0.001400615474
TUN,3.2,0.013529534361
TUN,3.22,0.0137915337118
TUN,3.25,0.014184532738
TUN,3.65,0.022110028179
TUN,4.3,0.041973130454
TUN,5.45,0.093265526521
TUN,5.47,0.09414136150739998
TUN,5.5,0.095455113987
TUN,6.85,0.179462661187
TUN,7.0,0.190349504976
TUN,7.3,0.2117283655866
TUN,7.5,0.225980939327
TUN,10.0,0.413872258375
TUN,10.27,0.428688929280052
TUN,15.0,0.688255052913
TUN,inf,1.0
TUR,0.0,0.0
TUR,2.15,0.003606097893
TUR,3.2,0.013671037748
TUR,3.22,0.0138138309732
TUR,3.25,0.014028020811
TUR,3.65,0.022122786245
TUR,4.3,0.037711983624
TUR,5.45,0.072846638801
TUR,5.47,0.07357717555659998
TUR,5.5,0.07467298069
TUR,6.85,0.12611529006
TUR,7.0,0.131683746217
TUR,7.3,0.143436487816
TUR,7.5,0.151271648882
TUR,10.0,0.250355220878
TUR,10.27,0.261690253630544
TUR,15.0,0.460263234814
TUR,inf,1.0
TUV,0.0,0.0
TUV,2.15,0.036253518625
TUV,3.2,0.138940913728
TUV,3.22,0.1411433799912
TUV,3.25,0.144447079386
TUV,3.65,0.195557066413
TUV,4.3,0.270315720954
TUV,5.45,0.412286066548
TUV,5.47,0.4169624274735999
TUV,5.5,0.423976968862
TUV,6.85,0.56600141571
TUV,7.0,0.578391001787
TUV,7.3,0.5949378808808
TUV,7.5,0.60596913361
TUV,10.0,0.763692916371
TUV,10.27,0.770477692742952
TUV,15.0,0.889336923259
TUV,inf,1.0
TWN,0.0,0.0
TWN,2.15,0.0
TWN,3.2,0.0
TWN,3.22,0.0
TWN,3.25,0.0
TWN,3.65,0.002476780914
TWN,4.3,0.002476780914
TWN,5.45,0.002476780914
TWN,5.47,0.002476780914
TWN,5.5,0.002476780914
TWN,6.85,0.002476780914
TWN,7.0,0.002476780914
TWN,7.3,0.002476780914
TWN,7.5,0.002476780914
TWN,10.0,0.007459850435
TWN,10.27,0.008946517315261998
TWN,15.0,0.034990718588
TWN,inf,1.0
TZA,0.0,0.0
TZA,2.15,0.449493228434
TZA,3.2,0.683327839159
TZA,3.22,0.6867962265558
TZA,3.25,0.691998807651
TZA,3.65,0.743379736373
TZA,4.3,0.809321982951
TZA,5.45,0.879521023564
TZA,5.47,0.8807002513544
TZA,5.5,0.88246909304
TZA,6.85,0.922667120014
TZA,7.0,0.926238955605
TZA,7.3,0.9316322257392
TZA,7.5,0.935227739162
TZA,10.0,0.965663293304
TZA,10.27,0.96674682985445
TZA,15.0,0.985728784979
TZA,inf,1.0
UGA,0.0,0.0
UGA,2.15,0.422077286299
UGA,3.2,0.652268255234
UGA,3.22,0.6563881695008
UGA,3.25,0.662568040901
UGA,3.65,0.719259405513
UGA,4.3,0.788350769114
UGA,5.45,0.86139256288
UGA,5.47,0.8624906073799999
UGA,5.5,0.86413767413
UGA,6.85,0.910646220199
UGA,7.0,0.915088411755
UGA,7.3,0.9209946284484
UGA,7.5,0.924932106244
UGA,10.0,0.963825801135
UGA,10.27,0.964967297342262
UGA,15.0,0.984964619788
UGA,inf,1.0
UKR,0.0,0.0
UKR,2.15,0.000288256089
UKR,3.2,0.000840351092
UKR,3.22,0.000840351092
UKR,3.25,0.000840351092
UKR,3.65,0.001834810581
UKR,4.3,0.007157914782
UKR,5.45,0.025305746391
UKR,5.47,0.02589755466099999
UKR,5.5,0.026785267066
UKR,6.85,0.070624209461
UKR,7.0,0.075980136748
UKR,7.3,0.09276405433239998
UKR,7.5,0.103953332722
UKR,10.0,0.272338732767
UKR,10.27,0.29343675971782196
UKR,15.0,0.66304293556
UKR,inf,1.0
URY,0.0,0.0
URY,2.15,0.001121549992
URY,3.2,0.003312990361
URY,3.22,0.003312990361
URY,3.25,0.003312990361
URY,3.65,0.007656067789
URY,4.3,0.012639950271
URY,5.45,0.034492249505
URY,5.47,0.035471241544199984
URY,5.5,0.036939729603
URY,6.85,0.067380510324
URY,7.0,0.071492672098
URY,7.3,0.07904547711639999
URY,7.5,0.084080680462
URY,10.0,0.170302270849
URY,10.27,0.17964930912994598
URY,15.0,0.343395572348
URY,inf,1.0
USA,0.0,0.0
USA,2.15,0.002487189622
USA,3.2,0.004962898746
USA,3.22,0.004962898746
USA,3.25,0.004962898746
USA,3.65,0.004962898746
