iso3,gdp_pc_pp,pop,urbanization_rate,prepare_scaleup,ew,finance_pre,borrowing_ability,avg_prod_k,tau_tax,reconstruction_share_sigma_h,pov_rate_2.15,rho,max_increased_spending,shareable,income_elasticity_eta,average_aid_cost_pc,dk,dw,dk_tot,dw_tot,axfin,c,dS_reco,dW_long_term,dW_reco,dc,dc_long_term,dc_npv_pre,diversified_share,dk_pub,dk_reco,fa,gamma_SP,help_fee,help_needed,help_received,income_share,k,lambda_h,liquidity,macro_multiplier_Gamma,n,v_ew,dWpc_currency,dWtot_currency,risk,resilience,risk_to_assets
AGO,5906.115676770329,35588987.0,0.68081,0.5611604077563926,0.5535284709605425,0.6770833333333334,0.446875,0.1718626068564378,0.1680934469756413,0.2115175515296616,0.311220062314,0.06,0.05,0.8,1.5,0.03173608938165439,2.417570684523612,1.0953454235396348e-05,86038891.66309193,389.8223403886156,0.01045708067787829,826.8561947478463,0.06777918275591527,5.912310019707841e-06,5.041144215688508e-06,2.4175706845236125,1.9739912354392057,3.6653998894330257,0.022257010726927547,1.9062120526832897,392.7226102140955,0.00016749687469742606,0.07,0.0317360893816544,0.1265552975778418,0.03173608938165439,0.028000000000000004,4811.1465889641995,0.0001731423934897719,23.875986791383323,0.21185077277681624,0.02791861231582713,0.07029832582356407,4.9716897709525485,176937402.62646323,0.000841786724650006,0.4862674052287898,0.00040933344635160016
ALB,15492.067404029098,2777689.0,0.63799,0.3020250449045197,0.2189508189873339,0.7407407407407408,0.5453703703703704,0.1620221696857466,0.1874846304575463,0.226379915453316,0.000212773636,0.06,0.05,0.8,1.5,1.7065329976507568,71.84150158715723,6.191582081695388e-05,199553348.70212916,171.9828944092238,0.0077214632967449294,3718.096176966984,3.1326217490657218,3.36302101835769e-05,2.828561063337698e-05,71.84150158715723,58.71065028088305,104.37390289070808,0.0476440011476381,55.5780285318173,1929.3359316918218,0.002229464649451716,0.08,1.7065329976507568,10.360487554736974,1.7065329976507568,0.047999999999999994,22948.07052749936,0.0034039875679942664,170.78075592884736,0.35029681576231003,0.046865580942824774,0.10991587293815887,119.38938128592704,331626571.1147254,0.007706484755861369,0.6017411332009768,0.004637308869988073
ARG,22461.44094261999,46234830.0,0.92347,0.4869371336118353,0.6375410621136512,0.5,0.3,0.3074152642375409,0.2087420721134342,0.1607878564150257,0.009588466405,0.06,0.05,0.8,1.5,0.17489533087062828,45.9563967678613,1.8193618113007677e-05,2124786191.974617,841.1788405398308,0.006686560237280634,2695.372913114399,1.6161790075723605,1.5007429611673744e-05,3.186188501333934e-06,45.9563967678613,40.183345250570824,94.17028475176556,0.02695960361248302,38.56716624299847,707.9588674302239,0.0011688562656028767,0.060000000000000005,0.17489533087062825,1.1972478498634218,0.17489533087062828,0.023999999999999997,8767.856468674485,0.004973455917826304,120.1762762100657,0.2198272192058405,0.023434577387776306,0.05194831232389154,61.24568480437537,2831683825.1638784,0.002726703285013354,0.7503613832492928,0.002046012848653011
ARM,16057.0064572714,2780469.0,0.63573,0.3740101200533297,0.3133509856523386,0.5,0.4416666666666666,0.469678089191154,0.3695482842639164,0.3118748350056252,0.005235208329,0.06,0.05,0.8,1.5,0.677865989500227,41.42754935208272,2.9862158820634934e-05,115188016.71943608,83.03080687385199,0.003918496967245487,2247.980904017996,3.267616381513394,1.7204246043917943e-05,1.265791277671699e-05,41.42754935208272,31.77495561472792,92.88408156332883,0.06361527254892677,28.50733923321453,465.72591980740697,0.0038299717065746666,0.07,0.677865989500227,4.10360799703578,0.677865989500227,0.028000000000000004,4786.216252687683,0.01508708205540601,85.27297369031457,0.31583181132334176,0.026212484488784167,0.06585230546660462,60.760043196080304,168941416.5453622,0.0037840205992173076,0.6818222498359787,0.0025800294383840332
AUS,51090.263327821376,26005540.0,0.86488,0.6790700317264603,0.9301463158373546,0.8333333333333334,0.9166666666666669,0.2309980310138752,0.4446686830942625,0.1275865326707433,0.004970939722,0.06,0.05,0.8,1.5,1.2527601291849904,35.40438352370899,3.7324837287766425e-06,920710111.901155,97.06525490805014,0.04343258742410413,16042.342684935915,2.5171113501054974,3.3231967393687617e-06,4.0928698940788106e-07,35.40438352370899,33.40437233867927,56.67641922736789,0.1445709431065188,30.887260988573768,2856.4698513718286,0.0004974181032462448,0.0628,1.2527601291849904,2.0125279423416806,1.2527601291849904,0.0628,69447.9628874945,0.002678695405021388,830.5544033168696,0.5166573810620627,0.06257135227568052,0.12801967510182846,43.10276541794791,1120910690.187061,0.0008436590968689753,0.8213947105344352,0.000692977119662435
AUT,55867.18380720709,9041851.0,0.59256,0.6743220859874698,0.8577375757241545,0.8333333333333334,0.8916666666666666,0.1818653202247265,0.4262241812069232,0.127813551756672,0.006835775451,0.06,0.05,0.8,1.5,3.276156812973993,88.45614091000684,7.926135236130705e-06,799807246.1432862,71.66693381094365,0.033670678066634846,5642.585564527916,5.705567414648061,6.976790482978695e-06,9.493447531520088e-07,88.45614091000684,82.8558147802583,129.79529392870808,0.046208993775580895,77.15024736561021,1225.009904212451,0.0009135521306787101,0.0505,3.276156812973993,5.448723440855267,3.276156812973993,0.020199999999999996,31026.17671997889,0.004725860362810181,299.3025457076769,0.15053043076321765,0.019804568396605222,0.041367396927768335,104.66383591941953,946354809.4718393,0.0018734403416611359,0.8451452226355342,0.001583329154647592
AZE,15094.2841004892,10141756.0,0.5717,0.4236035393738244,0.4612760789957857,0.7407407407407408,0.6203703703703705,0.6127220701287495,0.0220546563487747,0.1679504354220639,0.0,0.06,0.05,0.8,1.5,1.153431848842851,25.434155110886653,1.8646100927166517e-05,257946995.20076537,189.10420595469657,0.0030511271419055956,2113.199774068488,2.909192098460876,1.392378154313187e-05,4.722319384034647e-06,25.434155110886653,24.07166978388181,52.63203645196164,0.0031288083255858272,21.16247768542093,168.73450207529723,0.003577834602408649,0.07,1.153431848842851,4.389158979833228,1.153431848842851,0.028,3448.8716452215394,0.021097116312513712,84.37930597939781,0.2862953070582187,0.026394518627473315,0.05224426547438647,34.57855260031307,350687243.3055406,0.0022908375362560183,0.7355471296001088,0.0016850189741732995
BEL,53287.15361438369,11685814.0,0.98153,0.3576976268957179,0.6902337998079515,0.8181818181818182,0.8424242424242425,0.1700950073738132,0.4462501851080438,0.162855700732705,0.000547254789,0.06,0.05,0.8,1.5,1.4539810820922525,48.755287509458675,5.155134692562283e-06,569745221.3520573,60.241945162230024,0.02960536867715259,5541.863975895904,2.8795429178714596,3.8337612688365096e-06,1.321373423725774e-06,48.755287509458675,43.69475391555276,70.07168169900986,0.0486632070144372,40.815210997681284,1649.4588792298766,0.0004953836468526333,0.052000000000000005,1.4539810820922525,4.825161356229976,1.4539810820922527,0.0208,32580.991420381302,0.0016093738675598062,312.28052089480866,0.15017401323999371,0.020547187383918433,0.04372054886037532,63.41234311147481,741024846.9048759,0.0011900118285612096,0.7688611572631849,0.0009149538716644504
BEN,3435.1716165758994,13352864.0,0.49534,0.6048974177043009,0.3847971666493662,0.5,0.4166666666666667,0.4570694328380306,0.0862783874508708,0.192226818707776,0.200821865179,0.06,0.05,0.8,1.5,0.04559746720425399,2.861357909296002,2.114912282626354e-05,38207323.01815385,282.40136081839273,0.0051350524739877945,687.03432331518,0.13933326390088915,1.4378866567772282e-05,6.770256258491261e-06,2.8613579092960024,2.4506614451085875,6.969275537695918,0.016997107024265278,2.3113281812076987,150.32726314538758,0.0006803626970789726,0.10000000000000002,0.04559746720425399,0.18091318971988973,0.04559746720425399,0.04000000000000001,1503.129008319926,0.0026233465890006654,27.862080232459718,0.5008551841458562,0.03967640380370485,0.1153802799300318,4.258091774131288,56857720.35949381,0.0012395572185053324,0.6719812679189517,0.0008329592313493023
BFA,2158.8585157544,22673762.0,0.31877,0.5860386582748977,0.5325130244580834,0.8333333333333334,0.4666666666666667,0.5136741699207948,0.118263411751462,0.2855912927239073,0.312038230194,0.06,0.05,0.8,1.5,0.011205107726513905,0.49591275097893733,8.55064212006584e-06,11244207.688461693,193.8752243775483,0.007521228644658323,431.77170315087994,0.02915524072535983,4.728058783077881e-06,3.82258333698796e-06,0.49591275097893733,0.3834396280739534,1.2598784890672832,0.018984052718386213,0.3542843873485935,131.3733743620726,0.00019790448006667055,0.09999999999999998,0.011205107726513905,0.04097160620585047,0.011205107726513905,0.04000000000000001,840.5556059348991,0.0005066519125522748,17.45410832285797,0.5390197678220985,0.03990465366655427,0.11960548385957757,0.8576991929103203,19447267.36764069,0.0003972929150526581,0.578189597329829,0.00022971063057629034
