iso3,gdp_pc_pp,pop,urbanization_rate,prepare_scaleup,borrowing_ability,avg_prod_k,tau_tax,pov_rate_2.15,rho,max_increased_spending,shareable,income_elasticity,average_aid_cost_pc,dk,dw,dk_tot,dw_tot,axfin,c,dc,dc_npv_post,dc_npv_pre,diversified_share,fa,gamma_SP,help_fee,help_needed,help_received,income_share,k,macro_multiplier_Gamma,n,v_ew,dWpc_currency,dWtot_currency,risk,resilience,risk_to_assets
COD,1132.65423032115,99010212.0,0.46837,0.4,0.375,0.3277168959915325,0.0873836122121661,0.698637778178,0.06,0.05,0.8,1.5,0.01925723046847461,4.08933891744756,5.112071145774808e-06,404886313.15633357,506.14724790224653,0.00464846083459962,226.53084606423002,4.08933891744756,7.701829343553079,7.701829343553079,0.014803326941239366,0.0019339101527541635,0.1,0.01925723046847461,0.12838153645649739,0.01925723046847461,0.04000000000000001,691.2394473249345,0.42224072793776746,0.03902044603713927,0.12227268127924842,13.259148685445105,1312791122.2854412,0.011706263333061176,0.30841640096671735,0.0036104036059513766
COL,15616.752219973494,51874024.0,0.8205,0.5172414705972652,0.6916666666666667,0.3414650517486818,0.148514940624197,0.06613518166,0.06,0.05,0.8,1.5,1.08714356229431,68.44656909614065,2.2633352947141148e-06,3550598968.010858,117.40830939804707,0.0086830390006049,5934.365843589929,68.44656909614065,100.08891280058474,100.08891280058475,0.0494426326419002,0.004622526708349178,0.076,1.08714356229431,3.03876219203552,1.08714356229431,0.07599999999999998,17379.13093360318,0.6403133583739867,0.07406447678977096,0.16474351780702826,300.5500807869373,15590742103.943525,0.019245363988201092,0.22773764996810317,0.0043828939674536785
COM,3245.76869721125,836774.0,0.29864,0.2666666666666666,0.3333333333333333,0.2453295509724245,0.0440552689565226,0.186437217461,0.06,0.05,0.8,1.5,0.02850724135157981,11.38273307562244,3.1673530316887538e-06,9524775.086620891,2.6503586657383256,0.011164331929815797,1298.3074788845001,11.38273307562244,19.348543435729102,19.348543435729102,0.019405687411395783,0.001642529294257602,0.09999999999999999,0.02850724135157981,0.32070646520527296,0.02850724135157981,0.08000000000000002,5292.0957697037975,0.7166217941291101,0.07913935891373025,0.23832189265837075,39.85162299062492,33346801.976357177,0.012278023084289788,0.2856278420153735,0.0035069452377806325
CRI,22070.920974668297,5180829.0,0.82042,0.665176892969537,0.675,0.432619322553597,0.3283491382560658,0.008868735494,0.06,0.05,0.8,1.5,0.47315947695512406,47.69140235357923,5.167798075140675e-07,247081000.36409152,2.6773478133832986,0.019180891236215504,9711.20522885405,47.69140235357923,71.21652348931784,71.21652348931784,0.173223722503661,0.003617866283393162,0.08800000000000001,0.47315947695512406,1.0538204352937177,0.47315947695512406,0.08800000000000002,22447.460671733945,0.6949094932698607,0.08648385155947381,0.18234815401752635,115.30192462486752,597359554.8523278,0.005224155564564083,0.41362191055129605,0.002160825205632181
CZE,41052.6470916984,10672118.0,0.7437699999999999,0.5393701498150425,0.925,0.1901309840206049,0.3821570414408339,8.1421604e-05,0.06,0.05,0.8,1.5,1.7190004166269328,38.284125260347665,1.205476790823354e-07,408572702.305211,1.286499055792815,0.032863937354695685,4515.791180086825,38.284125260347665,49.333891549834895,49.333891549834895,0.047370910426932394,0.0007396058062017788,0.055,1.7190004166269328,3.4454610241651995,1.7190004166269328,0.022000000000000006,23750.948344102806,0.144120993024465,0.021649238185543533,0.03485101517520663,68.2033269592442,727873953.3016353,0.0016613624648101231,0.5613234275686413,0.0009325616731811045
DEU,53969.625548865006,83797985.0,0.77648,0.6063789838354662,0.9166666666666669,0.2180023453970511,0.3999677128297655,0.0,0.06,0.05,0.8,1.5,2.1362485035834573,52.100073966094634,1.2016592286169998e-07,4365881216.709688,10.069662201475891,0.029711707089623896,5612.841057081961,52.10007396609463,69.11908239552125,69.11908239552125,0.04732145457650889,0.0008152857397787141,0.052,2.1362485035834573,3.8432283689311957,2.1362485035834573,0.0208,25746.70032498597,0.14407058212689178,0.02043128378855601,0.035032252907162796,102.49606163306511,8588963435.286666,0.0018991434643226023,0.5083129355019745,0.0009653591892892114
DJI,4989.408723231809,1120849.0,0.7837999999999999,0.6,0.5,0.5545364212082405,0.1143461290790598,0.190792072931,0.06,0.05,0.8,1.5,0.13353526619652278,10.279796763108775,2.209346744323183e-06,11522099.922133707,2.4763440890278954,0.019638895764117138,1496.8226169695429,10.279796763108774,23.92270669503028,23.92270669503028,0.04489084298381389,0.0026291642282375953,0.10000000000000002,0.13353526619652278,0.4451175539884094,0.13353526619652278,0.06000000000000001,2699.232295163266,0.7588505012212575,0.05894051088379688,0.17705123224511088,52.979144744508304,59381621.40773739,0.010618321264767404,0.1940347812839005,0.002060323644211333
DNK,59935.1199155773,5903037.0,0.8836700000000001,0.6982914904907482,0.9166666666666669,0.2117268243790424,0.451933018728411,0.001649913074,0.06,0.05,0.8,1.5,0.8908777356298989,17.02379524519269,3.1283379259733125e-08,100492093.21279652,0.18466694525523722,0.040369108230101564,7192.214389869276,17.02379524519269,22.88014706675144,22.88014706675144,0.06058410074526651,0.00021333432961630707,0.060000000000000005,0.890877735629899,1.3917778376536565,0.8908777356298989,0.024,33969.311214876885,0.16647464606550083,0.023903413105686538,0.04474819676323475,31.238983409539692,184404874.90889895,0.0005212133295727435,0.5449535608125455,0.00028403705989362945
DOM,19338.0151125748,11228821.0,0.83848,0.5853167226634055,0.5416666666666666,0.2486250864217581,0.1770212695996403,0.008537285128,0.06,0.05,0.8,1.5,1.4684448505127832,82.03736039616338,1.0150640071756336e-06,921182835.2010077,11.397972040117907,0.010181294691521837,7928.586196155668,82.0373603961634,113.02640109934273,113.02640109934273,0.08048152616503301,0.0037725109618351794,0.082,1.4684448505127832,4.6316378870965025,1.4684448505127834,0.08199999999999999,31889.72726069129,0.6015106709256286,0.08027085960768666,0.1561267531892489,185.75546056372963,2085814816.4426792,0.009605714934152661,0.44164171619610465,0.004242284428809733
DZA,11198.233482802696,44903225.0,0.74772,0.8,1.0,0.2199790705924086,0.151718198652262,0.004554675293,0.06,0.05,0.8,1.5,1.7404925212506943,21.800941042424125,6.571738032372451e-07,978932560.8397049,29.509223150867744,0.01282540100284718,2687.5760358726475,21.80094104242412,32.292234747500245,32.292234747500245,0.0387749150766109,0.0010937727711366053,0.08,1.7404925212506943,2.175615651563368,1.7404925212506943,0.047999999999999994,12217.416996239434,0.36273184680043247,0.04754300871231132,0.11511294560322,52.988052911590884,2379334462.201071,0.004731822478336915,0.4114312537355996,0.001946819654716449
ECU,10859.217829113702,18001000.0,0.6456999999999999,0.563095812503476,0.4333333333333333,0.1806050261935844,0.1375467032858406,0.031807919477,0.06,0.05,0.8,1.5,1.2566023496612517,118.93597299553315,4.2310154272703085e-06,2140966449.8925922,76.16250870629281,0.010466866354872997,2606.2122789872883,118.93597299553315,163.86948165197194,163.86948165197194,0.03967826368336425,0.006039308508010452,0.08,1.2566023496612517,5.184935098831538,1.256602349661252,0.04800000000000001,14430.452650823665,0.347405604123287,0.04561094489712465,0.11153487854718423,325.7787570807554,5864343406.210678,0.030000204637882697,0.3650820392996061,0.010952535888603716
EGY,12780.759867658198,110990103.0,0.42967,0.6082203936160391,0.4666666666666667,0.7411056618723808,0.1255228522983458,0.014670147196,0.06,0.05,0.8,1.5,0.14886884442885762,5.437327530830281,2.4729073925724096e-07,603489542.6915885,27.446824621107318,0.0026027995535172917,2811.767170884804,5.437327530830281,12.763689172351926,12.763689172351926,0.023991764233223755,0.0007309654644464996,0.07333333333333335,0.1488688444288576,0.5244886064025164,0.14886884442885762,0.04400000000000001,3794.0165829808398,0.5303589745056868,0.043663480508554814,0.11078727053709715,24.31125259050611,2698308429.07929,0.0019021758363542926,0.2236547668857521,0.00042543069325552983
ESP,40223.0125356769,47778340.0,0.81304,0.6061794448483766,0.7666666666666666,0.166704778502992,0.3715476254287833,0.008863663023,0.06,0.05,0.8,1.5,0.8252976110728385,32.104272054361616,1.3191166726629176e-07,1533888825.6657877,6.302520488615758,0.03746168734803052,8446.832632492149,32.104272054361616,42.978796733422904,42.978796733422904,0.08777004804681073,0.00040397587761469066,0.07,0.8252976110728385,1.7758357760660686,0.8252976110728385,0.042,50669.40916957904,0.28922980100455287,0.04180986969136876,0.09272331039329576,72.4043065869948,3459357577.5776772,0.0018000717008148962,0.44340279698401464,0.0007981568269130974
ETH,2381.16578430493,123379924.0,0.22661,0.7333333333333333,0.5083333333333333,0.4834511165692108,0.0682099720618094,0.269846056657,0.06,0.05,0.8,1.5,0.02972748726237367,1.820568903186837,8.086312320562324e-07,224621652.9119553,99.76885995512431,0.02264398963771795,476.233156860986,1.820568903186837,4.211242195531659,4.211242195531659,0.012198857580374648,0.0006053653058367844,0.1,0.02972748726237367,0.07974586746985486,0.02972748726237367,0.04000000000000001,985.0699285597959,0.5293208062510895,0.039729130681039004,0.11886106778021804,6.393019012487765,788770199.8912956,0.002684827345759089,0.2847745172712047,0.0007645704113450743
FIN,49418.77939735638,5556106.0,0.85681,0.6963851362078851,0.8916666666666666,0.1999180459504058,0.4620472957000019,0.000276208987,0.06,0.05,0.8,1.5,0.6148325836807486,10.734505794133067,2.660978511077846e-08,59642052.049817495,0.14784678671270685,0.0620147774713875,4941.8779397356375,10.734505794133067,14.278063242560423,14.278063242560423,0.0518443433719772,0.00019680623214095612,0.09999999999999999,0.6148325836807486,0.9901587981950606,0.6148325836807486,0.019999999999999993,24719.519022117605,0.13652701085835894,0.019911220646712285,0.03252917310256625,19.890426275404288,110513316.77133141,0.00040248720259708216,0.5396820382581208,0.00021721511387040251
FRA,45904.4112972518,67971311.0,0.81509,0.5654372974328619,0.95,0.1766812468382362,0.4370087358381554,0.001148958258,0.06,0.05,0.8,1.5,48.98736587260946,1524.7998868955053,4.30010496140742e-06,103642647324.93921,292.2837716644667,0.03479306432257914,14873.02926030958,1524.7998868955053,1991.1049645809112,1991.1049645809112,0.16150214057709963,0.021324647443014915,0.0648,48.98736587260946,91.84948514335943,48.98736587260946,0.06480000000000001,84180.01076213176,0.43687870736422024,0.057264591728016706,0.11335300492353301,2877.555884375702,195591245936.78088,0.06268582480542509,0.5298941004672502,0.03321684874731837
GAB,13939.7868122861,2388992.0,0.90735,0.4267726317339799,0.5041666666666667,0.2729777731386862,0.0669335238055785,0.024686419565,0.06,0.05,0.8,1.5,0.16109092358585575,19.039410376410647,5.377928029477908e-07,45484999.073962025,1.2847827038998485,0.00789636151872899,1951.5701537200537,19.039410376410647,33.69773435314304,33.697734353143034,0.009704489017700869,0.0006487611351882098,0.07,0.16109092358585575,0.748687154514857,0.16109092358585575,0.028,7149.190687875381,0.26347971179882307,0.027670604939728703,0.08496550240260255,60.22636993555154,143880315.96507314,0.004320465638862559,0.31613079780144127,0.0013658322492873345
GBR,47587.16734595519,66971395.0,0.84398,0.642071262418551,0.8500000000000001,0.2116697162815504,0.3696609085723939,0.004993337475,0.06,0.05,0.8,1.5,13.400716256937113,407.4210232556893,1.3462417259784317e-06,27285554279.760956,90.1596863959833,0.038294144346458794,14942.37054662993,407.42102325568936,598.8363376566244,598.8363376566244,0.12939625499863563,0.005192731694389661,0.0628,13.400716256937113,24.55420365363726,13.400716256937113,0.0628,70592.85952249532,0.4781399422439644,0.06068650666194341,0.14142703882343746,950.3030933333978,63643123833.35285,0.01996973441232096,0.4287274513929763,0.008561573339588981
GEO,17078.3409616702,3712502.0,0.60297,0.4799341211716937,0.6416666666666667,0.2604396764340878,0.3799882950747853,0.054850259814,0.06,0.05,0.8,1.5,0.6453291615616291,113.46385035879271,2.122219277896048e-06,421234771.38471866,7.878743313627634,0.0046718995943997674,2049.4009154004248,113.46385035879271,186.33646317573044,186.33646317573044,0.058683539505857384,0.006395068752056733,0.060000000000000005,0.645329161561629,2.095512154452763,0.645329161561629,0.024,7869.004229542143,0.20005800644084054,0.02152439719975257,0.05467158064924952,322.29391162134965,1196516791.4820838,0.018871500009555404,0.35205086496358295,0.0066437279015242445
GHA,5480.32998341512,33475870.0,0.5861500000000001,0.5975740580549966,0.475,0.4015998812071467,0.0456888604329873,0.252085535489,0.06,0.05,0.8,1.5,0.016653045637773197,2.256165005802814,3.004837463950513e-07,75527086.43280426,10.058954831433706,0.02101227547580322,1096.065996683024,2.256165005802814,4.366931710971241,4.366931710971241,0.006733033471826842,0.00031108443095577193,0.1,0.016653045637773197,0.0586689515305515,0.016653045637773194,0.04000000000000001,2729.248807017623,0.4520869093303156,0.03985110605653439,0.11425804056904361,8.294566278244828,277667822.4369077,0.0015135158472840697,0.2720051814789079,0.00041168415271170645
GIN,2699.1288547588897,13859341.0,0.37668,0.491227769978424,0.6666666666666666,0.5326179953434279,0.0758330870991964,0.138200995171,0.06,0.05,0.8,1.5,0.044502117698384205,2.3764799039152655,1.0071907615396251e-06,32936445.3680089,13.95900021622735,0.0048919260418128245,809.738656427667,2.376479903915266,6.3136149642048265,6.3136149642048265,0.020139603067350104,0.0008068823671843978,0.09999999999999999,0.044502117698384205,0.13589047815946623,0.04450211769838421,0.060000000000000005,1520.2990952372043,0.8339216028269116,0.05959847991015989,0.18729895218480236,9.609931862377623,133187322.66745655,0.0035603827677341726,0.2472941471332444,0.0008804618200147224
GMB,2113.61484432613,2705992.0,0.63852,0.6666666666666667,0.8333333333333334,0.5058967226596787,0.081704904290294,0.172421335913,0.06,0.05,0.8,1.5,0.020438748741071898,0.6523237266062323,4.552979162944164e-07,1765182.7856066516,1.2320325191093604,0.01663535824885064,634.084453297839,0.6523237266062323,1.6072378062298713,1.6072378062298713,0.025017097544459608,0.000318044255254882,0.10000000000000002,0.020438748741071898,0.03678974773392941,0.020438748741071898,0.06000000000000001,1253.3871537341297,0.8031219787524354,0.05985212796497119,0.17116819977522787,3.0102758913707452,8145782.479842106,0.0014242310511073705,0.2166989837961972,0.000308629421465957
GRC,31704.4256099332,10426919.0,0.80357,0.5450174951544926,0.6666666666666667,0.1247032487295633,0.3655127941560092,0.008064955208,0.06,0.05,0.8,1.5,8.489630119209606,447.187300797405,1.920763398745202e-06,4662785763.243178,20.02764437688092,0.021162944062921584,7609.062146383968,447.187300797405,533.0726291463326,533.0726291463326,0.09752959805485305,0.005853449307546194,0.08,8.489630119209606,23.886641129188252,8.489630119209606,0.048,61017.35298721284,0.28950554075395185,0.04578285955737106,0.07750592306034476,738.0844135542474,7695946395.29264,0.02328016986130166,0.6058755510687096,0.014104885743689307
