iso3,income_cat,social
PLW,q2,0.19056453969692952
PLW,q3,0.20980574092981927
PLW,q4,0.1497416365402191
PLW,q5,0.1497416365402191
PRT,q1,0.5180267367246411
PRT,q2,0.364507788044364
PRT,q3,0.42047468525477016
PRT,q4,0.3318567071094374
PRT,q5,0.3318567071094374
QAT,q1,0.23765281334688143
QAT,q2,0.18746116775883795
QAT,q3,0.11497395428565806
QAT,q4,0.06854845141484942
QAT,q5,0.06854845141484942
SAU,q1,0.267940216145268
SAU,q2,0.2311306591844479
SAU,q3,0.16795755966053433
SAU,q4,0.07836262747024099
SAU,q5,0.07836262747024099
SDN,q1,0.02011251178023278
SDN,q2,0.04698176700551942
SDN,q3,0.06413755732577223
SDN,q4,0.06660531567522401
SDN,q5,0.06660531567522401
SGP,q1,0.31695166869320496
SGP,q2,0.18709376818553142
SGP,q3,0.2056864333815187
SMR,q1,0.5624568858934661
SMR,q2,0.35221009669666864
SMR,q3,0.40580039635276144
SMR,q4,0.31283663132442907
SMR,q5,0.31283663132442907
SOM,q1,0.03462888311268782
SOM,q2,0.08358257863396665
SOM,q3,0.10739384581327927
SOM,q4,0.08133293315826289
SOM,q5,0.08133293315826289
SUR,q1,0.09984684329377286
SUR,q2,0.2062496597190819
SUR,q3,0.15819996866777625
SUR,q4,0.17251700522914268
SUR,q5,0.17251700522914268
SVN,q1,0.6630509882269567
SVN,q2,0.4507892237517102
SVN,q3,0.40517621301204565
SVN,q4,0.3134923699505985
SVN,q5,0.3134923699505985
SWE,q1,0.5909524645201516
SWE,q2,0.37796949737246804
SWE,q3,0.4370813588044652
SWE,q4,0.3316730694676497
SWE,q5,0.3316730694676497
SYC,q1,0.2954775975981401
SYC,q2,0.2444709737693648
SYC,q3,0.27520144312372585
SYC,q4,0.19946852617921054
SYC,q5,0.19946852617921054
TJK,q1,0.48892169730111834
TJK,q2,0.37051578545722835
TJK,q3,0.30634378850630384
TJK,q4,0.16402375490182047
TJK,q5,0.16402375490182047
TON,q1,0.310932508048825
TON,q2,0.3352116046490917
TON,q3,0.38150727421481184
TON,q4,0.19780734331052138
TON,q5,0.19780734331052138
TTO,q1,0.2243118742397014
TTO,q2,0.2342345663590259
TTO,q3,0.19241083419580554
TTO,q4,0.18909367125842874
TTO,q5,0.18909367125842874
TUN,q1,0.2612908525281737
TUN,q2,0.16631916585401774
TUN,q3,0.09138474413522069
TUN,q4,0.10586076700209711
TUN,q5,0.10586076700209711
USA,q1,0.5537787710030062
USA,q2,0.3701600856928566
USA,q3,0.4276553189387057
USA,q4,0.28851266190050684
USA,q5,0.28851266190050684
UZB,q1,0.4741488075486758
UZB,q2,0.3134689209948266
UZB,q3,0.2396341482053104
UZB,q4,0.1918950570730156
UZB,q5,0.1918950570730156
VCT,q1,0.2591899546939833
VCT,q2,0.24518621858802134
VCT,q3,0.2051465578320296
VCT,q4,0.2086567363517035
VCT,q5,0.2086567363517035
VEN,q1,0.1476553416642292
VEN,q2,0.2658874286068652
VEN,q3,0.23084387877379553
VEN,q4,0.18233497010433405
VEN,q5,0.18233497010433405
VUT,q1,0.17166873504421926
VUT,q2,0.1309939865378593
VUT,q3,0.13905969589695483
VUT,q4,0.12432104486841189
VUT,q5,0.12432104486841189
