iso3,income_cat,liquidity,axfin
AFG,q1,88.4718257321483,0.008149893884208425
AFG,q2,75.23729426444518,0.005354150546953299
AFG,q3,84.03515324623487,0.0033595052575174835
AFG,q4,83.88526299120855,0.0015152853981981378
AFG,q5,90.77257194033214,0.04841110565252067
AGO,q1,96.53288069041751,0.03469659877458524
AGO,q2,131.60122101768758,0.04569956286288792
AGO,q3,190.9932684224552,0.1512590152016139
AGO,q4,178.5137851325605,0.19012965686884892
AGO,q5,240.54411404681596,0.3251495004262276
ALB,q1,598.9652679599665,0.03074796480063802
ALB,q2,678.7348407618066,0.07669776033636684
ALB,q3,720.4247342451903,0.08270326171325665
ALB,q4,762.5312423455085,0.08562918840612765
ALB,q5,764.0038945677546,0.2068132807901691
ARE,q1,2314.6562073871487,0.13570775193690668
ARE,q2,2156.1633665840027,0.07482930986641939
ARE,q3,2677.251290007125,0.09061129055553956
ARE,q4,2959.6034273628343,0.1359282838742466
ARE,q5,3086.2801852148395,0.07790383544572033
ARG,q1,913.1867393620682,0.038359115226232296
ARG,q2,1130.0483128889375,0.065731900431188
ARG,q3,1102.266131109661,0.03710941164190975
ARG,q4,1223.0177537484954,0.1938859110476451
ARG,q5,1157.7884110946072,0.22212701475974445
ARM,q1,543.2227184880109,0.047900489940754874
ARM,q2,624.9898019922418,0.02074712368342986
ARM,q3,585.7730259712501,0.0669766165796398
ARM,q4,625.7056191194782,0.04166427020017039
ARM,q5,713.7952556141677,0.10260414011354017
AUS,q1,2346.7765042931705,0.5155466474380117
AUS,q2,2674.0921347535386,0.6296838891562465
AUS,q3,2792.040840793013,0.7270432805527772
AUS,q4,2744.290821420245,0.7461748339028289
AUS,q5,2833.5638747772878,0.8395599018246677
AUT,q1,2846.3950554053285,0.6638382115932856
AUT,q2,2993.0497184007427,0.6853923440884614
AUT,q3,3020.5975096899065,0.6872906804953757
AUT,q4,2929.838495572122,0.6233226173406197
AUT,q5,2872.9492834547277,0.6738866481292712
AZE,q1,613.5024178363168,0.009643101921256237
AZE,q2,674.9755652654667,0.0067766771503430506
AZE,q3,808.3951310844911,0.057411020517125586
AZE,q4,875.3448397277672,0.06672267606843715
AZE,q5,840.4712433338957,0.07738417733609501
BDI,q1,17.735689276402578,0.015666863071775807
BDI,q2,22.070856902370902,0.020802332873585613
BDI,q3,24.494413117314707,0.010306680257391157
BDI,q4,25.01145224040893,0.05420699503570036
BDI,q5,27.412890616120464,0.09917721769614847
BEL,q1,2962.5197821922316,0.36430091685960425
BEL,q2,2836.989926907787,0.558554926711214
BEL,q3,2934.67299847699,0.5929028848642192
BEL,q4,2962.242647590594,0.6486143192973283
BEL,q5,3010.9076047699177,0.6822970173784603
BEN,q1,104.78819035768001,0.029938850850414915
BEN,q2,133.35966502341893,0.07541337933357706
BEN,q3,135.11788173898563,0.014171451970580836
BEN,q4,136.36225708165736,0.03843542595849164
BEN,q5,144.9400550950856,0.09879351558632549
BFA,q1,85.7523425395726,0.047346154411433125
BFA,q2,80.4911703305286,0.05458032118410688
BFA,q3,92.36311764064058,0.03030353202839746
BFA,q4,86.89228808627048,0.0775577895636875
BFA,q5,106.09755220182387,0.16627363504529136
BGD,q1,311.8311322890929,0.04441587534430581
BGD,q2,323.4531148053826,0.037447901629920566
BGD,q3,309.0331717062391,0.08710262078059183
BGD,q4,358.9883681580465,0.04269621581890253
BGD,q5,339.3904657455076,0.08878526898686492
BGR,q1,1042.7539347178622,0.08587965242919905
BGR,q2,1066.3703437159472,0.10913519806265194
BGR,q3,1284.066255942325,0.21063395176329014
BGR,q4,1306.8323659902526,0.301832503731686
BGR,q5,1304.9577187248544,0.44770628659150385
BHR,q1,949.6164400710564,0.2632278875576436
BHR,q2,943.8680742743913,0.3122893769993821
BHR,q3,1362.47172205845,0.24640575044689775
BHR,q4,1552.0604294388838,0.29104071528586023
BHR,q5,1671.6446802802373,0.4220445295783989
BIH,q1,728.2889502064028,0.104724877497238
BIH,q2,730.2454116738621,0.09303330779900651
BIH,q3,689.9625365456211,0.16174180595034354
BIH,q4,788.6562388027822,0.2172428020827168
BIH,q5,852.9211048413212,0.35471461876718463
BLR,q1,420.13362939958296,0.132541551161787
BLR,q2,550.7164871015119,0.13618342264268055
BLR,q3,536.5831180975731,0.23935933029419998
BLR,q4,614.7360966462362,0.2960071291924628
BLR,q5,684.4105887511818,0.3048448514876219
BLZ,q1,271.1099740664511,0.12410178610219186
BLZ,q2,243.71340490890793,0.12970963696441162
BLZ,q3,347.97341883542026,0.253583969594534
BLZ,q4,346.83188357921387,0.2546641506197215
BLZ,q5,375.5767591867423,0.3580542071596932
BOL,q1,361.93254308679315,0.10692401740974351
BOL,q2,396.59262981948297,0.1048861766688999
BOL,q3,429.5238350213098,0.15615966706355738
BOL,q4,426.2522838502494,0.34569438033825106
BOL,q5,437.0815631727605,0.2869695743907149
BRA,q1,712.7508873800997,0.15712997788636734
BRA,q2,756.5787288682047,0.20768914510057523
BRA,q3,756.565565345958,0.10461875673369689
BRA,q4,809.5628959145505,0.2389113973101653
BRA,q5,755.6504338371518,0.4313477961126382
BTN,q1,373.2517527664723,0.17752568712701094
BTN,q2,400.7333648102255,0.1698421353731918
BTN,q3,408.5665397130148,0.15795607052415894
BTN,q4,426.1072602338704,0.3013630112575361
BTN,q5,411.6004385826188,0.30995130941386406
BWA,q1,497.38755162397774,0.08017449025928734
BWA,q2,588.8611657121803,0.11388976896393081
BWA,q3,697.2357249012458,0.10785519179711348
BWA,q4,801.5351566337617,0.25933746117562584
