iso3,hazard,rp,income_cat,fa
ABW,Earthquake,10.0,q1,0.009983144592848978
ABW,Earthquake,10.0,q2,0.009983144592848978
ABW,Earthquake,10.0,q3,0.009983144592848978
ABW,Earthquake,10.0,q4,0.009983144592848978
ABW,Earthquake,10.0,q5,0.009983144592848978
ABW,Earthquake,25.0,q1,0.024745719476716662
ABW,Earthquake,25.0,q2,0.024745719476716662
ABW,Earthquake,25.0,q3,0.024745719476716662
ABW,Earthquake,25.0,q4,0.024745719476716662
ABW,Earthquake,25.0,q5,0.024745719476716662
ABW,Earthquake,50.0,q1,0.04933396692767365
ABW,Earthquake,50.0,q2,0.04933396692767365
ABW,Earthquake,50.0,q3,0.04933396692767365
ABW,Earthquake,50.0,q4,0.04933396692767365
ABW,Earthquake,50.0,q5,0.04933396692767365
ABW,Earthquake,100.0,q1,0.09743508812494751
ABW,Earthquake,100.0,q2,0.09743508812494751
ABW,Earthquake,100.0,q3,0.09743508812494751
ABW,Earthquake,100.0,q4,0.09743508812494751
ABW,Earthquake,100.0,q5,0.09743508812494751
ABW,Earthquake,250.0,q1,0.23572617923642075
ABW,Earthquake,250.0,q2,0.23572617923642075
ABW,Earthquake,250.0,q3,0.23572617923642075
ABW,Earthquake,250.0,q4,0.23572617923642075
ABW,Earthquake,250.0,q5,0.23572617923642075
ABW,Earthquake,500.0,q1,0.39176936788045436
ABW,Earthquake,500.0,q2,0.39176936788045436
ABW,Earthquake,500.0,q3,0.39176936788045436
ABW,Earthquake,500.0,q4,0.39176936788045436
ABW,Earthquake,500.0,q5,0.39176936788045436
ABW,Earthquake,1000.0,q1,0.5162741719898412
ABW,Earthquake,1000.0,q2,0.5162741719898412
ABW,Earthquake,1000.0,q3,0.5162741719898412
ABW,Earthquake,1000.0,q4,0.5162741719898412
ABW,Earthquake,1000.0,q5,0.5162741719898412
ABW,Earthquake,2500.0,q1,0.7279940703875128
ABW,Earthquake,2500.0,q2,0.7279940703875128
ABW,Earthquake,2500.0,q3,0.7279940703875128
ABW,Earthquake,2500.0,q4,0.7279940703875128
ABW,Earthquake,2500.0,q5,0.7279940703875128
ABW,Earthquake,5000.0,q1,0.9282990728704174
ABW,Earthquake,5000.0,q2,0.9282990728704174
ABW,Earthquake,5000.0,q3,0.9282990728704174
ABW,Earthquake,5000.0,q4,0.9282990728704174
ABW,Earthquake,5000.0,q5,0.9282990728704174
ABW,Storm surge,10.0,q1,0.02349636530234977
ABW,Storm surge,10.0,q2,0.02349636530234977
ABW,Storm surge,10.0,q3,0.02349636530234977
ABW,Storm surge,10.0,q4,0.02349636530234977
ABW,Storm surge,10.0,q5,0.02349636530234977
ABW,Storm surge,25.0,q1,0.03420639305250757
ABW,Storm surge,25.0,q2,0.03420639305250757
ABW,Storm surge,25.0,q3,0.03420639305250757
ABW,Storm surge,25.0,q4,0.03420639305250757
ABW,Storm surge,25.0,q5,0.03420639305250757
ABW,Storm surge,50.0,q1,0.04370323556156385
ABW,Storm surge,50.0,q2,0.04370323556156385
ABW,Storm surge,50.0,q3,0.04370323556156385
ABW,Storm surge,50.0,q4,0.04370323556156385
ABW,Storm surge,50.0,q5,0.04370323556156385
ABW,Storm surge,100.0,q1,0.054239893420690036
ABW,Storm surge,100.0,q2,0.054239893420690036
ABW,Storm surge,100.0,q3,0.054239893420690036
ABW,Storm surge,100.0,q4,0.054239893420690036
ABW,Storm surge,100.0,q5,0.054239893420690036
ABW,Storm surge,250.0,q1,0.07015786173144554
ABW,Storm surge,250.0,q2,0.07015786173144554
ABW,Storm surge,250.0,q3,0.07015786173144554
ABW,Storm surge,250.0,q4,0.07015786173144554
ABW,Storm surge,250.0,q5,0.07015786173144554
ABW,Storm surge,500.0,q1,0.08363265186854918
ABW,Storm surge,500.0,q2,0.08363265186854918
ABW,Storm surge,500.0,q3,0.08363265186854918
ABW,Storm surge,500.0,q4,0.08363265186854918
ABW,Storm surge,500.0,q5,0.08363265186854918
ABW,Storm surge,1000.0,q1,0.09858614478703723
ABW,Storm surge,1000.0,q2,0.09858614478703723
ABW,Storm surge,1000.0,q3,0.09858614478703723
ABW,Storm surge,1000.0,q4,0.09858614478703723
ABW,Storm surge,1000.0,q5,0.09858614478703723
ABW,Storm surge,2500.0,q1,0.12078339812369669
ABW,Storm surge,2500.0,q2,0.12078339812369669
ABW,Storm surge,2500.0,q3,0.12078339812369669
ABW,Storm surge,2500.0,q4,0.12078339812369669
ABW,Storm surge,2500.0,q5,0.12078339812369669
ABW,Storm surge,5000.0,q1,0.13953912138461758
ABW,Storm surge,5000.0,q2,0.13953912138461758
ABW,Storm surge,5000.0,q3,0.13953912138461758
ABW,Storm surge,5000.0,q4,0.13953912138461758
ABW,Storm surge,5000.0,q5,0.13953912138461758
ABW,Wind,10.0,q1,0.0037237585819037636
ABW,Wind,10.0,q2,0.0037237585819037636
ABW,Wind,10.0,q3,0.0037237585819037636
ABW,Wind,10.0,q4,0.0037237585819037636
ABW,Wind,10.0,q5,0.0037237585819037636
ABW,Wind,25.0,q1,0.005263835484288166
ABW,Wind,25.0,q2,0.005263835484288166
ABW,Wind,25.0,q3,0.005263835484288166
ABW,Wind,25.0,q4,0.005263835484288166
ABW,Wind,25.0,q5,0.005263835484288166
ABW,Wind,50.0,q1,0.006632455590149311
ABW,Wind,50.0,q2,0.006632455590149311
ABW,Wind,50.0,q3,0.006632455590149311
ABW,Wind,50.0,q4,0.006632455590149311
ABW,Wind,50.0,q5,0.006632455590149311
ABW,Wind,100.0,q1,0.008043536707913123
ABW,Wind,100.0,q2,0.008043536707913123
ABW,Wind,100.0,q3,0.008043536707913123
ABW,Wind,100.0,q4,0.008043536707913123
ABW,Wind,100.0,q5,0.008043536707913123
ABW,Wind,250.0,q1,0.010143854409058286
ABW,Wind,250.0,q2,0.010143854409058286
ABW,Wind,250.0,q3,0.010143854409058286
ABW,Wind,250.0,q4,0.010143854409058286
ABW,Wind,250.0,q5,0.010143854409058286
ABW,Wind,500.0,q1,0.011879744025694151
ABW,Wind,500.0,q2,0.011879744025694151
ABW,Wind,500.0,q3,0.011879744025694151
ABW,Wind,500.0,q4,0.011879744025694151
ABW,Wind,500.0,q5,0.011879744025694151
ABW,Wind,1000.0,q1,0.013733782313885964
ABW,Wind,1000.0,q2,0.013733782313885964
ABW,Wind,1000.0,q3,0.013733782313885964
ABW,Wind,1000.0,q4,0.013733782313885964
ABW,Wind,1000.0,q5,0.013733782313885964
ABW,Wind,2500.0,q1,0.01635518736117137
ABW,Wind,2500.0,q2,0.01635518736117137
ABW,Wind,2500.0,q3,0.01635518736117137
ABW,Wind,2500.0,q4,0.01635518736117137
ABW,Wind,2500.0,q5,0.01635518736117137
ABW,Wind,5000.0,q1,0.018509179714326095
ABW,Wind,5000.0,q2,0.018509179714326095
ABW,Wind,5000.0,q3,0.018509179714326095
ABW,Wind,5000.0,q4,0.018509179714326095
ABW,Wind,5000.0,q5,0.018509179714326095
AFG,Earthquake,10.0,q1,0.004420284412457256
AFG,Earthquake,10.0,q2,0.004420284412457256
AFG,Earthquake,10.0,q3,0.004420284412457256
AFG,Earthquake,10.0,q4,0.004420284412457256
AFG,Earthquake,10.0,q5,0.004420284412457256
AFG,Earthquake,25.0,q1,0.011010310141853615
AFG,Earthquake,25.0,q2,0.011010310141853615
AFG,Earthquake,25.0,q3,0.011010310141853615
AFG,Earthquake,25.0,q4,0.011010310141853615
AFG,Earthquake,25.0,q5,0.011010310141853615
AFG,Earthquake,50.0,q1,0.021920876927344308
AFG,Earthquake,50.0,q2,0.021920876927344308
AFG,Earthquake,50.0,q3,0.021920876927344308
AFG,Earthquake,50.0,q4,0.021920876927344308
AFG,Earthquake,50.0,q5,0.021920876927344308
AFG,Earthquake,100.0,q1,0.04344822727954909
AFG,Earthquake,100.0,q2,0.04344822727954909
AFG,Earthquake,100.0,q3,0.04344822727954909
AFG,Earthquake,100.0,q4,0.04344822727954909
AFG,Earthquake,100.0,q5,0.04344822727954909
AFG,Earthquake,250.0,q1,0.10577367520887047
AFG,Earthquake,250.0,q2,0.10577367520887047
AFG,Earthquake,250.0,q3,0.10577367520887047
AFG,Earthquake,250.0,q4,0.10577367520887047
AFG,Earthquake,250.0,q5,0.10577367520887047
AFG,Earthquake,500.0,q1,0.1772416931223937
AFG,Earthquake,500.0,q2,0.1772416931223937
AFG,Earthquake,500.0,q3,0.1772416931223937
AFG,Earthquake,500.0,q4,0.1772416931223937
AFG,Earthquake,500.0,q5,0.1772416931223937
AFG,Earthquake,1000.0,q1,0.2291854697107972
AFG,Earthquake,1000.0,q2,0.2291854697107972
AFG,Earthquake,1000.0,q3,0.2291854697107972
AFG,Earthquake,1000.0,q4,0.2291854697107972
AFG,Earthquake,1000.0,q5,0.2291854697107972
AFG,Earthquake,2500.0,q1,0.31612496052422345
AFG,Earthquake,2500.0,q2,0.31612496052422345
AFG,Earthquake,2500.0,q3,0.31612496052422345
AFG,Earthquake,2500.0,q4,0.31612496052422345
AFG,Earthquake,2500.0,q5,0.31612496052422345
AFG,Earthquake,5000.0,q1,0.3976999712638916
AFG,Earthquake,5000.0,q2,0.3976999712638916
AFG,Earthquake,5000.0,q3,0.3976999712638916
AFG,Earthquake,5000.0,q4,0.3976999712638916
AFG,Earthquake,5000.0,q5,0.3976999712638916
AFG,Flood,10.0,q1,0.01466348925888035
AFG,Flood,10.0,q2,0.01466348925888035
AFG,Flood,10.0,q3,0.01466348925888035
AFG,Flood,10.0,q4,0.01466348925888035
AFG,Flood,10.0,q5,0.01466348925888035
AFG,Flood,25.0,q1,0.029782149345945037
AFG,Flood,25.0,q2,0.029782149345945037
AFG,Flood,25.0,q3,0.029782149345945037
AFG,Flood,25.0,q4,0.029782149345945037
AFG,Flood,25.0,q5,0.029782149345945037
AFG,Flood,50.0,q1,0.04107722769462708
AFG,Flood,50.0,q2,0.04107722769462708
AFG,Flood,50.0,q3,0.04107722769462708
AFG,Flood,50.0,q4,0.04107722769462708
AFG,Flood,50.0,q5,0.04107722769462708
AFG,Flood,100.0,q1,0.0453814916366376
AFG,Flood,100.0,q2,0.0453814916366376
AFG,Flood,100.0,q3,0.0453814916366376
AFG,Flood,100.0,q4,0.0453814916366376
AFG,Flood,100.0,q5,0.0453814916366376
AFG,Flood,250.0,q1,0.04742491395405697
AFG,Flood,250.0,q2,0.04742491395405697
AFG,Flood,250.0,q3,0.04742491395405697
AFG,Flood,250.0,q4,0.04742491395405697
AFG,Flood,250.0,q5,0.04742491395405697
AFG,Flood,500.0,q1,0.04910988353684031
AFG,Flood,500.0,q2,0.04910988353684031
AFG,Flood,500.0,q3,0.04910988353684031
AFG,Flood,500.0,q4,0.04910988353684031
AFG,Flood,500.0,q5,0.04910988353684031
AFG,Flood,1000.0,q1,0.051039241569717
AFG,Flood,1000.0,q2,0.051039241569717
AFG,Flood,1000.0,q3,0.051039241569717
AFG,Flood,1000.0,q4,0.051039241569717
AFG,Flood,1000.0,q5,0.051039241569717
AFG,Flood,2500.0,q1,0.0540292335998973
AFG,Flood,2500.0,q2,0.0540292335998973
AFG,Flood,2500.0,q3,0.0540292335998973
AFG,Flood,2500.0,q4,0.0540292335998973
AFG,Flood,2500.0,q5,0.0540292335998973
AFG,Flood,5000.0,q1,0.05668649503122955
AFG,Flood,5000.0,q2,0.05668649503122955
AFG,Flood,5000.0,q3,0.05668649503122955
AFG,Flood,5000.0,q4,0.05668649503122955
AFG,Flood,5000.0,q5,0.05668649503122955
AGO,Earthquake,10.0,q1,0.0001779007713898703
AGO,Earthquake,10.0,q2,0.0001779007713898703
AGO,Earthquake,10.0,q3,0.0001779007713898703
AGO,Earthquake,10.0,q4,0.0001779007713898703
AGO,Earthquake,10.0,q5,0.0001779007713898703
AGO,Earthquake,25.0,q1,0.0004382448939886333
AGO,Earthquake,25.0,q2,0.0004382448939886333
AGO,Earthquake,25.0,q3,0.0004382448939886333
AGO,Earthquake,25.0,q4,0.0004382448939886333
AGO,Earthquake,25.0,q5,0.0004382448939886333
AGO,Earthquake,50.0,q1,0.0008827493619689876
AGO,Earthquake,50.0,q2,0.0008827493619689876
AGO,Earthquake,50.0,q3,0.0008827493619689876
AGO,Earthquake,50.0,q4,0.0008827493619689876
AGO,Earthquake,50.0,q5,0.0008827493619689876
AGO,Earthquake,100.0,q1,0.0017647390326807442
AGO,Earthquake,100.0,q2,0.0017647390326807442
AGO,Earthquake,100.0,q3,0.0017647390326807442
AGO,Earthquake,100.0,q4,0.0017647390326807442
AGO,Earthquake,100.0,q5,0.0017647390326807442
AGO,Earthquake,250.0,q1,0.004406163026662627
AGO,Earthquake,250.0,q2,0.004406163026662627
AGO,Earthquake,250.0,q3,0.004406163026662627
AGO,Earthquake,250.0,q4,0.004406163026662627
AGO,Earthquake,250.0,q5,0.004406163026662627
AGO,Earthquake,500.0,q1,0.008216432011645574
AGO,Earthquake,500.0,q2,0.008216432011645574
AGO,Earthquake,500.0,q3,0.008216432011645574
AGO,Earthquake,500.0,q4,0.008216432011645574
AGO,Earthquake,500.0,q5,0.008216432011645574
AGO,Earthquake,1000.0,q1,0.012279810212573142
AGO,Earthquake,1000.0,q2,0.012279810212573142
AGO,Earthquake,1000.0,q3,0.012279810212573142
AGO,Earthquake,1000.0,q4,0.012279810212573142
AGO,Earthquake,1000.0,q5,0.012279810212573142
AGO,Earthquake,2500.0,q1,0.020789676472999025
AGO,Earthquake,2500.0,q2,0.020789676472999025
AGO,Earthquake,2500.0,q3,0.020789676472999025
AGO,Earthquake,2500.0,q4,0.020789676472999025
AGO,Earthquake,2500.0,q5,0.020789676472999025
AGO,Earthquake,5000.0,q1,0.030853768074053912
AGO,Earthquake,5000.0,q2,0.030853768074053912
AGO,Earthquake,5000.0,q3,0.030853768074053912
AGO,Earthquake,5000.0,q4,0.030853768074053912
AGO,Earthquake,5000.0,q5,0.030853768074053912
AGO,Flood,10.0,q1,0.0008298684148168775
AGO,Flood,10.0,q2,0.0008298684148168775
AGO,Flood,10.0,q3,0.0008298684148168775
AGO,Flood,10.0,q4,0.0008298684148168775
AGO,Flood,10.0,q5,0.0008298684148168775
AGO,Flood,25.0,q1,0.0017026794716792435
AGO,Flood,25.0,q2,0.0017026794716792435
AGO,Flood,25.0,q3,0.0017026794716792435
AGO,Flood,25.0,q4,0.0017026794716792435
AGO,Flood,25.0,q5,0.0017026794716792435
AGO,Flood,50.0,q1,0.0023638414231516225
AGO,Flood,50.0,q2,0.0023638414231516225
AGO,Flood,50.0,q3,0.0023638414231516225
AGO,Flood,50.0,q4,0.0023638414231516225
AGO,Flood,50.0,q5,0.0023638414231516225
AGO,Flood,100.0,q1,0.0026228844038326074
AGO,Flood,100.0,q2,0.0026228844038326074
AGO,Flood,100.0,q3,0.0026228844038326074
AGO,Flood,100.0,q4,0.0026228844038326074
AGO,Flood,100.0,q5,0.0026228844038326074
AGO,Flood,250.0,q1,0.0027685082777643764
AGO,Flood,250.0,q2,0.0027685082777643764
AGO,Flood,250.0,q3,0.0027685082777643764
AGO,Flood,250.0,q4,0.0027685082777643764
AGO,Flood,250.0,q5,0.0027685082777643764
AGO,Flood,500.0,q1,0.0028879501735900094
AGO,Flood,500.0,q2,0.0028879501735900094
AGO,Flood,500.0,q3,0.0028879501735900094
AGO,Flood,500.0,q4,0.0028879501735900094
AGO,Flood,500.0,q5,0.0028879501735900094
AGO,Flood,1000.0,q1,0.0030370432727133286
AGO,Flood,1000.0,q2,0.0030370432727133286
AGO,Flood,1000.0,q3,0.0030370432727133286
AGO,Flood,1000.0,q4,0.0030370432727133286
AGO,Flood,1000.0,q5,0.0030370432727133286
AGO,Flood,2500.0,q1,0.00327204035168836
AGO,Flood,2500.0,q2,0.00327204035168836
AGO,Flood,2500.0,q3,0.00327204035168836
AGO,Flood,2500.0,q4,0.00327204035168836
AGO,Flood,2500.0,q5,0.00327204035168836
AGO,Flood,5000.0,q1,0.0034872383961093534
AGO,Flood,5000.0,q2,0.0034872383961093534
AGO,Flood,5000.0,q3,0.0034872383961093534
AGO,Flood,5000.0,q4,0.0034872383961093534
AGO,Flood,5000.0,q5,0.0034872383961093534
AIA,Earthquake,10.0,q1,0.004751807359442344
AIA,Earthquake,10.0,q2,0.004751807359442344
AIA,Earthquake,10.0,q3,0.004751807359442344
AIA,Earthquake,10.0,q4,0.004751807359442344
AIA,Earthquake,10.0,q5,0.004751807359442344
AIA,Earthquake,25.0,q1,0.011342325990842372
AIA,Earthquake,25.0,q2,0.011342325990842372
AIA,Earthquake,25.0,q3,0.011342325990842372
AIA,Earthquake,25.0,q4,0.011342325990842372
AIA,Earthquake,25.0,q5,0.011342325990842372
AIA,Earthquake,50.0,q1,0.02364201584513111
AIA,Earthquake,50.0,q2,0.02364201584513111
AIA,Earthquake,50.0,q3,0.02364201584513111
AIA,Earthquake,50.0,q4,0.02364201584513111
AIA,Earthquake,50.0,q5,0.02364201584513111
AIA,Earthquake,100.0,q1,0.046995287376209456
AIA,Earthquake,100.0,q2,0.046995287376209456
AIA,Earthquake,100.0,q3,0.046995287376209456
AIA,Earthquake,100.0,q4,0.046995287376209456
AIA,Earthquake,100.0,q5,0.046995287376209456
AIA,Earthquake,250.0,q1,0.11538403782382749
AIA,Earthquake,250.0,q2,0.11538403782382749
AIA,Earthquake,250.0,q3,0.11538403782382749
AIA,Earthquake,250.0,q4,0.11538403782382749
AIA,Earthquake,250.0,q5,0.11538403782382749
AIA,Earthquake,500.0,q1,0.19743565276827113
AIA,Earthquake,500.0,q2,0.19743565276827113
AIA,Earthquake,500.0,q3,0.19743565276827113
AIA,Earthquake,500.0,q4,0.19743565276827113
AIA,Earthquake,500.0,q5,0.19743565276827113
AIA,Earthquake,1000.0,q1,0.2590540834163014
AIA,Earthquake,1000.0,q2,0.2590540834163014
AIA,Earthquake,1000.0,q3,0.2590540834163014
AIA,Earthquake,1000.0,q4,0.2590540834163014
AIA,Earthquake,1000.0,q5,0.2590540834163014
AIA,Earthquake,2500.0,q1,0.36403555719966374
AIA,Earthquake,2500.0,q2,0.36403555719966374
AIA,Earthquake,2500.0,q3,0.36403555719966374
AIA,Earthquake,2500.0,q4,0.36403555719966374
AIA,Earthquake,2500.0,q5,0.36403555719966374
AIA,Earthquake,5000.0,q1,0.46577452282073184
AIA,Earthquake,5000.0,q2,0.46577452282073184
AIA,Earthquake,5000.0,q3,0.46577452282073184
AIA,Earthquake,5000.0,q4,0.46577452282073184
AIA,Earthquake,5000.0,q5,0.46577452282073184
AIA,Storm surge,10.0,q1,0.0768436735429023
AIA,Storm surge,10.0,q2,0.0768436735429023
AIA,Storm surge,10.0,q3,0.0768436735429023
AIA,Storm surge,10.0,q4,0.0768436735429023
AIA,Storm surge,10.0,q5,0.0768436735429023
AIA,Storm surge,25.0,q1,0.10973408422131342
AIA,Storm surge,25.0,q2,0.10973408422131342
AIA,Storm surge,25.0,q3,0.10973408422131342
AIA,Storm surge,25.0,q4,0.10973408422131342
AIA,Storm surge,25.0,q5,0.10973408422131342
AIA,Storm surge,50.0,q1,0.13709818154981734
AIA,Storm surge,50.0,q2,0.13709818154981734
AIA,Storm surge,50.0,q3,0.13709818154981734
AIA,Storm surge,50.0,q4,0.13709818154981734
AIA,Storm surge,50.0,q5,0.13709818154981734
AIA,Storm surge,100.0,q1,0.16745139096098233
AIA,Storm surge,100.0,q2,0.16745139096098233
AIA,Storm surge,100.0,q3,0.16745139096098233
AIA,Storm surge,100.0,q4,0.16745139096098233
AIA,Storm surge,100.0,q5,0.16745139096098233
AIA,Storm surge,250.0,q1,0.21058528246304672
AIA,Storm surge,250.0,q2,0.21058528246304672
AIA,Storm surge,250.0,q3,0.21058528246304672
AIA,Storm surge,250.0,q4,0.21058528246304672
AIA,Storm surge,250.0,q5,0.21058528246304672
AIA,Storm surge,500.0,q1,0.246143049769347
AIA,Storm surge,500.0,q2,0.246143049769347
AIA,Storm surge,500.0,q3,0.246143049769347
AIA,Storm surge,500.0,q4,0.246143049769347
AIA,Storm surge,500.0,q5,0.246143049769347
AIA,Storm surge,1000.0,q1,0.28438570511158384
AIA,Storm surge,1000.0,q2,0.28438570511158384
AIA,Storm surge,1000.0,q3,0.28438570511158384
AIA,Storm surge,1000.0,q4,0.28438570511158384
AIA,Storm surge,1000.0,q5,0.28438570511158384
AIA,Storm surge,2500.0,q1,0.3385531751339984
AIA,Storm surge,2500.0,q2,0.3385531751339984
AIA,Storm surge,2500.0,q3,0.3385531751339984
AIA,Storm surge,2500.0,q4,0.3385531751339984
AIA,Storm surge,2500.0,q5,0.3385531751339984
AIA,Storm surge,5000.0,q1,0.38271849290965737
AIA,Storm surge,5000.0,q2,0.38271849290965737
AIA,Storm surge,5000.0,q3,0.38271849290965737
AIA,Storm surge,5000.0,q4,0.38271849290965737
AIA,Storm surge,5000.0,q5,0.38271849290965737
AIA,Wind,10.0,q1,0.02501591860809137
AIA,Wind,10.0,q2,0.02501591860809137
AIA,Wind,10.0,q3,0.02501591860809137
AIA,Wind,10.0,q4,0.02501591860809137
AIA,Wind,10.0,q5,0.02501591860809137
AIA,Wind,25.0,q1,0.03553849943342955
AIA,Wind,25.0,q2,0.03553849943342955
AIA,Wind,25.0,q3,0.03553849943342955
AIA,Wind,25.0,q4,0.03553849943342955
AIA,Wind,25.0,q5,0.03553849943342955
AIA,Wind,50.0,q1,0.045509050419965676
AIA,Wind,50.0,q2,0.045509050419965676
AIA,Wind,50.0,q3,0.045509050419965676
AIA,Wind,50.0,q4,0.045509050419965676
AIA,Wind,50.0,q5,0.045509050419965676
AIA,Wind,100.0,q1,0.05630297619163569
AIA,Wind,100.0,q2,0.05630297619163569
AIA,Wind,100.0,q3,0.05630297619163569
AIA,Wind,100.0,q4,0.05630297619163569
AIA,Wind,100.0,q5,0.05630297619163569
AIA,Wind,250.0,q1,0.07172442649074567
AIA,Wind,250.0,q2,0.07172442649074567
AIA,Wind,250.0,q3,0.07172442649074567
AIA,Wind,250.0,q4,0.07172442649074567
AIA,Wind,250.0,q5,0.07172442649074567
AIA,Wind,500.0,q1,0.08554755921474406
AIA,Wind,500.0,q2,0.08554755921474406
AIA,Wind,500.0,q3,0.08554755921474406
AIA,Wind,500.0,q4,0.08554755921474406
AIA,Wind,500.0,q5,0.08554755921474406
AIA,Wind,1000.0,q1,0.10006207600375958
AIA,Wind,1000.0,q2,0.10006207600375958
AIA,Wind,1000.0,q3,0.10006207600375958
AIA,Wind,1000.0,q4,0.10006207600375958
AIA,Wind,1000.0,q5,0.10006207600375958
AIA,Wind,2500.0,q1,0.12189685608759751
AIA,Wind,2500.0,q2,0.12189685608759751
AIA,Wind,2500.0,q3,0.12189685608759751
AIA,Wind,2500.0,q4,0.12189685608759751
AIA,Wind,2500.0,q5,0.12189685608759751
AIA,Wind,5000.0,q1,0.1404222105637745
AIA,Wind,5000.0,q2,0.1404222105637745
AIA,Wind,5000.0,q3,0.1404222105637745
AIA,Wind,5000.0,q4,0.1404222105637745
AIA,Wind,5000.0,q5,0.1404222105637745
ALB,Earthquake,10.0,q1,0.0039554094637977225
ALB,Earthquake,10.0,q2,0.0039554094637977225
ALB,Earthquake,10.0,q3,0.0039554094637977225
ALB,Earthquake,10.0,q4,0.0039554094637977225
ALB,Earthquake,10.0,q5,0.0039554094637977225
ALB,Earthquake,25.0,q1,0.009862172624152177
ALB,Earthquake,25.0,q2,0.009862172624152177
ALB,Earthquake,25.0,q3,0.009862172624152177
ALB,Earthquake,25.0,q4,0.009862172624152177
ALB,Earthquake,25.0,q5,0.009862172624152177
ALB,Earthquake,50.0,q1,0.01967956628381014
ALB,Earthquake,50.0,q2,0.01967956628381014
ALB,Earthquake,50.0,q3,0.01967956628381014
ALB,Earthquake,50.0,q4,0.01967956628381014
ALB,Earthquake,50.0,q5,0.01967956628381014
ALB,Earthquake,100.0,q1,0.039181242399818836
ALB,Earthquake,100.0,q2,0.039181242399818836
ALB,Earthquake,100.0,q3,0.039181242399818836
ALB,Earthquake,100.0,q4,0.039181242399818836
ALB,Earthquake,100.0,q5,0.039181242399818836
ALB,Earthquake,250.0,q1,0.0966182460741765
ALB,Earthquake,250.0,q2,0.0966182460741765
ALB,Earthquake,250.0,q3,0.0966182460741765
ALB,Earthquake,250.0,q4,0.0966182460741765
ALB,Earthquake,250.0,q5,0.0966182460741765
ALB,Earthquake,500.0,q1,0.16335235390661737
ALB,Earthquake,500.0,q2,0.16335235390661737
ALB,Earthquake,500.0,q3,0.16335235390661737
ALB,Earthquake,500.0,q4,0.16335235390661737
ALB,Earthquake,500.0,q5,0.16335235390661737
ALB,Earthquake,1000.0,q1,0.2118260020762758
ALB,Earthquake,1000.0,q2,0.2118260020762758
ALB,Earthquake,1000.0,q3,0.2118260020762758
ALB,Earthquake,1000.0,q4,0.2118260020762758
ALB,Earthquake,1000.0,q5,0.2118260020762758
ALB,Earthquake,2500.0,q1,0.29450410801052057
ALB,Earthquake,2500.0,q2,0.29450410801052057
ALB,Earthquake,2500.0,q3,0.29450410801052057
ALB,Earthquake,2500.0,q4,0.29450410801052057
ALB,Earthquake,2500.0,q5,0.29450410801052057
ALB,Earthquake,5000.0,q1,0.3742619971691063
ALB,Earthquake,5000.0,q2,0.3742619971691063
ALB,Earthquake,5000.0,q3,0.3742619971691063
ALB,Earthquake,5000.0,q4,0.3742619971691063
ALB,Earthquake,5000.0,q5,0.3742619971691063
ALB,Flood,10.0,q1,0.009841949549538896
ALB,Flood,10.0,q2,0.009841949549538896
ALB,Flood,10.0,q3,0.009841949549538896
ALB,Flood,10.0,q4,0.009841949549538896
ALB,Flood,10.0,q5,0.009841949549538896
ALB,Flood,25.0,q1,0.01996950528822266
ALB,Flood,25.0,q2,0.01996950528822266
ALB,Flood,25.0,q3,0.01996950528822266
ALB,Flood,25.0,q4,0.01996950528822266
ALB,Flood,25.0,q5,0.01996950528822266
ALB,Flood,50.0,q1,0.027621016749927382
ALB,Flood,50.0,q2,0.027621016749927382
ALB,Flood,50.0,q3,0.027621016749927382
ALB,Flood,50.0,q4,0.027621016749927382
ALB,Flood,50.0,q5,0.027621016749927382
ALB,Flood,100.0,q1,0.030659495876893254
ALB,Flood,100.0,q2,0.030659495876893254
ALB,Flood,100.0,q3,0.030659495876893254
ALB,Flood,100.0,q4,0.030659495876893254
ALB,Flood,100.0,q5,0.030659495876893254
ALB,Flood,250.0,q1,0.032354068009560005
ALB,Flood,250.0,q2,0.032354068009560005
ALB,Flood,250.0,q3,0.032354068009560005
ALB,Flood,250.0,q4,0.032354068009560005
ALB,Flood,250.0,q5,0.032354068009560005
ALB,Flood,500.0,q1,0.03381044936581184
ALB,Flood,500.0,q2,0.03381044936581184
ALB,Flood,500.0,q3,0.03381044936581184
ALB,Flood,500.0,q4,0.03381044936581184
ALB,Flood,500.0,q5,0.03381044936581184
ALB,Flood,1000.0,q1,0.03549098815417922
ALB,Flood,1000.0,q2,0.03549098815417922
ALB,Flood,1000.0,q3,0.03549098815417922
ALB,Flood,1000.0,q4,0.03549098815417922
ALB,Flood,1000.0,q5,0.03549098815417922
ALB,Flood,2500.0,q1,0.03817618032168886
ALB,Flood,2500.0,q2,0.03817618032168886
ALB,Flood,2500.0,q3,0.03817618032168886
ALB,Flood,2500.0,q4,0.03817618032168886
ALB,Flood,2500.0,q5,0.03817618032168886
ALB,Flood,5000.0,q1,0.04060798041631425
ALB,Flood,5000.0,q2,0.04060798041631425
ALB,Flood,5000.0,q3,0.04060798041631425
ALB,Flood,5000.0,q4,0.04060798041631425
ALB,Flood,5000.0,q5,0.04060798041631425
ALB,Tsunami,10.0,q1,8.515780419446719e-05
ALB,Tsunami,10.0,q2,8.515780419446719e-05
ALB,Tsunami,10.0,q3,8.515780419446719e-05
ALB,Tsunami,10.0,q4,8.515780419446719e-05
ALB,Tsunami,10.0,q5,8.515780419446719e-05
