iso3,income_cat,income_share,social
SLB,q5,0.446,0.08051742350885108
SLE,q1,0.07892107892107893,0.019833152438034345
SLE,q2,0.1168831168831169,0.021058314857264643
SLE,q3,0.15284715284715286,0.055035066561263585
SLE,q4,0.2097902097902098,0.028335896664625687
SLE,q5,0.4415584415584416,0.03459585430414539
SLV,q1,0.056,0.4399562498128836
SLV,q2,0.11000000000000001,0.39317579525446134
SLV,q3,0.15900000000000003,0.3712292384149387
SLV,q4,0.227,0.3337065856780211
SLV,q5,0.448,0.3091429841496004
SRB,q1,0.071,0.608730294288872
SRB,q2,0.129,0.4796146181618626
SRB,q3,0.171,0.41735244997948784
SRB,q4,0.226,0.3362294435335285
SRB,q5,0.40299999999999997,0.22211390439110815
STP,q1,0.064,0.034021331087507045
STP,q2,0.10400000000000001,0.028589459732183284
STP,q3,0.146,0.019947499285655715
STP,q4,0.207,0.027058277032691595
STP,q5,0.479,0.018003928681211236
SUR,q1,0.05905905905905905,0.2815802927885202
SUR,q2,0.1111111111111111,0.2489047870535545
SUR,q3,0.15315315315315314,0.15329626836483
SUR,q4,0.2202202202202202,0.1212713089953501
SUR,q5,0.45645645645645644,0.1212713089953501
SVK,q1,0.091,0.3222880846509949
SVK,q2,0.152,0.3262688097932131
SVK,q3,0.19,0.4023625360162823
SVK,q4,0.23399999999999999,0.32607700245055193
SVK,q5,0.33299999999999996,0.14542144832866316
SVN,q1,0.102,0.6503395675110486
SVN,q2,0.147,0.4617566138259107
SVN,q3,0.18100000000000002,0.4056197907669381
SVN,q4,0.22399999999999998,0.3272995926028813
SVN,q5,0.34600000000000003,0.3272995926028813
SWE,q1,0.078,0.6022484259348259
SWE,q2,0.13699999999999998,0.4095722518269233
SWE,q3,0.17600000000000002,0.40204218820691
SWE,q4,0.23199999999999998,0.3481763328586968
SWE,q5,0.377,0.3481763328586968
SWZ,q1,0.037000000000000005,0.35287138667046103
SWZ,q2,0.068,0.32283093772207483
SWZ,q3,0.107,0.2721354916511905
SWZ,q4,0.18600000000000003,0.2271709439317261
SWZ,q5,0.602,0.13143045168053885
SYR,q1,0.09190809190809192,0.04490774674615101
SYR,q2,0.1398601398601399,0.07579589525223163
SYR,q3,0.17882117882117884,0.10166283301874482
SYR,q4,0.2307692307692308,0.10084080344687815
SYR,q5,0.35864135864135865,0.16702628679182213
TCD,q1,0.06893106893106894,0.025863876723175912
TCD,q2,0.1098901098901099,0.04113201577186679
TCD,q3,0.15884115884115887,0.028060108912694573
TCD,q4,0.21378621378621382,0.026473324621050894
TCD,q5,0.44855144855144863,0.028445978801586322
TGO,q1,0.068,0.10271448406328286
TGO,q2,0.11,0.04873293066549224
TGO,q3,0.154,0.05472369489906184
TGO,q4,0.21600000000000003,0.06029629374850923
TGO,q5,0.452,0.05801660020029982
THA,q1,0.076,0.32932705821100805
THA,q2,0.115,0.6006308533446258
THA,q3,0.157,0.8543298923798541
THA,q4,0.225,0.8619022060115282
THA,q5,0.42700000000000005,0.7162471753284133
TJK,q1,0.07407407407407408,0.5042907839040498
TJK,q2,0.12012012012012012,0.3983347183414739
TJK,q3,0.16416416416416416,0.3416653646245224
TJK,q4,0.2242242242242242,0.3567956799933824
TJK,q5,0.41741741741741745,0.3567956799933824
TLS,q1,0.0940940940940941,0.0789315907013029
TLS,q2,0.13413413413413414,0.03018397907785958
TLS,q3,0.16916916916916916,0.029039883221588885
TLS,q4,0.2182182182182182,0.03491564669519834
TLS,q5,0.3843843843843844,0.11791115019
TON,q1,0.09300000000000001,0.3559646181268882
TON,q2,0.138,0.3391255906481893
TON,q3,0.17600000000000002,0.3994633405499895
TON,q4,0.22699999999999998,0.2958835861881795
TON,q5,0.366,0.2958835861881795
TUN,q1,0.07707707707707707,0.3068295118102815
TUN,q2,0.12312312312312314,0.2195710935245045
TUN,q3,0.16416416416416416,0.1955472603226971
TUN,q4,0.2192192192192192,0.2288283632923181
TUN,q5,0.41641641641641647,0.2288283632923181
TUR,q1,0.052000000000000005,0.24822430860080147
TUR,q2,0.095,0.25374202032655674
TUR,q3,0.142,0.2759172747711893
TUR,q4,0.21,0.281355015568515
TUR,q5,0.501,0.1982360479222779
TZA,q1,0.06893106893106894,0.04023313489010517
TZA,q2,0.1048951048951049,0.04520885798276256
TZA,q3,0.14185814185814186,0.041710830655090014
TZA,q4,0.2037962037962038,0.04485271564337942
TZA,q5,0.4805194805194806,0.05547072795330382
UGA,q1,0.061,0.05432723379014671
UGA,q2,0.1,0.04545648758715233
UGA,q3,0.141,0.05103444968263119
UGA,q4,0.203,0.05656886906107235
UGA,q5,0.495,0.061762764615524574
UKR,q1,0.1001001001001001,0.5823882691852463
UKR,q2,0.14314314314314316,0.4993750955995023
UKR,q3,0.1761761761761762,0.4184307870557256
UKR,q4,0.22122122122122123,0.4088792581681124
UKR,q5,0.35935935935935936,0.31780746936122606
URY,q1,0.05605605605605604,0.34197185626745197
URY,q2,0.1031031031031031,0.2758278104693491
URY,q3,0.15215215215215214,0.28212017410616563
URY,q4,0.2212212212212212,0.25759695286765955
URY,q5,0.4674674674674674,0.2556155891638686
USA,q1,0.052000000000000005,0.5005438194824388
USA,q2,0.10400000000000001,0.3364139907019837
USA,q3,0.153,0.3309869987257018
USA,q4,0.226,0.2963748794197892
USA,q5,0.465,0.2963748794197892
UZB,q1,0.07200000000000001,0.4254533101356391
UZB,q2,0.132,0.3244019849285227
UZB,q3,0.177,0.2422838430757057
UZB,q4,0.233,0.2821359653995346
UZB,q5,0.386,0.2821359653995346
VNM,q1,0.06806806806806807,0.04714113283804564
VNM,q2,0.11811811811811812,0.07362665860312445
VNM,q3,0.16116116116116116,0.10724992457852621
VNM,q4,0.22022022022022023,0.1374785814671475
VNM,q5,0.43243243243243246,0.11188198956524059
VUT,q1,0.07592407592407593,0.2909898790223461
VUT,q2,0.12387612387612389,0.2251303309377878
VUT,q3,0.17182817182817184,0.2526170899776426
VUT,q4,0.22977022977022982,0.1969877820815477
VUT,q5,0.3986013986013986,0.1969877820815477
WSM,q1,0.06806806806806807,0.22766987202365246
WSM,q2,0.11011011011011013,0.182090700379556
WSM,q3,0.14914914914914915,0.18264989074320986
WSM,q4,0.20820820820820826,0.14469986287283315
WSM,q5,0.4644644644644645,0.1294770333271088
ZAF,q1,0.023976023976023973,0.7023839332730568
ZAF,q2,0.047952047952047945,0.8237972313216297
ZAF,q3,0.08191808191808189,0.6351645853827784
ZAF,q4,0.16483516483516483,0.4758347609858659
ZAF,q5,0.6813186813186813,0.23203174046525743
ZMB,q1,0.03900000000000001,0.007057030900042887
ZMB,q2,0.07300000000000001,0.00906639852606753
ZMB,q3,0.11900000000000002,0.007351069164917915
ZMB,q4,0.20500000000000002,0.006028540403390214
ZMB,q5,0.5640000000000001,0.005289597101604877
ZWE,q1,0.06,0.07832340096054308
ZWE,q2,0.091,0.09953105073729758
ZWE,q3,0.132,0.11319226369969745
ZWE,q4,0.20600000000000002,0.11707799560507276
ZWE,q5,0.511,0.12376935594448747
