iso3,income_cat,income_share,social
PNG,q4,0.224,0.0011799265588359345
PNG,q5,0.47300000000000003,0.0009349495102597464
POL,q1,0.086,0.5975219939244066
POL,q2,0.138,0.4463630729567043
POL,q3,0.177,0.3904213324655775
POL,q4,0.226,0.3459021290852007
POL,q5,0.373,0.26227061077018554
PRT,q1,0.07400000000000001,0.4708600711259157
PRT,q2,0.122,0.3339024056477658
PRT,q3,0.161,0.3908437170834418
PRT,q4,0.217,0.3309477598919715
PRT,q5,0.426,0.3309477598919715
PRY,q1,0.05,0.1978577012386547
PRY,q2,0.095,0.14428966352463696
PRY,q3,0.139,0.11069682378605045
PRY,q4,0.20800000000000002,0.08352725843600121
PRY,q5,0.508,0.09689115949613507
PSE,q1,0.07292707292707293,0.041009918129968057
PSE,q2,0.11888111888111891,0.031930987259385986
PSE,q3,0.16583416583416585,0.03022105940862682
PSE,q4,0.23176823176823177,0.036712438047420984
PSE,q5,0.4105894105894107,0.051375752295573
QAT,q1,0.065,0.072106918702565
QAT,q2,0.11599999999999999,0.0516744375310499
QAT,q3,0.16699999999999998,0.1348394780398408
QAT,q4,0.233,0.1195084731393108
QAT,q5,0.419,0.1195084731393108
ROU,q1,0.06,0.5248172811299932
ROU,q2,0.124,0.4898141464768109
ROU,q3,0.177,0.4694606800767743
ROU,q4,0.24,0.4579225366305418
ROU,q5,0.39899999999999997,0.35205551676817504
RUS,q1,0.069,0.3029364030278587
RUS,q2,0.11800000000000001,0.3233764791580127
RUS,q3,0.162,0.28522805370052784
RUS,q4,0.22699999999999998,0.21529609117076573
RUS,q5,0.424,0.13136269071153572
RWA,q1,0.06,0.07768609939135075
RWA,q2,0.098,0.06915023232263667
RWA,q3,0.136,0.058917107820165286
RWA,q4,0.198,0.057951806931695785
RWA,q5,0.508,0.05653548756992759
SDN,q1,0.07792207792207793,0.0596501239793742
SDN,q2,0.1208791208791209,0.0493530994719922
SDN,q3,0.16083916083916086,0.04487336646598
SDN,q4,0.2167832167832168,0.051753997828007
SDN,q5,0.4235764235764236,0.051753997828007
SEN,q1,0.07307307307307306,0.0940813533373288
SEN,q2,0.1151151151151151,0.13022830445351458
SEN,q3,0.15615615615615613,0.1121083006701737
SEN,q4,0.21621621621621623,0.11416202374766837
SEN,q5,0.4394394394394394,0.15433302982968886
SLB,q1,0.07,0.05890216782659068
SLB,q2,0.114,0.05096279048200266
SLB,q3,0.155,0.06259171168500086
SLB,q4,0.215,0.06510344972502338
