iso3,income_cat,income_share,social,axfin
BTN,q1,0.08800000000000001,0.024656815823972514,0.1775256871270109
BTN,q2,0.135,0.03142082117516736,0.1698421353731918
BTN,q3,0.17600000000000002,0.017861270002551274,0.1579560705241589
BTN,q4,0.228,0.024737343168165858,0.3013630112575361
BTN,q5,0.373,0.014910148922443337,0.309951309413864
BWA,q1,0.039,0.2015180416162086,0.0801744902592873
BWA,q2,0.07,0.1973642074339797,0.1138897689639308
BWA,q3,0.111,0.2181120543152284,0.1078551917971134
BWA,q4,0.195,0.1934135919557235,0.2593374611756258
BWA,q5,0.585,0.0981708747503936,0.3014121840142778
CAN,q1,0.076,0.396721245249521,0.4654344153633449
CAN,q2,0.128,0.2618424780386094,0.5669049838768597
CAN,q3,0.172,0.296317324295456,0.6379744994764767
CAN,q4,0.23,0.2620338115515232,0.7615169590741179
CAN,q5,0.39399999999999996,0.2014837942475643,0.763011432991304
CHE,q1,0.075,0.5128020433143885,0.659738157239826
CHE,q2,0.124,0.3087318825342256,0.572692181863931
CHE,q3,0.168,0.3531487358028455,0.4965530784846046
CHE,q4,0.225,0.3117820354666432,0.5552408157484044
CHE,q5,0.408,0.2142734219614891,0.5268158389772293
CHL,q1,0.055,0.32317091425298805,0.2717431589272714
CHL,q2,0.095,0.25437462625468965,0.2755210928589978
CHL,q3,0.135,0.23554513868263316,0.3072937185829472
CHL,q4,0.19899999999999998,0.20703819772383097,0.298433032219055
CHL,q5,0.516,0.12723628183478886,0.4009311538629113
CHN,q1,0.07207207207207209,0.3899989147933587,0.2951805566308808
CHN,q2,0.11011011011011013,0.27093470233918115,0.385593673559255
CHN,q3,0.15315315315315317,0.2612948353317642,0.4617633136163322
CHN,q4,0.21721721721721723,0.2831531139455101,0.5265892543553258
CHN,q5,0.4474474474474475,0.23775352503822922,0.5649303243601916
CIV,q1,0.07,0.05281460450765389,0.0485559499719115
CIV,q2,0.11,0.07035818119165695,0.0140873291907981
CIV,q3,0.154,0.10228059313702113,0.0398189490960778
CIV,q4,0.21899999999999997,0.11169548595231109,0.036568988291247
CIV,q5,0.447,0.10464675861740308,0.1544852362742804
CMR,q1,0.045,0.0053111067122733665,0.0637432510666379
CMR,q2,0.085,0.003528248124171576,0.046006982908648
CMR,q3,0.13699999999999998,0.00704307358632044,0.074099182824278
CMR,q4,0.21600000000000003,0.006837823350448985,0.0824550988498633
CMR,q5,0.517,0.00688006235740503,0.1638020290818243
COD,q1,0.055,0.05345055530108385,0.0079414388339966
COD,q2,0.1,0.0689770640013149,0.0059296079941837
COD,q3,0.145,0.06701325786866628,0.0365200715667735
COD,q4,0.21600000000000003,0.05932291398732298,0.0707728548884827
COD,q5,0.484,0.09807707819959856,0.1112590684465445
COG,q1,0.042,0.0475881721379288,0.0219401707121044
COG,q2,0.08199999999999999,0.0827134701634335,0.0341766845973166
COG,q3,0.132,0.081678959089915,0.016546776470089
COG,q4,0.207,0.0851897598653557,0.0916102120765656
COG,q5,0.537,0.0891546908382951,0.1067740087794826
COL,q1,0.036000000000000004,0.1574330395982509,0.0352263472401528
COL,q2,0.079,0.09737493614346616,0.0247101443952473
COL,q3,0.12300000000000001,0.09136932520282573,0.0561708687078023
COL,q4,0.19899999999999998,0.10380916929182292,0.1137702778775058
COL,q5,0.563,0.14344922899518397,0.3413749276085615
COM,q1,0.04495504495504496,0.03660522825276104,0.0732632395089104
COM,q2,0.09090909090909091,0.054064673442143905,0.089813030391947
COM,q3,0.13886113886113888,0.0354934110816336,0.1246939087911512
COM,q4,0.22177822177822182,0.0410368781203576,0.1019543749089028
COM,q5,0.5034965034965035,0.01954924209647246,0.1684920428898784
CRI,q1,0.045,0.6259103457924846,0.1253641148307716
CRI,q2,0.086,0.39360106801540073,0.1291627558041855
CRI,q3,0.131,0.3243911656189214,0.1523599600978203
CRI,q4,0.21100000000000002,0.2564242875801544,0.2055958531943229
CRI,q5,0.527,0.2591421885106892,0.4773406817669622
CYP,q1,0.085,0.4128760832126188,0.1304631235777897
CYP,q2,0.128,0.3123459605467662,0.1668059646417141
CYP,q3,0.165,0.3574118960531392,0.2805386778962671
CYP,q4,0.21600000000000003,0.3151722322985444,0.3173489223176342
CYP,q5,0.406,0.214041857522212,0.5087213713572175
CZE,q1,0.098,0.585002963091223,0.4975768936883921
CZE,q2,0.14400000000000002,0.4031672070437536,0.6153896334887214
CZE,q3,0.17600000000000002,0.3474228328905638,0.638601773376798
CZE,q4,0.217,0.3064991649819216,0.5739124183736224
CZE,q5,0.365,0.2123679663558677,0.6621499496811639
DEU,q1,0.079,0.5666683807906427,0.5867661634564268
DEU,q2,0.13,0.3766817424633674,0.5446887258705088
DEU,q3,0.17,0.4355267470440363,0.6468940133706433
DEU,q4,0.223,0.3839531144372516,0.5277499517075587
DEU,q5,0.39799999999999996,0.2265504555812454,0.5507960580586982
DJI,q1,0.054000000000000006,0.2857597999555584,0.3261829580622483
DJI,q2,0.10400000000000001,0.10969674090853201,0.0254752708009596
DJI,q3,0.151,0.10947852045406095,0.1433822990899865
DJI,q4,0.215,0.07155269738438584,0.2590716451073763
DJI,q5,0.47600000000000003,0.07349847887377559,0.2278326151452861
DNK,q1,0.094,0.6691035841926456,0.4260844201385817
DNK,q2,0.14,0.4047916372761058,0.6004340894084118
DNK,q3,0.175,0.4696236401614133,0.6511413731216112
DNK,q4,0.221,0.4138785334343691,0.8580885777955294
DNK,q5,0.37,0.2305309007373909,0.8283438920443291
DOM,q1,0.06506506506506507,0.27229534998732835,0.0296038748179616
DOM,q2,0.11011011011011013,0.1946390454742491,0.0786206071052736
DOM,q3,0.15215215215215216,0.17109446872357184,0.1254009345949232
DOM,q4,0.21521521521521525,0.14202110139324656,0.1300519338447742
DOM,q5,0.45745745745745753,0.13935099563223985,0.2571333015591306
DZA,q1,0.09390609390609389,0.2467411208163872,0.0786801854840803
DZA,q2,0.13686313686313684,0.1622512424366976,0.1089708381986481
DZA,q3,0.1748251748251748,0.0869239445981247,0.1797060007719539
DZA,q4,0.22277722277722276,0.0922272938850217,0.185126542899905
DZA,q5,0.37162837162837165,0.139508372758701,0.2491039953233613
ECU,q1,0.047,0.25826174191798573,0.0468351245917013
ECU,q2,0.091,0.16155587941131128,0.0763710162071649
ECU,q3,0.14,0.131850022912608,0.137132916691434
ECU,q4,0.213,0.11462821812532911,0.1135820478751326
ECU,q5,0.509,0.09491671631823187,0.2802580418141294
EGY,q1,0.09,0.10013164102130152,0.0072302745862831
EGY,q2,0.128,0.07821267812055907,0.0124194391297128
EGY,q3,0.161,0.08129959746537024,0.0407116094581907
EGY,q4,0.20800000000000002,0.10859478877954455,0.033004051443688
EGY,q5,0.413,0.15928230295796514,0.0840982313037589
ESP,q1,0.06,0.4924845893080416,0.5124210240890174
ESP,q2,0.121,0.3495590934007989,0.5319983262828593
ESP,q3,0.172,0.4026540359970355,0.5232375242470458
ESP,q4,0.237,0.355179770426831,0.509984907539679
ESP,q5,0.41,0.2223020785435208,0.5981930284150068
EST,q1,0.081,0.6209838138438997,0.4673976757793643
EST,q2,0.13,0.4127668416820701,0.5716859260191872
EST,q3,0.168,0.3590785365902483,0.6279191380758786
EST,q4,0.231,0.3167623411196415,0.703236646671816
EST,q5,0.39,0.2147311724432917,0.7180437630168321
ETH,q1,0.07307307307307308,0.047024652244098235,0.0668249848182675
ETH,q2,0.12112112112112113,0.03566174125329348,0.1998977573542481
ETH,q3,0.16316316316316318,0.02701036935655074,0.2230092930999187
ETH,q4,0.21221221221221223,0.03188097499922815,0.2986245893033137
ETH,q5,0.4304304304304305,0.05017375346760636,0.3438428573101494
FIN,q1,0.09509509509509509,0.6878920441852281,0.4283478545462935
FIN,q2,0.14014014014014015,0.4269563855467346,0.5160457829378459
FIN,q3,0.17417417417417413,0.496507108512505,0.7064152165298438
FIN,q4,0.22322322322322322,0.4374670648666142,0.6883661843686666
FIN,q5,0.36736736736736736,0.2333206781308408,0.7615638351867251
FRA,q1,0.08,0.6368113009393226,0.4700268569084476
FRA,q2,0.132,0.4250622726388741,0.5235452894180503
FRA,q3,0.175,0.4941279106795812,0.5591118865254463
FRA,q4,0.225,0.4351411106280646,0.5577003533869865
FRA,q5,0.38799999999999996,0.2327093868396211,0.5742656386514349
GAB,q1,0.06006006006006005,0.06446669235813537,0.0867159027932193
GAB,q2,0.10810810810810811,0.06331823506824133,0.0720357945734913
GAB,q3,0.15715715715715714,0.07142836099281119,0.0523264315652333
GAB,q4,0.2302302302302302,0.04860998874651225,0.1324393659574363
GAB,q5,0.4444444444444444,0.042363034046981385,0.2205083278769762
GBR,q1,0.07592407592407593,0.4876927999689141,0.6296397926625712
GBR,q2,0.12387612387612389,0.3316230847020826,0.5800800251145609
GBR,q3,0.16883116883116883,0.3809206321890818,0.5461118371265639
GBR,q4,0.22877122877122877,0.3361714168645348,0.6408411969182096
GBR,q5,0.4025974025974026,0.2191523023487342,0.6522239910490175
GEO,q1,0.07,0.8897332865386811,0.0447032214829759
GEO,q2,0.121,0.5478776802040612,0.0304692358265424
GEO,q3,0.16899999999999998,0.39119739752172533,0.0714401236830336
GEO,q4,0.225,0.3410695583198826,0.0779277608757043
GEO,q5,0.415,0.23633706020637582,0.1647846243317244
GHA,q1,0.047,0.018483763504191508,0.0666894653005868
GHA,q2,0.096,0.008513851582185164,0.1176231456020613
GHA,q3,0.14800000000000002,0.008962688986458342,0.1375183742291437
GHA,q4,0.223,0.011539038127444515,0.2454553154089217
GHA,q5,0.486,0.015765117216375826,0.4833274732494473
GIN,q1,0.085,0.061311106405694135,0.0029556270241719
GIN,q2,0.131,0.05283728988252033,0.0432005780934326
GIN,q3,0.17300000000000001,0.046804010535716735,0.037122026195175
GIN,q4,0.22899999999999998,0.05295940892209036,0.070895380346976
GIN,q5,0.382,0.09728860516741647,0.0904226904308857
GMB,q1,0.06593406593406595,0.08309087231243942,0.0971010176718656
GMB,q2,0.10889110889110891,0.06420100705760035,0.1771415074132536
GMB,q3,0.15184815184815187,0.07019185017397314,0.1531961036406449
GMB,q4,0.2167832167832168,0.05596494069896777,0.1856686149181742
GMB,q5,0.4565434565434566,0.06032616425375991,0.2186606687985938
GRC,q1,0.06706706706706707,0.4928642616385801,0.1147063452665822
GRC,q2,0.12512512512512514,0.3719677728408342,0.1947501882811897
GRC,q3,0.17217217217217215,0.4298270156294382,0.2261424119013713
GRC,q4,0.23023023023023023,0.3790038321967435,0.339716696081185
GRC,q5,0.40540540540540543,0.2259353434439159,0.4473683624022706
GTM,q1,0.045,0.23669434523342006,0.0752902507618037
GTM,q2,0.086,0.25419953929588696,0.0586099013658818
GTM,q3,0.132,0.2809794703874563,0.0893974300591521
GTM,q4,0.201,0.1501241082794034,0.1344894823178911
GTM,q5,0.536,0.12623458897628367,0.1593261033027603
HND,q1,0.036000000000000004,0.1270746531594289,0.0519098979209926
HND,q2,0.08,0.1326119811618557,0.0520293694452327
HND,q3,0.13699999999999998,0.12103872359597014,0.0564899573407171
HND,q4,0.225,0.11184210237489989,0.1656581066124491
HND,q5,0.522,0.09335913876536879,0.1999205118429636
HRV,q1,0.079,0.38902711975619647,0.1854097407093063
HRV,q2,0.134,0.29219201738244416,0.1499491041101585
HRV,q3,0.179,0.2872395569180872,0.2269934268909591
HRV,q4,0.235,0.2806070575256335,0.2923349330352343
HRV,q5,0.373,0.2669112622817767,0.4061694931845878
HTI,q1,0.055,0.0575353609721796,0.0691510154844073
HTI,q2,0.10300000000000001,0.1498388183021191,0.0864286377009329
HTI,q3,0.152,0.0908630378319589,0.1048917969917812
HTI,q4,0.21899999999999997,0.0819374551849412,0.1541248875789316
HTI,q5,0.47100000000000003,0.1390028005320114,0.1920848504500161
HUN,q1,0.0810810810810811,0.801483887853249,0.1318740468114005
HUN,q2,0.13413413413413416,0.5979259492106787,0.219313918530023
HUN,q3,0.17717717717717718,0.5521780349049894,0.3192081579499544
HUN,q4,0.22922922922922923,0.4518160697343086,0.3770486351066004
HUN,q5,0.37837837837837834,0.2596471776322369,0.5467674951093731
IDN,q1,0.07292707292707293,0.1906949712583959,0.0728842834622945
IDN,q2,0.1098901098901099,0.1925633088401377,0.1439433191521393
IDN,q3,0.14985014985014986,0.2122566876046082,0.1480915551266056
IDN,q4,0.2097902097902098,0.1881815451796944,0.2492578257221486
IDN,q5,0.45754245754245754,0.1467489256311388,0.3624811241142319
IND,q1,0.081,0.1965765793720941,0.0502245740855072
IND,q2,0.11900000000000001,0.0930734110725211,0.0941720334337496
IND,q3,0.157,0.0939747217601466,0.0993120968755837
IND,q4,0.215,0.0951929111086615,0.1509226271449145
IND,q5,0.428,0.1489369127196644,0.2426856427831661
IRL,q1,0.0900900900900901,0.4074567693134741,0.5670637095810129
IRL,q2,0.13313313313313316,0.2691296603418551,0.6289054417315803
IRL,q3,0.1701701701701702,0.3051497844014184,0.6657803404694854
IRL,q4,0.22322322322322324,0.2697659307046149,0.6379090542140701
IRL,q5,0.3833833833833834,0.2038743503273637,0.6728804412672224
IRN,q1,0.059940059940059943,0.0728668126165128,0.1759897016055211
IRN,q2,0.10289710289710291,0.03713005165008677,0.2092346298722513
IRN,q3,0.14685314685314685,0.02709801446259922,0.199637167915027
IRN,q4,0.21578421578421583,0.023458692139052356,0.2634401264517911
IRN,q5,0.47452547452547456,0.016695162132804475,0.3420916463102973
IRQ,q1,0.08800000000000001,0.12955245779273072,0.0
IRQ,q2,0.131,0.11363899866469897,0.0090503182715976
IRQ,q3,0.171,0.11486742715883519,0.0120109400180943
IRQ,q4,0.225,0.10826467804127962,0.0095675858519416
IRQ,q5,0.385,0.11341471469524693,0.0603216061251828
ISL,q1,0.09699999999999999,0.4262626830993841,0.7157355524143663
ISL,q2,0.142,0.2802576549930907,0.6281828517973378
ISL,q3,0.179,0.3185932004945578,0.7802974995918048
ISL,q4,0.223,0.2814054164538179,0.8796460906041645
ISL,q5,0.359,0.2066883180660079,0.7843717446179107
ISR,q1,0.052000000000000005,0.4245933073014937,0.4488651972984354
ISR,q2,0.109,0.2941692571375508,0.5794317660995795
ISR,q3,0.165,0.2443754502422539,0.612658308997454
ISR,q4,0.23600000000000002,0.2191120229543924,0.6031211981064577
ISR,q5,0.43799999999999994,0.146817473466493,0.7230087269137112
ITA,q1,0.06293706293706294,0.5264310557763243,0.3538688777965296
ITA,q2,0.1208791208791209,0.3921459293256196,0.5658478638344857
ITA,q3,0.16883116883116883,0.4542739900808509,0.4680346506257375
ITA,q4,0.2307692307692308,0.4003759447669862,0.4836336956434804
ITA,q5,0.4165834165834167,0.2287493111825601,0.5720127744682899
JAM,q1,0.053053053053053044,0.21230953375544723,0.0741726762909765
JAM,q2,0.09209209209209208,0.3195476055313186,0.157170950232747
JAM,q3,0.13213213213213212,0.19579005485680456,0.2493227199394733
JAM,q4,0.2062062062062062,0.17635295280809127,0.3685253025966494
JAM,q5,0.5165165165165164,0.169783286451075,0.3503899529857607
JOR,q1,0.08199999999999999,0.24754125056812332,0.0311587810546151
JOR,q2,0.121,0.18457321656168174,0.0030155371509295
JOR,q3,0.158,0.17251755477045033,0.0387778946918668
JOR,q4,0.215,0.18567787762833837,0.0283132829857013
JOR,q5,0.424,0.22375952353611764,0.098142756197973
JPN,q1,0.07707707707707707,0.5347821958369592,0.5168410148253075
JPN,q2,0.12812812812812813,0.3418504326576003,0.5874796193207347
JPN,q3,0.16616616616616617,0.3933213414868658,0.6513876395250483
JPN,q4,0.2172172172172172,0.3470406882787146,0.7208094448564782
JPN,q5,0.41141141141141147,0.2210455350957012,0.7141678817371131
KAZ,q1,0.09809809809809811,0.255859245457,0.1071710723853977
KAZ,q2,0.13513513513513514,0.22855994338176974,0.2064420231642981
KAZ,q3,0.16816816816816818,0.21857782004425597,0.1670728700183121
KAZ,q4,0.2192192192192192,0.24302175522300176,0.1959069980184907
KAZ,q5,0.3793793793793794,0.24643940333615175,0.2786557156465492
KEN,q1,0.07200000000000001,0.07293398074006097,0.0740058896639231
KEN,q2,0.11,0.06008901984552256,0.1417744565197023
KEN,q3,0.146,0.058422372027284925,0.2108426130396833
KEN,q4,0.205,0.05090189269334374,0.2888084408097629
KEN,q5,0.467,0.05122269763928765,0.3563325840509562
KGZ,q1,0.094,0.37793788402806294,0.035053962632039
KGZ,q2,0.131,0.31145635065324667,0.0570109880314407
KGZ,q3,0.16899999999999998,0.2864858762949196,0.0286718704524895
KGZ,q4,0.221,0.26626870048805573,0.074782005124316
KGZ,q5,0.385,0.25376249429159015,0.1184141356738171
KOR,q1,0.075,0.3469784537834047,0.2681632396972375
KOR,q2,0.13,0.2427578506655006,0.5513448817245967
KOR,q3,0.174,0.273141980378511,0.7024286511147096
KOR,q4,0.23,0.2416181529865819,0.6765845569319104
KOR,q5,0.391,0.1933437670519266,0.7722509558798484
LAO,q1,0.07007007007007007,0.101274866493836,0.0643480094803011
LAO,q2,0.10810810810810811,0.0796369769370465,0.1114914736169028
LAO,q3,0.14714714714714713,0.0778439824659072,0.1618466389353052
LAO,q4,0.2102102102102102,0.0815233163801055,0.1886867927847938
LAO,q5,0.46446446446446443,0.1284722172565743,0.3253630302830719
LBN,q1,0.07892107892107893,0.2261408404945481,0.0074072135542218
LBN,q2,0.12687312687312688,0.219190714881902,0.0092040756981328
LBN,q3,0.16983016983016985,0.1537946729634507,0.0267387749619631
LBN,q4,0.2247752247752248,0.1445216116044875,0.0101578733598369
LBN,q5,0.39960039960039967,0.1288352744133442,0.075488311737149
LBR,q1,0.07207207207207209,0.05679167040317527,0.0850556722333291
LBR,q2,0.11611611611611612,0.06051294108431788,0.1054849119428609
LBR,q3,0.1601601601601602,0.06509072129162684,0.0947486657849482
LBR,q4,0.22322322322322324,0.06483239481425439,0.1880885005836763
LBR,q5,0.4284284284284285,0.09104142951360436,0.1604696948326037
LKA,q1,0.07400000000000001,0.1205926375569133,0.1825145408704772
LKA,q2,0.111,0.1162838801665341,0.3565874974616195
LKA,q3,0.15,0.12210158495148443,0.3060006294919246
LKA,q4,0.20800000000000002,0.1187044720473349,0.3816021341503763
LKA,q5,0.457,0.11147498041735798,0.4688573452837104
LSO,q1,0.04595404595404596,0.45277513828321636,0.1253068562041472
LSO,q2,0.08891108891108893,0.29190311829252263,0.130362602492427
LSO,q3,0.14185814185814186,0.24736827073415113,0.190434009313246
LSO,q4,0.22577422577422582,0.20465798775542532,0.1191326920752129
LSO,q5,0.49750249750249753,0.16930781194914596,0.2584865522552773
LTU,q1,0.07100000000000001,0.7601398512273985,0.3016400385358569
LTU,q2,0.11900000000000002,0.4526774795124525,0.4389342981997481
LTU,q3,0.15700000000000003,0.34773187874907363,0.4910062837497972
LTU,q4,0.21500000000000002,0.24116162557174192,0.557345050792442
LTU,q5,0.438,0.12502071828571784,0.551716357493661
LUX,q1,0.071,0.5940833468370541,0.4872219115924078
LUX,q2,0.12300000000000001,0.3724551774780979,0.5757020179544595
LUX,q3,0.168,0.4302218741653931,0.7409079679666362
LUX,q4,0.233,0.3787785482372702,0.6046122361068099
LUX,q5,0.405,0.2248270621023368,0.6683298085140812
LVA,q1,0.069,0.5810643813492609,0.2815959021720696
LVA,q2,0.11699999999999999,0.43565237754266395,0.3628145965113849
LVA,q3,0.162,0.3688969031642053,0.4027550948582002
LVA,q4,0.223,0.26358720149038495,0.5072274098370333
LVA,q5,0.429,0.13892079983007768,0.588519910957105
MAR,q1,0.06700000000000002,0.2300692382707171,0.0407593551401853
MAR,q2,0.10700000000000001,0.141551492553501,0.0424275882846399
MAR,q3,0.14700000000000002,0.0612021250848194,0.0262963618241949
MAR,q4,0.20900000000000002,0.0678661844835709,0.0497213619331853
MAR,q5,0.47000000000000003,0.1193735613382373,0.2080483486907411
MDA,q1,0.10099999999999999,0.6283956202349913,0.0266885050767195
MDA,q2,0.142,0.5847065241327831,0.0529196154200528
MDA,q3,0.17600000000000002,0.5106592893597233,0.0904177544868274
MDA,q4,0.221,0.4707546437111717,0.0532535387472136
MDA,q5,0.36,0.36331705278054016,0.1785410994340085
MDG,q1,0.05705705705705706,0.0815551311677795,0.0182262601837022
MDG,q2,0.1001001001001001,0.0499655249378499,0.0
MDG,q3,0.14114114114114112,0.0677575442962701,0.0419474109400263
MDG,q4,0.2072072072072072,0.0680779695708806,0.0531810723460942
MDG,q5,0.4944944944944945,0.079220578650642,0.0626313278066664
MEX,q1,0.05,0.21512685429442957,0.0609429743411054
MEX,q2,0.09300000000000001,0.15936760963519964,0.0370839503600293
MEX,q3,0.138,0.1381063067123599,0.1188198505171631
MEX,q4,0.207,0.13715179914020975,0.1463571692403766
MEX,q5,0.512,0.15845951096280886,0.2226256879873979
MKD,q1,0.058058058058058054,0.4862290058308378,0.0392698946891579
MKD,q2,0.12312312312312314,0.4011479416859232,0.0814188591433212
MKD,q3,0.18018018018018017,0.3448164024365513,0.112472775756053
MKD,q4,0.24824824824824826,0.3037541244501919,0.1721318540352918
MKD,q5,0.3903903903903904,0.2103309991089347,0.3365966238989678
MLI,q1,0.07500000000000001,0.13405029323205087,0.0417926978138122
MLI,q2,0.112,0.08023560534245305,0.0969681837350069
MLI,q3,0.15400000000000003,0.084542547315383,0.0483404125746646
MLI,q4,0.22100000000000003,0.06570921630976066,0.1135340159608998
MLI,q5,0.438,0.06218310918404581,0.2591831725434714
MLT,q1,0.08,0.3875583788696274,0.2846142243252278
MLT,q2,0.13,0.2932815387530342,0.3253731547250229
MLT,q3,0.17,0.2432169297816742,0.5025229891149023
MLT,q4,0.223,0.2178572183334614,0.5795068364666293
MLT,q5,0.397,0.1457629215567722,0.5878248118350755
MMR,q1,0.08900000000000001,0.0240583240747046,0.0367874110582003
MMR,q2,0.13,0.0862918165971127,0.0624405118400535
MMR,q3,0.166,0.085768553370698,0.1025994938117063
MMR,q4,0.21600000000000003,0.0880483823364347,0.1058707317437273
MMR,q5,0.39899999999999997,0.1324146401091287,0.1441216060050824
MNE,q1,0.053,0.41972997524002165,0.0217836755393966
MNE,q2,0.115,0.335121809748464,0.0567399782621842
MNE,q3,0.171,0.25965596644063116,0.0509793416005769
MNE,q4,0.23800000000000002,0.3275977980964714,0.1386678354522576
MNE,q5,0.423,0.30877504574602654,0.2359220859367654
MNG,q1,0.07892107892107893,0.37011074611350575,0.1521650933216991
