iso3,income_cat,income_share,social,axfin
MNG,q2,0.12287712287712291,0.30931737441376,0.2084738108890473
MNG,q3,0.16483516483516486,0.27548569948834123,0.2712566339557321
MNG,q4,0.2247752247752248,0.24230491255562872,0.2943351716421047
MNG,q5,0.40859140859140863,0.2004682618082358,0.4746682479351016
MOZ,q1,0.044000000000000004,0.0949954545719679,0.0519020363503409
MOZ,q2,0.083,0.044007176618295,0.0675006116755185
MOZ,q3,0.124,0.0606333770870867,0.0605965767969318
MOZ,q4,0.188,0.0621259935727867,0.1836853282465736
MOZ,q5,0.561,0.0726324182277594,0.179992338951668
MRT,q1,0.075,0.1397208393644381,0.0853035257930889
MRT,q2,0.124,0.10682871321911,0.0707129568498086
MRT,q3,0.16899999999999998,0.1108773847536914,0.0691922259278622
MRT,q4,0.23,0.1106616123035149,0.0906565813331331
MRT,q5,0.402,0.1170392725600216,0.157531216029152
MUS,q1,0.07200000000000001,0.30723845437356506,0.1936051784993949
MUS,q2,0.11599999999999999,0.2768669102090671,0.2705973319606224
MUS,q3,0.155,0.2698929386397257,0.2437814602866618
MUS,q4,0.21100000000000002,0.24850893789003062,0.2357556424412829
MUS,q5,0.446,0.21096386987173255,0.4993572435166604
MWI,q1,0.069,0.08362742778173529,0.0211723200005421
MWI,q2,0.11,0.06535147942438269,0.0623567829783786
MWI,q3,0.149,0.06358955604851377,0.0454670220564074
MWI,q4,0.21,0.0801030371734519,0.0712319153779906
MWI,q5,0.462,0.13620156722323676,0.1360907563383477
MYS,q1,0.05705705705705706,0.19573953162520513,0.3174949775681868
MYS,q2,0.1001001001001001,0.14908000169006388,0.3595390907735115
MYS,q3,0.14814814814814817,0.12826049618169616,0.511124079356046
MYS,q4,0.22122122122122123,0.10137267479445715,0.4968034964347084
MYS,q5,0.47347347347347346,0.06442919135969895,0.6595262316582574
NAM,q1,0.027999999999999997,0.2780851530301058,0.1517750759438701
NAM,q2,0.057999999999999996,0.15665856108761803,0.2227435838585465
NAM,q3,0.098,0.11152275576043036,0.3354006045339467
NAM,q4,0.179,0.08248476326605259,0.3692154986969459
NAM,q5,0.637,0.04444374516306339,0.6054998508619283
NER,q1,0.076,0.06087253443712476,0.0022084392167175
NER,q2,0.114,0.039062351872379185,0.0207802964017218
NER,q3,0.15,0.04957090375705456,0.0213553133419506
NER,q4,0.204,0.042554328650813,0.010966420106905
NER,q5,0.456,0.05105953900133861,0.0699447856763596
NGA,q1,0.071,0.026306867548086497,0.0969443675224913
NGA,q2,0.11599999999999999,0.037908897920639936,0.0643620506793268
NGA,q3,0.162,0.04920267755831996,0.1814208024484214
NGA,q4,0.22699999999999998,0.056968517674054135,0.226014374790342
NGA,q5,0.424,0.07557815807446638,0.3155616491939218
NIC,q1,0.05094905094905095,0.3598193032080174,0.0465417309506273
NIC,q2,0.09190809190809192,0.23052995139447233,0.0161938599921934
NIC,q3,0.13686313686313686,0.1735095784191196,0.0630213576703577
NIC,q4,0.19980019980019983,0.16741419268987154,0.0616846171460038
NIC,q5,0.5204795204795205,0.09021032621300752,0.1173141466278979
NLD,q1,0.092,0.5217449535285066,0.4468083212256409
NLD,q2,0.146,0.3360597655610441,0.617689079289825
NLD,q3,0.183,0.3862912616466399,0.6828162766967795
NLD,q4,0.225,0.3408529599871834,0.7026409155548948
NLD,q5,0.354,0.2199242238253532,0.8353170860226604
NOR,q1,0.08808808808808809,0.6114375368729876,0.7866175370787385
NOR,q2,0.14114114114114112,0.3724568963528529,0.7547753277595618
NOR,q3,0.17717717717717715,0.4304337665665588,0.7686090260767167
NOR,q4,0.2262262262262262,0.3795755252821803,0.8067433618311679
NOR,q5,0.36736736736736736,0.2260903270788497,0.9289005260412548
NPL,q1,0.0830830830830831,0.19576886527840198,0.0813923661698509
NPL,q2,0.12112112112112113,0.2260199105198858,0.1125171755557926
NPL,q3,0.1621621621621622,0.268854422302834,0.1436086315547349
NPL,q4,0.21821821821821824,0.2753397921213386,0.1759073501252725
NPL,q5,0.41541541541541543,0.33158209159687013,0.2909781816882818
PAK,q1,0.0960960960960961,0.09056017653106124,0.0254369582948276
PAK,q2,0.13113113113113115,0.11694943777889032,0.0
PAK,q3,0.16416416416416416,0.13459085492556247,0.0183619598804472
PAK,q4,0.2122122122122122,0.16367705934251872,0.0323645218186577
PAK,q5,0.3963963963963964,0.20064245263415412,0.0424529388185657
PAN,q1,0.037000000000000005,0.32245026253226483,0.0429326115507338
PAN,q2,0.079,0.20479492413039738,0.1347697732557831
PAN,q3,0.125,0.159593870564745,0.0831347516095732
PAN,q4,0.20199999999999999,0.12964829700376174,0.1612723949872697
PAN,q5,0.557,0.12006531346037155,0.3291928763314285
PER,q1,0.058,0.19790823969144516,0.0224761951867241
PER,q2,0.10500000000000001,0.13929893088795875,0.0743011854212601
PER,q3,0.15200000000000002,0.11803833451030749,0.1069558755832063
PER,q4,0.22100000000000003,0.10297461885892764,0.1850373042063327
PER,q5,0.464,0.10774723265693151,0.3406125125521124
PHL,q1,0.065,0.32893947063821033,0.0398110521289581
PHL,q2,0.10400000000000001,0.3048578641007186,0.0904042684634712
PHL,q3,0.14300000000000002,0.3078388929160193,0.1433655366374655
PHL,q4,0.20800000000000002,0.3218246504185398,0.1245321905071535
PHL,q5,0.48,0.3473842740140191,0.5581704410525042
POL,q1,0.086,0.5975219939244066,0.2942521511357877
POL,q2,0.13699999999999998,0.4463630729567043,0.3127080713932358
POL,q3,0.17600000000000002,0.3904213324655775,0.3117511413094756
POL,q4,0.225,0.3459021290852007,0.4083561841436992
POL,q5,0.376,0.26227061077018554,0.4941571778296098
PRT,q1,0.069,0.5180267367246411,0.2746191976148786
PRT,q2,0.124,0.364507788044364,0.3385875105017002
PRT,q3,0.16399999999999998,0.4204746852547701,0.407927678946305
PRT,q4,0.222,0.3699118857059183,0.5129047691440046
PRT,q5,0.42100000000000004,0.2228246464271153,0.5993330754154201
PRY,q1,0.05,0.1978577012386547,0.0068883176467496
PRY,q2,0.095,0.14428966352463696,0.0520224618364564
PRY,q3,0.139,0.11069682378605045,0.0399212168703701
PRY,q4,0.20800000000000002,0.08352725843600121,0.0296042680948389
PRY,q5,0.508,0.09689115949613507,0.0881347502165815
PSE,q1,0.07292707292707293,0.041009918129968057,0.0
PSE,q2,0.11888111888111891,0.031930987259385986,0.0353431947707732
PSE,q3,0.16583416583416585,0.03022105940862682,0.0636212640422436
PSE,q4,0.23176823176823177,0.036712438047420984,0.0560953628088427
PSE,q5,0.4105894105894107,0.051375752295573,0.1842280392184599
ROU,q1,0.055999999999999994,0.5248172811299932,0.0689786269869498
ROU,q2,0.12300000000000001,0.4898141464768109,0.1538543399931108
ROU,q3,0.17800000000000002,0.4694606800767743,0.1950460058834509
ROU,q4,0.243,0.4579225366305418,0.2096812580512408
ROU,q5,0.4,0.35205551676817504,0.3061432804976687
RUS,q1,0.075,0.3029364030278587,0.061773287354376
RUS,q2,0.11599999999999999,0.3233764791580127,0.0902665316815316
RUS,q3,0.155,0.28522805370052784,0.1376870101315065
RUS,q4,0.214,0.21529609117076573,0.2471525755986696
RUS,q5,0.44,0.13136269071153572,0.3592229398058256
RWA,q1,0.06,0.07768609939135075,0.0535478359514437
RWA,q2,0.098,0.06915023232263667,0.1003294369920231
RWA,q3,0.136,0.058917107820165286,0.1413254671159126
RWA,q4,0.198,0.057951806931695785,0.2380605045399841
RWA,q5,0.508,0.05653548756992759,0.4123761026129511
SDN,q1,0.078,0.0201125117802327,0.0392309603304326
SDN,q2,0.121,0.0469817670055194,0.0342220525155554
SDN,q3,0.161,0.0641375573257722,0.046351631557189
SDN,q4,0.21600000000000003,0.0648987263196708,0.0915880654079332
SDN,q5,0.424,0.068689995375205,0.1641188180876393
SEN,q1,0.07107107107107108,0.0940813533373288,0.0679610711794081
SEN,q2,0.10810810810810813,0.13022830445351458,0.0781402747228229
SEN,q3,0.14914914914914915,0.1121083006701737,0.0789419117938295
SEN,q4,0.21221221221221223,0.11416202374766837,0.0692070437011136
SEN,q5,0.4594594594594595,0.15433302982968886,0.1451778141526832
SLE,q1,0.07892107892107893,0.019833152438034345,0.0325995776673348
SLE,q2,0.1168831168831169,0.021058314857264643,0.0537161783171708
SLE,q3,0.15284715284715286,0.055035066561263585,0.0280288075402812
SLE,q4,0.2097902097902098,0.028335896664625687,0.0364677966057018
SLE,q5,0.4415584415584416,0.03459585430414539,0.0925355926337615
SLV,q1,0.056,0.4399562498128836,0.0135464077063852
SLV,q2,0.11000000000000001,0.39317579525446134,0.0352200409604926
SLV,q3,0.15900000000000003,0.3712292384149387,0.0137284609845383
SLV,q4,0.227,0.3337065856780211,0.1025370357088934
SLV,q5,0.448,0.3091429841496004,0.2226860224114107
SRB,q1,0.06593406593406595,0.608730294288872,0.1177019755430239
SRB,q2,0.12387612387612389,0.4796146181618626,0.1179072537068239
SRB,q3,0.16883116883116883,0.41735244997948784,0.1785902577923596
SRB,q4,0.2247752247752248,0.3362294435335285,0.256635936890137
SRB,q5,0.4165834165834167,0.22211390439110815,0.275732111443263
SVK,q1,0.0950950950950951,0.3222880846509949,0.3868690345791056
SVK,q2,0.15415415415415415,0.3262688097932131,0.5025581042509674
SVK,q3,0.1901901901901902,0.4023625360162823,0.5697158184202626
SVK,q4,0.23223223223223222,0.32607700245055193,0.7158464273721681
SVK,q5,0.3283283283283283,0.14542144832866316,0.7664817425208903
SVN,q1,0.10289710289710291,0.6630509882269567,0.2003343200590003
SVN,q2,0.1478521478521479,0.4507892237517102,0.2963820936554409
SVN,q3,0.18181818181818182,0.4051762130120456,0.428497587813094
SVN,q4,0.22377622377622378,0.357153599760296,0.4747705049369988
SVN,q5,0.3436563436563437,0.222125813454851,0.5906280994098055
SWE,q1,0.08199999999999999,0.5909543384349005,0.6043096507319019
SWE,q2,0.138,0.3779710821005698,0.7815982422608921
SWE,q3,0.177,0.4370832396492313,0.8132377654316678
SWE,q4,0.231,0.3852974647219706,0.914338042065421
SWE,q5,0.37200000000000005,0.2267022518778778,0.8729754923781807
SWZ,q1,0.037000000000000005,0.35287138667046103,0.0553660461330446
SWZ,q2,0.068,0.32283093772207483,0.0731156708014428
SWZ,q3,0.107,0.2721354916511905,0.1342393095432073
SWZ,q4,0.18600000000000003,0.2271709439317261,0.133411816327057
SWZ,q5,0.602,0.13143045168053885,0.3018032988217537
TCD,q1,0.071,0.025863876723175912,0.0239280471506193
TCD,q2,0.111,0.04113201577186679,0.0846577534428847
TCD,q3,0.152,0.028060108912694573,0.0739077730017627
TCD,q4,0.214,0.026473324621050894,0.0904112141789641
TCD,q5,0.452,0.028445978801586322,0.1081982180171229
TGO,q1,0.057999999999999996,0.10271448406328286,0.0661350663061148
TGO,q2,0.098,0.04873293066549224,0.0596066044165264
TGO,q3,0.142,0.05472369489906184,0.0931630748260675
TGO,q4,0.21100000000000002,0.06029629374850923,0.1158152866132899
TGO,q5,0.491,0.05801660020029982,0.2473984518086241
THA,q1,0.07592407592407593,0.32932705821100805,0.2944313379404937
THA,q2,0.11488511488511491,0.6006308533446258,0.473693779807551
THA,q3,0.15684315684315686,0.8543298923798541,0.5950560435886022
THA,q4,0.22377622377622378,0.8619022060115282,0.6124690210279847
THA,q5,0.4285714285714286,0.7162471753284133,0.641461531944315
TJK,q1,0.07407407407407408,0.4889216973011183,0.0029179908814289
TJK,q2,0.12012012012012012,0.3705157854572283,0.0
TJK,q3,0.16416416416416416,0.3063437885063038,0.0043413103144933
TJK,q4,0.2242242242242242,0.2699945448507877,0.0202621796682559
TJK,q5,0.41741741741741745,0.1799321914581915,0.025736773646444
TUN,q1,0.078,0.2612908525281737,0.0239399205285892
TUN,q2,0.12300000000000001,0.1663191658540177,0.0927790200071769
TUN,q3,0.165,0.0913847441352206,0.1407384322998733
TUN,q4,0.225,0.0947633152579139,0.1678671460402555
TUN,q5,0.409,0.134455337789624,0.2629747302559926
TUR,q1,0.05405405405405406,0.24822430860080147,0.0390036018099532
TUR,q2,0.1011011011011011,0.25374202032655674,0.0201250595526363
TUR,q3,0.14614614614614613,0.2759172747711893,0.122009382171967
TUR,q4,0.2182182182182182,0.281355015568515,0.1000173135352905
TUR,q5,0.4804804804804805,0.1982360479222779,0.1956228314564718
TZA,q1,0.06893106893106894,0.04023313489010517,0.0151755882474025
TZA,q2,0.1048951048951049,0.04520885798276256,0.0311650613332113
TZA,q3,0.14185814185814186,0.041710830655090014,0.0385639709613773
TZA,q4,0.2037962037962038,0.04485271564337942,0.0487036652382917
TZA,q5,0.4805194805194806,0.05547072795330382,0.1793622057583205
UGA,q1,0.061,0.05432723379014671,0.1041894837660148
UGA,q2,0.1,0.04545648758715233,0.110872302427526
UGA,q3,0.141,0.05103444968263119,0.1832388056725147
UGA,q4,0.203,0.05656886906107235,0.1970260046695377
UGA,q5,0.495,0.061762764615524574,0.1988880025101405
UKR,q1,0.1001001001001001,0.5823882691852463,0.059938362068349
UKR,q2,0.14314314314314316,0.4993750955995023,0.0679747897345174
UKR,q3,0.1761761761761762,0.4184307870557256,0.1034571511116524
UKR,q4,0.22122122122122123,0.4088792581681124,0.1241219276219353
UKR,q5,0.35935935935935936,0.31780746936122606,0.1716547748555164
URY,q1,0.057,0.34197185626745197,0.0413691166357454
URY,q2,0.102,0.2758278104693491,0.0619422695521173
URY,q3,0.151,0.28212017410616563,0.1162722245979034
URY,q4,0.222,0.25759695286765955,0.167918812165076
URY,q5,0.46799999999999997,0.2556155891638686,0.3651193427520099
USA,q1,0.059940059940059943,0.5537787710030062,0.371099870636976
USA,q2,0.1058941058941059,0.3701600856928566,0.4950033656697433
USA,q3,0.15284715284715286,0.4276553189387057,0.7293713104405224
USA,q4,0.2207792207792208,0.3771589859543375,0.7886766811834918
USA,q5,0.4605394605394606,0.2257795419496028,0.8621506968763822
UZB,q1,0.07400000000000001,0.4741488075486758,0.0106039152536777
UZB,q2,0.12,0.3134689209948266,0.0035879983125073
UZB,q3,0.158,0.2396341482053104,0.0293875886108519
UZB,q4,0.214,0.2186900950055019,0.0246315399788526
UZB,q5,0.434,0.1996493959919051,0.0638015726451499
VNM,q1,0.066,0.04714113283804564,0.050754173839449
VNM,q2,0.115,0.07362665860312445,0.1670459641528535
VNM,q3,0.159,0.10724992457852621,0.1600037971173552
VNM,q4,0.221,0.1374785814671475,0.2492990768681757
VNM,q5,0.439,0.11188198956524059,0.3657455235985289
ZAF,q1,0.023976023976023973,0.7023839332730568,0.1635867744638212
ZAF,q2,0.047952047952047945,0.8237972313216297,0.3105772775293047
ZAF,q3,0.08191808191808189,0.6351645853827784,0.3370796326998552
ZAF,q4,0.16483516483516483,0.4758347609858659,0.4605145854999934
ZAF,q5,0.6813186813186813,0.23203174046525743,0.5858924852572814
ZMB,q1,0.031,0.007057030900042887,0.0590803031692901
ZMB,q2,0.063,0.00906639852606753,0.0370098539969965
ZMB,q3,0.109,0.007351069164917915,0.0223295309946705
ZMB,q4,0.19399999999999998,0.006028540403390214,0.0884788399196276
ZMB,q5,0.603,0.005289597101604877,0.2004314577481042
ZWE,q1,0.06,0.07832340096054308,0.0318530275188963
ZWE,q2,0.091,0.09953105073729758,0.0
ZWE,q3,0.132,0.11319226369969745,0.0329091068605584
ZWE,q4,0.20600000000000002,0.11707799560507276,0.045546713770367
ZWE,q5,0.511,0.12376935594448747,0.0939935820303088
