iso3,year,forecast_accuracy
DJI,2001,0.469
DJI,2002,0.486
DJI,2003,0.495
DJI,2004,0.511
DJI,2005,0.52
DJI,2006,0.5245
DJI,2007,0.529
DJI,2008,0.539
DJI,2009,0.549
DJI,2010,0.547
DJI,2011,0.555
DJI,2012,0.554
DJI,2013,0.559
DJI,2014,0.564
DJI,2015,0.57
DJI,2016,0.568
DJI,2017,0.575
DJI,2018,0.573
DZA,1987,0.339
DZA,1988,0.338
DZA,1989,0.335
DZA,1990,0.333
DZA,1991,0.33
DZA,1992,0.333
DZA,1993,0.342
DZA,1994,0.351
DZA,1995,0.374
DZA,1996,0.402
DZA,1997,0.42
DZA,1998,0.429
DZA,1999,0.448
DZA,2000,0.459
DZA,2001,0.469
DZA,2002,0.486
DZA,2003,0.495
DZA,2004,0.511
DZA,2005,0.52
DZA,2006,0.5245
DZA,2007,0.529
DZA,2008,0.539
DZA,2009,0.549
DZA,2010,0.547
DZA,2011,0.555
DZA,2012,0.554
DZA,2013,0.559
DZA,2014,0.564
DZA,2015,0.57
DZA,2016,0.568
DZA,2017,0.575
DZA,2018,0.573
EGY,1987,0.339
EGY,1988,0.338
EGY,1989,0.335
EGY,1990,0.333
EGY,1991,0.33
EGY,1992,0.333
EGY,1993,0.342
EGY,1994,0.351
EGY,1995,0.374
EGY,1996,0.402
EGY,1997,0.42
EGY,1998,0.429
EGY,1999,0.448
EGY,2000,0.459
EGY,2001,0.469
EGY,2002,0.486
EGY,2003,0.495
EGY,2004,0.511
EGY,2005,0.52
EGY,2006,0.5245
EGY,2007,0.529
EGY,2008,0.539
EGY,2009,0.549
EGY,2010,0.547
EGY,2011,0.555
EGY,2012,0.554
EGY,2013,0.559
EGY,2014,0.564
EGY,2015,0.57
EGY,2016,0.568
EGY,2017,0.575
EGY,2018,0.573
FSM,1987,0.339
FSM,1988,0.338
FSM,1989,0.335
FSM,1990,0.333
FSM,1991,0.33
FSM,1992,0.333
FSM,1993,0.342
FSM,1994,0.351
FSM,1995,0.374
FSM,1996,0.402
FSM,1997,0.42
FSM,1998,0.429
FSM,1999,0.448
FSM,2000,0.459
FSM,2001,0.469
FSM,2002,0.486
FSM,2003,0.495
FSM,2004,0.511
FSM,2005,0.52
FSM,2006,0.5245
FSM,2007,0.529
FSM,2008,0.539
FSM,2009,0.549
FSM,2010,0.547
FSM,2011,0.555
FSM,2012,0.554
FSM,2013,0.559
FSM,2014,0.564
FSM,2015,0.57
FSM,2016,0.568
FSM,2017,0.575
FSM,2018,0.573
GHA,1987,0.339
GHA,1988,0.338
GHA,1989,0.335
GHA,1990,0.333
GHA,1991,0.33
GHA,1992,0.333
GHA,1993,0.342
GHA,1994,0.351
GHA,1995,0.374
GHA,1996,0.402
GHA,1997,0.42
GHA,1998,0.429
GHA,1999,0.448
GHA,2000,0.459
GHA,2001,0.469
GHA,2002,0.486
GHA,2003,0.495
GHA,2004,0.511
GHA,2005,0.52
GHA,2006,0.5245
GHA,2007,0.529
GHA,2008,0.539
GHA,2009,0.549
GHA,2010,0.547
GHA,2011,0.555
GHA,2012,0.554
GHA,2013,0.559
GHA,2014,0.564
GHA,2015,0.57
GHA,2016,0.568
GHA,2017,0.575
GHA,2018,0.573
GIN,1987,0.339
GIN,1988,0.338
GIN,1989,0.335
GIN,1990,0.333
GIN,1991,0.33
GIN,1992,0.333
GIN,1993,0.342
GIN,1994,0.351
GIN,1995,0.374
GIN,1996,0.402
GIN,1997,0.42
GIN,1998,0.429
GIN,1999,0.448
GIN,2000,0.459
GIN,2001,0.469
GIN,2002,0.486
GIN,2003,0.495
GIN,2004,0.511
GIN,2005,0.52
GIN,2006,0.5245
GIN,2007,0.529
GIN,2008,0.539
GIN,2009,0.549
GIN,2010,0.547
GIN,2011,0.555
GIN,2012,0.554
GIN,2013,0.559
GIN,2014,0.564
GIN,2015,0.57
GIN,2016,0.568
GIN,2017,0.575
GIN,2018,0.573
HND,1987,0.339
HND,1988,0.338
HND,1989,0.335
HND,1990,0.333
HND,1991,0.33
HND,1992,0.333
HND,1993,0.342
HND,1994,0.351
HND,1995,0.374
HND,1996,0.402
HND,1997,0.42
HND,1998,0.429
HND,1999,0.448
HND,2000,0.459
HND,2001,0.469
HND,2002,0.486
HND,2003,0.495
HND,2004,0.511
HND,2005,0.52
HND,2006,0.5245
HND,2007,0.529
HND,2008,0.539
HND,2009,0.549
HND,2010,0.547
HND,2011,0.555
HND,2012,0.554
HND,2013,0.559
HND,2014,0.564
HND,2015,0.57
HND,2016,0.568
HND,2017,0.575
HND,2018,0.573
HTI,1987,0.339
HTI,1988,0.338
HTI,1989,0.335
HTI,1990,0.333
HTI,1991,0.33
HTI,1992,0.333
HTI,1993,0.342
HTI,1994,0.351
HTI,1995,0.374
HTI,1996,0.402
HTI,1997,0.42
HTI,1998,0.429
HTI,1999,0.448
HTI,2000,0.459
HTI,2001,0.469
HTI,2002,0.486
HTI,2003,0.495
HTI,2004,0.511
HTI,2005,0.52
HTI,2006,0.5245
HTI,2007,0.529
HTI,2008,0.539
HTI,2009,0.549
HTI,2010,0.547
HTI,2011,0.555
HTI,2012,0.554
HTI,2013,0.559
HTI,2014,0.564
HTI,2015,0.57
HTI,2016,0.568
HTI,2017,0.575
HTI,2018,0.573
IND,1987,0.339
IND,1988,0.338
IND,1989,0.335
IND,1990,0.333
IND,1991,0.33
IND,1992,0.333
IND,1993,0.342
IND,1994,0.351
IND,1995,0.374
IND,1996,0.402
IND,1997,0.42
IND,1998,0.429
IND,1999,0.448
IND,2000,0.459
IND,2001,0.469
IND,2002,0.486
IND,2003,0.495
IND,2004,0.511
IND,2005,0.52
IND,2006,0.5245
IND,2007,0.529
IND,2008,0.539
IND,2009,0.549
IND,2010,0.547
IND,2011,0.555
IND,2012,0.554
IND,2013,0.559
IND,2014,0.564
IND,2015,0.57
IND,2016,0.568
IND,2017,0.575
IND,2018,0.573
IRN,1987,0.339
IRN,1988,0.338
IRN,1989,0.335
IRN,1990,0.333
IRN,1991,0.33
IRN,1992,0.333
IRN,1993,0.342
IRN,1994,0.351
IRN,1995,0.374
IRN,1996,0.402
IRN,1997,0.42
IRN,1998,0.429
IRN,1999,0.448
IRN,2000,0.459
IRN,2001,0.469
IRN,2002,0.486
IRN,2003,0.495
IRN,2004,0.511
IRN,2005,0.52
IRN,2006,0.5245
IRN,2007,0.529
IRN,2008,0.539
IRN,2009,0.549
IRN,2010,0.547
IRN,2011,0.555
IRN,2012,0.554
IRN,2013,0.559
IRN,2014,0.564
IRN,2015,0.57
IRN,2016,0.568
IRN,2017,0.575
IRN,2018,0.573
JOR,1987,0.339
JOR,1988,0.338
JOR,1989,0.335
JOR,1990,0.333
JOR,1991,0.33
JOR,1992,0.333
JOR,1993,0.342
JOR,1994,0.351
JOR,1995,0.374
JOR,1996,0.402
JOR,1997,0.42
JOR,1998,0.429
JOR,1999,0.448
JOR,2000,0.459
JOR,2001,0.469
JOR,2002,0.486
JOR,2003,0.495
JOR,2004,0.511
JOR,2005,0.52
JOR,2006,0.5245
JOR,2007,0.529
JOR,2008,0.539
JOR,2009,0.549
JOR,2010,0.547
JOR,2011,0.555
JOR,2012,0.554
JOR,2013,0.559
JOR,2014,0.564
JOR,2015,0.57
JOR,2016,0.568
JOR,2017,0.575
JOR,2018,0.573
KEN,1987,0.339
KEN,1988,0.338
KEN,1989,0.335
KEN,1990,0.333
KEN,1991,0.33
KEN,1992,0.333
KEN,1993,0.342
KEN,1994,0.351
KEN,1995,0.374
KEN,1996,0.402
KEN,1997,0.42
KEN,1998,0.429
KEN,1999,0.448
KEN,2000,0.459
KEN,2001,0.469
KEN,2002,0.486
KEN,2003,0.495
KEN,2004,0.511
KEN,2005,0.52
KEN,2006,0.5245
KEN,2007,0.529
KEN,2008,0.539
KEN,2009,0.549
KEN,2010,0.547
KEN,2011,0.555
KEN,2012,0.554
KEN,2013,0.559
KEN,2014,0.564
KEN,2015,0.57
KEN,2016,0.568
KEN,2017,0.575
KEN,2018,0.573
KGZ,1987,0.339
KGZ,1988,0.338
KGZ,1989,0.335
KGZ,1990,0.333
KGZ,1991,0.33
KGZ,1992,0.333
KGZ,1993,0.342
KGZ,1994,0.351
KGZ,1995,0.374
KGZ,1996,0.402
KGZ,1997,0.42
KGZ,1998,0.429
KGZ,1999,0.448
KGZ,2000,0.459
KGZ,2001,0.469
KGZ,2002,0.486
KGZ,2003,0.495
KGZ,2004,0.511
KGZ,2005,0.52
KGZ,2006,0.5245
KGZ,2007,0.529
KGZ,2008,0.539
KGZ,2009,0.549
KGZ,2010,0.547
KGZ,2011,0.555
KGZ,2012,0.554
KGZ,2013,0.559
KGZ,2014,0.564
KGZ,2015,0.57
KGZ,2016,0.568
KGZ,2017,0.575
KGZ,2018,0.573
KHM,1987,0.339
KHM,1988,0.338
KHM,1989,0.335
KHM,1990,0.333
KHM,1991,0.33
KHM,1992,0.333
KHM,1993,0.342
KHM,1994,0.351
KHM,1995,0.374
KHM,1996,0.402
KHM,1997,0.42
KHM,1998,0.429
KHM,1999,0.448
KHM,2000,0.459
KHM,2001,0.469
KHM,2002,0.486
KHM,2003,0.495
KHM,2004,0.511
KHM,2005,0.52
KHM,2006,0.5245
KHM,2007,0.529
KHM,2008,0.539
KHM,2009,0.549
KHM,2010,0.547
KHM,2011,0.555
KHM,2012,0.554
KHM,2013,0.559
KHM,2014,0.564
KHM,2015,0.57
KHM,2016,0.568
KHM,2017,0.575
KHM,2018,0.573
KIR,1987,0.339
KIR,1988,0.338
KIR,1989,0.335
KIR,1990,0.333
KIR,1991,0.33
KIR,1992,0.333
KIR,1993,0.342
KIR,1994,0.351
KIR,1995,0.374
KIR,1996,0.402
KIR,1997,0.42
KIR,1998,0.429
KIR,1999,0.448
KIR,2000,0.459
KIR,2001,0.469
KIR,2002,0.486
KIR,2003,0.495
KIR,2004,0.511
KIR,2005,0.52
KIR,2006,0.5245
KIR,2007,0.529
KIR,2008,0.539
KIR,2009,0.549
KIR,2010,0.547
KIR,2011,0.555
KIR,2012,0.554
KIR,2013,0.559
KIR,2014,0.564
KIR,2015,0.57
KIR,2016,0.568
KIR,2017,0.575
KIR,2018,0.573
LAO,1987,0.339
LAO,1988,0.338
LAO,1989,0.335
LAO,1990,0.333
LAO,1991,0.33
LAO,1992,0.333
LAO,1993,0.342
LAO,1994,0.351
LAO,1995,0.374
LAO,1996,0.402
LAO,1997,0.42
LAO,1998,0.429
LAO,1999,0.448
LAO,2000,0.459
LAO,2001,0.469
LAO,2002,0.486
LAO,2003,0.495
LAO,2004,0.511
LAO,2005,0.52
LAO,2006,0.5245
LAO,2007,0.529
LAO,2008,0.539
LAO,2009,0.549
LAO,2010,0.547
LAO,2011,0.555
LAO,2012,0.554
LAO,2013,0.559
LAO,2014,0.564
LAO,2015,0.57
LAO,2016,0.568
LAO,2017,0.575
LAO,2018,0.573
LBN,1987,0.339
LBN,1988,0.338
LBN,1989,0.335
LBN,1990,0.333
LBN,1991,0.33
LBN,1992,0.333
LBN,1993,0.342
LBN,1994,0.351
LBN,1995,0.374
LBN,1996,0.402
LBN,1997,0.42
LBN,1998,0.429
LBN,1999,0.448
LBN,2000,0.459
LBN,2001,0.469
LBN,2002,0.486
LBN,2003,0.495
LBN,2004,0.511
LBN,2005,0.52
LBN,2006,0.5245
LBN,2007,0.529
LBN,2008,0.539
LBN,2009,0.549
LBN,2010,0.547
LBN,2011,0.555
LBN,2012,0.554
LBN,2013,0.559
LBN,2014,0.564
LBN,2015,0.57
LBN,2016,0.568
LBN,2017,0.575
LBN,2018,0.573
LKA,1987,0.339
LKA,1988,0.338
LKA,1989,0.335
LKA,1990,0.333
LKA,1991,0.33
LKA,1992,0.333
LKA,1993,0.342
LKA,1994,0.351
LKA,1995,0.374
LKA,1996,0.402
LKA,1997,0.42
LKA,1998,0.429
LKA,1999,0.448
LKA,2000,0.459
LKA,2001,0.469
LKA,2002,0.486
LKA,2003,0.495
LKA,2004,0.511
LKA,2005,0.52
LKA,2006,0.5245
LKA,2007,0.529
LKA,2008,0.539
LKA,2009,0.549
LKA,2010,0.547
LKA,2011,0.555
LKA,2012,0.554
LKA,2013,0.559
LKA,2014,0.564
LKA,2015,0.57
LKA,2016,0.568
LKA,2017,0.575
LKA,2018,0.573
LSO,1987,0.339
LSO,1988,0.338
LSO,1989,0.335
LSO,1990,0.333
LSO,1991,0.33
LSO,1992,0.333
LSO,1993,0.342
LSO,1994,0.351
LSO,1995,0.374
LSO,1996,0.402
LSO,1997,0.42
LSO,1998,0.429
LSO,1999,0.448
LSO,2000,0.459
LSO,2001,0.469
LSO,2002,0.486
LSO,2003,0.495
LSO,2004,0.511
LSO,2005,0.52
LSO,2006,0.5245
LSO,2007,0.529
LSO,2008,0.539
LSO,2009,0.549
LSO,2010,0.547
LSO,2011,0.555
LSO,2012,0.554
LSO,2013,0.559
LSO,2014,0.564
LSO,2015,0.57
LSO,2016,0.568
LSO,2017,0.575
LSO,2018,0.573
MAR,1987,0.339
MAR,1988,0.338
MAR,1989,0.335
MAR,1990,0.333
MAR,1991,0.33
MAR,1992,0.333
MAR,1993,0.342
MAR,1994,0.351
MAR,1995,0.374
MAR,1996,0.402
MAR,1997,0.42
MAR,1998,0.429
MAR,1999,0.448
MAR,2000,0.459
MAR,2001,0.469
MAR,2002,0.486
MAR,2003,0.495
MAR,2004,0.511
MAR,2005,0.52
MAR,2006,0.5245
MAR,2007,0.529
MAR,2008,0.539
MAR,2009,0.549
MAR,2010,0.547
MAR,2011,0.555
MAR,2012,0.554
MAR,2013,0.559
MAR,2014,0.564
MAR,2015,0.57
MAR,2016,0.568
MAR,2017,0.575
MAR,2018,0.573
MMR,1987,0.339
MMR,1988,0.338
MMR,1989,0.335
MMR,1990,0.333
MMR,1991,0.33
MMR,1992,0.333
MMR,1993,0.342
MMR,1994,0.351
MMR,1995,0.374
MMR,1996,0.402
MMR,1997,0.42
MMR,1998,0.429
MMR,1999,0.448
MMR,2000,0.459
MMR,2001,0.469
MMR,2002,0.486
MMR,2003,0.495
MMR,2004,0.511
MMR,2005,0.52
MMR,2006,0.5245
MMR,2007,0.529
MMR,2008,0.539
MMR,2009,0.549
MMR,2010,0.547
MMR,2011,0.555
MMR,2012,0.554
MMR,2013,0.559
MMR,2014,0.564
MMR,2015,0.57
MMR,2016,0.568
MMR,2017,0.575
MMR,2018,0.573
MNG,1987,0.339
MNG,1988,0.338
MNG,1989,0.335
MNG,1990,0.333
MNG,1991,0.33
MNG,1992,0.333
MNG,1993,0.342
MNG,1994,0.351
MNG,1995,0.374
MNG,1996,0.402
MNG,1997,0.42
MNG,1998,0.429
MNG,1999,0.448
MNG,2000,0.459
MNG,2001,0.469
MNG,2002,0.486
MNG,2003,0.495
MNG,2004,0.511
MNG,2005,0.52
MNG,2006,0.5245
MNG,2007,0.529
MNG,2008,0.539
MNG,2009,0.549
MNG,2010,0.547
MNG,2011,0.555
MNG,2012,0.554
MNG,2013,0.559
MNG,2014,0.564
MNG,2015,0.57
MNG,2016,0.568
MNG,2017,0.575
MNG,2018,0.573
MRT,1987,0.339
MRT,1988,0.338
MRT,1989,0.335
MRT,1990,0.333
MRT,1991,0.33
MRT,1992,0.333
MRT,1993,0.342
MRT,1994,0.351
MRT,1995,0.374
MRT,1996,0.402
MRT,1997,0.42
MRT,1998,0.429
MRT,1999,0.448
MRT,2000,0.459
MRT,2001,0.469
MRT,2002,0.486
MRT,2003,0.495
MRT,2004,0.511
MRT,2005,0.52
MRT,2006,0.5245
MRT,2007,0.529
MRT,2008,0.539
MRT,2009,0.549
MRT,2010,0.547
MRT,2011,0.555
MRT,2012,0.554
MRT,2013,0.559
MRT,2014,0.564
MRT,2015,0.57
MRT,2016,0.568
MRT,2017,0.575
MRT,2018,0.573
NGA,1987,0.339
NGA,1988,0.338
NGA,1989,0.335
NGA,1990,0.333
NGA,1991,0.33
NGA,1992,0.333
NGA,1993,0.342
NGA,1994,0.351
NGA,1995,0.374
NGA,1996,0.402
NGA,1997,0.42
NGA,1998,0.429
NGA,1999,0.448
NGA,2000,0.459
NGA,2001,0.469
NGA,2002,0.486
NGA,2003,0.495
NGA,2004,0.511
NGA,2005,0.52
NGA,2006,0.5245
NGA,2007,0.529
NGA,2008,0.539
NGA,2009,0.549
NGA,2010,0.547
NGA,2011,0.555
NGA,2012,0.554
NGA,2013,0.559
NGA,2014,0.564
NGA,2015,0.57
NGA,2016,0.568
NGA,2017,0.575
NGA,2018,0.573
NIC,1987,0.339
NIC,1988,0.338
NIC,1989,0.335
NIC,1990,0.333
NIC,1991,0.33
NIC,1992,0.333
NIC,1993,0.342
NIC,1994,0.351
NIC,1995,0.374
NIC,1996,0.402
NIC,1997,0.42
NIC,1998,0.429
NIC,1999,0.448
NIC,2000,0.459
NIC,2001,0.469
NIC,2002,0.486
NIC,2003,0.495
NIC,2004,0.511
NIC,2005,0.52
NIC,2006,0.5245
NIC,2007,0.529
NIC,2008,0.539
NIC,2009,0.549
NIC,2010,0.547
NIC,2011,0.555
NIC,2012,0.554
NIC,2013,0.559
NIC,2014,0.564
NIC,2015,0.57
NIC,2016,0.568
NIC,2017,0.575
NIC,2018,0.573
NPL,1987,0.339
NPL,1988,0.338
NPL,1989,0.335
NPL,1990,0.333
NPL,1991,0.33
NPL,1992,0.333
NPL,1993,0.342
NPL,1994,0.351
NPL,1995,0.374
NPL,1996,0.402
NPL,1997,0.42
NPL,1998,0.429
NPL,1999,0.448
NPL,2000,0.459
NPL,2001,0.469
NPL,2002,0.486
NPL,2003,0.495
NPL,2004,0.511
NPL,2005,0.52
NPL,2006,0.5245
NPL,2007,0.529
NPL,2008,0.539
NPL,2009,0.549
NPL,2010,0.547
NPL,2011,0.555
NPL,2012,0.554
NPL,2013,0.559
NPL,2014,0.564
NPL,2015,0.57
NPL,2016,0.568
NPL,2017,0.575
NPL,2018,0.573
PAK,1987,0.339
PAK,1988,0.338
PAK,1989,0.335
PAK,1990,0.333
PAK,1991,0.33
PAK,1992,0.333
PAK,1993,0.342
PAK,1994,0.351
PAK,1995,0.374
PAK,1996,0.402
PAK,1997,0.42
PAK,1998,0.429
PAK,1999,0.448
PAK,2000,0.459
PAK,2001,0.469
PAK,2002,0.486
PAK,2003,0.495
PAK,2004,0.511
PAK,2005,0.52
PAK,2006,0.5245
PAK,2007,0.529
PAK,2008,0.539
PAK,2009,0.549
PAK,2010,0.547
PAK,2011,0.555
PAK,2012,0.554
PAK,2013,0.559
PAK,2014,0.564
PAK,2015,0.57
PAK,2016,0.568
PAK,2017,0.575
PAK,2018,0.573
PHL,1987,0.339
PHL,1988,0.338
PHL,1989,0.335
PHL,1990,0.333
PHL,1991,0.33
PHL,1992,0.333
PHL,1993,0.342
PHL,1994,0.351
PHL,1995,0.374
PHL,1996,0.402
PHL,1997,0.42
PHL,1998,0.429
PHL,1999,0.448
PHL,2000,0.459
PHL,2001,0.469
PHL,2002,0.486
PHL,2003,0.495
PHL,2004,0.511
PHL,2005,0.52
PHL,2006,0.5245
PHL,2007,0.529
PHL,2008,0.539
PHL,2009,0.549
PHL,2010,0.547
PHL,2011,0.555
PHL,2012,0.554
PHL,2013,0.559
PHL,2014,0.564
PHL,2015,0.57
PHL,2016,0.568
PHL,2017,0.575
PHL,2018,0.573
PNG,1987,0.339
PNG,1988,0.338
PNG,1989,0.335
PNG,1990,0.333
PNG,1991,0.33
PNG,1992,0.333
PNG,1993,0.342
PNG,1994,0.351
PNG,1995,0.374
PNG,1996,0.402
PNG,1997,0.42
PNG,1998,0.429
PNG,1999,0.448
PNG,2000,0.459
PNG,2001,0.469
PNG,2002,0.486
PNG,2003,0.495
PNG,2004,0.511
PNG,2005,0.52
PNG,2006,0.5245
PNG,2007,0.529
PNG,2008,0.539
PNG,2009,0.549
PNG,2010,0.547
PNG,2011,0.555
PNG,2012,0.554
PNG,2013,0.559
PNG,2014,0.564
PNG,2015,0.57
PNG,2016,0.568
PNG,2017,0.575
PNG,2018,0.573
SEN,1987,0.339
SEN,1988,0.338
SEN,1989,0.335
SEN,1990,0.333
SEN,1991,0.33
SEN,1992,0.333
SEN,1993,0.342
SEN,1994,0.351
SEN,1995,0.374
SEN,1996,0.402
SEN,1997,0.42
SEN,1998,0.429
SEN,1999,0.448
SEN,2000,0.459
SEN,2001,0.469
SEN,2002,0.486
SEN,2003,0.495
SEN,2004,0.511
SEN,2005,0.52
SEN,2006,0.5245
SEN,2007,0.529
SEN,2008,0.539
SEN,2009,0.549
SEN,2010,0.547
SEN,2011,0.555
SEN,2012,0.554
SEN,2013,0.559
SEN,2014,0.564
SEN,2015,0.57
SEN,2016,0.568
SEN,2017,0.575
SEN,2018,0.573
SLB,1987,0.339
SLB,1988,0.338
SLB,1989,0.335
SLB,1990,0.333
SLB,1991,0.33
SLB,1992,0.333
SLB,1993,0.342
SLB,1994,0.351
SLB,1995,0.374
SLB,1996,0.402
SLB,1997,0.42
SLB,1998,0.429
SLB,1999,0.448
SLB,2000,0.459
SLB,2001,0.469
SLB,2002,0.486
SLB,2003,0.495
SLB,2004,0.511
SLB,2005,0.52
SLB,2006,0.5245
SLB,2007,0.529
SLB,2008,0.539
SLB,2009,0.549
SLB,2010,0.547
SLB,2011,0.555
SLB,2012,0.554
SLB,2013,0.559
SLB,2014,0.564
SLB,2015,0.57
SLB,2016,0.568
SLB,2017,0.575
SLB,2018,0.573
STP,1987,0.339
STP,1988,0.338
STP,1989,0.335
STP,1990,0.333
STP,1991,0.33
STP,1992,0.333
STP,1993,0.342
STP,1994,0.351
STP,1995,0.374
STP,1996,0.402
STP,1997,0.42
STP,1998,0.429
STP,1999,0.448
STP,2000,0.459
STP,2001,0.469
STP,2002,0.486
STP,2003,0.495
STP,2004,0.511
STP,2005,0.52
STP,2006,0.5245
STP,2007,0.529
STP,2008,0.539
STP,2009,0.549
STP,2010,0.547
STP,2011,0.555
STP,2012,0.554
STP,2013,0.559
STP,2014,0.564
STP,2015,0.57
STP,2016,0.568
STP,2017,0.575
STP,2018,0.573
SWZ,1987,0.339
SWZ,1988,0.338
SWZ,1989,0.335
SWZ,1990,0.333
SWZ,1991,0.33
SWZ,1992,0.333
SWZ,1993,0.342
SWZ,1994,0.351
SWZ,1995,0.374
SWZ,1996,0.402
SWZ,1997,0.42
SWZ,1998,0.429
SWZ,1999,0.448
SWZ,2000,0.459
SWZ,2001,0.469
SWZ,2002,0.486
SWZ,2003,0.495
SWZ,2004,0.511
SWZ,2005,0.52
SWZ,2006,0.5245
SWZ,2007,0.529
SWZ,2008,0.539
SWZ,2009,0.549
SWZ,2010,0.547
SWZ,2011,0.555
SWZ,2012,0.554
SWZ,2013,0.559
SWZ,2014,0.564
SWZ,2015,0.57
SWZ,2016,0.568
SWZ,2017,0.575
SWZ,2018,0.573
TJK,1987,0.339
TJK,1988,0.338
TJK,1989,0.335
TJK,1990,0.333
TJK,1991,0.33
TJK,1992,0.333
TJK,1993,0.342
TJK,1994,0.351
TJK,1995,0.374
TJK,1996,0.402
TJK,1997,0.42
TJK,1998,0.429
TJK,1999,0.448
TJK,2000,0.459
TJK,2001,0.469
TJK,2002,0.486
TJK,2003,0.495
TJK,2004,0.511
TJK,2005,0.52
TJK,2006,0.5245
TJK,2007,0.529
TJK,2008,0.539
TJK,2009,0.549
TJK,2010,0.547
TJK,2011,0.555
TJK,2012,0.554
TJK,2013,0.559
TJK,2014,0.564
TJK,2015,0.57
TJK,2016,0.568
TJK,2017,0.575
TJK,2018,0.573
TLS,1987,0.339
TLS,1988,0.338
TLS,1989,0.335
TLS,1990,0.333
TLS,1991,0.33
TLS,1992,0.333
TLS,1993,0.342
TLS,1994,0.351
TLS,1995,0.374
TLS,1996,0.402
TLS,1997,0.42
TLS,1998,0.429
TLS,1999,0.448
TLS,2000,0.459
TLS,2001,0.469
TLS,2002,0.486
TLS,2003,0.495
TLS,2004,0.511
TLS,2005,0.52
TLS,2006,0.5245
TLS,2007,0.529
TLS,2008,0.539
TLS,2009,0.549
TLS,2010,0.547
TLS,2011,0.555
TLS,2012,0.554
TLS,2013,0.559
TLS,2014,0.564
TLS,2015,0.57
TLS,2016,0.568
TLS,2017,0.575
TLS,2018,0.573
TUN,1987,0.339
TUN,1988,0.338
TUN,1989,0.335
TUN,1990,0.333
TUN,1991,0.33
TUN,1992,0.333
TUN,1993,0.342
TUN,1994,0.351
TUN,1995,0.374
TUN,1996,0.402
TUN,1997,0.42
TUN,1998,0.429
TUN,1999,0.448
TUN,2000,0.459
TUN,2001,0.469
TUN,2002,0.486
TUN,2003,0.495
TUN,2004,0.511
TUN,2005,0.52
TUN,2006,0.5245
TUN,2007,0.529
TUN,2008,0.539
TUN,2009,0.549
TUN,2010,0.547
TUN,2011,0.555
TUN,2012,0.554
TUN,2013,0.559
TUN,2014,0.564
TUN,2015,0.57
TUN,2016,0.568
TUN,2017,0.575
TUN,2018,0.573
TZA,1987,0.339
TZA,1988,0.338
TZA,1989,0.335
TZA,1990,0.333
TZA,1991,0.33
TZA,1992,0.333
TZA,1993,0.342
TZA,1994,0.351
TZA,1995,0.374
TZA,1996,0.402
TZA,1997,0.42
TZA,1998,0.429
TZA,1999,0.448
TZA,2000,0.459
TZA,2001,0.469
TZA,2002,0.486
TZA,2003,0.495
TZA,2004,0.511
TZA,2005,0.52
TZA,2006,0.5245
TZA,2007,0.529
TZA,2008,0.539
TZA,2009,0.549
TZA,2010,0.547
TZA,2011,0.555
TZA,2012,0.554
TZA,2013,0.559
TZA,2014,0.564
TZA,2015,0.57
TZA,2016,0.568
TZA,2017,0.575
TZA,2018,0.573
UKR,1987,0.339
UKR,1988,0.338
UKR,1989,0.335
UKR,1990,0.333
UKR,1991,0.33
UKR,1992,0.333
UKR,1993,0.342
UKR,1994,0.351
UKR,1995,0.374
UKR,1996,0.402
UKR,1997,0.42
UKR,1998,0.429
UKR,1999,0.448
UKR,2000,0.459
UKR,2001,0.469
UKR,2002,0.486
UKR,2003,0.495
UKR,2004,0.511
UKR,2005,0.52
UKR,2006,0.5245
UKR,2007,0.529
UKR,2008,0.539
UKR,2009,0.549
UKR,2010,0.547
UKR,2011,0.555
UKR,2012,0.554
UKR,2013,0.559
UKR,2014,0.564
UKR,2015,0.57
UKR,2016,0.568
UKR,2017,0.575
UKR,2018,0.573
UZB,1987,0.339
UZB,1988,0.338
UZB,1989,0.335
UZB,1990,0.333
UZB,1991,0.33
UZB,1992,0.333
UZB,1993,0.342
UZB,1994,0.351
UZB,1995,0.374
UZB,1996,0.402
UZB,1997,0.42
UZB,1998,0.429
UZB,1999,0.448
UZB,2000,0.459
UZB,2001,0.469
UZB,2002,0.486
UZB,2003,0.495
UZB,2004,0.511
UZB,2005,0.52
UZB,2006,0.5245
UZB,2007,0.529
UZB,2008,0.539
UZB,2009,0.549
UZB,2010,0.547
UZB,2011,0.555
UZB,2012,0.554
UZB,2013,0.559
UZB,2014,0.564
UZB,2015,0.57
UZB,2016,0.568
UZB,2017,0.575
UZB,2018,0.573
VNM,1987,0.339
VNM,1988,0.338
VNM,1989,0.335
VNM,1990,0.333
VNM,1991,0.33
VNM,1992,0.333
VNM,1993,0.342
VNM,1994,0.351
VNM,1995,0.374
VNM,1996,0.402
VNM,1997,0.42
VNM,1998,0.429
VNM,1999,0.448
VNM,2000,0.459
VNM,2001,0.469
VNM,2002,0.486
VNM,2003,0.495
VNM,2004,0.511
VNM,2005,0.52
VNM,2006,0.5245
VNM,2007,0.529
VNM,2008,0.539
VNM,2009,0.549
VNM,2010,0.547
VNM,2011,0.555
VNM,2012,0.554
VNM,2013,0.559
VNM,2014,0.564
VNM,2015,0.57
VNM,2016,0.568
VNM,2017,0.575
VNM,2018,0.573
VUT,1987,0.339
VUT,1988,0.338
VUT,1989,0.335
VUT,1990,0.333
