country,gdp_pc_pp,pop,share1,urbanization_rate,gdp_pc_cd,T_rebuild_K,pi,income_elast,rho,shareable,max_increased_spending,prepare_scaleup,borrow_abi,avg_prod_k,protection,tau_tax,macro_multiplier_Gamma,dK,dKtot,delta_W,delta_W_tot,average_aid_cost_pc,axfin,c,dc,dc_npv_post,dc_npv_pre,dk,dw,fa,gamma_SP,help_fee,help_needed,help_received,k,n,shew,social,v,v_shew,dWpc_currency,dWtot_currency,risk,resilience,risk_to_assets
Albania,15501.662931463497,2775634.0,0.084,0.63799,6802.80451885113,4,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,1.0,0.18628171635596602,1.1548706449607842,148.5653247847024,412362966.6934627,1.7330013186907542e-06,4.810177382202892,0.0,0.11076000000000001,77508.3146573175,148.5653247847024,171.57373245291762,171.57373245291762,148.5653247847024,1.7330013186907542e-06,0.004684841967579017,1.0,0.0,84.42823037716245,0.0,418330.7453626871,3.3905695888242064,0.0,0.1942581839052523,2.105999999999999,2.105999999999999,227.57673401627812,631669720.5445381,0.014680794894228346,0.6528142054014879,0.0095838314535379
Algeria,11187.382302721002,44903225.0,0.094,0.74772,4273.92218311515,4,0.2,1.5,0.06,0.8,0.05,0.8,0.5,0.2889104503291931,1.0,0.14897796598878915,1.2829782330263904,46.15480223908877,2072499469.7723067,1.0809311344928728e-06,48.53729394163873,23.904193632910925,0.18245999999999998,55936.91151360501,46.15480223908877,59.2156066223886,59.21560662238859,46.15480223908877,1.0809311344928728e-06,0.00885501592764815,1.0,23.904193632910925,60.67863769277634,23.904193632910925,193613.32014770954,3.387029213793623,2.4000000000000004,0.15929025045967896,0.9394682000000001,0.8492792527999999,87.03103699857458,3907974236.330319,0.007779392412236313,0.5303257760773861,0.004125612318429751
Angola,5906.11567677033,35588987.0,0.038,0.68081,2998.50115810921,4,0.2,1.5,0.06,0.8,0.05,0.0,0.1416666666666666,0.4323973905251145,1.0,0.16518511127103716,1.460356245872084,8.231148216864566,292938226.8850662,1.1317722658693874e-06,40.27862845698617,0.0,0.18575999999999998,29530.578383851644,8.231148216864566,12.020408709197035,12.020408709197035,8.231148216864566,1.1317722658693874e-06,0.0015207822274709481,1.0000000000000002,0.0,2.253225126744582,0.0,68294.99675747106,3.3975619791919236,0.0,0.15935173643856948,3.0999999999999996,3.0999999999999996,34.9531915298312,1243948678.9636726,0.005918135275830701,0.2354906049091282,0.0013936652560394222
Antigua and Barbuda,21457.937890413898,93763.0,0.0103,0.24346,18745.1735087796,4,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.4166666666666667,0.4005106416086055,1.0,0.13901490701349908,1.420937967447601,2114.9902583369085,198307831.5924436,2.5087869491106622e-05,2.35231390709463,28.447592291193196,0.15299999999999997,107289.6894520695,2114.9902583369085,3005.269958852724,3005.269958852724,2114.9902583369085,2.5087869491106622e-05,0.1650964983948574,1.0,28.447592291193196,102.41133224829548,28.4475922911932,267882.244080089,3.20867122902113,1.6,0.16390495997237423,1.1779571109442393,1.1024406459462304,5366.217985830796,503152697.00545293,0.2500807865712062,0.39413051499611534,0.0985644692019431
Argentina,18087.196261682235,46234830.0,0.051,0.92347,13686.0086737317,4,0.2,1.5,0.06,0.8,0.05,0.7333333333333333,0.4083333333333333,0.2695495148851759,1.0,0.1846944780030515,1.2590443178477382,78.49235658146821,3629080762.8435636,7.902913287904193e-07,36.53898523709914,7.42525436712209,0.13079999999999997,90435.98130841117,78.4923565814682,98.82535554837607,98.82535554837607,78.49235658146821,7.902913287904193e-07,0.0030324152141462057,1.0,7.42525436712209,24.79676783083444,7.425254367122088,335507.86150342564,3.3953720234242892,3.2000000000000006,0.19535988066707588,2.2908930499999993,1.9976587395999994,130.80322432394954,6047664840.069672,0.007231813180523532,0.6000796768363499,0.004339664116309417
Armenia,16041.829702379504,2780469.0,0.094,0.63573,7014.20659172274,4,0.2,1.5,0.06,0.8,0.05,0.4,0.425,0.3666957212217474,1.0,0.34258828603350755,1.379136090743238,112.96009911126205,314082053.81579167,1.199787582239232e-06,3.335972179001135,3.3923372772707294,0.06318000000000001,80209.14851189751,112.96009911126205,155.78734949827466,155.78734949827466,112.96009911126205,1.199787582239232e-06,0.011016746984863627,1.0,3.392337277270729,19.954925160416053,3.392337277270729,218734.89072809118,3.3812983202529328,1.6000000000000003,0.3907193508827823,1.25,1.17,165.8745328717223,461208996.5393048,0.010340125531136758,0.6809972402371063,0.007041596950409375
Australia,50997.54643272919,25978935.0,0.073,0.86488,64491.4298860631,4,0.2,1.5,0.06,0.8,0.05,0.8,0.9166666666666669,0.2736023908600951,1.0,0.23463841000000005,1.2640544678011738,101.84817153483056,2645907028.172213,1.7752161621617366e-07,4.611822528774921,14.291083522067073,0.7312400000000001,254987.73216364594,101.84817153483056,128.7416362659829,128.7416362659829,101.84817153483056,1.7752161621617366e-07,0.0012700219247559013,0.9999999999999998,14.291083522067073,19.487841166455095,14.291083522067073,931964.5612820407,3.3981335085652433,4.0,0.289524,2.8543999999999996,2.397696,139.1621035058952,3615283241.4429235,0.0027287999764746287,0.7318671460762739,0.00199711905099549
Austria,56280.50833060169,9042528.0,0.079,0.59256,52131.4466586387,4,0.2,1.5,0.06,0.8,0.05,0.8,0.8916666666666666,0.23227851820729,1.0,0.4830197903699999,1.2129700527022487,123.87908064766026,1120180055.370726,1.75057548466555e-07,1.5829627836201803,49.61075489618849,0.66404,281402.54165300843,123.87908064766026,150.2616149818986,150.26161498189856,123.87908064766026,1.75057548466555e-07,0.0021940994067726942,1.0,49.610754896188496,70.94953950522103,49.61075489618848,1211487.5875085408,3.3968367433595112,4.0,0.49636875599999986,1.5279999999999998,1.2835199999999998,158.94941734725194,1437304556.9462113,0.002824235637914904,0.779361653003266,0.002201100955236093
Azerbaijan,15044.9440415466,10175016.0,0.108,0.5717,7736.70123206975,4,0.2,1.5,0.06,0.8,0.05,0.0,0.2416666666666666,0.5982212831852317,1.0,0.022656923264207995,1.6653471148823724,39.52444795427985,402161890.3259647,5.802193982490906e-07,5.903741660694868,0.0,0.055399999999999984,75224.72020773299,39.52444795427985,65.82192536797844,65.82192536797844,39.52444795427985,5.802193982490906e-07,0.006441405678942863,1.0,0.0,20.738004765364945,0.0,125747.31511924592,3.3871632418348696,0.0,0.02335535256330981,1.2499999999999998,1.2499999999999998,72.84850476018227,741234701.5109307,0.004842058871007508,0.5425567495776966,0.002627091722317685
Bangladesh,6263.00464871693,171186372.0,0.086,0.3971099999999999,2688.30395035828,4,0.2,1.5,0.06,0.8,0.05,0.7333333333333333,0.6166666666666667,0.2897089076246591,1.0,0.048609803310177585,1.2839652829155197,136.58033012702964,23380691201.008507,6.263588842362509e-06,1072.2410496237178,31.591293095497626,0.06649999999999999,31315.02324358464,136.58033012702964,175.36440221224672,175.36440221224672,136.58033012702964,6.263588842362509e-06,0.01733380638164783,1.0000000000000002,31.591293095497623,75.17783297759898,31.591293095497626,108091.33726794396,3.3746015744721998,3.2,0.05012219584136117,2.322450365635921,2.025176718834523,211.2378042269417,36161033334.856415,0.03372786962088826,0.6465714346296444,0.02180747704777932
