country,gdp_pc_pp,pop,share1,urbanization_rate,gdp_pc_cd,T_rebuild_K,pi,income_elast,rho,shareable,max_increased_spending,prepare_scaleup,borrow_abi,avg_prod_k,protection,tau_tax,macro_multiplier_Gamma,dK,dKtot,delta_W,delta_W_tot,average_aid_cost_pc,axfin,c,dc,dc_npv_post,dc_npv_pre,dk,dw,fa,gamma_SP,help_fee,help_needed,help_received,k,n,shew,social,v,v_shew,dWpc_currency,dWtot_currency,risk,resilience,risk_to_assets
Albania,15501.662931463497,2775634.0,0.084,0.63799,6802.80451885113,1,0.2,1.5,0.06,0.8,0.05,1,1,0.1852799860314327,1.0,0.18628171635596602,1.0409983515622998,148.5653247847024,412362966.6934627,1.217370773732186e-06,3.3789757101773623,80.73063990655592,0.11076000000000001,77508.31465731749,148.5653247847024,154.6562582001929,154.6562582001929,148.5653247847024,1.217370773732186e-06,0.004684841967579017,1.0,80.73063990655592,84.42823037716244,80.73063990655592,418330.7453626871,3.3937034201181033,0.0,0.19425818390525226,2.105999999999999,2.105999999999999,159.8644281368131,443725142.1270951,0.010312727663065013,0.9293207157852473,0.0095838314535379
Algeria,11187.382302721002,44903225.0,0.094,0.74772,4273.92218311515,1,0.2,1.5,0.06,0.8,0.05,1,1,0.2889104503291931,1.0,0.14897796598878915,1.0749118148570513,46.15480223908877,2072499469.7723067,7.464451536153166e-07,33.51779468294813,59.27103610653327,0.18245999999999998,55936.91151360501,46.15480223908877,49.61234223918721,49.6123422391872,46.15480223908877,7.464451536153166e-07,0.00885501592764815,1.0,59.27103610653326,60.67863769277635,59.27103610653327,193613.32014770957,3.388228573864774,2.4000000000000004,0.15929025045967896,0.9394682000000001,0.8492792527999999,60.09993949538665,2698681105.647733,0.005372118147850289,0.7679675325235839,0.004125612318429752
Angola,5906.11567677033,35588987.0,0.038,0.68081,2998.50115810921,1,0.2,1.5,0.06,0.8,0.05,1,1,0.4323973905251145,1.0,0.16518511127103716,1.1218684613662162,8.231148216864566,292938226.8850662,3.64928568915225e-07,12.987438095052546,2.253225126744582,0.18575999999999998,29530.578383851644,8.231148216864565,9.234265585331123,9.234265585331125,8.231148216864566,3.64928568915225e-07,0.0015207822274709481,1.0000000000000002,2.2532251267445824,2.253225126744582,2.253225126744582,68294.99675747106,3.398591931227176,0.0,0.15935173643856948,3.0999999999999996,3.0999999999999996,11.27030459100604,401098723.5753543,0.001908243117440774,0.7303394642442238,0.0013936652560394222
Antigua and Barbuda,21457.937890413898,93763.0,0.0103,0.24346,18745.1735087796,1,0.2,1.5,0.06,0.8,0.05,1,1,0.4005106416086055,1.0,0.13901490701349908,1.1114334015959364,2114.9902583369085,198307831.5924436,1.3186146794388537e-05,1.2363726818822522,98.33993537342556,0.15299999999999997,107289.6894520695,2114.990258336909,2350.6708171656587,2350.6708171656587,2114.9902583369085,1.3186146794388537e-05,0.16509649839485743,1.0,98.33993537342556,102.41133224829548,98.33993537342556,267882.244080089,3.2423406002502406,1.6,0.16390495997237423,1.1779571109442393,1.1024406459462304,2820.4761714396045,264456307.26269165,0.13144208851026742,0.7498699261328602,0.0985644692019431
Argentina,18087.196261682235,46234830.0,0.051,0.92347,13686.0086737317,1,0.2,1.5,0.06,0.8,0.05,1,1,0.2695495148851759,1.0,0.1846944780030515,1.068575875150691,78.4923565814682,3629080762.8435636,5.150414142196624e-07,23.81285222940567,24.796767830834433,0.1308,90435.98130841117,78.4923565814682,83.8750386266825,83.8750386266825,78.4923565814682,5.150414142196624e-07,0.003032415214146206,1.0,24.796767830834433,24.796767830834433,24.796767830834433,335507.86150342564,3.3959211142176486,3.2000000000000006,0.19535988066707588,2.2908930499999993,1.9976587395999994,85.24587729364369,3941328644.872476,0.00471305093726645,0.9207759844043618,0.004339664116309416
Armenia,16041.829702379504,2780469.0,0.094,0.63573,7014.20659172274,1,0.2,1.5,0.06,0.8,0.05,1,1,0.3666957212217474,1.0,0.34258828603350755,1.1003673403838623,112.96009911126205,314082053.81579167,9.037985047941908e-07,2.512983724826599,19.91147571518823,0.06318000000000001,80209.14851189753,112.96009911126205,124.2976038285569,124.2976038285569,112.96009911126205,9.037985047941908e-07,0.011016746984863629,1.0,19.911475715188228,19.954925160416053,19.91147571518823,218734.8907280912,3.3856735196408754,1.6000000000000003,0.3907193508827823,1.25,1.17,124.95308087211448,347428167.8194073,0.0077892037997124505,0.9040201195749077,0.007041596950409375
Australia,50997.54643272919,25978935.0,0.073,0.86488,64491.4298860631,1,0.2,1.5,0.06,0.8,0.05,1,1,0.2736023908600951,1.0,0.23463841000000005,1.0699021942166627,101.84817153483056,2645907028.172213,1.421394749286566e-07,3.6926321801056994,19.48784116645509,0.7312400000000001,254987.73216364594,101.84817153483056,108.96758220207025,108.96758220207025,101.84817153483056,1.421394749286566e-07,0.0012700219247559013,0.9999999999999998,19.48784116645509,19.48784116645509,19.48784116645509,931964.5612820407,3.398306062937593,4.0,0.289524,2.854399999999999,2.397696,111.42546324165984,2894714866.8999705,0.0021849181193185647,0.9140475486643657,0.00199711905099549
Austria,56280.50833060169,9042528.0,0.079,0.59256,52131.4466586387,1,0.2,1.5,0.06,0.8,0.05,1,1,0.23227851820729,1.0,0.4830197903699999,1.0563787998373693,123.87908064766026,1120180055.370726,1.3949508993097796e-07,1.2613882565633863,68.31531259431439,0.66404,281402.54165300843,123.87908064766026,130.86323453953202,130.86323453953202,123.87908064766026,1.3949508993097796e-07,0.0021940994067726942,1.0,68.31531259431438,70.94953950522101,68.31531259431439,1211487.5875085408,3.397133253798616,4.0,0.49636875599999986,1.528,1.2835199999999998,126.65928125668673,1145320097.223465,0.00225049995129162,0.9780497679961397,0.002201100955236093
Azerbaijan,15044.9440415466,10175016.0,0.108,0.5717,7736.70123206975,1,0.2,1.5,0.06,0.8,0.05,1,1,0.5982212831852317,1.0,0.022656923264207995,1.176134960462112,39.52444795427985,402161890.3259647,3.7287833700056e-07,3.79404304503409,20.71837843984011,0.055399999999999984,75224.72020773297,39.52444795427985,46.48608503199374,46.48608503199374,39.52444795427985,3.7287833700056e-07,0.006441405678942863,1.0,20.71837843984011,20.738004765364945,20.71837843984011,125747.31511924592,3.3914466946680433,0.0,0.02335535256330981,1.2499999999999998,1.2499999999999998,46.8161343621481,476354916.1930067,0.003111751976801335,0.844248430435048,0.002627091722317685
Bangladesh,6263.00464871693,171186372.0,0.086,0.3971099999999999,2688.30395035828,1,0.2,1.5,0.06,0.8,0.05,1,1,0.2897089076246591,1.0,0.048609803310177585,1.0751731130415736,136.58033012702964,23380691201.008507,4.659055516651169e-06,797.5668108420991,65.95945929842398,0.06649999999999999,31315.02324358464,136.58033012702964,146.84749872292429,146.84749872292429,136.58033012702964,4.659055516651169e-06,0.01733380638164783,1.0000000000000002,65.95945929842398,75.17783297759898,65.95945929842398,108091.33726794396,3.3776991960353997,3.2,0.05012219584136117,2.322450365635921,2.025176718834523,157.1253608558384,26897720474.10179,0.02508785633554142,0.8692443370255252,0.021807477047779324
