country,gdp_pc_pp,pop,share1,urbanization_rate,gdp_pc_cd,T_rebuild_K,pi,income_elast,rho,shareable,max_increased_spending,prepare_scaleup,borrow_abi,avg_prod_k,protection,tau_tax,macro_multiplier_Gamma,dK,dKtot,delta_W,delta_W_tot,average_aid_cost_pc,axfin,c,dc,dc_npv_post,dc_npv_pre,dk,dw,fa,gamma_SP,help_fee,help_needed,help_received,k,n,shew,social,v,v_shew,dWpc_currency,dWtot_currency,risk,resilience,risk_to_assets
Albania,15501.662931463497,2775634.0,0.084,0.63799,6802.80451885113,1,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,1.0,0.18628171635596602,1.0409983515622998,148.5653247847024,412362966.6934627,1.5455343064067207e-06,4.2898375690289114,0.0,0.11076000000000001,77508.3146573175,148.5653247847024,154.6562582001929,154.6562582001929,148.5653247847024,1.5455343064067207e-06,0.004684841967579017,1.0,0.0,84.42823037716245,0.0,418330.7453626871,3.3905695888242064,0.0,0.1942581839052523,2.105999999999999,2.105999999999999,202.95867404640984,563338996.2781327,0.01309270334052146,0.7319979078634032,0.0095838314535379
Algeria,11187.382302721002,44903225.0,0.094,0.74772,4273.92218311515,1,0.2,1.5,0.06,0.8,0.05,0.8,0.5,0.2889104503291931,1.0,0.14897796598878915,1.0749118148570513,46.15480223908877,2072499469.7723067,8.846626913675266e-07,39.7242078795816,23.904193632910925,0.18245999999999998,55936.91151360501,46.15480223908877,49.6123422391872,49.6123422391872,46.15480223908877,8.846626913675266e-07,0.00885501592764815,1.0,23.904193632910925,60.67863769277634,23.904193632910925,193613.32014770954,3.387029213793623,2.4000000000000004,0.15929025045967896,0.9394682000000001,0.8492792527999999,71.22850750319787,3198389698.830282,0.0063668609488632235,0.6479821613139459,0.004125612318429752
Angola,5906.11567677033,35588987.0,0.038,0.68081,2998.50115810921,1,0.2,1.5,0.06,0.8,0.05,0.0,0.1416666666666666,0.4323973905251145,1.0,0.16518511127103716,1.1218684613662162,8.231148216864566,292938226.8850662,8.510260971871817e-07,30.287156709455346,0.0,0.18575999999999998,29530.578383851644,8.231148216864566,9.234265585331125,9.234265585331125,8.231148216864566,8.510260971871817e-07,0.0015207822274709481,1.0000000000000002,0.0,2.253225126744582,0.0,68294.99675747106,3.3975619791919236,0.0,0.15935173643856948,3.0999999999999996,3.0999999999999996,26.282741739583464,935376154.0943933,0.004450089225810048,0.3131769241740841,0.001393665256039422
Antigua and Barbuda,21457.937890413898,93763.0,0.0103,0.24346,18745.1735087796,1,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.4166666666666667,0.4005106416086055,1.0,0.13901490701349908,1.1114334015959364,2114.9902583369085,198307831.5924436,1.892157628725569e-05,1.7741437574219552,28.447592291193196,0.15299999999999997,107289.6894520695,2114.9902583369085,2350.670817165659,2350.6708171656587,2114.9902583369085,1.892157628725569e-05,0.1650964983948574,1.0,28.447592291193196,102.41133224829548,28.4475922911932,267882.244080089,3.20867122902113,1.6,0.16390495997237423,1.1779571109442393,1.1024406459462304,4047.266868513281,379483883.3924108,0.1886139706985243,0.5225724734859964,0.0985644692019431
Argentina,18087.196261682235,46234830.0,0.051,0.92347,13686.0086737317,1,0.2,1.5,0.06,0.8,0.05,0.7333333333333333,0.4083333333333333,0.2695495148851759,1.0,0.1846944780030515,1.068575875150691,78.49235658146821,3629080762.8435636,6.552784402509897e-07,30.29668728766966,7.42525436712209,0.13079999999999997,90435.98130841117,78.4923565814682,83.8750386266825,83.8750386266825,78.49235658146821,6.552784402509897e-07,0.0030324152141462057,1.0,7.42525436712209,24.79676783083444,7.425254367122088,335507.86150342564,3.3953720234242892,3.2000000000000006,0.19535988066707588,2.2908930499999993,1.9976587395999994,108.45688126932293,5014485467.81733,0.0059963346281086734,0.7237194695517195,0.004339664116309416
Armenia,16041.829702379504,2780469.0,0.094,0.63573,7014.20659172274,1,0.2,1.5,0.06,0.8,0.05,0.4,0.425,0.3666957212217474,1.0,0.34258828603350755,1.1003673403838623,112.96009911126205,314082053.81579167,9.522354416448924e-07,2.647661126194932,3.3923372772707294,0.06318000000000001,80209.14851189751,112.96009911126205,124.2976038285569,124.2976038285569,112.96009911126205,9.522354416448924e-07,0.011016746984863627,1.0,3.392337277270729,19.954925160416053,3.392337277270729,218734.89072809118,3.3812983202529328,1.6000000000000003,0.3907193508827823,1.25,1.17,131.64964482458686,366047756.2957742,0.008206647699611167,0.858035730075632,0.007041596950409374
Australia,50997.54643272919,25978935.0,0.073,0.86488,64491.4298860631,1,0.2,1.5,0.06,0.8,0.05,0.8,0.9166666666666669,0.2736023908600951,1.0,0.23463841000000005,1.0699021942166627,101.84817153483056,2645907028.172213,1.473557601892897e-07,3.828145715833144,14.291083522067073,0.7312400000000001,254987.73216364594,101.84817153483056,108.96758220207025,108.96758220207025,101.84817153483056,1.473557601892897e-07,0.0012700219247559013,0.9999999999999998,14.291083522067073,19.487841166455095,14.291083522067073,931964.5612820407,3.3981335085652433,4.0,0.289524,2.8543999999999996,2.397696,115.51459472225957,3000946147.8409247,0.0022651010254902118,0.8816909393978464,0.00199711905099549
Austria,56280.50833060169,9042528.0,0.079,0.59256,52131.4466586387,1,0.2,1.5,0.06,0.8,0.05,0.8,0.8916666666666666,0.23227851820729,1.0,0.4830197903699999,1.0563787998373693,123.87908064766026,1120180055.370726,1.4914904124838955e-07,1.3486843816617173,49.61075489618849,0.66404,281402.54165300843,123.87908064766026,130.86323453953202,130.86323453953202,123.87908064766026,1.4914904124838955e-07,0.0021940994067726942,1.0,49.610754896188496,70.94953950522103,49.61075489618848,1211487.5875085408,3.3968367433595112,4.0,0.49636875599999986,1.5279999999999998,1.2835199999999998,135.42491261873263,1224583564.252443,0.0024062489241074847,0.9147436631280845,0.002201100955236093
Azerbaijan,15044.9440415466,10175016.0,0.108,0.5717,7736.70123206975,1,0.2,1.5,0.06,0.8,0.05,0.0,0.2416666666666666,0.5982212831852317,1.0,0.022656923264207995,1.176134960462112,39.52444795427985,402161890.3259647,4.0596292890466597e-07,4.130679297011838,0.0,0.055399999999999984,75224.72020773299,39.52444795427985,46.48608503199374,46.48608503199374,39.52444795427985,4.0596292890466597e-07,0.006441405678942863,1.0,0.0,20.738004765364945,0.0,125747.31511924592,3.3871632418348696,0.0,0.02335535256330981,1.2499999999999998,1.2499999999999998,50.97001659719233,518620734.39669746,0.003387850194486511,0.7754450673743168,0.002627091722317685
Bangladesh,6263.00464871693,171186372.0,0.086,0.3971099999999999,2688.30395035828,1,0.2,1.5,0.06,0.8,0.05,0.7333333333333333,0.6166666666666667,0.2897089076246591,1.0,0.048609803310177585,1.0751731130415736,136.58033012702964,23380691201.008507,5.123781081352092e-06,877.1214942389015,31.591293095497626,0.06649999999999999,31315.02324358464,136.58033012702964,146.84749872292429,146.84749872292429,136.58033012702964,5.123781081352092e-06,0.01733380638164783,1.0000000000000002,31.591293095497623,75.17783297759898,31.591293095497626,108091.33726794396,3.3746015744721998,3.2,0.05012219584136117,2.322450365635921,2.025176718834523,172.79810220686895,29580680205.279087,0.027590288032481217,0.7904041096673595,0.02180747704777932
