iso3,income_cat,social
PER,q4,0.12460335939382093
PER,q5,0.12460335939382093
PHL,q1,0.23142680007728475
PHL,q2,0.13879421130779787
PHL,q3,0.13879421130779787
PHL,q4,0.13879421130779787
PHL,q5,0.13879421130779787
POL,q1,0.5495674219335517
POL,q2,0.3439881377429472
POL,q3,0.3439881377429472
POL,q4,0.3439881377429472
POL,q5,0.3439881377429472
PRT,q1,0.3927258302355347
PRT,q2,0.30793922764840864
PRT,q3,0.30793922764840864
PRT,q4,0.30793922764840864
PRT,q5,0.30793922764840864
QAT,q1,0.24299287777404088
QAT,q2,0.15766380199088031
QAT,q3,0.15766380199088031
QAT,q4,0.15766380199088031
QAT,q5,0.15766380199088031
ROU,q1,0.5154521412343162
ROU,q2,0.2925195469455779
ROU,q3,0.2925195469455779
ROU,q4,0.2925195469455779
ROU,q5,0.2925195469455779
RUS,q1,0.4782260977239559
RUS,q2,0.2859813658107392
RUS,q3,0.2859813658107392
RUS,q4,0.2859813658107392
RUS,q5,0.2859813658107392
RWA,q1,0.22238257359840588
RWA,q2,0.13664608417660837
RWA,q3,0.13664608417660837
RWA,q4,0.13664608417660837
RWA,q5,0.13664608417660837
WSM,q1,0.2051947407635907
WSM,q2,0.13328106290724098
WSM,q3,0.13328106290724098
WSM,q4,0.13328106290724098
WSM,q5,0.13328106290724098
SMR,q1,0.44103851835740104
SMR,q2,0.3302716551685374
SMR,q3,0.3302716551685374
SMR,q4,0.3302716551685374
SMR,q5,0.3302716551685374
STP,q1,0.1026763310039846
STP,q2,0.09090116013620203
STP,q3,0.09090116013620203
STP,q4,0.09090116013620203
STP,q5,0.09090116013620203
SAU,q1,0.30291853371179966
SAU,q2,0.1815488464496299
SAU,q3,0.1815488464496299
SAU,q4,0.1815488464496299
SAU,q5,0.1815488464496299
SEN,q1,0.24002462388151474
SEN,q2,0.1433169270863224
SEN,q3,0.1433169270863224
SEN,q4,0.1433169270863224
SEN,q5,0.1433169270863224
SRB,q1,0.5368257412861348
SRB,q2,0.3366865927908716
SRB,q3,0.3366865927908716
SRB,q4,0.3366865927908716
SRB,q5,0.3366865927908716
SYC,q1,0.3181285916342354
SYC,q2,0.19464406238264284
SYC,q3,0.19464406238264284
SYC,q4,0.19464406238264284
SYC,q5,0.19464406238264284
SLE,q1,0.0824123034502885
SLE,q2,0.08053678339831298
SLE,q3,0.08053678339831298
SLE,q4,0.08053678339831298
SLE,q5,0.08053678339831298
SGP,q1,0.3131936113264949
SGP,q2,0.1916252724713035
SGP,q3,0.1916252724713035
SGP,q4,0.1916252724713035
SGP,q5,0.1916252724713035
SVK,q1,0.5504836046048452
SVK,q2,0.32974482263667637
SVK,q3,0.32974482263667637
SVK,q4,0.32974482263667637
SVK,q5,0.32974482263667637
SVN,q1,0.6030326069024777
SVN,q2,0.37527226959354487
SVN,q3,0.37527226959354487
SVN,q4,0.37527226959354487
SVN,q5,0.37527226959354487
SLB,q1,0.1134922987880943
SLB,q2,0.09643316825267031
SLB,q3,0.09643316825267031
SLB,q4,0.09643316825267031
SLB,q5,0.09643316825267031
SOM,q2,0.04549142973351051
SOM,q3,0.04549142973351051
SOM,q4,0.04549142973351051
SOM,q5,0.04549142973351051
ZAF,q1,0.2595605968485192
ZAF,q2,0.16026349115989041
ZAF,q3,0.16026349115989041
ZAF,q4,0.16026349115989041
ZAF,q5,0.16026349115989041
ESP,q1,0.38659868637135436
ESP,q2,0.3024274900954468
ESP,q3,0.3024274900954468
ESP,q4,0.3024274900954468
ESP,q5,0.3024274900954468
LKA,q1,0.21340397625055615
LKA,q2,0.129593024208051
LKA,q3,0.129593024208051
LKA,q4,0.129593024208051
LKA,q5,0.129593024208051
KNA,q1,0.2582579812408938
KNA,q2,0.152377901376609
KNA,q3,0.152377901376609
KNA,q4,0.152377901376609
KNA,q5,0.152377901376609
LCA,q1,0.2269378351850566
LCA,q2,0.1363586874099759
LCA,q3,0.1363586874099759
LCA,q4,0.1363586874099759
LCA,q5,0.1363586874099759
VCT,q1,0.27593743541113414
VCT,q2,0.16427457905819431
VCT,q3,0.16427457905819431
VCT,q4,0.16427457905819431
VCT,q5,0.16427457905819431
SDN,q1,0.04751722646990619
SDN,q2,0.06268911105558782
SDN,q3,0.06268911105558782
SDN,q4,0.06268911105558782
SDN,q5,0.06268911105558782
SUR,q1,0.14072960389467906
SUR,q2,0.09621400079538062
SUR,q3,0.09621400079538062
SUR,q4,0.09621400079538062
SUR,q5,0.09621400079538062
SWE,q1,0.43637155086436225
SWE,q2,0.34956812507678836
SWE,q3,0.34956812507678836
SWE,q4,0.34956812507678836
SWE,q5,0.34956812507678836
CHE,q1,0.4442624741737285
CHE,q2,0.3012039902055196
CHE,q3,0.3012039902055196
CHE,q4,0.3012039902055196
CHE,q5,0.3012039902055196
TJK,q1,0.4093051305332439
TJK,q2,0.1942269143321042
TJK,q3,0.1942269143321042
TJK,q4,0.1942269143321042
TJK,q5,0.1942269143321042
TZA,q1,0.1771038375225114
TZA,q2,0.11410518022611435
TZA,q3,0.11410518022611435
TZA,q4,0.11410518022611435
TZA,q5,0.11410518022611435
THA,q1,0.2431905018936149
THA,q2,0.1446935983504647
THA,q3,0.1446935983504647
THA,q4,0.1446935983504647
THA,q5,0.1446935983504647
TLS,q1,0.23858548258227846
TLS,q2,0.16310033248076028
TLS,q3,0.16310033248076028
TLS,q4,0.16310033248076028
TLS,q5,0.16310033248076028
TGO,q1,0.010876832206806797
TGO,q2,0.09175773818010562
TGO,q3,0.09175773818010562
TGO,q4,0.09175773818010562
TGO,q5,0.09175773818010562
TON,q1,0.17034858996373678
TON,q2,0.11689743824164955
TON,q3,0.11689743824164955
TON,q4,0.11689743824164955
TON,q5,0.11689743824164955
TTO,q1,0.26498829720558514
TTO,q2,0.16258946671781366
TTO,q3,0.16258946671781366
TTO,q4,0.16258946671781366
TTO,q5,0.16258946671781366
TUN,q1,0.2650994108594178
TUN,q2,0.17366219798080135
TUN,q3,0.17366219798080135
TUN,q4,0.17366219798080135
TUN,q5,0.17366219798080135
TUR,q1,0.28646046289274596
TUR,q2,0.19986812473772342
TUR,q3,0.19986812473772342
TUR,q4,0.19986812473772342
TUR,q5,0.19986812473772342
UGA,q1,0.11930658422725449
UGA,q2,0.09940698205120552
UGA,q3,0.09940698205120552
UGA,q4,0.09940698205120552
UGA,q5,0.09940698205120552
UKR,q1,0.5011813912257362
UKR,q2,0.3192402908611758
UKR,q3,0.3192402908611758
UKR,q4,0.3192402908611758
UKR,q5,0.3192402908611758
ARE,q1,0.30151825514637587
ARE,q2,0.1754200537959716
ARE,q3,0.1754200537959716
ARE,q4,0.1754200537959716
ARE,q5,0.1754200537959716
GBR,q1,0.40121061141734465
GBR,q2,0.29660191335218306
GBR,q3,0.29660191335218306
GBR,q4,0.29660191335218306
GBR,q5,0.29660191335218306
USA,q1,0.41439673125450205
USA,q2,0.3334588332726177
USA,q3,0.3334588332726177
USA,q4,0.3334588332726177
USA,q5,0.3334588332726177
URY,q1,0.34728211650855856
URY,q2,0.22371242537220384
URY,q3,0.22371242537220384
URY,q4,0.22371242537220384
URY,q5,0.22371242537220384
UZB,q1,0.4725418824380307
UZB,q2,0.2444846373428958
UZB,q3,0.2444846373428958
UZB,q4,0.2444846373428958
UZB,q5,0.2444846373428958
VUT,q1,0.17009060868527115
VUT,q2,0.11051814671929663
VUT,q3,0.11051814671929663
VUT,q4,0.11051814671929663
VUT,q5,0.11051814671929663
VNM,q1,0.2655783857973578
VNM,q2,0.15865382952581664
VNM,q3,0.15865382952581664
VNM,q4,0.15865382952581664
VNM,q5,0.15865382952581664
PSE,q1,0.18242467791854367
