iso3,income_cat,income_share,transfers
PRY,0.2,0.053,0.17099832645163626
PRY,0.4,0.09699999999999999,0.11951444576580181
PRY,0.6,0.141,0.07904114551007818
PRY,0.8,0.207,0.06302705008350845
PRY,1.0,0.502,0.09467596767035509
PSE,0.2,0.066,0.041009918129968057
PSE,0.4,0.113,0.031930987259385986
PSE,0.6,0.161,0.03022105940862682
PSE,0.8,0.23,0.036712438047420984
PSE,1.0,0.43,0.051375752295573
QAT,0.2,0.065,0.5965384306332938
QAT,0.4,0.11599999999999999,0.5520982365083016
QAT,0.6,0.16699999999999998,0.5477963503077414
QAT,0.8,0.233,0.4229654473364572
QAT,1.0,0.419,0.24674368837089147
ROU,0.2,0.07,0.5962950484512296
ROU,0.4,0.138,0.569372025067952
ROU,0.6,0.184,0.488274303807279
ROU,0.8,0.239,0.46622271003332477
ROU,1.0,0.369,0.3174814303286791
RUS,0.2,0.077,0.3848207310189344
RUS,0.4,0.121,0.42128145082527857
RUS,0.6,0.165,0.35044590745924964
RUS,0.8,0.22699999999999998,0.24209307943256847
RUS,1.0,0.41,0.13943972322513282
RWA,0.2,0.07392607392607393,0.07768609939135075
RWA,0.4,0.10889110889110888,0.06915023232263667
RWA,0.6,0.14385614385614387,0.058917107820165286
RWA,0.8,0.1978021978021978,0.057951806931695785
RWA,1.0,0.4755244755244755,0.05653548756992759
SDN,0.2,0.07792207792207793,0.08093020688478642
SDN,0.4,0.1208791208791209,0.08866263369267782
SDN,0.6,0.16083916083916086,0.0807072668694337
SDN,0.8,0.2167832167832168,0.07636355516278365
SDN,1.0,0.4235764235764236,0.084877299433582
SEN,0.2,0.07307307307307306,0.10250547858074024
SEN,0.4,0.1151151151151151,0.1380295726127253
SEN,0.6,0.15615615615615613,0.15964683446084932
SEN,0.8,0.21621621621621623,0.14319980263391296
SEN,1.0,0.4394394394394394,0.18206596645575493
SLB,0.2,0.07,0.05890216782659068
SLB,0.4,0.114,0.05096279048200266
SLB,0.6,0.155,0.06259171168500086
SLB,0.8,0.215,0.06510344972502337
SLB,1.0,0.446,0.08051742350885108
SLE,0.2,0.07892107892107893,0.019833152431797924
SLE,0.4,0.1168831168831169,0.021058314863146934
SLE,0.6,0.15284715284715286,0.055035066561263585
SLE,0.8,0.2097902097902098,0.02833589667172678
SLE,1.0,0.4415584415584416,0.034595854302506605
SLV,0.2,0.055999999999999994,0.20296988564783047
SLV,0.4,0.10800000000000001,0.1355023979862591
SLV,0.6,0.154,0.11682980858621309
SLV,0.8,0.22399999999999998,0.09759495162982647
SLV,1.0,0.45799999999999996,0.09677059487696535
SRB,0.2,0.069,0.6350685509238126
SRB,0.4,0.128,0.4953291214429648
SRB,0.6,0.175,0.39555566960481037
SRB,0.8,0.23,0.3325949748390872
SRB,1.0,0.39799999999999996,0.235325523409248
STP,0.2,0.064,0.034584637495889546
STP,0.4,0.10400000000000001,0.028773305288364873
STP,0.6,0.146,0.02033741683538671
STP,0.8,0.207,0.027383165597159507
STP,1.0,0.479,0.01835793827882179
SUR,0.2,0.05905905905905905,0.2571570037278493
SUR,0.4,0.1111111111111111,0.20616590113979646
SUR,0.6,0.15315315315315314,0.1919583407873988
SUR,0.8,0.2202202202202202,0.17031652546700193
SUR,1.0,0.45645645645645644,0.14067685501340088
SVK,0.2,0.09090909090909091,0.3222880846509949
SVK,0.4,0.15284715284715286,0.3262688097932131
SVK,0.6,0.19280719280719283,0.4023625360162823
SVK,0.8,0.2357642357642358,0.32607700245055193
SVK,1.0,0.3276723276723277,0.1454214483286625
SVN,0.2,0.1,0.628685605264726
SVN,0.4,0.146,0.49074547734286567
SVN,0.6,0.18,0.43249995468649766
SVN,0.8,0.226,0.37686517911298095
SVN,1.0,0.348,0.255580302586752
SWE,0.2,0.079,0.6755635909581983
SWE,0.4,0.138,0.5148428236120374
SWE,0.6,0.17800000000000002,0.47790832715252646
SWE,0.8,0.233,0.4128578463396536
SWE,1.0,0.37200000000000005,0.28036202397716536
SWZ,0.2,0.037000000000000005,0.35287138667046103
SWZ,0.4,0.068,0.32283093772207483
SWZ,0.6,0.107,0.2721354916511905
SWZ,0.8,0.18600000000000003,0.2271709439317261
SWZ,1.0,0.602,0.13143045168053885
SYR,0.2,0.09190809190809192,0.04490774674615101
SYR,0.4,0.1398601398601399,0.07579589525223163
SYR,0.6,0.17882117882117884,0.10166283301874482
SYR,0.8,0.2307692307692308,0.10084080344687826
SYR,1.0,0.35864135864135865,0.16702628679182213
TCD,0.2,0.06893106893106894,0.0935044268184468
TCD,0.4,0.1098901098901099,0.054815216218578114
TCD,0.6,0.15884115884115887,0.05819751117006145
TCD,0.8,0.21378621378621382,0.043863073077904394
TCD,1.0,0.44855144855144863,0.05257310836129576
TGO,0.2,0.068,0.047459919992322144
TGO,0.4,0.11,0.10117774590979346
TGO,0.6,0.154,0.06223668870430937
TGO,0.8,0.21600000000000003,0.054621716808361254
TGO,1.0,0.452,0.08743719525033965
THA,0.2,0.079,0.48305734839107123
THA,0.4,0.11900000000000001,0.5853836827857103
THA,0.6,0.161,0.7028136612997422
THA,0.8,0.226,0.7846372291655974
THA,1.0,0.415,0.6863953116156246
TJK,0.2,0.07085828343313373,0.45206494777315337
TJK,0.4,0.11477045908183633,0.21889457733978596
TJK,0.6,0.1596806387225549,0.20282353785354648
TJK,0.8,0.22255489021956087,0.16904525814146937
TJK,1.0,0.43213572854291415,0.17783993591012837
TLS,0.2,0.0940940940940941,0.008066780060186612
TLS,0.4,0.13413413413413414,0.01990852972849148
TLS,0.6,0.16916916916916916,0.026327831325375264
TLS,0.8,0.2182182182182182,0.07836103510055328
TLS,1.0,0.3843843843843844,0.10378655111440255
TON,0.2,0.09300000000000001,0.27732767760699595
TON,0.4,0.138,0.14205159863269237
TON,0.6,0.17600000000000002,0.15925249148572662
TON,0.8,0.22699999999999998,0.15109553861338712
TON,1.0,0.366,0.1754722695691243
TUN,0.2,0.07707707707707707,0.20699823820568342
TUN,0.4,0.12312312312312314,0.21820823117651994
TUN,0.6,0.16416416416416416,0.19687725382583968
TUN,0.8,0.2192192192192192,0.1716244102531778
TUN,1.0,0.41641641641641647,0.14963690409545
TUR,0.2,0.054000000000000006,0.24782186823494098
TUR,0.4,0.095,0.2529035307103286
TUR,0.6,0.139,0.27559912077666876
TUR,0.8,0.207,0.2807993321293292
TUR,1.0,0.505,0.19810677700193774
TZA,0.2,0.06893106893106894,0.040233134890105056
TZA,0.4,0.1048951048951049,0.04520885798276256
TZA,0.6,0.14185814185814186,0.041710830655090014
TZA,0.8,0.2037962037962038,0.04485271564337942
TZA,1.0,0.4805194805194806,0.05547072795330382
UGA,0.2,0.061,0.05441366057993285
UGA,0.4,0.1,0.045532317512523075
UGA,0.6,0.141,0.05167190682497154
UGA,0.8,0.203,0.05757046248072104
UGA,1.0,0.495,0.06271878613340627
UKR,0.2,0.1001001001001001,0.5823882691852463
UKR,0.4,0.14314314314314316,0.4993750955995023
UKR,0.6,0.1761761761761762,0.4184307870557256
UKR,0.8,0.22122122122122123,0.4088792581681124
UKR,1.0,0.35935935935935936,0.31780746936122606
URY,0.2,0.057,0.3071742402409134
URY,0.4,0.105,0.25930421801672904
URY,0.6,0.153,0.2571297366611929
URY,0.8,0.22399999999999998,0.25077097196134984
URY,1.0,0.461,0.25230366749132743
USA,0.2,0.05105105105105105,0.6368350677998085
USA,0.4,0.1011011011011011,0.5435683830478817
USA,0.6,0.15215215215215216,0.5114106046081766
USA,0.8,0.22722722722722724,0.43686257529696987
USA,1.0,0.4684684684684685,0.2870312183450083
UZB,0.2,0.066,0.35550017772102327
UZB,0.4,0.121,0.23421760819420068
UZB,0.6,0.16699999999999998,0.200127181677266
UZB,0.8,0.231,0.17736514672030812
UZB,1.0,0.415,0.0666602566833948
VNM,0.2,0.06806806806806807,0.18410293779573011
VNM,0.4,0.11811811811811812,0.02267055777494582
VNM,0.6,0.16116116116116116,0.16994131016590328
VNM,0.8,0.22022022022022023,0.15180338380722458
VNM,1.0,0.43243243243243246,0.1260510609475316
VUT,0.2,0.07592407592407593,0.1340312034551889
VUT,0.4,0.12387612387612389,0.10132657904066386
VUT,0.6,0.17182817182817184,0.09909380138713496
VUT,0.8,0.22977022977022982,0.09593659945880756
VUT,1.0,0.3986013986013986,0.10706662206313652
WSM,0.2,0.06806806806806807,0.22766987202365246
WSM,0.4,0.11011011011011013,0.182090700379556
WSM,0.6,0.14914914914914915,0.18264989074320898
WSM,0.8,0.20820820820820826,0.14469986287283315
WSM,1.0,0.4644644644644645,0.1294770333271088
XKX,0.2,0.045,0.3216772550820322
XKX,0.4,0.111,0.2246949112376642
XKX,0.6,0.168,0.2078914796694633
XKX,0.8,0.252,0.1983072984483794
XKX,1.0,0.424,0.15837941267165703
ZAF,0.2,0.023976023976023973,0.47372682898513174
ZAF,0.4,0.047952047952047945,0.7324764973394777
ZAF,0.6,0.08191808191808189,0.6605856929162535
ZAF,0.8,0.16483516483516483,0.4662790272784785
ZAF,1.0,0.6813186813186813,0.20881009142512957
ZMB,0.2,0.03900000000000001,0.007057030900042888
ZMB,0.4,0.07300000000000001,0.00906639852606753
ZMB,0.6,0.11900000000000002,0.007351069164917915
ZMB,0.8,0.20500000000000002,0.006028540403390214
ZMB,1.0,0.5640000000000001,0.005289597101604877
ZWE,0.2,0.048,0.4610977729164618
ZWE,0.4,0.079,0.19163270369538443
ZWE,0.6,0.12,0.2513231841325172
ZWE,0.8,0.192,0.11707799560507276
ZWE,1.0,0.561,0.1426814710879667
