iso3,income_cat,income_share,transfers
DEU,1.0,0.39960039960039967,0.2882608737180308
DJI,0.2,0.053946053946053944,0.2857597999555584
DJI,0.4,0.10389610389610389,0.10969674090853201
DJI,0.6,0.15084915084915082,0.10947852045406074
DJI,0.8,0.21578421578421578,0.07155269738438584
DJI,1.0,0.4755244755244755,0.07349847887377559
DNK,0.2,0.091,0.7169582303772848
DNK,0.4,0.135,0.5570522255900963
DNK,0.6,0.168,0.5210085857736345
DNK,0.8,0.214,0.4480650527441522
DNK,1.0,0.392,0.29712924572845867
DOM,0.2,0.061061061061061066,0.2980354766090173
DOM,0.4,0.10710710710710712,0.21461352238728648
DOM,0.6,0.15415415415415418,0.17444779707719776
DOM,0.8,0.22322322322322324,0.14896995168052085
DOM,1.0,0.4544544544544545,0.13398192227367384
DZA,0.2,0.09390609390609389,0.19017064616714666
DZA,0.4,0.13686313686313684,0.2194128847082225
DZA,0.6,0.1748251748251748,0.1973509201020016
DZA,0.8,0.22277722277722276,0.17698875946174236
DZA,1.0,0.37162837162837165,0.146794862399439
ECU,0.2,0.043,0.2653789603018442
ECU,0.4,0.091,0.1885141345602038
ECU,0.6,0.14400000000000002,0.15832342078326475
ECU,0.8,0.222,0.12963658273194373
ECU,1.0,0.5,0.16307922068759334
EGY,0.2,0.0969030969030969,0.10013164102130152
EGY,0.4,0.13486513486513488,0.07821267812055907
EGY,0.6,0.16883116883116883,0.08129959746537024
EGY,0.8,0.21378621378621382,0.10859478877954455
EGY,1.0,0.38561438561438566,0.15928230295796514
ESP,0.2,0.065,0.6117654468773488
ESP,0.4,0.126,0.4583331298099915
ESP,0.6,0.17300000000000001,0.4190944256472294
ESP,0.8,0.23399999999999999,0.3680702547902165
ESP,1.0,0.402,0.25970469756955994
EST,0.2,0.08291708291708293,0.5832227657579655
EST,0.4,0.12987012987012989,0.4326814805170023
EST,0.6,0.16683316683316685,0.37877884229418357
EST,0.8,0.2277722277722278,0.32128472161009225
EST,1.0,0.39260739260739264,0.22038696684892908
ETH,0.2,0.083,0.047024652244098235
ETH,0.4,0.128,0.03566174125329348
ETH,0.6,0.168,0.027010369356550674
ETH,0.8,0.22399999999999998,0.03188097499922815
ETH,1.0,0.397,0.05017375346760636
FIN,0.2,0.092,0.6807269345184497
FIN,0.4,0.14,0.5347989745221966
FIN,0.6,0.17600000000000002,0.4878499185358494
FIN,0.8,0.225,0.4376941126263498
FIN,1.0,0.36700000000000005,0.30492515108303503
FJI,0.2,0.084,0.19714045566039834
FJI,0.4,0.129,0.13240182070715575
FJI,0.6,0.168,0.14477864498292017
FJI,0.8,0.225,0.140529753267363
FJI,1.0,0.39399999999999996,0.20571225622350908
FRA,0.2,0.077,0.6720577918127796
FRA,0.4,0.129,0.5289510519094851
FRA,0.6,0.172,0.4828611875599124
FRA,0.8,0.225,0.43536608922072906
FRA,1.0,0.397,0.30500797949031916
FSM,0.2,0.055,0.49106059894818044
FSM,0.4,0.107,0.33594182555456065
FSM,0.6,0.153,0.2166502708386135
FSM,0.8,0.225,0.13711753805318241
FSM,1.0,0.46,0.11174357377820193
GAB,0.2,0.06006006006006005,0.06501284096704639
GAB,0.4,0.10810810810810811,0.06374272957730423
GAB,0.6,0.15715715715715714,0.07179159450700201
GAB,0.8,0.2302302302302302,0.04881251187170461
GAB,1.0,0.4444444444444444,0.04241798535014242
GBR,0.2,0.077,0.5657456063077828
GBR,0.4,0.125,0.43816763454368696
GBR,0.6,0.171,0.406786583875391
GBR,0.8,0.23,0.3595491774512283
GBR,1.0,0.397,0.24963229497969078
GEO,0.2,0.073,0.8897332865386811
GEO,0.4,0.122,0.5478776802040612
GEO,0.6,0.165,0.39119739752172533
GEO,0.8,0.225,0.3410695583198832
GEO,1.0,0.415,0.23633706020637582
GHA,0.2,0.047,0.11063858231697793
GHA,0.4,0.096,0.10447479448978654
GHA,0.6,0.14800000000000002,0.11813473882519218
GHA,0.8,0.223,0.10856435545899176
GHA,1.0,0.486,0.06262199020384834
GIN,0.2,0.085,0.06909964947584936
GIN,0.4,0.131,0.09149883451443466
GIN,0.6,0.17300000000000001,0.07790249163192257
GIN,0.8,0.22899999999999998,0.08256979201902673
GIN,1.0,0.382,0.08939010419267163
GMB,0.2,0.06593406593406595,0.07240391097719859
GMB,0.4,0.10889110889110891,0.06420100705760035
GMB,0.6,0.15184815184815187,0.056459567392913024
GMB,0.8,0.21778221778221782,0.06817667244415061
GMB,1.0,0.4555444555444556,0.11065565566099189
GNB,0.2,0.079,0.03282866094075416
GNB,0.4,0.11900000000000001,0.06835852549951163
GNB,0.6,0.162,0.06626271266999048
GNB,0.8,0.22399999999999998,0.0753182943165811
GNB,1.0,0.41600000000000004,0.08062673895100196
GRC,0.2,0.07200000000000001,0.5591995662552016
GRC,0.4,0.126,0.425800408549706
GRC,0.6,0.16899999999999998,0.3840309604099217
GRC,0.8,0.225,0.34937633698978177
GRC,1.0,0.408,0.2548780618584437
GTM,0.2,0.04604604604604604,0.2366943452334198
GTM,0.4,0.0930930930930931,0.25419953929588696
GTM,0.6,0.14014014014014015,0.2809794703874563
GTM,0.8,0.21421421421421422,0.1501241082794034
GTM,1.0,0.5065065065065065,0.12623458897628367
HND,0.2,0.036963036963036974,0.15020917539254142
HND,0.4,0.08991008991008992,0.14004760390147572
HND,0.6,0.14485514485514486,0.12400982865903785
HND,0.8,0.22877122877122877,0.11325424770190101
HND,1.0,0.4995004995004996,0.096550277461003
HRV,0.2,0.07792207792207793,0.38902711975619647
HRV,0.4,0.13386613386613389,0.29219201738244416
HRV,0.6,0.17782217782217785,0.2872395569180872
HRV,0.8,0.2307692307692308,0.2806070575256335
HRV,1.0,0.37962037962037964,0.2669112622817767
HTI,0.2,0.05494505494505494,0.20514918121897183
HTI,0.4,0.1028971028971029,0.12176516183594754
HTI,0.6,0.15184815184815184,0.11598256027996755
HTI,0.8,0.21978021978021975,0.09774444069905
HTI,1.0,0.47052947052947053,0.1111761134479303
HUN,0.2,0.079,0.801483887853249
HUN,0.4,0.132,0.5979259492106787
HUN,0.6,0.17600000000000002,0.5521780349049894
HUN,0.8,0.228,0.4518160697343086
HUN,1.0,0.385,0.2596471776322369
IDN,0.2,0.0810810810810811,0.16816308489654974
IDN,0.4,0.11811811811811813,0.1451306393059966
IDN,0.6,0.15415415415415418,0.1372072668738973
IDN,0.8,0.21021021021021022,0.12508817199629113
IDN,1.0,0.4364364364364365,0.10957836896934486
IND,0.2,0.10389610389610392,0.0981025232848545
IND,0.4,0.14185814185814186,0.0655774172605292
IND,0.6,0.17482517482517484,0.056970145418545746
IND,0.8,0.21878121878121878,0.05008646167100113
IND,1.0,0.36063936063936064,0.033230672414679537
IRL,0.2,0.092,0.855327481083661
IRL,0.4,0.134,0.6444269064560456
IRL,0.6,0.171,0.6259342050100325
IRL,0.8,0.22,0.495660167180244
IRL,1.0,0.38299999999999995,0.2963410214773358
IRN,0.2,0.07,0.2114133877353674
IRN,0.4,0.11699999999999999,0.5942219533262565
IRN,0.6,0.16,0.3902892114107895
IRN,0.8,0.22,0.25996684557418215
IRN,1.0,0.433,0.12426659304058756
IRQ,0.2,0.08891108891108893,0.12955245779273072
IRQ,0.4,0.13086913086913088,0.11363899866469897
IRQ,0.6,0.16883116883116883,0.11486742715883519
IRQ,0.8,0.2227772227772228,0.10826467804127962
IRQ,1.0,0.38861138861138866,0.11341471469524693
ISL,0.2,0.09390609390609392,0.5937840720418368
ISL,0.4,0.14285714285714288,0.45029574555467733
ISL,0.6,0.17882117882117884,0.42776218648253106
ISL,0.8,0.22177822177822182,0.3618918110347279
ISL,1.0,0.3626373626373627,0.24056532562709612
ISR,0.2,0.055944055944055944,0.3387100086949818
ISR,0.4,0.1098901098901099,0.3665758479592591
ISR,0.6,0.16683316683316685,0.3442087631379631
ISR,0.8,0.23776223776223782,0.3001866762926284
ISR,1.0,0.4295704295704296,0.21016251676880043
ITA,0.2,0.06593406593406595,0.6464183475802591
ITA,0.4,0.12287712287712291,0.5088820800504612
ITA,0.6,0.16983016983016985,0.46496812481836913
ITA,0.8,0.2307692307692308,0.4189108712155527
ITA,1.0,0.4105894105894107,0.2933594844744688
JAM,0.2,0.05705705705705706,0.21230953596368363
JAM,0.4,0.10310310310310311,0.3195476104040947
JAM,0.6,0.15315315315315314,0.19579005699278101
JAM,0.8,0.22822822822822825,0.1763529552401435
JAM,1.0,0.4584584584584584,0.16978328719861463
JOR,0.2,0.08199999999999999,0.24754125056812332
JOR,0.4,0.121,0.18457321656168174
JOR,0.6,0.158,0.17251755477045033
JOR,0.8,0.215,0.18567787762833837
JOR,1.0,0.424,0.22375952353611764
JPN,0.2,0.06906906906906908,0.4660602224537042
JPN,0.4,0.13113113113113115,0.41632408268216653
JPN,0.6,0.1761761761761762,0.38396312511006625
JPN,0.8,0.23323323323323325,0.34773931854303697
JPN,1.0,0.3903903903903904,0.24639809331496515
KAZ,0.2,0.098,0.33195302712357677
KAZ,0.4,0.131,0.2756445282993878
KAZ,0.6,0.163,0.26275280232444276
KAZ,0.8,0.215,0.2846917624337634
KAZ,1.0,0.39299999999999996,0.28257938077331385
KEN,0.2,0.07200000000000001,0.07293398074006097
KEN,0.4,0.111,0.060089019845522895
KEN,0.6,0.14800000000000002,0.058422372027284925
KEN,0.8,0.213,0.05090189269334374
KEN,1.0,0.456,0.05122269763928765
KGZ,0.2,0.099,0.37793788408413737
KGZ,0.4,0.13699999999999998,0.31145635065324667
KGZ,0.6,0.172,0.2864858762949196
KGZ,0.8,0.22,0.26626870048805573
KGZ,1.0,0.37200000000000005,0.25376249429159015
KOR,0.2,0.075,0.41367083402246607
KOR,0.4,0.124,0.3533054668693228
KOR,0.6,0.16899999999999998,0.3360403872494318
KOR,0.8,0.23199999999999998,0.28662234406302656
KOR,1.0,0.4,0.1976631587877315
LAO,0.2,0.07007007007007007,0.03728431884229064
LAO,0.4,0.10810810810810811,0.10880687734071437
LAO,0.6,0.14714714714714713,0.10541192065561157
LAO,0.8,0.2102102102102102,0.10071851759817624
LAO,1.0,0.46446446446446443,0.09685882034287786
LBN,0.2,0.068,0.20604977010768713
LBN,0.4,0.111,0.16591022222919663
LBN,0.6,0.163,0.1705581107843401
LBN,0.8,0.23800000000000002,0.14509841197670356
LBN,1.0,0.42,0.15365715502246327
LBR,0.2,0.07207207207207209,0.0567916702617941
LBR,0.4,0.11611611611611612,0.060512941119228635
LBR,0.6,0.1601601601601602,0.06509072094628761
LBR,0.8,0.22322322322322324,0.06483239449719344
LBR,1.0,0.4284284284284285,0.09104142973405195
LCA,0.2,0.055055055055055056,0.29758701312663116
LCA,0.4,0.0960960960960961,0.2266942471511088
LCA,0.6,0.13813813813813816,0.21161032812988126
LCA,0.8,0.2072072072072072,0.17807234539314026
LCA,1.0,0.5035035035035035,0.14155278479568953
LKA,0.2,0.07400000000000001,0.1205926375569133
LKA,0.4,0.111,0.1162838801665341
LKA,0.6,0.15,0.12210158495148443
LKA,0.8,0.20800000000000002,0.1187044720473349
LKA,1.0,0.457,0.11147498041735798
LSO,0.2,0.046,0.45277513828321636
LSO,0.4,0.08900000000000001,0.29190311829252263
LSO,0.6,0.142,0.24736827073415063
LSO,0.8,0.226,0.20465798775542532
LSO,1.0,0.49700000000000005,0.16930781194914596
LTU,0.2,0.06506506506506507,0.7601398512273985
LTU,0.4,0.11911911911911914,0.4526774795124525
LTU,0.6,0.1621621621621622,0.34773187874907363
LTU,0.8,0.22422422422422422,0.24116162557174192
LTU,1.0,0.42942942942942947,0.12502071828571784
LUX,0.2,0.071,1.0
LUX,0.4,0.12,0.796048025285525
LUX,0.6,0.17,0.7616611917309273
LUX,0.8,0.23199999999999998,0.621803388379686
LUX,1.0,0.40700000000000003,0.38078668522450754
LVA,0.2,0.07200000000000001,0.5810643813492609
LVA,0.4,0.124,0.43565237754266306
LVA,0.6,0.165,0.3688969031642053
LVA,0.8,0.22399999999999998,0.26358720149038495
LVA,1.0,0.415,0.13892079983007768
MAR,0.2,0.06700000000000002,0.14196630900888263
MAR,0.4,0.10700000000000001,0.18385831021517024
MAR,0.6,0.14700000000000002,0.1680955735954724
MAR,0.8,0.20900000000000002,0.15748448610995386
MAR,1.0,0.47000000000000003,0.1439566975757479
MDA,0.2,0.099,0.6283956202349913
MDA,0.4,0.139,0.5847065241327831
MDA,0.6,0.17300000000000001,0.5106592893597233
MDA,0.8,0.21899999999999997,0.4707546437111717
MDA,1.0,0.37,0.36331705278054016
MDG,0.2,0.07192807192807195,0.06766844823784161
MDG,0.4,0.11488511488511491,0.0950974038253216
MDG,0.6,0.15484515484515485,0.08668189862180538
MDG,0.8,0.2117882117882118,0.09092970453986739
MDG,1.0,0.4465534465534466,0.09618640133333145
MDV,0.2,0.08900000000000001,0.17803673920660726
MDV,0.4,0.132,0.1748103514252483
MDV,0.6,0.17,0.12027672415920262
MDV,0.8,0.22399999999999998,0.09723052322954565
MDV,1.0,0.385,0.062009716209566065
MEX,0.2,0.055999999999999994,0.20915666316649573
MEX,0.4,0.098,0.15668191596305933
MEX,0.6,0.141,0.1407890974748752
MEX,0.8,0.207,0.13380881568758685
MEX,1.0,0.498,0.15225271509615054
MKD,0.2,0.058058058058058054,0.4915223627722255
MKD,0.4,0.12312312312312314,0.33198400255503285
MKD,0.6,0.18018018018018017,0.282879424408138
MKD,0.8,0.24824824824824826,0.23372590939563642
MKD,1.0,0.3903903903903904,0.17155081076394907
MLI,0.2,0.076,0.27907876215291416
MLI,0.4,0.115,0.16749131907615766
MLI,0.6,0.154,0.10311255034671005
MLI,0.8,0.21600000000000003,0.13570536925816473
MLI,1.0,0.439,0.10750158239779856
MLT,0.2,0.073,0.409556584351873
MLT,0.4,0.12300000000000001,0.4232152986146566
MLT,0.6,0.163,0.4010900956835053
MLT,0.8,0.21899999999999997,0.34187588348568665
MLT,1.0,0.42200000000000004,0.22963897852607937
MMR,0.2,0.08900000000000001,0.08743522999535733
MMR,0.4,0.13,0.09815974884440061
MMR,0.6,0.166,0.09405388364895918
MMR,0.8,0.21600000000000003,0.09416641949967826
MMR,1.0,0.39899999999999997,0.09928161489788784
MNE,0.2,0.06206206206206207,0.41972997524002165
MNE,0.4,0.12112112112112113,0.33512180974846345
MNE,0.6,0.17217217217217218,0.2596559664406312
MNE,0.8,0.24024024024024027,0.3275977980964714
MNE,1.0,0.4044044044044044,0.30877504574602654
MNG,0.2,0.08199999999999999,0.4026013076387836
MNG,0.4,0.126,0.31640807134238536
MNG,0.6,0.168,0.3060160321023551
MNG,0.8,0.226,0.32438192096558527
MNG,1.0,0.39799999999999996,0.28641569091343694
MOZ,0.2,0.046953046953046945,0.10314833677464422
MOZ,0.4,0.08591408591408589,0.07618811424440493
MOZ,0.6,0.12487512487512487,0.06507490916811037
MOZ,0.8,0.18781218781218778,0.05965980951848915
MOZ,1.0,0.5544455544455544,0.034413646932477136
MRT,0.2,0.078,0.12549657379089002
MRT,0.4,0.125,0.13200183777258034
MRT,0.6,0.168,0.1188328573960028
MRT,0.8,0.22899999999999998,0.10659875548960777
MRT,1.0,0.4,0.10261117445241609
MUS,0.2,0.07200000000000001,0.30747030615727555
MUS,0.4,0.11599999999999999,0.27696522267064044
MUS,0.6,0.155,0.2700620343328569
MUS,0.8,0.21100000000000002,0.248520629057575
MUS,1.0,0.446,0.21109273668882966
MWI,0.2,0.06993006993006995,0.08362742778605248
MWI,0.4,0.1098901098901099,0.06535147941734673
MWI,0.6,0.14885114885114886,0.06358955606144814
MWI,0.8,0.2097902097902098,0.08010303717184163
MWI,1.0,0.4615384615384616,0.1362015672322171
MYS,0.2,0.05894105894105895,0.19731869242399286
MYS,0.4,0.1018981018981019,0.1503546585211864
MYS,0.6,0.14985014985014986,0.12897940856963172
MYS,0.8,0.2207792207792208,0.10199795472191456
MYS,1.0,0.46853146853146854,0.06430018228675266
NAM,0.2,0.027999999999999997,0.2780851530301058
NAM,0.4,0.057999999999999996,0.15665856108761803
NAM,0.6,0.098,0.11152275576043036
NAM,0.8,0.179,0.08248476326605259
NAM,1.0,0.637,0.04444374516306339
NER,0.2,0.087,0.11305012913195435
NER,0.4,0.124,0.10082068746204574
NER,0.6,0.159,0.17361704973276537
NER,0.8,0.20800000000000002,0.11712129186018905
NER,1.0,0.42200000000000004,0.1049637285173943
NGA,0.2,0.07492507492507493,0.026306867564335194
NGA,0.4,0.11988011988011989,0.037908897915131246
NGA,0.6,0.16383616383616384,0.049202677563349145
NGA,0.8,0.22577422577422582,0.056968517685834566
NGA,1.0,0.41558441558441567,0.07557815807275603
NIC,0.2,0.051,0.35981930320801725
NIC,0.4,0.092,0.23052995139447233
NIC,0.6,0.13699999999999998,0.1735095784191196
NIC,0.8,0.19899999999999998,0.16741419268987154
NIC,1.0,0.521,0.09021032621300752
NLD,0.2,0.094,0.6610224734838027
NLD,0.4,0.146,0.5116789336521177
NLD,0.6,0.183,0.4819231118220778
NLD,0.8,0.225,0.41259470703390977
NLD,1.0,0.35200000000000004,0.27330157818238865
NOR,0.2,0.091,0.7679866872683445
NOR,0.4,0.14400000000000002,0.5919304644357518
NOR,0.6,0.18,0.5635996425654568
NOR,0.8,0.22699999999999998,0.4684505559756635
NOR,1.0,0.358,0.29706463380693576
NPL,0.2,0.087,0.19576886527840198
NPL,0.4,0.131,0.22601991051988618
NPL,0.6,0.17,0.268854422302834
NPL,0.8,0.222,0.2753397921213386
NPL,1.0,0.39,0.33158209159687013
PAK,0.2,0.0960960960960961,0.09056017653106124
PAK,0.4,0.13113113113113115,0.11694943777889032
PAK,0.6,0.16416416416416416,0.13459085492556247
PAK,0.8,0.2122122122122122,0.16367705934251872
PAK,1.0,0.3963963963963964,0.20064245263415412
PAN,0.2,0.036000000000000004,0.3330535361804225
PAN,0.4,0.08,0.21709466920118717
PAN,0.6,0.13,0.17444650260004832
PAN,0.8,0.21100000000000002,0.14374782054198193
PAN,1.0,0.5429999999999999,0.14077499407908747
PER,0.2,0.056056056056056056,0.17252892509446058
PER,0.4,0.10610610610610612,0.12051015314171462
PER,0.6,0.15415415415415418,0.09593509423780433
PER,0.8,0.22122122122122126,0.09319860719614931
PER,1.0,0.46246246246246253,0.08854824952418373
PHL,0.2,0.06900000000000002,0.32893947063821033
PHL,0.4,0.10700000000000001,0.3048578641027829
PHL,0.6,0.14600000000000002,0.30783889291512145
PHL,0.8,0.20900000000000002,0.3218246504204893
PHL,1.0,0.46900000000000003,0.3473842740294705
PNG,0.2,0.051000000000000004,0.004448386848737789
PNG,0.4,0.10000000000000002,0.0030685994880345615
PNG,0.6,0.15200000000000002,0.0015564782876019388
PNG,0.8,0.224,0.0011799265588359326
PNG,1.0,0.47300000000000003,0.0009349495102597464
POL,0.2,0.086,0.5975219938590771
POL,0.4,0.139,0.44636307290753957
POL,0.6,0.177,0.3904213325353631
POL,0.8,0.225,0.3459021290903351
POL,1.0,0.373,0.2622706107893955
PRT,0.2,0.0740740740740741,0.5400346766634764
PRT,0.4,0.12512512512512514,0.4157256302606885
PRT,0.6,0.1651651651651652,0.3798519363237918
PRT,0.8,0.21721721721721723,0.34382468378849707
PRT,1.0,0.4184184184184184,0.24751279280443786
