iso3,REM,UNE,GDP_{pc},gini_index,exp_SP_including_health_GDP,exp_health_GDP,SOC,name,region,income_group,FSY,0.2,0.4,0.6,0.8,1.0
JAM,17.8842255361981,4.885,10259.9951095504,39.9,6.232032776,5.119999886,1.11203301,Jamaica,LAC,UMICs,False,21.230953596368362,31.95476104040947,19.579005699278103,17.63529552401435,16.978328719861462
JOR,8.30541068744501,17.996,9520.25064497454,33.7,13.27198792,2.589999914,10.68198776,Jordan,MNA,LMICs,False,24.75412505681233,18.457321656168173,17.251755477045034,18.567787762833838,22.375952353611765
JPN,0.115349135003813,2.563,46097.4299773012,32.3,26.31477165,9.170000076,17.14477158,Japan,EAP,HICs,False,,,,,
KAZ,0.0833518192665904,4.794,35905.4414938905,29.2,6.021002293,2.559999943,3.461002295,Kazakhstan,ECA,UMICs,True,33.19530271235768,27.56445282993878,26.275280232444274,28.46917624337634,28.257938077331385
KEN,4.01597029687893,5.434,5823.40759464391,37.7,3.630999088,2.220000029,1.41099894,Kenya,SSA,LMICs,False,7.293398074006097,6.008901984552289,5.842237202728493,5.090189269334374,5.122269763928765
KGZ,17.7363196361325,3.289,7046.31027413488,27.2,11.60331249,2.910000086,8.693312645,Kyrgyz Republic,ECA,LMICs,True,37.79378840841374,31.14563506532467,28.648587629491963,26.62687004880557,25.376249429159014
KHM,6.10087598660838,0.27,7011.58146903476,,3.099999905,2.0,1.100000024,Cambodia,EAP,LMICs,False,4.113893319654034,3.976461837264612,3.610642431729337,3.590820947722827,3.441361570486939
KIR,4.76134162061774,,3257.13634647411,27.8,29.94010544,11.11999989,18.82010651,Kiribati,EAP,LMICs,False,,,,,
KNA,3.41594578547519,,31270.6888200244,,6.873138905,3.539999962,3.333138943,St. Kitts and Nevis,LAC,HICs,False,,,,,
KOR,0.410732680413717,2.604,50414.2083391764,32.9,13.42773724,5.690000057,7.737737179,"Korea, Rep.",EAP,HICs,False,,,,,
KWT,0.0127258921522737,2.144,45426.9453957872,,13.65468628,5.190000057,8.464686223,Kuwait,MNA,HICs,False,,,,,
LAO,1.49419709215288,1.218,8610.90166279666,38.8,1.379540443,0.720000029,0.659540474,Lao PDR,EAP,LMICs,False,3.728431884229064,,10.541192065561157,,
LBN,33.349773045666,11.543,11330.2687387422,35.3,4.797435651,2.900000095,1.897435556,Lebanon,MNA,LMICs,False,,,,,
LBR,14.3157894736842,2.882,1658.2599942501,35.3,1.491761923,1.090000033,0.401761919,Liberia,SSA,LICs,False,5.67916702617941,6.051294111922863,6.509072094628761,6.483239449719344,9.104142973405196
LBY,0.0266248516242474,18.615,12275.9104976538,,5.577095985,2.539999962,3.037096262,Libya,MNA,UMICs,False,,,,,
LCA,2.54833011985522,10.928,24252.4688588491,43.7,6.767765045,2.630000114,4.137764931,St. Lucia,LAC,UMICs,False,,,,,
LKA,6.79203075909937,4.996,13752.836740386,37.7,4.679711342,1.889999986,2.789711475,Sri Lanka,SAR,LMICs,False,12.05926375569133,11.62838801665341,12.210158495148443,11.870447204733491,11.147498041735798
LSO,20.9469539374659,16.147,2637.91651023395,44.9,11.11573601,4.199999809,6.915735722,Lesotho,SSA,LMICs,False,45.27751382832164,29.190311829252263,24.736827073415064,20.46579877554253,16.930781194914594
LTU,1.24078068965149,7.504,47169.0084190287,36.0,19.59946442,5.260000229,14.33946323,Lithuania,ECA,HICs,True,76.01398512273985,45.267747951245255,34.773187874907364,24.116162557174192,12.502071828571784
LUX,2.62646242078581,5.935,128181.703344823,33.6,24.06059647,4.929999828,19.13059616,Luxembourg,ECA,HICs,False,,,,,
LVA,3.07441779011007,6.72,38936.0453870454,34.0,20.06772804,6.269999981,13.79772758,Latvia,ECA,HICs,True,58.10643813492609,43.565237754266306,36.889690316420534,26.358720149038493,13.892079983007768
MAC,0.270287591090253,2.437,112843.96274393,,26.15041161,,26.15041161,"Macao SAR, China",EAP,HICs,False,,,,,
MAR,8.10131295376622,8.943,9065.9140625,39.5,9.167867661,2.230000019,6.937867641,Morocco,MNA,LMICs,False,,,,,
MDA,10.5366158547258,1.434,16465.9286876097,26.8,19.34576416,5.059999943,14.28576469,Moldova,ECA,UMICs,True,62.83956202349913,58.470652413278316,51.06592893597232,47.07546437111717,36.33170527805402
MDG,2.21166641768262,3.012,1657.0497062251,36.8,2.823809862,0.74000001,2.083809853,Madagascar,SSA,LICs,False,,,,,
MDV,0.0810349553568563,4.636,23351.0538990332,29.3,12.36724186,7.179999828,5.187242031,Maldives,SAR,UMICs,False,17.803673920660724,17.48103514252483,12.027672415920263,9.723052322954565,6.200971620956606
MEX,3.6507301947413,2.711,22033.2744496619,43.5,10.96666908,3.049999952,7.916669369,Mexico,LAC,UMICs,False,20.915666316649574,15.668191596305933,14.07890974748752,13.380881568758685,15.225271509615053
MHL,12.2878862528855,,7212.33432756108,35.5,6.769909859,5.320000172,1.449909806,Marshall Islands,EAP,UMICs,False,,70.78484062499383,56.550320692832734,43.93533388066773,21.352061459957834
MKD,2.74584220562203,13.417,24465.3919306751,33.5,13.76920319,4.639999866,9.129202843,North Macedonia,ECA,UMICs,True,,,,,
MLI,4.11661381024422,3.06,2910.81542295398,35.7,4.047901154,1.309999943,2.737901449,Mali,SSA,LICs,False,27.907876215291417,16.749131907615766,10.311255034671005,13.570536925816473,10.750158239779855
MLT,0.0633345315540428,2.703,60473.2580715114,34.6,17.90228653,7.130000114,10.77228546,Malta,MNA,HICs,False,,,,,
MMR,1.55238057410844,3.032,5276.29433987853,30.7,1.987318277,1.059999943,0.927318335,Myanmar,EAP,LMICs,False,8.743522999535733,9.815974884440061,9.405388364895918,9.416641949967826,9.928161489788783
MNE,10.59781731402,14.1,27853.6429505921,34.3,25.47609711,6.460000038,19.01609802,Montenegro,ECA,UMICs,True,41.97299752400217,33.512180974846345,25.965596644063123,32.759779809647135,30.877504574602654
MNG,2.23728028691922,5.424,16801.3067931352,31.4,19.95806122,4.53000021,15.42806053,Mongolia,EAP,UMICs,False,40.26013076387836,31.640807134238536,30.601603210235513,32.438192096558524,28.641569091343694
MOZ,1.1906990454892,3.527,1495.3224081402,49.6,3.605354786,2.569999933,1.035354733,Mozambique,SSA,LICs,False,10.314833677464422,7.6188114244404925,6.5074909168110375,5.965980951848914,3.4413646932477135
MRT,0.878082429260745,10.373,6396.99125827366,32.0,3.930741787,1.600000024,2.330741644,Mauritania,SSA,LMICs,False,,,,,
MUS,1.9185656293688,5.476,27317.185283655,36.8,12.58145332,3.140000105,9.44145298,Mauritius,SSA,UMICs,False,30.747030615727557,27.696522267064044,27.00620343328569,24.8520629057575,21.109273668882967
MWI,2.40111652398785,5.045,1635.85689673716,38.5,2.594898224,1.360000014,1.23489821,Malawi,SSA,LICs,False,8.362742778605249,6.535147941734673,6.358955606144814,8.010303717184163,13.62015672322171
MYS,0.380423194742509,3.826,34071.9449554711,40.7,2.460000038,2.460000038,,Malaysia,EAP,UMICs,False,19.731869242399284,15.03546585211864,12.897940856963173,10.199795472191456,6.430018228675266
NAM,1.09222272827468,19.148,10281.3356370344,59.1,9.751605034,4.449999809,5.301605225,Namibia,SSA,LMICs,False,27.808515303010577,15.665856108761803,11.152275576043035,8.248476326605259,4.444374516306339
NCL,6.45371658177669,11.15,,,,,,New Caledonia,EAP,HICs,False,,,,,
NER,2.90450726638245,0.355,1772.72451186128,32.9,2.437526226,2.119999886,0.317526221,Niger,SSA,LICs,False,11.305012913195435,10.082068746204573,17.361704973276538,11.712129186018904,10.49637285173943
NGA,11.3405363247915,2.989,5665.45157716197,33.9,1.244605541,0.540000021,0.70460546,Nigeria,SSA,LMICs,False,2.6306867564335192,3.7908897915131243,4.920267756334915,5.696851768583457,7.5578158072756025
NIC,26.6355465455205,4.574,7661.60202722818,46.2,6.96171999,6.139999866,0.821720004,Nicaragua,LAC,LMICs,False,35.98193032080172,23.052995139447233,17.35095784191196,16.741419268987155,9.021032621300753
NLD,0.384458755992055,3.599,70901.8384173158,25.7,23.41723442,7.880000114,15.53723431,Netherlands,ECA,HICs,False,,,,,
NOR,0.128429569062041,3.97,91108.2369704645,26.5,23.14651489,8.489999771,14.65651417,Norway,ECA,HICs,False,,,,,
NPL,66.1243412150194,10.706,5046.81592972946,30.0,3.98843503,1.799999952,2.188435078,Nepal,SAR,LMICs,False,19.5768865278402,22.60199105198862,26.885442230283402,27.533979212133858,33.15820915968701
NRU,0.581426948575993,,12604.062534187,32.4,16.78436279,11.34000015,5.44436264,Nauru,EAP,HICs,False,,,,,
NZL,0.229865081693748,4.869,48162.8610868634,,18.64817429,7.739999771,10.90817356,New Zealand,EAP,HICs,False,,,,,
OMN,0.0364790433372671,3.161,36654.2311606123,,6.109999943,3.809999943,2.3,Oman,MNA,HICs,False,,,,,
PAK,9.3585188653641,5.472,5530.99612925916,29.6,1.990064621,0.839999974,1.150064707,Pakistan,MNA,LMICs,False,9.056017653106124,11.694943777889032,13.459085492556246,16.367705934251873,20.064245263415412
PAN,0.616263275802106,6.518,36426.007943645,49.7,8.442965508,5.380000114,3.062965393,Panama,LAC,HICs,False,33.30535361804225,21.709466920118718,17.44465026000483,14.374782054198192,14.077499407908748
PER,1.70587702108825,4.828,15661.7497711956,40.1,7.138002396,3.99000001,3.148002625,Peru,LAC,UMICs,False,17.252892509446056,12.051015314171462,9.593509423780432,9.319860719614931,8.854824952418374
PHL,8.72571015588724,2.153,10375.9404179938,39.3,4.965330124,2.309999943,2.655330181,Philippines,EAP,LMICs,False,32.89394706382103,30.485786410278294,30.783889291512146,32.18246504204893,34.738427402947046
PLW,0.786945922481214,,15796.5350770911,,7.645426273,7.400000095,0.245426327,Palau,EAP,HICs,False,14.801151080140377,13.841937324461806,7.789337676428013,8.591433986037384,12.268329059779711
PNG,0.0118816927995385,2.741,4300.72597086628,41.9,1.308027267,1.159999967,0.148027256,Papua New Guinea,EAP,LMICs,False,0.44483868487377887,0.30685994880345613,0.1556478287601939,0.11799265588359326,0.09349495102597463
POL,0.9497139938449,2.472,45112.5993993196,28.5,21.92740631,4.639999866,17.28740692,Poland,ECA,HICs,False,59.75219938590771,44.636307290753955,39.042133253536306,34.59021290903351,26.22706107893955
PRT,0.584707221838219,6.384,41883.8514202164,33.9,25.28774834,7.03000021,18.25774765,Portugal,ECA,HICs,False,,,,,
PRY,1.97532234333541,6.093,16296.2836189267,44.2,11.22347069,4.46999979,6.753470898,Paraguay,LAC,UMICs,False,17.099832645163627,11.951444576580181,7.904114551007818,6.302705008350845,9.46759676703551
PSE,5.36505277882541,24.42,3845.50297375419,36.4,3.854173737,,3.854173737,West Bank and Gaza,MNA,LMICs,False,4.1009918129968055,3.1930987259385986,3.0221059408626822,3.6712438047420983,5.1375752295573
PYF,9.08372381992482,11.75,,,,,,French Polynesia,EAP,HICs,False,,,,,
QAT,0.662038822470751,0.126,110945.880494642,35.1,3.435667753,2.460000038,1.1,Qatar,MNA,HICs,False,,,,,
ROU,2.48807683536191,5.379,40610.7541380693,29.8,18.25623131,4.900000095,13.35623074,Romania,ECA,HICs,False,59.62950484512296,56.9372025067952,48.8274303807279,46.62227100333248,31.748143032867908
RUS,0.0877632981361672,2.527,41704.7109375,33.0,19.36331177,5.260000229,14.10331059,Russian Federation,ECA,HICs,True,38.48207310189344,42.12814508252786,35.044590745924964,24.209307943256846,13.943972322513282
RWA,3.77118168934917,11.994,3264.64451474392,39.4,4.333735466,2.99000001,1.343735576,Rwanda,SSA,LICs,False,7.768609939135075,6.9150232322636676,5.891710782016529,5.795180693169579,5.653548756992759
SAU,0.0260090852845696,3.896,62676.6979803733,,9.901947021,4.590000153,5.311946869,Saudi Arabia,MNA,HICs,False,,,,,
SDN,1.80325281455094,7.53,1871.58911132813,34.2,0.980528474,0.769999981,0.210528508,Sudan,SSA,LICs,False,,,,,
SEN,11.6216891297963,2.992,4495.89489345838,36.2,3.283352852,1.120000005,2.163352966,Senegal,SSA,LMICs,False,10.250547858074025,13.80295726127253,15.964683446084932,14.319980263391297,18.206596645575495
SLB,5.405531416316,1.47,2527.07485921558,37.1,3.77411437,3.329999924,0.444114536,Solomon Islands,EAP,LMICs,False,5.890216782659068,5.096279048200266,6.259171168500085,6.510344972502337,8.051742350885108
SLE,4.26088141449543,3.126,3092.8305770948,35.7,2.56571269,1.940000057,0.625712574,Sierra Leone,SSA,LICs,False,1.9833152431797925,2.105831486314693,5.503506656126358,2.833589667172678,3.4595854302506606
SLV,24.0022976620619,2.839,11669.0817135644,39.8,13.74176979,6.400000095,7.341769695,El Salvador,LAC,UMICs,False,20.296988564783046,13.55023979862591,11.682980858621308,9.759495162982647,9.677059487696535
SMR,1.19322471582122,,70887.573899815,,24.0267849,7.03000021,16.99678421,San Marino,ECA,HICs,False,,,,,
SRB,6.37156858544397,7.39,26886.0087460398,32.8,19.73946762,6.260000229,13.47946835,Serbia,ECA,UMICs,True,63.506855092381265,49.53291214429648,39.55556696048104,33.25949748390872,23.532552340924802
SSD,9.49107276206113,12.477,,44.0,,,,South Sudan,SSA,LICs,False,,,,,
