iso3,REM,UNE,GDP_{pc},gini_index,exp_SP_including_health_GDP,exp_health_GDP,SOC,name,region,income_group,FSY,0.2,0.4,0.6,0.8,1.0
STP,1.30843119625179,9.17,5480.43526105768,40.7,4.819257259,3.349999905,1.469257474,Sao Tome and Principe,SSA,LMICs,False,3.4584637495889545,2.877330528836487,2.033741683538671,2.7383165597159507,1.835793827882179
SUR,3.40044748688062,7.325,19413.2971787064,39.2,8.304004669,3.329999924,4.974005222,Suriname,LAC,UMICs,False,,,,,
SVK,1.93338194623131,5.234,40346.5748138478,23.8,22.09416771,6.179999828,15.91416836,Slovak Republic,ECA,HICs,False,32.22880846509949,32.62688097932131,40.23625360162823,32.60770024505519,14.54214483286625
SVN,1.17576433672635,3.357,48495.889687081,24.7,24.79523468,6.940000057,17.85523415,Slovenia,ECA,HICs,True,,,,,
SWE,0.732491070622427,8.528,63258.9079924002,29.3,28.19345856,9.659999847,18.53345871,Sweden,ECA,HICs,False,,,,,
SWZ,0.681661556548279,34.4,10367.2682554184,54.6,9.693080902,3.730000019,5.963080883,Eswatini,SSA,LMICs,False,35.2871386670461,32.28309377220748,27.21354916511905,22.71709439317261,13.143045168053884
SXM,2.79032278081906,,45821.8077205674,,,,,Sint Maarten (Dutch part),LAC,HICs,False,,,,,
SYC,0.526794116405562,,29241.7758048825,32.1,12.25082779,4.019999981,8.230827332,Seychelles,SSA,HICs,False,,,,,
SYR,2.64296593950914,12.962,4189.83757087762,26.6,1.379999995,1.379999995,,Syrian Arab Republic,MNA,LICs,False,4.490774674615101,7.579589525223163,10.166283301874483,10.084080344687827,16.70262867918221
TCA,0.569257773358117,,33390.5267148059,,,,,Turks and Caicos Islands,LAC,HICs,False,,,,,
TGO,6.04489414748486,1.94,2849.60384966171,37.9,2.883157253,0.550000012,2.333157301,Togo,SSA,LICs,False,4.745991999232214,10.117774590979346,6.223668870430937,5.462171680836125,8.743719525033965
THA,1.82071663440562,0.693,21737.1779720129,33.5,8.524485588,3.630000114,4.894485474,Thailand,EAP,UMICs,False,48.305734839107124,58.53836827857103,70.28136612997422,78.46372291655975,68.63953116156246
TJK,47.8852110026872,11.635,4755.93296704719,36.1,6.032677174,1.940000057,4.092677116,Tajikistan,ECA,LMICs,True,,,,,
TLS,11.6712934296336,1.603,4186.21470887981,28.7,17.11187608,7.260000229,9.851875851,Timor-Leste,EAP,LMICs,False,0.8066780060186611,1.990852972849148,2.6327831325375266,7.836103510055328,10.378655111440255
TON,49.9757027039835,2.192,7075.55624772951,27.1,6.23203373,3.619999886,2.612033844,Tonga,EAP,UMICs,False,,,,,
TTO,0.753598851517468,4.546,31689.7318842923,,12.69265747,3.319999933,9.372657776,Trinidad and Tobago,LAC,HICs,False,,,,,
TUN,6.09804821172459,16.203,12713.5498473821,33.7,11.61999989,4.130000114,7.489999771,Tunisia,MNA,LMICs,False,,,,,
TUR,0.074210952721995,8.449,35294.3936777926,44.5,10.45039272,3.599999905,6.850392818,Turkiye,ECA,UMICs,False,24.782186823494097,25.29035307103286,27.559912077666876,28.07993321293292,19.810677700193775
TUV,4.1630590898576,,5812.39924537753,39.1,,,,Tuvalu,EAP,UMICs,False,,,,,
TZA,0.952019911646346,2.576,3713.26293945313,40.5,3.388950586,0.910000026,2.4789505,Tanzania,SSA,LMICs,False,4.023313489010506,4.520885798276256,4.171083065509001,4.485271564337942,5.547072795330382
UGA,2.67968294298036,2.941,2881.8659466843,42.7,1.345494986,1.049999952,0.295495063,Uganda,SSA,LICs,False,5.441366057993284,4.553231751252308,5.167190682497154,5.757046248072104,6.271878613340627
UKR,6.26398282482631,9.834,16319.8447265625,25.6,21.46904182,4.090000153,17.37904167,Ukraine,ECA,UMICs,True,58.23882691852463,49.937509559950236,41.84307870557256,40.88792581681124,31.780746936122604
URY,0.16813172308694,8.401,32038.7727288227,40.0,21.50992393,6.929999828,14.57992458,Uruguay,LAC,HICs,False,30.71742402409134,25.930421801672903,25.71297366611929,25.077097196134986,25.23036674913274
USA,0.0298510633413386,4.106,75491.6084348903,41.8,26.44341278,9.619999886,16.82341194,United States,NMA,HICs,False,,,,,
UZB,14.4210991468962,4.488,10450.2051402852,34.6,9.373539925,3.029999971,6.343540192,Uzbekistan,ECA,LMICs,True,,,,,6.66602566833948
VCT,8.16136103518688,18.056,18714.198849353,,8.0682621,3.630000114,4.438261986,St. Vincent and the Grenadines,LAC,UMICs,False,,,,,
VEN,0.0265362345081267,5.475,,44.7,10.03000069,1.350000024,8.680000305,"Venezuela, RB",LAC,UMICs,False,,,,,
VNM,3.35860522617933,1.431,14415.2159532813,36.1,7.022410393,1.960000038,5.062410355,Viet Nam,EAP,LMICs,False,18.41029377957301,2.267055777494582,16.994131016590327,15.180338380722457,12.605106094753161
VUT,12.486524585348,5.064,3169.23242933515,32.3,2.273863077,1.210000038,1.063863039,Vanuatu,EAP,LMICs,False,,,,,
WSM,26.4276818353756,4.551,6894.88985532565,38.7,6.959039688,5.119999886,1.839039683,Samoa,EAP,UMICs,False,22.766987202365247,18.2090700379556,18.264989074320898,14.469986287283316,12.94770333271088
XKX,17.3474661633707,,16380.8685901944,38.3,,,,Kosovo,ECA,UMICs,True,32.16772550820322,22.46949112376642,20.78914796694633,19.83072984483794,15.837941267165704
YEM,15.8890644827837,17.086,,36.7,1.100697638,0.430000007,0.670697631,"Yemen, Rep.",MNA,LICs,False,15.37344188168749,13.725074497684082,10.987637779530615,10.512084333551297,7.2307541483809885
ZAF,0.213704373012185,33.168,13598.7888656984,63.0,10.44896412,5.0,5.448964119,South Africa,SSA,UMICs,False,47.372682898513176,73.24764973394777,66.05856929162535,46.62790272784785,20.88100914251296
ZMB,1.26871857090054,5.961,3716.037353331,51.5,5.753571033,2.819999933,2.9335711,Zambia,SSA,LMICs,False,0.7057030900042888,0.906639852606753,0.7351069164917915,0.6028540403390215,0.5289597101604877
ZWE,8.14706273624748,8.554,3450.12970768715,50.3,4.139209747,0.910000026,3.229209661,Zimbabwe,SSA,LMICs,False,46.10977729164618,19.163270369538445,25.13231841325172,11.707799560507276,14.268147108796668
ARE,,2.133,68584.65491599,26.4,5.636268139,3.400000095,2.236268044,United Arab Emirates,MNA,HICs,False,,,,,
BHR,,1.102,59129.1406763003,,8.844977226,2.809999943,6.034977283,Bahrain,MNA,HICs,False,,,,,
BRN,,5.144,79184.0920389224,,2.659999847,2.059999943,0.600000024,Brunei Darussalam,EAP,HICs,False,,,,,
CAF,,5.899,1111.65331166746,43.0,1.261302114,1.25999999,0.001302079,Central African Republic,SSA,LICs,False,,,,,
CUB,,1.53,,,21.63756371,12.63000011,9.007563591,Cuba,LAC,UMICs,False,,,,,
GNQ,,7.823,15454.428493564,38.5,,,,Equatorial Guinea,SSA,UMICs,False,,,,,
GUM,,5.586,,,,,,Guam,EAP,HICs,False,,,,,
PRK,,2.859,,,,,,"Korea, Dem. People's Rep.",EAP,LICs,False,,,,,
SGP,,3.182,132569.525225795,,4.512736797,3.50999999,1.002736807,Singapore,EAP,HICs,False,,,,,
TCD,,1.088,2605.77164183974,37.4,1.119668365,0.899999976,0.219668418,Chad,SSA,LICs,False,9.35044268184468,5.481521621857811,5.819751117006145,4.38630730779044,5.257310836129576
TKM,,4.304,17953.8457867577,,,,,Turkmenistan,ECA,UMICs,True,,,,,
VIR,,12.014,46479.2996685326,,,,,Virgin Islands (U.S.),LAC,HICs,False,,,,,
GRL,,,71037.5372239623,,,,,Greenland,ECA,HICs,False,,,,,
SOM,,,,,0.11133825,,0.11133825,Federal Republic of Somalia,SSA,LICs,False,,,,,
PRI,,,,,10.03578377,,10.03578377,Puerto Rico (US),LAC,HICs,False,,,,,
TWN,,,,,11.03516102,,11.03516102,,,,False,,,,,
COK,,,,,8.446742058,3.660000086,4.786741734,,,,False,,,,,
ASM,,,,,,,,American Samoa,EAP,HICs,False,,,,,
CHI,,,,,,,,Channel Islands,ECA,HICs,False,,,,,
GIB,,,,,,,,Gibraltar,ECA,HICs,False,,,,,
IMN,,,,,,,,Isle of Man,ECA,HICs,False,,,,,
LIE,,,,,,,,Liechtenstein,ECA,HICs,False,,,,,
MAF,,,,,,,,St. Martin (French part),LAC,HICs,False,,,,,
MCO,,,,,,,,Monaco,ECA,HICs,False,,,,,
MNP,,,,,,,,Northern Mariana Islands,EAP,HICs,False,,,,,
VGB,,,,,,,,British Virgin Islands,LAC,HICs,False,,,,,
