iso3,gdp_pc_pp,pop,urbanization_rate,prepare_scaleup,borrowing_ability,avg_prod_k,tau_tax,pov_rate_2.15,rho,max_increased_spending,shareable,income_elasticity,average_aid_cost_pc,dk,dw,dk_tot,dw_tot,axfin,c,dc,dc_npv_post,dc_npv_pre,diversified_share,fa,gamma_SP,help_fee,help_needed,help_received,income_share,k,macro_multiplier_Gamma,n,v_ew,dWpc_currency,dWtot_currency,risk,resilience,risk_to_assets
ISL,55567.43625384569,382003.0,0.93992,0.6291541148918254,0.7666666666666667,0.2088920584384275,0.3528644334268179,0.0,0.06,0.05,0.8,1.5,3.5146065653828225,153.37864605132074,2.5350048829145897e-07,58591102.92754267,0.09683794702880219,0.07576467478051169,5556.743625384571,153.37864605132074,189.47443229841033,189.47443229841033,0.03750052335080504,0.0022767999857546835,0.1,3.514606565382822,7.286401415170324,3.5146065653828225,0.019999999999999997,26601.028621786794,0.12504180812042115,0.019048406350598516,0.027356008217643137,225.84860625275041,86274845.13436942,0.004064405728942011,0.6791215079701333,0.0027602253476415473
ISR,44393.30029743679,9557500.0,0.92763,0.3037350504261213,0.8166666666666668,0.2848230351273969,0.2731303415229039,0.004967662373,0.06,0.05,0.8,1.5,0.24798770996168581,54.74587208067226,1.4214042094963496e-07,523233672.41102517,1.3585070732261364,0.04035235868485268,9056.233260677107,54.745872080672264,68.56689467021454,68.56689467021454,0.06520410999471482,0.0012151865881591263,0.068,0.24798770996168581,0.9997477075340304,0.24798770996168581,0.040799999999999996,31796.000125574094,0.263504028224586,0.04019698193441206,0.060625057921248574,90.4796532612101,864759286.0440155,0.002038137571547801,0.6050627970757552,0.0012332012198658995
ITA,44292.1911843563,58940425.0,0.7165699999999999,0.4579337381470588,0.5666666666666667,0.1434501066431165,0.4325834416989306,0.008277917637,0.06,0.05,0.8,1.5,2.501650162079959,179.85468193062607,5.924320772903022e-07,10600711391.23092,34.91819841912326,0.034207570073159325,9301.360148714823,179.85468193062607,230.4501788834646,230.4501788834646,0.09690954567931266,0.0020065941173625715,0.06999999999999999,2.501650162079959,9.640426963243277,2.501650162079959,0.04200000000000001,64840.385039624176,0.2751802839428664,0.04109812826334945,0.0902949169232911,375.7854764122442,22148955688.565147,0.008484237658239158,0.47860998686740597,0.004060640874189794
JAM,10107.864790295696,2827377.0,0.57008,0.3152469866175836,0.3666666666666666,0.1738121106995912,0.2214553022657461,0.01177245927,0.06,0.05,0.8,1.5,0.34558518882210437,86.55707001040577,2.8718343331448707e-06,244729468.934811,8.119758341344145,0.02399163204091214,4043.1459161182797,86.55707001040575,121.91764893864942,121.91764893864942,0.09549932748858378,0.004130952039062656,0.1,0.34558518882210437,2.989735351752133,0.34558518882210437,0.07999999999999999,23261.589194473705,0.5840359992918842,0.07788601483006104,0.1836908380318906,198.56593279528727,561420751.368941,0.019644696176182072,0.4359109782423871,0.008563338727434009
JOR,9490.666715875366,11285869.0,0.91827,0.6744748678681611,0.3666666666666666,0.3098295810740082,0.2103589662609795,0.000408548828,0.06,0.05,0.8,1.5,0.13090627474244046,10.741222348854048,3.604876203327446e-07,121224028.3290391,4.068416059197092,0.0027917155291352002,1328.6933402225513,10.741222348854048,14.856909071635192,14.856909071635192,0.028952286951638956,0.0008921790746083864,0.07,0.13090627474244046,0.5293260430331028,0.13090627474244046,0.028000000000000004,4288.465083342606,0.21161436278724707,0.027609036433410075,0.06003883978987816,22.677635320606583,255936821.4581389,0.0023894670416223676,0.47364825287113493,0.0011317668895575938
JPN,41837.9099975665,125124989.0,0.91955,0.3781105945557289,0.7833333333333333,0.2106785735429563,0.3925686059844151,0.007278878874,0.06,0.05,0.8,1.5,1.3209372867719051,114.86934073235363,4.0721887079768443e-07,14373024995.573,50.953256729152685,0.03930924659526089,12886.076279250483,114.86934073235363,159.14844208614363,159.14844208614363,0.13214473006519578,0.0026692440132329823,0.0616,1.3209372867719051,4.459813989778969,1.3209372867719051,0.061599999999999995,61164.62658042002,0.4452545890215364,0.060352406371466064,0.10600913256928293,237.097705854258,29666847836.93927,0.005667054254575546,0.4844810299554853,0.0027455802820703754
KAZ,26093.294584983396,19621972.0,0.5799,0.3749545246750046,0.5833333333333334,0.4992063423501769,0.2610296830380486,0.000151407911,0.06,0.05,0.8,1.5,0.5772065213629687,43.62273531490226,4.941765392643785e-07,855964090.9124234,9.696718216502534,0.013373481509262672,3653.061241897676,43.62273531490226,85.47590416635407,85.47590416635407,0.03606352499023355,0.0020677893765946244,0.07,0.5772065213629687,2.638978405775327,0.5772065213629687,0.028,7317.738041347184,0.2930919744094218,0.026958543003845856,0.06340242635352772,141.71112881797492,2780651801.754697,0.005430940441669225,0.3078285783111274,0.001671798675051444
KEN,4881.531729286371,54027487.0,0.29002,0.4716859180194225,0.3,0.442077796979773,0.0824785612014143,0.361460557542,0.06,0.05,0.8,1.5,0.022263082314837927,4.173608347154537,6.163041607429646e-07,225489570.7189832,33.29736503258643,0.02143527968168056,1464.4595187859113,4.173608347154537,8.365889958952897,8.365889958952897,0.024044781681234136,0.0007151766611378805,0.10000000000000002,0.022263082314837923,0.15732984926579333,0.022263082314837927,0.06000000000000001,3312.6737619281894,0.7116843258707307,0.059643543893810436,0.16389588770859725,14.301989945220289,772700575.8395199,0.0029298160369247645,0.29182011476307557,0.000854979252130084
KGZ,5070.150235926509,6974900.0,0.37461,0.2784290950400829,0.25,0.485430091589271,0.2890595315774666,0.013309736024,0.06,0.05,0.8,1.5,0.04990692554164653,24.803208215212734,2.4666864161802667e-06,172999896.9802873,17.20489108421574,0.0062786592382820475,1014.0300471853018,24.803208215212734,42.59438569379501,42.59438569379501,0.06109218407789141,0.005439620177788915,0.1,0.04990692554164654,0.7169785978647367,0.04990692554164653,0.04000000000000001,2088.931165897491,0.40720817435658585,0.037391640901524484,0.08906640268657891,60.59216769253471,422624310.4386603,0.01195076375906684,0.4093467713694064,0.004892006560172521
KOR,45560.125038927494,51628117.0,0.81427,0.5170604505068659,0.8833333333333333,0.202797209207779,0.2925228235422407,0.002266651427,0.06,0.05,0.8,1.5,2.4040296762042646,83.57843936757916,2.4166080021600436e-07,4314997446.346783,12.476492067865498,0.03731289990397468,14305.879262223232,83.57843936757916,107.88360864653382,107.8836086465338,0.09716767472915855,0.0014567943743597877,0.0628,2.4040296762042646,5.263491003802981,2.4040296762042646,0.06280000000000002,70542.78171829239,0.4215500914401388,0.06209068293783877,0.0990672978607515,159.93291547433552,8257035272.260104,0.0035103704245255164,0.5225843543194274,0.0018344646617226813
LAO,7947.658797321378,7529475.0,0.37592,0.7234078413066878,0.125,0.2864886795282072,0.1068341153144347,0.071383628289,0.06,0.05,0.8,1.5,0.4419488978892658,93.99895728626446,6.086644293914081e-06,707762798.9129959,45.82923604491873,0.017034718902007497,2384.297639196414,93.99895728626447,158.28717740051894,158.2871774005189,0.0306953304681141,0.009338924519321489,0.10000000000000002,0.4419488978892658,4.887410643390051,0.4419488978892658,0.05999999999999999,8322.484654971016,0.5495348561529207,0.05616749482162771,0.12978938284119096,293.4411922497266,2209458121.01451,0.036921714901579056,0.32033320395682124,0.01182725123000313
LBN,12986.912832522998,5489739.0,0.89262,0.1796911612144453,0.0,0.1778802634087515,0.1444784535674002,0.0,0.06,0.05,0.8,1.5,0.0,56.72929633745708,9.95791183907237e-07,311429030.5462953,5.466633698151731,0.0020639399889808576,3116.8590798055197,56.72929633745708,72.72592763886776,72.72592763886776,0.0399598874161808,0.001938874103958328,0.08,0.0,2.3206927833460815,0.0,0.048,17522.23107879754,0.3250277573743538,0.047021375687180574,0.10380412812871043,100.27154398621482,550464605.611339,0.007720968430242003,0.5657566851195204,0.0043681895050061825
LKA,12200.1373948947,22181000.0,0.1902599999999999,0.4110631209737693,0.0666666666666666,0.3473223975424335,0.1550440431934355,0.009586125507,0.06,0.05,0.8,1.5,0.03367406763582831,32.809288148175966,1.0360390423740526e-06,727742820.4146911,22.98038199889886,0.033911242945162165,6100.06869744735,32.809288148175966,60.370273176637056,60.370273176637056,0.07587137698654353,0.0018072106333333737,0.1,0.03367406763582831,1.228791854012263,0.03367406763582831,0.10000000000000002,17563.130798963473,1.0617946216793952,0.09908146320178061,0.2663918864623452,94.98992355816507,2106971494.4436595,0.007785971623394569,0.34539756343825134,0.0026892556277198503
LTU,39955.24616298381,2831639.0,0.68465,0.3000856069005659,0.7666666666666667,0.2598650358328045,0.3202631346971138,0.001894733336,0.06,0.05,0.8,1.5,0.16256994585730744,34.66936050976528,1.2760965332439446e-07,98171113.32451124,0.36134447112983503,0.028087704345258063,4794.629539558056,34.66936050976528,46.14890885640932,46.14890885640932,0.05185909814936484,0.0008268211503053217,0.060000000000000005,0.16256994585730744,0.7066242118580371,0.16256994585730744,0.024000000000000004,18450.460348359025,0.17078199152601914,0.02356571198856815,0.03988489681293,69.32482354169132,196302874.00877127,0.0017350618554295555,0.5001002344984758,0.0008677048407696813
LVA,32992.3823633129,1879383.0,0.6854,0.245306406115846,0.7333333333333333,0.1343388801775949,0.31847428831795,0.004550118181,0.06,0.05,0.8,1.5,0.35623059659662476,57.83239614400413,2.448843747367113e-07,108689222.16230692,0.46023153084580465,0.023572042057693726,3629.162059964419,57.83239614400413,70.29899659494504,70.29899659494507,0.04405308500582378,0.0008324031818255134,0.055,0.35623059659662476,1.9802540139519604,0.35623059659662476,0.022,27014.979246266572,0.13637287042426183,0.021566908649592896,0.0357323887195169,99.85162325152648,187659443.26132357,0.0030265053960625826,0.5791833348399773,0.001752901488202713
MAR,8083.365234374999,37457971.0,0.6459600000000001,0.5305935000867539,0.5,0.2008016416164941,0.1044922050711329,0.014431101154,0.06,0.05,0.8,1.5,0.21552667661429353,17.613114243576234,9.769973874467852e-07,659751522.5555656,36.59633980605744,0.005876048253967145,1940.0076562499999,17.613114243576234,25.345292080151033,25.345292080151033,0.030032218001607665,0.001138070051813821,0.08,0.21552667661429353,0.8123984804904476,0.21552667661429353,0.048,9661.313725488213,0.3643122564744148,0.04746100942847861,0.11223153374467845,48.31188657751622,1809665246.3758917,0.0059767046492056304,0.3645710298503054,0.002178933369072005
MDA,13308.417334626298,2538894.0,0.43173,0.3320593189323536,0.25,0.4075954431814228,0.4814199819642096,0.0,0.06,0.05,0.8,1.5,0.23644705517514325,58.54590114844241,1.2679172725466189e-06,148641837.15037355,3.219107555764975,0.008036410263296438,2661.68346692526,58.54590114844241,94.44932168210397,94.44932168210397,0.10392060726142768,0.004693091447958923,0.1,0.23644705517514328,2.8482507997110207,0.23644705517514325,0.04,6530.209087103387,0.3506660517616393,0.03762680737448262,0.08385334916114343,132.4563153833813,336292544.3889745,0.009952822492179585,0.44200158353331254,0.004399163302169347
MEX,20254.7811446095,127504125.0,0.813,0.3846035535333056,0.5833333333333334,0.2308702182062391,0.1708752309475034,0.031000052181,0.06,0.05,0.8,1.5,0.2573511292068186,31.6114841132589,4.287483503145194e-07,4030594621.812477,54.66718325204627,0.009841937825094014,8507.00808073599,31.6114841132589,43.278887930529535,43.278887930529535,0.07281078369512763,0.0010739576529255434,0.084,0.2573511292068186,1.1470860326212293,0.2573511292068186,0.08400000000000002,36847.57673307424,0.6212657501116947,0.0834453671264906,0.1780414515499637,84.09890726098364,10722957583.767866,0.0041520521332991675,0.3758845999646484,0.0015606924551575226
MKD,17128.760501541896,2057679.0,0.59118,0.2933621696410361,0.3,0.2633828630982844,0.3321219284548848,0.026633504383,0.06,0.05,0.8,1.5,0.1728997076988936,58.04962160480497,8.095391721864551e-07,119447487.33415347,1.6657717542854524,0.010386460105319083,2398.0264702158656,58.049621604804955,77.06854431059101,77.06854431059101,0.05163467528720769,0.003071946365921682,0.06999999999999999,0.17289970769889357,1.9645762768305262,0.17289970769889357,0.027999999999999997,9104.717148286956,0.20089334828776045,0.02652058028907252,0.04916851478505754,123.48316051484298,254088706.24502158,0.007209112445919673,0.47010152123396015,0.0033890147275735137
MLI,2132.6233149007703,22593590.0,0.45437,0.5473308964297163,0.15,0.6798061699455986,0.0898229066596221,0.152188068547,0.06,0.05,0.8,1.5,0.004219990994783032,1.5817355517744973,8.902923508472055e-07,35737084.54521677,20.114900355177912,0.0111963696525571,426.52466298015406,1.5817355517744973,4.555004846685863,4.555004846685863,0.01930810478585914,0.0008608977225207729,0.1,0.004219990994783031,0.05140084998319875,0.004219990994783031,0.04000000000000001,627.4209941552703,0.6061532810732,0.03958154445293229,0.12220082167150005,5.96592661408228,134791699.88866326,0.00279745915389651,0.2651282280343321,0.0007416853884710037
MLT,48641.85007704802,531113.0,0.94875,0.575217762675083,0.75,0.2877562463415385,0.2768992180748145,0.002556744991,0.06,0.05,0.8,1.5,0.9609780083244901,27.069393379720054,1.1082607148490427e-07,14376906.726083256,0.058861167304561965,0.04559684032933716,4864.185007704801,27.069393379720054,42.909771172056956,42.90977117205696,0.03046738656556408,0.000585745559282826,0.10000000000000002,0.9609780083244901,2.2275112040013205,0.9609780083244901,0.020000000000000004,16903.838125312104,0.1596759278886314,0.019727803752579407,0.039722900726971974,80.89404444770678,42963878.62875489,0.001663054433981679,0.33462776604300976,0.0005565041900512113
MNG,12073.245456961598,3398366.0,0.6893,0.231142933997308,0.2833333333333333,0.2291432522177423,0.2832453447452147,0.007115855819,0.06,0.05,0.8,1.5,0.051978266152670524,28.77797712721739,6.410122405840967e-07,97798099.01791325,2.1783942039848143,0.0280179791548737,2414.64909139232,28.77797712721739,41.703394473072116,41.703394473072116,0.0615110756061536,0.0011840949438030757,0.1,0.051978266152670524,0.7936764533342191,0.051978266152670524,0.04000000000000001,10537.727242772176,0.3149390452081663,0.03935227927036922,0.08641836866430087,57.85875313827968,196625219.46752298,0.0047923115076665265,0.49738329235058676,0.002383615675652781
MOZ,1250.77241374562,32969518.0,0.38187,0.6273817337649783,0.1666666666666666,0.3294826964673195,0.075769692305093,0.743807658951,0.06,0.05,0.8,1.5,0.00448990147152639,1.5732680092965647,1.967866395262563e-06,51869887.95132726,64.87960654020418,0.009568713299570177,550.3398620480729,1.5732680092965647,2.749766704674947,2.749766704674947,0.03300346985915319,0.0008286893446954961,0.08800000000000001,0.00448990147152639,0.04293942169385831,0.00448990147152639,0.08800000000000002,1670.3149147095182,0.8955391253452514,0.08761332550538019,0.23804517895280802,5.922911682056398,195275543.3139687,0.004735403193231114,0.2656240872310856,0.0012578371508731828
MUS,22841.35054640709,1262523.0,0.4081,0.415116760686699,0.55,0.3215392198399729,0.2781536837326313,0.001253137091,0.06,0.05,0.8,1.5,0.7238417644221318,69.414350242466,8.302280729931922e-07,87637213.7111689,1.048182037399584,0.028861937134092453,6852.40516392213,69.414350242466,119.10852070072359,119.1085207007236,0.08746684779927498,0.0027939961418164544,0.09999999999999999,0.7238417644221318,3.1703753255731546,0.7238417644221318,0.06,21311.25766658421,0.5757266362406107,0.05858473802318806,0.12133424098081433,194.9942550281442,246184731.8408977,0.008536896915616774,0.35598151459614635,0.0030389774939724294
MYS,28383.618646256495,33938221.0,0.78214,0.6411439214626078,0.6833333333333332,0.2494921269867408,0.153223996228461,0.000110286496,0.06,0.05,0.8,1.5,0.8536887813095576,33.511069052787064,2.435540352615037e-07,1137306067.4597483,8.265790674146707,0.030947239960437377,9366.594153264643,33.51106905278707,43.530107931051326,43.53010793105133,0.05763982509319267,0.0009896976049080432,0.066,0.8536887813095576,1.948549481253755,0.8536887813095576,0.066,37542.64419639353,0.45531564647405426,0.06554747048877613,0.11488805376800504,79.25360277805554,2689726286.127863,0.002792230397603241,0.42283338394889874,0.0011806482277835573
NAM,9762.776892385067,2567012.0,0.53956,0.5154826628259408,0.4,0.312294397553134,0.1210603560359769,0.156170136674,0.06,0.05,0.8,1.5,0.025597242338513328,5.564351411671865,4.583951933463977e-07,14283756.845978614,1.176705962062523,0.023584884594533326,1366.78876493391,5.564351411671865,8.918307747568836,8.918307747568836,0.02356643631151022,0.0005272175405089466,0.07,0.025597242338513328,0.12414211080439652,0.025597242338513328,0.027999999999999997,4376.60353705629,0.26390746305150126,0.02774058699694661,0.0715282083064477,30.084937655833038,77228395.98177528,0.0030815963518841844,0.1849547263593221,0.0005699558100126246
NGA,4963.160312959289,218541212.0,0.53521,0.257955834522665,0.25,0.3321177343594327,0.0820973080852575,0.308632983511,0.06,0.05,0.8,1.5,0.009079464146804444,4.529689776374694,5.678578190577617e-07,989923893.7129345,124.10033602055994,0.01768606489269007,992.6320625918579,4.529689776374694,8.652585697135605,8.652585697135605,0.013375817729560669,0.0005835877485036128,0.1,0.009079464146804444,0.14079098716422614,0.009079464146804444,0.039999999999999994,2988.7957188024975,0.42259360598558743,0.03968194131796223,0.10520828507038842,13.509795363486308,2952447052.6082783,0.0027220147066801237,0.3352892959886975,0.0009126623946736596
NIC,5822.353524705861,6948392.0,0.59556,0.5678977746681311,0.2666666666666666,0.2651014158493167,0.1522560130393254,0.039410286567,0.06,0.05,0.8,1.5,0.11216294709199116,24.487903855019372,2.1500836143713723e-06,170151555.24298576,14.939623785429129,0.006095114247741603,2911.17676235293,24.487903855019372,36.32683584104627,36.32683584104627,0.10519589231631962,0.0030498719425115298,0.1,0.11216294709199115,0.7406457118814461,0.11216294709199115,0.1,10981.370103310344,0.7960357773109138,0.09858430112875456,0.22356986498887818,64.99389713392839,451603074.89421093,0.01116282219177198,0.37677235763473077,0.004205842835051221
NLD,59249.167003969895,17700982.0,0.92886,0.5696918366747684,1.0,0.2157709406280088,0.4007006514109203,0.0002796322,0.06,0.05,0.8,1.5,1.2170150911286923,31.353527369442556,7.182297208665666e-08,554988223.60301,1.271337136092412,0.0329512749382617,11885.38290099636,31.353527369442556,47.21629161741207,47.21629161741207,0.0855358968381213,0.000337307157520567,0.05015,1.2170150911286923,2.1362691419843434,1.2170150911286923,0.04012,55083.33451392269,0.3033380135039876,0.03995993062962121,0.08729848228036549,70.54785394244459,1248766292.7738407,0.0011906978192236465,0.44442921530996343,0.0005291808974688499
NOR,67296.15923936607,5457127.0,0.83664,0.6270565137565137,1.0,0.2377352471442723,0.44834877741481,0.001565339637,0.06,0.05,0.8,1.5,0.5725787695183726,14.002462524791447,2.244620038340276e-08,76413216.31052758,0.12249176615967755,0.0809129155757488,6729.615923936607,14.002462524791445,19.433482753398533,19.433482753398533,0.0486472870518899,0.00018809595161616444,0.1,0.5725787695183726,0.9131214762258337,0.5725787695183726,0.019999999999999997,28307.186270333157,0.14535905874703678,0.019912114875474837,0.03447031351831795,26.6724801273288,145555111.45980942,0.00039634476066393795,0.5249778969914549,0.00020807223893693568
NPL,4001.69995474296,30547580.0,0.21451,0.487227807381724,1.0,0.3106478259785661,0.3053614946613031,0.082404990953,0.06,0.05,0.8,1.5,0.23132409802582976,22.95139402881171,3.158145943481904e-06,701109545.2066481,96.47371586018893,0.016088074101878656,800.339990948592,22.951394028811713,41.72067232208738,41.72067232208738,0.055120218093148945,0.0035093894552952944,0.09999999999999999,0.23132409802582976,0.4747760585934627,0.23132409802582976,0.04000000000000001,2576.357933384711,0.4014049922608129,0.03830753463555757,0.10825153119530609,54.39639306324529,1661678168.8109305,0.013593321258075011,0.4219286010770367,0.005735411022410334
PAK,5376.96685550493,235824862.0,0.37731,0.2923212001720799,0.1833333333333333,0.6522309077626153,0.1633169134224105,0.049324480598,0.06,0.05,0.8,1.5,0.04575597665560849,14.971238714563171,2.0311281271076337e-06,3530590303.8309174,478.99051027947627,0.002372327576249964,2688.483427752465,14.971238714563171,33.38534739096258,33.38534739096258,0.07182816190934364,0.004053626915360953,0.09999999999999999,0.04575597665560849,0.8537802059454422,0.04575597665560849,0.1,4121.981028122268,1.2319064965043123,0.09790120195146232,0.2454875406537249,54.489279978458214,12849926931.399271,0.010133832222282006,0.27475567158314257,0.0027843278779439828
PAN,33266.4768445342,4408581.0,0.6914100000000001,0.2313759617501472,0.5833333333333334,0.2486707684382412,0.1649804899897565,0.011082572996,0.06,0.05,0.8,1.5,0.2227714413525001,70.91239955084966,4.531883072500404e-07,312623057.3242844,1.9979173607646905,0.010818754671380954,11975.931664032312,70.91239955084967,95.49660089646164,95.49660089646166,0.07284116940948138,0.002312292707891309,0.07200000000000001,0.2227714413525001,1.6505340337550676,0.2227714413525001,0.07200000000000001,48159.78870072379,0.5323246237691878,0.07083203555491052,0.11186925450554348,187.07412389183756,824731428.1812011,0.005623502746206036,0.37906043912224735,0.002131647420382024
PER,12743.9423914767,34049588.0,0.78708,0.2163873143982275,0.6333333333333333,0.2774178440794039,0.1392289979047943,0.02871748751,0.06,0.05,0.8,1.5,0.20935025854563533,34.90621834269471,1.1423412251464488e-06,1188542353.2067976,38.89624807165182,0.0102113630212949,2676.227902210107,34.90621834269471,55.21997131144177,55.219971311441775,0.031034037883822415,0.002272215434856082,0.07,0.20935025854563533,1.5275989756061483,0.20935025854563533,0.04200000000000001,9646.92055441143,0.35695722265944896,0.04088678386636188,0.09595937666032724,111.82800817084019,3807697605.077742,0.008774993227027775,0.31214200193361497,0.002739043952838362
PHL,8581.93769298126,115559009.0,0.47977,0.7537272681424334,0.6166666666666667,0.3459349526152716,0.3634227780965776,0.067541309528,0.06,0.05,0.8,1.5,1.0303150687230074,52.78462128542874,2.272275343713733e-06,6099738526.184452,262.5818868946934,0.019125669775791054,4290.96884649063,52.78462128542875,84.94577019331963,84.94577019331963,0.17064735009664625,0.005620295799071248,0.1,1.0303150687230074,2.216691982819526,1.0303150687230074,0.10000000000000002,12403.975990430758,0.8947305644298719,0.09778977981186925,0.21827994057651065,122.91656226331553,14204116124.835539,0.014322705041757977,0.42943457182240385,0.006150664706945922
POL,37706.606128398096,36821749.0,0.60134,0.3022118104271545,0.7166666666666667,0.421586230542222,0.3977643288747975,0.0,0.06,0.05,0.8,1.5,0.1499232743719453,12.7516161409801,6.346973896537314e-08,469536808.8875178,2.337066797278489,0.018940737148442806,3921.4870373534022,12.7516161409801,19.568275813480938,19.568275813480938,0.04627171352509172,0.0005163320203016681,0.052,0.1499232743719453,0.6922140675767195,0.1499232743719453,0.0208,9301.743636906243,0.17292556767552295,0.020529481158473743,0.03901260077035889,31.619722649751893,1164293490.8587792,0.0008385724915703307,0.40328045512063204,0.0003381798960521253
PRT,35767.72257528539,10409704.0,0.67381,0.3974524384608759,0.65,0.1251835191172326,0.4126863014831211,0.004722897288,0.06,0.05,0.8,1.5,0.2786675284702037,21.634856710020085,8.08255492421168e-08,225212454.4337229,0.8413700432478602,0.029867211242712327,7511.221740809932,21.634856710020088,26.227369613932666,26.227369613932666,0.09156251359100501,0.00024983157804965046,0.07,0.2786675284702037,1.0786681199636068,0.2786675284702037,0.042,60001.682280362955,0.2589141601367022,0.04187121748467933,0.07744176803441877,37.2003999436702,387245152.0952234,0.001040055034685791,0.5815759170003586,0.0006048709605282287
PRY,13531.396663349,6780744.0,0.62818,0.1609375709448036,0.4833333333333333,0.3203902747508443,0.1117582143593122,0.013295584114,0.06,0.05,0.8,1.5,0.06007584804558328,25.003440483175147,7.687256879979903e-07,169541929.035647,5.2125320965382445,0.003031994205309951,1894.39553286886,25.003440483175147,38.20645066201337,38.20645066201337,0.018337751822543377,0.0016906602555967504,0.07,0.06007584804558328,0.7723172239748409,0.06007584804558328,0.028000000000000004,5912.774769278067,0.23847635941804235,0.02707747771257596,0.05704201480284804,82.33133702777353,558267719.5630531,0.00608446704180769,0.30369287546903945,0.0018478092916231776
ROU,32495.9091605714,19047009.0,0.54489,0.2072899845466805,0.55,0.3181439389878922,0.4483897853104043,0.014093622224,0.06,0.05,0.8,1.5,0.25253310804376106,52.52227834123155,3.385104856118039e-07,1000392308.2659423,6.4476122660424,0.010270738625536631,3574.550007662854,52.52227834123154,77.37193661768234,77.37193661768234,0.052523691268917816,0.0019647748201150565,0.055,0.25253310804376106,2.215018282423157,0.25253310804376106,0.022,11235.637614328061,0.17590808803040037,0.020996327624486277,0.0350752473216062,134.91289352763943,2569687097.23699,0.004151688535963004,0.3893051061903981,0.0016162735463625356
RUS,27450.449218749993,144236933.0,0.75126,0.3801271692176262,0.5666666666666667,0.2324524602368638,0.23305461210559,0.000101642723,0.06,0.05,0.8,1.5,0.4850852105146532,39.43422400870981,3.4625033454211926e-07,5687871526.251269,49.94208630457925,0.014696078450979314,11254.684179687498,39.43422400870982,58.57436386010064,58.57436386010064,0.1105204160825231,0.0009646507614631453,0.082,0.4850852105146532,2.2519640629726654,0.4850852105146532,0.082,48417.14373863468,0.6343325965006923,0.08151644941671363,0.1898483348135645,107.1365769578013,15453051272.51173,0.0039029079671534773,0.368074332113878,0.0014365602433119495
SEN,3564.6281367603196,17316449.0,0.4908599999999999,0.3638467876292645,0.375,0.3456410886964015,0.1432665701184171,0.092225657019,0.06,0.05,0.8,1.5,0.007597334278704265,0.8714609506502977,2.509807077337256e-07,15090609.107427396,4.346094625454965,0.008788562310997146,1069.388441028096,0.8714609506502977,1.6722479031688282,1.6722479031688282,0.038931349415601585,0.00021879933489349913,0.10000000000000002,0.007597334278704265,0.05568156368385432,0.007597334278704265,0.06,3093.9274177770217,0.6069679314787038,0.059885003429822115,0.14533679443891792,3.6344001602121834,62934905.0199061,0.0010195734367723628,0.23978123273014057,0.00024447457552818317
SLV,9396.01377999827,6336392.0,0.74767,0.5854686773322109,0.2,0.3021237805974837,0.3541452756014177,0.033633981754,0.06,0.05,0.8,1.5,0.12737249134657547,36.256827988220216,1.2876706372951707e-06,229737474.80993468,8.159185924792022,0.007754359355434404,4698.006889999136,36.256827988220216,53.40247888819964,53.40247888819964,0.18859826500870772,0.0032854500150729157,0.1,0.12737249134657547,1.0877822868933844,0.12737249134657547,0.10000000000000002,15549.940758414641,0.8110619552771952,0.09858973517834568,0.22893718699595983,79.79570694597125,505616879.12679666,0.008492506377101753,0.4543706594738148,0.003858745723149301
SRB,20885.8886079244,6664449.0,0.56873,0.4223987784513971,0.4833333333333333,0.2280092387089795,0.3606228721441133,0.015570310022,0.06,0.05,0.8,1.5,1.3009702056130446,129.95370527206592,1.5380685233706938e-06,866069841.1467144,10.250379232509296,0.013251945495258504,2924.024405109416,129.95370527206592,182.80807102492525,182.80807102492525,0.06044352898898775,0.00458466351344248,0.07,1.3009702056130448,6.372325469879478,1.3009702056130446,0.028,12824.14880057341,0.2062257073626003,0.025822132921741965,0.056773967100275616,315.8615972969697,2105043506.2441924,0.015123206066373799,0.4114261004951635,0.0062220816988729725
SVK,33176.1845690068,5431752.0,0.53909,0.3912711758400825,0.7666666666666667,0.2183933068719898,0.3449922278949884,0.001181162619,0.06,0.05,0.8,1.5,0.9758943937954492,33.26559458506455,1.7286174952039493e-07,180690459.91861355,0.9389421536809043,0.032356182398577335,3649.3803025907473,33.26559458506455,47.30811759369911,47.30811759369911,0.03996442986698898,0.0007973669880039981,0.05499999999999999,0.9758943937954491,3.2532571005378506,0.9758943937954491,0.022,16710.12887189722,0.15791575841811037,0.021598755290464983,0.033490321538510795,71.06345145839002,385999044.5860129,0.002142001932457824,0.46811115844187007,0.0010026950059875564
SVN,41015.22523123071,2111986.0,0.55751,0.4697202338237022,0.7666666666666667,0.1574427097328758,0.4315862280858686,0.0,0.06,0.05,0.8,1.5,3.258907534702702,164.96594196812543,4.718731861164682e-07,348405759.91349334,0.9965895628533752,0.021896738664617738,4511.674775435378,164.9659419681254,211.06371643131575,211.06371643131575,0.05159137336054557,0.00237554439645037,0.055,3.258907534702702,9.049533429090655,3.258907534702702,0.022000000000000006,28655.977676515366,0.1439076051624027,0.020968030484316766,0.03595117596787951,266.6408914881123,563141829.8504124,0.006501022241981515,0.6186820822847428,0.004022065977648551
